N	2gram	Savitsky_E_1	DiskursI
263	себе потенцию	1	1
264	в случае	2	1
265	к выводу	1	1
266	склада и	1	1
267	но именно	2	1
268	и только	3	1
269	и еще	2	1
270	не как	1	1
271	в силу	2	1
272	по общему	3	1
273	на этом	1	1
274	с этой	6	1
275	таким образом	2	1
276	значительной степени	1	1
277	то ни	4	1
278	то чтобы	1	1
279	различие между	1	1
280	об этом	1	1
281	полной мере	1	1
282	лишь в	1	1
283	того или	4	1
284	мире как	1	1
285	и иных	1	1
286	сейчас и	1	1
287	лишь на	1	1
288	в жизни	1	1
289	она и	1	1
290	пребывает в	1	1
291	несмотря на	4	1
292	открытым вопрос	1	1
293	духовной жизни	2	1
294	и было	1	1
295	преимущественно к	1	1
296	в такой	1	1
297	если можно	1	1
298	пределах одного	1	1
299	дальнейшее развитие	1	1
300	в которых	3	1
301	и более	2	1
302	и наоборот	1	1
303	том же	1	1
304	же может	1	1
305	двух противоположных	1	1
306	для нее	1	1
307	непосредственным образом	1	1
308	проистекает из	1	1
309	на историческую	1	1
310	задаться вопросом	2	1
311	вплоть до	1	1
312	но они	1	1
313	она не	2	1
314	с теми	1	1
315	представляется несомненным	2	1
316	одна из	1	1
317	в процессе	4	1
318	мы все	1	1
319	и имеет	2	1
320	та или	1	1
321	на язык	2	1
322	в разных	1	1
323	ценностей а	2	1
324	или иная	1	1
325	иными словами	4	1
326	к ней	4	1
327	и до	1	1
328	такая же	1	1
329	во всем	1	1
330	и несколько	1	1
331	настоящего времени	1	1
332	известной степени	3	1
333	уже о	1	1
334	начиная с	2	1
335	не могут	2	1
336	но все	1	1
337	было у	1	1
338	числе и	1	1
339	всего в	2	1
340	к тому	8	1
341	но также	2	1
342	не есть	2	1
343	в полной	4	1
344	имеет место	2	1
345	также от	1	1
346	оно не	1	1
347	утверждать что	2	1
348	в применении	3	1
349	приходит к	1	1
350	открытым для	1	1
351	питается и	1	1
352	от друга	2	1
353	говоря уже	2	1
354	своем значении	1	1
355	эти две	1	1
356	на свой	1	1
357	в культуре	3	1
358	как с	1	1
359	и сам	1	1
360	этот период	1	1
361	что может	1	1
362	для человеческого	1	1
363	поэтому в	1	1
364	для этого	1	1
365	и даже	6	1
366	с ним	1	1
367	пользоваться преимущественно	1	1
368	внимание на	1	1
369	не перед	1	1
370	и что	2	1
371	составляющая его	1	1
372	может не	1	1
373	аналогии с	1	1
374	в значительной	2	1
375	нас в	1	1
376	не заключает	1	1
377	и во	2	1
378	не несут	1	1
379	существования в	3	1
380	вопрос следует	1	1
381	и подражания	1	1
382	и радикально	1	1
383	и следовательно	1	1
384	именно о	1	1
385	сводить к	1	1
386	не устраняет	2	1
387	нужно и	1	1
388	одних и	1	1
389	от них	3	1
390	же будет	1	1
391	с которыми	1	1
392	для всех	1	1
393	на всем	4	1
394	мира то	2	1
395	следует добавить	1	1
396	во втором	2	1
397	не дает	3	1
398	большинстве случаев	3	1
399	связывается с	1	1
400	например к	1	1
401	мир в	1	1
402	только это	1	1
403	и их	1	1
404	в новом	1	1
405	всяком случае	3	1
406	в современном	1	1
407	вовсе не	6	1
408	в состоянии	1	1
409	в случаях	1	1
410	тем что	3	1
411	к той	2	1
412	в других	2	1
413	но из	1	1
414	из того	2	1
415	того что	7	1
416	его при	1	1
417	во второй	3	1
418	необходимо понять	1	1
419	между ними	2	1
420	поэзии и	1	1
421	в некоторых	2	1
422	света и	1	1
423	в любой	1	1
424	на этот	2	1
425	несомненным что	1	1
426	поскольку речь	2	1
427	чем та	1	1
428	которые по	1	1
429	там где	3	1
430	что из	1	1
431	ближе к	1	1
432	именно поэтому	1	1
433	и морем	1	1
434	как это	4	1
435	продолжение в	1	1
436	по своему	7	1
437	это были	1	1
438	в европейской	2	1
439	собой такое	1	1
440	применении к	3	1
441	к настоящему	3	1
442	сам в	1	1
443	даже в	4	1
444	слова и	1	1
445	на пути	1	1
446	как некую	1	1
447	и от	3	1
448	на существование	1	1
449	придает ей	1	1
450	один из	1	1
451	рассматривать как	1	1
452	впоследствии к	1	1
453	но с	2	1
454	более того	1	1
455	живет и	1	1
456	с понятиями	1	1
457	лицо и	1	1
458	в индивидуальном	1	1
459	когда он	3	1
460	особого рода	1	1
461	в третьем	1	1
462	же к	2	1
463	еще более	2	1
464	стороны в	2	1
465	по самой	1	1
466	ни было	4	1
467	же в	2	1
468	быть и	1	1
469	даже при	2	1
470	одной из	5	1
471	не говоря	2	1
472	сказать что	4	1
473	другой в	1	1
474	не быть	1	1
475	стран с	1	1
476	можно утверждать	2	1
477	в какой	2	1
478	включает в	1	1
479	ее в	3	1
480	какому же	1	1
481	во всяком	3	1
482	том числе	1	1
