N	2gram	Savitsky_E_1	Narrotol
376	в мировой	1	1
377	могут быть	2	1
378	для развития	1	1
379	для такого	1	1
380	от друга	2	1
381	здесь говорить	1	1
382	половине второго	2	1
383	как по	1	1
384	для всего	1	1
385	решения проблемы	2	1
386	в более	1	1
387	различие между	1	1
388	и когда	1	1
389	и сам	1	1
390	каждого из	1	1
391	мог бы	2	1
392	осуществляется в	1	1
393	наоборот при	1	1
394	с собой	1	1
395	вопрос не	2	1
396	во второй	3	1
397	наше внимание	2	1
398	является в	1	1
399	поэтому в	1	1
400	был не	1	1
401	и вообще	1	1
402	будем именовать	2	1
403	приближается к	3	1
404	для мышления	1	1
405	и та	2	1
406	исключено что	1	1
407	ее и	1	1
408	для нас	4	1
409	в значительной	2	1
410	во всех	6	1
411	и человечества	1	1
412	что и	3	1
413	не более	3	1
414	вслед за	6	1
415	также в	2	1
416	к ней	4	1
417	и мы	3	1
418	звучит как	1	1
419	с той	1	1
420	в формах	1	1
421	в новой	1	1
422	в двух	1	1
423	тот же	1	1
424	одной из	5	1
425	значения как	1	1
426	мы увидим	1	1
427	ли он	1	1
428	иной степени	1	1
429	из эпизодов	1	1
430	бы ни	3	1
431	об их	1	1
432	с одной	8	1
433	с которыми	1	1
434	которые мы	1	1
435	того же	3	1
436	внимание что	1	1
437	на всем	4	1
438	ряде случаев	1	1
439	уже в	1	1
440	различия в	3	1
441	от других	1	1
442	не из	3	1
443	в данной	3	1
444	но совершенно	1	1
445	участие в	2	1
446	этот раз	1	1
447	только одно	2	1
448	представить себе	1	1
449	зрения развития	1	1
450	бытия и	1	1
451	само по	4	1
452	в ряде	1	1
453	ни для	1	1
454	в случаях	1	1
455	тем что	3	1
456	предстали бы	1	1
457	друг от	2	1
458	народов и	3	1
459	которое мы	1	1
460	в последние	6	1
461	на будущее	1	1
462	в исторической	1	1
463	на уровне	2	1
464	даже не	1	1
465	который не	1	1
466	не обязательно	1	1
467	которых мы	1	1
468	а именно	2	1
469	для этого	1	1
470	или меньшей	1	1
471	течением времени	2	1
472	что для	1	1
473	говорит о	3	1
474	выступает в	1	1
475	связано с	3	1
476	одной стороны	8	1
477	на этот	2	1
478	на которых	1	1
479	с большей	1	1
480	выше и	1	1
481	не на	4	1
482	сдвиг в	1	1
483	человеческой культуры	2	1
484	там где	3	1
485	ближе к	1	1
486	пока что	1	1
487	именно поэтому	1	1
488	связь с	1	1
489	так же	9	1
490	и потому	5	1
491	в рамках	1	1
492	этих случаях	1	1
493	что за	1	1
494	она есть	1	1
495	наряду с	2	1
496	также к	1	1
497	на пересечении	1	1
498	в тех	1	1
499	и всей	1	1
500	не можем	2	1
501	в европейской	2	1
502	действительности как	1	1
503	в иные	1	1
504	слова и	1	1
505	приблизиться к	1	1
506	но это	1	1
507	при условии	2	1
508	в культуре	3	1
509	стороне от	1	1
510	в формировании	1	1
511	числе и	1	1
512	и где	1	1
513	одного и	1	1
514	известной степени	3	1
515	являются не	1	1
516	случаях когда	2	1
517	указать на	1	1
518	при таком	1	1
519	ко второй	1	1
520	настоящего и	1	1
521	обращенный к	1	1
522	о котором	1	1
523	то не	2	1
524	но еще	2	1
525	еще более	2	1
526	тем более	4	1
527	на осуществление	1	1
528	отношении к	15	1
529	поскольку не	1	1
530	для мировой	1	1
531	всего мира	1	1
532	в свое	1	1
533	более или	1	1
534	частности в	2	1
535	к этой	1	1
536	случае если	1	1
537	качестве одной	1	1
538	ли признать	1	1
539	том числе	1	1
