N	2gram	Tiupa_Narr_1	StatiiOP
123	из нее	1	3
124	что на	2	3
125	и даже	3	3
126	а с	3	3
127	так же	2	3
128	другой стороны	4	3
129	не является	8	3
130	как известно	2	2
131	также и	1	2
132	того же	1	2
133	только потому	1	2
134	думал о	1	2
135	с фактической	1	2
136	из его	1	2
137	то же	4	2
138	пребывания в	1	2
139	бы то	3	2
140	с его	6	2
141	и который	1	2
142	тогда как	12	2
143	отличие от	5	2
144	нет и	2	2
145	что они	3	2
146	мере в	1	2
147	и как	5	2
148	более или	2	2
149	все эти	2	2
150	в этой	5	2
151	в себе	8	2
152	на его	1	2
153	больше всего	1	2
154	при этом	9	2
155	если бы	1	2
156	тем не	3	2
157	и более	1	2
158	значительной степени	2	2
159	том же	1	2
160	то ни	3	2
161	не дает	1	2
162	для своей	2	2
163	его в	2	2
164	это было	1	2
165	истории и	2	2
166	в это	1	2
167	как и	7	2
168	несмотря на	2	2
169	в один	1	2
170	или менее	2	2
171	себя внимание	3	2
172	два слова	1	2
173	с точки	2	2
174	как произведение	1	2
175	в отличие	5	2
176	не представляется	1	2
177	от его	1	2
178	что было	1	2
179	не могли	1	2
180	что этот	1	2
181	даже в	2	2
182	в то	3	2
183	дело не	1	2
184	не имеет	2	2
185	в процессе	1	2
186	это еще	1	2
187	не может	10	2
188	не по	1	2
189	в области	2	2
190	образом не	1	2
191	чтобы сделать	1	2
192	где он	1	2
193	в ее	3	2
194	представляется возможным	1	2
195	лучше сказать	1	2
196	в классической	1	2
197	и сам	1	2
198	особенно в	3	2
199	а также	7	2
200	в значительной	2	2
201	что и	1	2
202	отметить что	1	2
203	у всех	1	2
204	которой в	1	2
205	чем он	1	2
206	в какой	2	2
207	только в	4	2
208	место из	1	2
209	свидетельствуют о	1	2
210	на всем	1	2
211	очевидно что	1	2
212	ни с	1	2
213	сами по	2	2
214	в конце	1	2
215	может быть	25	2
216	в них	1	2
217	в особенности	4	2
218	со стороны	9	2
219	о своей	2	2
220	ему не	1	2
221	и др	2	2
222	говорит о	2	2
223	не на	2	2
224	следующее место	1	2
225	его как	2	2
226	было для	1	2
227	как говорит	3	2
228	если не	4	2
229	и вообще	1	2
230	связь с	1	2
231	и потому	2	2
232	как это	6	2
233	что именно	2	2
234	к своему	1	2
235	по своему	1	2
236	в данном	5	2
237	такого рода	7	2
238	в тех	1	2
239	по существу	2	2
240	только о	2	2
241	с этой	1	2
242	той мере	1	2
243	как своего	1	2
244	в результате	2	2
245	не должен	1	2
246	ни было	3	2
247	сказать что	4	2
248	совершенно не	2	2
249	утверждать что	2	2
250	они не	2	2
251	жил в	1	1
252	сам по	1	1
253	и то	1	1
254	это и	3	1
255	в первом	3	1
256	за все	1	1
257	характерное для	1	1
258	отношения между	1	1
259	и до	2	1
260	в какой-то	1	1
261	действительности и	1	1
262	им самим	1	1
263	бы уже	1	1
264	мы не	1	1
265	число таких	1	1
266	точкой зрения	2	1
267	есть нечто	1	1
268	в сущности	3	1
269	совпадает с	1	1
270	говорить о	2	1
271	на свою	1	1
272	в изложении	1	1
273	при решении	1	1
274	которое в	1	1
275	как не	1	1
276	одного слова	1	1
277	о роли	1	1
278	еще не	7	1
279	в веке	1	1
280	на них	1	1
281	он сам	2	1
282	этот текст	1	1
283	со словами	2	1
284	в чем	1	1
285	автора есть	1	1
286	этого эпизода	3	1
287	совершенно особое	1	1
288	на другой	2	1
289	совсем не	1	1
290	о смерти	1	1
291	но как	2	1
292	перед глазами	1	1
293	ответ на	1	1
294	по отношению	7	1
295	отношение к	2	1
296	с легкой	1	1
297	теория литературного	1	1
298	другому не	1	1
299	независимо от	2	1
300	что как	1	1
301	не сливаются	1	1
302	что касается	2	1
303	когда он	3	1
304	времени когда	1	1
305	них как	1	1
306	за собой	4	1
307	характер как	1	1
308	и придает	1	1
309	к другому	2	1
310	а во-вторых	1	1
311	формы в	1	1
312	так или	2	1
313	представляет собой	13	1
314	к месту	1	1
315	не оставляет	1	1
316	из этих	3	1
317	всего к	1	1
318	данном контексте	1	1
319	и тот	2	1
320	особое место	1	1
321	о ее	1	1
322	а то	1	1
323	и богатое	1	1
324	но именно	1	1
325	одному из	1	1
326	еще раньше	1	1
327	в первую	1	1
328	в понимании	1	1
329	в принципе	4	1
330	к одному	1	1
331	не как	2	1
332	фактической стороны	1	1
333	новое и	1	1
334	например как	2	1
335	свое время	1	1
336	его от	1	1
337	на этом	1	1
338	составной частью	1	1
339	а когда	1	1
340	в совершенно	1	1
341	различие между	2	1
342	те же	4	1
343	была в	1	1
344	а по	2	1
345	зрения на	2	1
346	первую очередь	1	1
347	с другими	1	1
348	только там	1	1
349	этом смысле	1	1
350	роль в	2	1
351	что один	1	1
352	и тем	4	1
353	но уже	1	1
354	а за	1	1
355	и уже	1	1
356	на своего	1	1
357	мы видели	1	1
358	с такой	1	1
359	в развитии	1	1
360	еще раз	1	1
361	во второй	2	1
362	рассказе о	2	1
363	нет возможности	1	1
364	место в	1	1
365	это разные	1	1
366	последовательности в	1	1
367	вплоть до	2	1
368	нельзя было	1	1
369	через посредство	1	1
370	при всех	2	1
371	в соборе	2	1
372	она не	2	1
373	принадлежат к	1	1
374	одна из	3	1
375	какой он	1	1
376	кого из	1	1
377	на него	3	1
378	было не	1	1
379	в основе	5	1
380	которого он	2	1
381	материала в	1	1
382	возражает против	1	1
383	что ей	1	1
384	для всего	1	1
385	однако если	1	1
386	же время	4	1
387	этих двух	1	1
388	к концу	1	1
389	к ней	1	1
390	в текст	1	1
391	как будто	3	1
392	как живая	1	1
393	вспоминать о	1	1
394	не могут	1	1
395	он и	1	1
396	отличается от	4	1
397	для такого	1	1
398	настроений в	1	1
399	в поле	1	1
400	из монастыря	1	1
401	они и	1	1
402	от элементов	1	1
403	будто и	1	1
404	для кого	1	1
405	все лица	1	1
406	как мы	3	1
407	в свое	1	1
408	что все	1	1
409	свою очередь	3	1
410	слава богу	1	1
411	здесь не	4	1
412	данном случае	4	1
413	х годов	1	1
414	мысль о	1	1
415	в пределах	2	1
416	свет в	1	1
417	слова а	1	1
418	стоят в	1	1
419	на том	3	1
420	и совершенно	1	1
421	можно было	2	1
422	не так	1	1
423	не с	3	1
424	к языку	1	1
425	столь же	3	1
426	и ему	1	1
427	входя в	1	1
428	голоса в	1	1
429	др в	1	1
430	одного из	4	1
431	можно сказать	5	1
432	с соответствующими	1	1
433	и во	1	1
434	изложенной в	1	1
435	или иначе	3	1
436	были слабые	1	1
437	же несомненна	1	1
438	во втором	4	1
439	нуждается в	5	1
440	хотя могло	1	1
441	в форме	5	1
442	чем и	1	1
443	какой-то мере	1	1
444	году как	2	1
445	все время	1	1
446	казалось что	5	1
447	не случайно	2	1
448	один из	3	1
449	в двух	2	1
450	тот же	1	1
451	с ними	1	1
452	всю свою	1	1
453	будто бы	3	1
454	до нас	1	1
455	поэтому и	1	1
456	согласно которой	1	1
457	он уже	2	1
458	который в	2	1
459	или же	1	1
460	которых в	1	1
461	это же	1	1
462	том чтобы	1	1
463	не будет	3	1
464	с которыми	1	1
465	узнает о	1	1
466	внимание что	1	1
467	уже в	3	1
468	всем его	1	1
469	от других	1	1
470	где бы	1	1
471	одно из	2	1
472	точка зрения	6	1
473	у нее	2	1
474	а в	11	1
475	не о	3	1
476	может служить	1	1
477	мы можем	1	1
478	у него	4	1
479	следует понимать	1	1
480	представляют собой	2	1
481	именно как	1	1
482	даже не	3	1
483	а на	1	1
484	частью в	1	1
485	разумеется это	1	1
486	речи а	1	1
487	к которому	2	1
488	и быть	1	1
489	себя и	2	1
490	жизни то	1	1
491	действующими лицами	1	1
492	церкви и	1	1
493	то и	1	1
494	ничем не	1	1
495	мы и	1	1
496	с которым	1	1
497	одну из	2	1
498	не подлежит	1	1
499	в связи	2	1
500	было в	2	1
501	ни на	1	1
502	на чем	2	1
503	о возможности	1	1
504	над ним	1	1
505	у себя	1	1
506	если оно	1	1
507	они свидетельствуют	1	1
508	легкой руки	1	1
509	да и	4	1
510	человек с	1	1
511	жизни в	3	1
512	быть не	1	1
513	порой даже	1	1
514	известном смысле	2	1
515	впрочем не	1	1
516	как нам	1	1
517	этом и	1	1
518	вокруг него	2	1
519	ни для	7	1
520	силу и	1	1
521	при всем	2	1
522	в книге	1	1
523	является ли	1	1
524	и для	2	1
525	которых он	1	1
526	и сами	1	1
527	отвечает на	1	1
528	и очевидно	1	1
529	не существует	3	1
530	и от	1	1
531	только таким	1	1
532	место для	1	1
533	или в	2	1
534	что оно	1	1
535	был всем	1	1
536	для нас	1	1
537	от него	1	1
538	и все	2	1
539	идет не	1	1
540	бы он	1	1
541	понимал и	1	1
542	же в	4	1
543	в свою	3	1
544	к самому	2	1
545	говорить или	1	1
546	между ними	2	1
547	поскольку речь	1	1
548	к его	1	1
549	едва ли	1	1
550	в характере	1	1
551	отношению к	6	1
552	героя в	8	1
553	монастырь в	1	1
554	жизни и	3	1
555	как результат	1	1
556	о себе	1	1
557	который не	1	1
558	можно назвать	1	1
559	в таком	2	1
560	точно так	2	1
561	том числе	6	1
562	которая не	1	1
