N	4gram	Tiupa_Anal_3	Narrotol
135	веком героев бытийная компетенция	1	1
136	говорящих и слушающих общим	1	1
137	курьезное любопытное занимательное неожиданное	1	1
138	преступается не предначертанность судьбы	1	1
139	бахтин может ощущаться завершенная	1	1
140	быть редуцирован комическая апофегма	1	1
141	жанры как формы целого	1	1
142	иной ситуации иным рассказчиком	1	1
143	рассказчика ни для слушателей	1	1
144	проповедь где притча нередко	1	1
145	к сообщаемому рецептивная компетенция	1	1
146	может ощущаться завершенная и	1	1
147	они хотят и свершают	1	1
148	одного и того же	3	1
149	в тексте но всегда	1	1
150	говорящего состоит в наличии	1	1
151	сказание или диалогической анекдот	1	1
152	сообщенный в иной ситуации	1	1
153	хвале хуле или плачу	1	1
154	выбора в качестве бытийной	1	1
155	явственно солирует риторический предел	1	1
156	и персонажи сказания не	1	1
157	выслушивание одного и того	1	1
158	типической ситуации общения то	1	1
159	компетенция жанра предполагает текстообразующую	1	1
160	и потому нейтральное к	1	1
161	в иной ситуации иным	1	1
162	различал жанр как композиционно	1	1
163	ситуации жизненного выбора риторический	1	1
164	может быть определена как	1	1
165	так называемого чувства юмора	1	1
166	он предполагает исторически сложившуюся	1	1
167	но обязательно курьезное любопытное	1	1
168	рассказывается анекдот рекреативная компетентность	1	1
169	рода хоровое слово общенародной	1	1
170	от мастерства рассказчика не	1	1
171	убеждению соучастников притчевого дискурса	1	1
172	адресата авторские инвенции термин	1	1
173	не только вымышленные но	1	1
174	смешное но обязательно курьезное	1	1
175	то есть система исторически	1	1
176	маской в.т зависит от	1	1
177	сам текст анекдота выбор	1	1
178	от притчи современный сугубо	1	1
179	и того же анекдота	1	1
180	занять этой уготованной ему	1	1
181	не ценностно дистанцированной в	1	1
182	кто говорит и кому	1	1
183	компетентности индивидуального речевого замысла	1	1
184	по своему коммуникативному статусу	1	1
185	диахронии жанр знаменует традицию	1	1
186	композиционным костяком так сказать	1	1
187	риторический предел до которого	1	1
188	слушателя к содержанию притчи	1	1
189	акт притчевого типа есть	1	1
190	стороны субъективной компетентности индивидуального	1	1
191	притча повествует не о	1	1
192	кощунство и непристойность необыкновенное	1	1
193	как композиционно определенное в	1	1
194	к сообщаемому характерно что	1	1
195	словарного слова говорящий здесь	1	1
196	убеждения организующего учительный дискурс	1	1
197	назидания притча повествует не	1	1
198	в иной коммуникативный статус	1	1
199	бахтину жанровое целое внеязыковое	1	1
200	жанра это парадигма инициируемого	1	1
201	соучастника данного коммуникативного события	1	1
202	предносится целое нашего высказывания	1	1
203	эстетического наблюдения именно таковы	1	1
204	к общенародной хвале хуле	1	1
205	чувства юмора умения отрешиться	1	1
206	которого анекдот легко может	1	1
207	профанация священного новелла ночной	1	1
208	такого выбора не всегда	1	1
209	в частности наличие так	1	1
210	у него убеждения организующего	1	1
211	суть референтная предметно-тематическая и	1	1
212	фактический слушатель читатель может	1	1
213	обязательно сообщает нечто смешное	1	1
214	здесь пока еще преждевременно	1	1
215	когда персонажи не выбирают	1	1
216	притче о блудном сыне	1	1
217	ситуации рассказывания поскольку оно	1	1
218	сказания субъект дискурсии обладает	1	1
219	репродуцирование сообщенный в иной	1	1
220	предмета цели и ситуации	1	1
221	звучит один голос >	1	1
222	целого следовательно предметно-смысловые формы	1	1
223	нормативное приложение запечатленного в	1	1
224	креативная компетенция рассказывающего анекдот	1	1
225	ситуации иным рассказчиком с	1	1
226	слово анекдота уже не	1	1
227	в уста анекдот как	1	1
228	и одновременно резко отличается	1	1
229	субъекта и адресата высказывания	1	1
230	притчи иносказательность является своего	1	1
231	пока еще преждевременно поскольку	1	1
232	припоминая и примеряя ее	1	1
233	модификаций анекдотического дискурса претерпевшего	1	1
234	образом ориентировано на непосредственную	1	1
235	притчи современный сугубо смеховой	1	1
236	их бытования опосредованной коммуникации	1	1
237	той или иной позицией	1	1
238	рассказчиком с иными подробностями	1	1
239	может быть проделано и	1	1
240	сказание моделирует ролевую картину	1	1
241	собой лишь одну из	1	1
242	соответствующего жанра сказание моделирует	1	1
243	влияние со стороны художественной	1	1
244	выбора риторический предел до	1	1
245	опыта к индивидуальной жизненной	1	1
246	и позволяет говорить о	1	1
247	наличии у него убеждения	1	1
248	тому архаичному состоянию общественных	1	1
249	до которой притча редуцируется	1	1
250	не обязательно сообщает нечто	1	1
251	такое слово анекдота уже	1	1
252	сущности застывшее целое и	1	1
253	автором коммуникативного события предносящееся	1	1
254	частности сказание постулирует адресата	1	1
255	необходимая коммуникативная характеристика того	1	1
256	форме определенной жанровой схемы	1	1
257	в свою очередь определяется	1	1
258	точными они бытуют как	1	1
259	с языком ставят перед	1	1
260	запрета есть профанация священного	1	1
261	которой притча редуцируется в	1	1
262	жанр как композиционно определенное	1	1
263	всего к ценностной однозначности	1	1
264	время жанры существенно связаны	1	1
265	рассказчика не только вымышленные	1	1
266	говорящего иначе говоря жанр	1	1
267	собственно и составляющий морализаторскую	1	1
268	устного диалога и вторичные	1	1
269	ответственность свободного выбора в	1	1
270	к ценностной однозначности >	1	1
271	завершения учета слушателя по	1	1
272	креативная компетенция жанра при	1	1
273	притчи креативная компетенция говорящего	1	1
274	ощущаться завершенная и строго	1	1
275	предлагая адресату позицию внутренне	1	1
276	высказывания своего рода хоровое	1	1
277	или иной преемственно воспроизводимой	1	1
278	и поучаемого это разделение	1	1
279	собственной ситуации жизненного выбора	1	1
280	миропорядок где всякому чья	1	1
281	анекдотического дискурса претерпевшего к	1	1
282	способность хранения и передачи	1	1
283	высказывания письменные формы их	1	1
284	поэтому повторное выслушивание одного	1	1
285	неоспоримый миропорядок где всякому	1	1
286	компетенции того или иного	1	1
287	а все-таки она вертится	1	1
288	вторичные идеологические жанры как	1	1
289	беспрецедентных событиях общенародной сказание	1	1
290	это риторика ролевого обезличенного	1	1
291	бытийной компетенции персонажа то	1	1
292	у-влекать слушателей преодолевая их	1	1
293	целое нашего высказывания и	1	1
294	речевого целого его завершения	1	1
295	о том что по	1	1
296	анекдота полярно противостоит событийности	1	1
297	типическим ситуациям речевого общения	1	1
298	анекдот как бы не	1	1
299	такого знания означала бы	1	1
300	мастерства рассказчика не только	1	1
301	тематические и языковые с	1	1
302	священного новелла ночной жанр	1	1
303	от диалогической ситуации рассказывания	1	1
304	креативная компетенция говорящего состоит	1	1
305	или острота наизнанку глупость	1	1
306	картина мира где персонажем	1	1
307	ее содержание к собственной	1	1
308	картины мира креативная компетенция	1	1
309	бытования опосредованной коммуникации вторичны	1	1
310	не о беспрецедентных событиях	1	1
311	риторика императивного монологизированного слова	1	1
312	императивного монологизированного слова в	1	1
313	не развившимся твердым композиционным	1	1
314	авторства выше она названа	1	1
315	хуле или плачу и	1	1
316	в случае элиминирования из	1	1
317	жанровой схемы и в	1	1
318	некий нравственный закон собственно	1	1
319	бахтинский подход к изучению	1	1
320	мире слово сказания еще	1	1
321	осуществлено только самим слушающим	1	1
322	названа маской в.т зависит	1	1
323	непреложный и неоспоримый миропорядок	1	1
324	или сплетни то есть	1	1
325	репродуктивной компетентностью последняя предполагает	1	1
326	ставят перед ним определенные	1	1
327	знания аналогичному адресату компетентность	1	1
328	своему коммуникативному статусу тождественно	1	1
329	природе суть то что	1	1
330	коммуникативной ситуации типической ситуации	1	1
331	в частности такого рода	1	1
332	общенародной хвалы или хулы	1	1
333	сплетни то есть принадлежат	1	1
334	сообщает нечто смешное но	1	1
335	это и позволяет говорить	1	1
336	с формой авторства референтная	1	1
337	ни столь свободным как	1	1
338	отношении от притчи современный	1	1
339	идеологические жанры как формы	1	1
340	вступление в коммуникацию не	1	1
341	дискурсии и ее адресатов	1	1
342	на репродуцирование сообщенный в	1	1
343	стороны проповедь где притча	1	1
344	картиной мира моделируемой текстами	1	1
345	моделирует ролевую картину мира	1	1
346	концепты авторской позиции и	1	1
347	авторитарной притча не предполагает	1	1
348	наделенного репродуктивной компетентностью последняя	1	1
349	ролевую картину мира это	1	1
350	того кому рассказывается анекдот	1	1
351	городского фольклора являет собой	1	1
352	того же анекдота обычно	1	1
353	бы не рассчитан на	1	1
354	инвенции термин классической риторики	1	1
355	этого знания аналогичному адресату	1	1
356	ним определенные задания реализуют	1	1
357	можно сказать что жанр	1	1
358	коммуникативный статус знания убеждения	1	1
359	премудрость притчевого назидания притча	1	1
360	для себя если первое	1	1
361	таковы герои сказания или	1	1
362	частной анекдот жизни но	1	1
363	только исполнитель передаваемого текста	1	1
364	наличие так называемого чувства	1	1
365	ориентировано на непосредственную ответную	1	1
366	мира которая своей карнавальной	1	1
367	еще преждевременно поскольку мы	1	1
368	слова говорящий здесь только	1	1
369	перевод его в иной	1	1
370	как притчу в принципе	1	1
371	с иными подробностями и	1	1
372	нарративном дискурсе может иметь	1	1
373	бытуют как слухи или	1	1
374	внеязыковое и потому нейтральное	1	1
375	картина мира которая своей	1	1
376	запечатленного в притче универсального	1	1
377	признает никакого миропорядка жизнь	1	1
378	эксплицированного в тексте но	1	1
379	высказывания и в форме	1	1
380	свою речь нам всегда	1	1
381	и прежде всего к	1	1
382	по бахтину жанровое целое	1	1
383	все их поступки в	1	1
384	свободным как к содержанию	1	1
385	и в форме индивидуального	1	1
386	авторства референтная креативная и	1	1
387	роль судьба или долг	1	1
388	коммуникативного события на поучающего	1	1
389	не занять этой уготованной	1	1
390	наизнанку глупость неуместность ошибка	1	1
391	нем определенные возможности когда	1	1
392	восходит к тому архаичному	1	1
393	очередь определяется предметом целью	1	1
394	есть монолог в чистом	1	1
395	острота или острота наизнанку	1	1
396	тогда как рассказчик анекдота	1	1
397	один и тот же	1	1
398	истории не претендуют на	1	1
399	да и персонажи сказания	1	1
400	недостоверностью отвергает извращает осмеивает	1	1
401	суть то что они	1	1
402	и соответствующими коммуникативными компетенциями	1	1
403	как слухи или сплетни	1	1
404	напротив предполагает как раз	1	1
405	элиминирования из нее нарративности	1	1
406	предел до которого анекдот	1	1
407	другие компетенции суть референтная	1	1
408	первичные определенные типы устного	1	1
409	обязательно курьезное любопытное занимательное	1	1
410	дело не с собственно	1	1
411	голос > оно живет	1	1
412	учета слушателя по бахтину	1	1
413	со стороны адресата позицию	1	1
414	типы устного диалога и	1	1
415	система смыслов оно стремится	1	1
416	стороны художественной литературы анекдот	1	1
417	это позиция активного приятия	1	1
418	нам всегда предносится целое	1	1
419	определяется предметом целью и	1	1
420	и неоспоримый миропорядок где	1	1
421	не выбирают а по	1	1
422	риторика сказания это риторика	1	1
423	и делает героя в	1	1
424	сказания или притчи это	1	1
425	персонажа то она определяется	1	1
426	табу дозволенное посрамление словесное	1	1
427	отношения к сообщаемому характерно	1	1
428	одну из модификаций анекдотического	1	1
429	преемственно воспроизводимой в культуре	1	1
430	что касается референтной компетенции	1	1
431	говорящего или пишущего постигает	1	1
432	частности такого рода первофеноменами	1	1
433	к тому архаичному состоянию	1	1
434	анекдота обычно неприемлемо ни	1	1
435	и вторичные идеологические жанры	1	1
436	ни столь пассивным как	1	1
437	практике может быть осуществлено	1	1
438	формы построения речевого целого	1	1
439	адресата при этом остается	1	1
440	чья жизнь достойна сказания	1	1
441	событиях общенародной сказание или	1	1
442	неудача две другие компетенции	1	1
443	формы высказывания как целого	1	1
444	отвергает извращает осмеивает всякую	1	1
445	или преступается не предначертанность	1	1
446	передачи этого знания аналогичному	1	1
447	постулирует со стороны адресата	1	1
448	именовал веком героев бытийная	1	1
449	постигает неудача две другие	1	1
450	всегда имплицитно присутствующего в	1	1
451	обычно неприемлемо ни для	1	1
452	с одной стороны проповедь	1	1
453	исторически сложившуюся систему традиционных	1	1
454	говорит и кому говорят	1	1
455	как к содержанию сказания	1	1
456	адресату компетентность восприятия со	1	1
457	качестве нарративного вкрапления с	1	1
458	поскольку оно существенным образом	1	1
459	весьма разнородны говорить о	1	1
460	или иной позицией соучастника	1	1
461	поучающего и поучаемого это	1	1
462	новелла ночной жанр посрамляющий	1	1
463	в частности форма авторства	1	1
464	а не ценностно дистанцированной	1	1
465	есть принадлежат самой ситуации	1	1
466	коммуникативный статус научной истины	1	1
467	как рассказчик анекдота или	1	1
468	компетенция рассказывающего анекдот недостоверное	1	1
469	анекдотическим повествованием творится окказиональная	1	1
470	как формы целого следовательно	1	1
471	форма авторства выше она	1	1
472	есть предметно-смысловые нахождения или	1	1
473	то есть острота или	1	1
474	еще не такое слово	1	1
475	то нормативное приложение запечатленного	1	1
476	такого высказывания своего рода	1	1
477	рода механизмом активизации воспринимающего	1	1
478	событием поэтому повторное выслушивание	1	1
479	слушающих общим знанием поэтому	1	1
480	лишь одну из модификаций	1	1
481	для притчи иносказательность является	1	1
482	монологизированного слова в слове	1	1
483	юмора умения отрешиться от	1	1
484	к тому же обратное	1	1
485	высказывания как целого кто	1	1
486	рецептивной компетенции жанра состоит	1	1
487	текста позволяющую донести до	1	1
488	преждевременно поскольку мы имеем	1	1
489	формы их бытования опосредованной	1	1
490	нем звучит один голос	1	1
491	притчевого назидания притча повествует	1	1
492	выбирают а по своей	1	1
493	жанровые зародыши тематические и	1	1
494	вертится противоположный предел язык	1	1
495	фольклора являет собой лишь	1	1
496	изобретения говорящего иначе говоря	1	1
497	отграниченная система смыслов оно	1	1
498	бахтин жизни анекдот должен	1	1
499	смыслов оно стремится к	1	1
500	но не верифицируемым знанием	1	1
501	анекдот невозможно рассказывать себе	1	1
502	реализуют в нем определенные	1	1
503	анекдот недостоверное знание что	1	1
504	и не занять этой	1	1
505	состоит в наличии у	1	1
506	хотят и свершают картина	1	1
507	как раз ответственность свободного	1	1
508	одной стороны проповедь где	1	1
509	анекдота курьезная риторика окказионального	1	1
510	притчи выступают с одной	1	1
511	притчу в принципе можно	1	1
512	притча редуцируется в случае	1	1
513	полюсом анекдотического дискурса выступает	1	1
514	система исторически сложившихся интерсубъективных	1	1
515	одновременно резко отличается в	1	1
516	из модификаций анекдотического дискурса	1	1
517	активность адресата при этом	1	1
518	в дискурсе речевой акт	1	1
519	жизнь достойна сказания отведена	1	1
520	ситуацией высказывания > кто	1	1
521	знание что по своему	1	1
522	преодолевая их внутреннюю обособленность	1	1
523	моделируемая притчей напротив предполагает	1	1
524	составляющий морализаторскую премудрость притчевого	1	1
525	инициируемого автором коммуникативного события	1	1
526	продуктивный тип высказывания реализующий	1	1
527	свою очередь определяется предметом	1	1
528	гегель именовал веком героев	1	1
529	парадигма инициируемого автором коммуникативного	1	1
530	в этом отношении от	1	1
531	однако внутренняя активность адресата	1	1
532	изустными то есть непосредственно	1	1
533	в нем определенные возможности	1	1
534	рода первофеноменами целого спектра	1	1
535	и строго отграниченная система	1	1
536	будучи порой фактически точными	1	1
537	встречающихся в дискурсе речевой	1	1
538	высказывания > кто говорит	1	1
539	соотносительная с формой авторства	1	1
540	как субъекты этического выбора	1	1
541	она названа маской в.т	1	1
542	потому нейтральное к языку	1	1
543	жанра предполагает текстообразующую конвенциональность	1	1
544	и оцененном мире слово	1	1
545	пассивным как к содержанию	1	1
546	художественной словесности представляются сказание	1	1
547	говоря жанр представляет собой	1	1
548	непосредственно коммуникативными способами высказывания	1	1
549	поэтому анекдот невозможно рассказывать	1	1
550	определяется картиной мира моделируемой	1	1
551	с собственно художественными а	1	1
552	поэтому жанры как формы	1	1
553	она вертится противоположный предел	1	1
554	живет в готовом стабильно	1	1
555	язык диалект культуры он	1	1
556	мира моделируемой текстами соответствующего	1	1
557	слово сказания еще не	1	1
558	притче есть реализация такого	1	1
559	не от своея воля	1	1
560	содержанию сказания это позиция	1	1
561	в форме индивидуального речевого	1	1
562	организации текста позволяющую донести	1	1
563	домонологично оно объединяет говорящих	1	1
564	в принципе можно припоминая	1	1
565	со стороны адресата притчи	1	1
566	коммуникативному статусу тождественно мнению	1	1
567	первое может быть проделано	1	1
568	случае элиминирования из нее	1	1
569	оно стремится к однозначности	1	1
570	компетенция говорящего состоит в	1	1
571	сообщаемому характерно что несмотря	1	1
572	где всякому чья жизнь	1	1
573	если в диахронии жанр	1	1
574	глазами анекдота это игра	1	1
575	слушателей преодолевая их внутреннюю	1	1
576	однако с другой стороны	1	1
577	исторически сложившихся интерсубъективных компетенций	1	1
578	а некий нравственный закон	1	1
579	то она определяется картиной	1	1
580	читатель может и не	1	1
581	их поступки в притче	1	1
582	традиционные для него концепты	1	1
583	нейтральное к языку поэтому	1	1
584	б.о корман адресата концепт	1	1
585	позиции но в таком	1	1
586	риторика окказионального ситуативного диалогизированного	1	1
587	готовом стабильно дифференцированном и	1	1
588	дискурсии обладает достоверным но	1	1
589	письменные формы их бытования	1	1
590	мы имеем дело с	1	1
591	предполагает как раз ответственность	1	1
592	сказать что жанр это	1	1
593	их предлагая адресату позицию	1	1
594	своего рода хоровое слово	1	1
595	предполагается ни столь свободным	1	1
596	всего они разнятся бытийными	1	1
597	где притча нередко встречается	1	1
598	называемого чувства юмора умения	1	1
599	в исконном значении этого	1	1
600	коммуникативного события предносящееся целое	1	1
601	на непосредственную ответную реакцию	1	1
602	наиболее продуктивным в рамках	1	1
603	сюжета притчи лично для	1	1
604	наконец существо рецептивной компетенции	1	1
605	ситуации общения то синхрония	1	1
606	построения речевого целого его	1	1
607	анекдот жизни но о	1	1
608	донести до адресата авторские	1	1
609	в сказании повествуемой ситуации	1	1
610	есть металингвистический язык диалект	1	1
611	к содержанию сказания это	1	1
612	себе самому тогда как	1	1
613	всегда эксплицированного в тексте	1	1
614	тексте но всегда имплицитно	1	1
615	высказывания жанр в свою	1	1
616	субъекта и формы высказывания	1	1
617	говорить о поэтике здесь	1	1
618	обезличенного словарного слова говорящий	1	1
619	жизни анекдот должен не	1	1
620	смысле домонологично оно объединяет	1	1
621	иерархично оно не предполагает	1	1
622	как говорит концепты авторской	1	1
623	принадлежат самой ситуации рассказывания	1	1
624	будет адекватным данному дискурсу	1	1
625	и передачи этого знания	1	1
626	костяком так сказать первофеномены	1	1
627	достойна сказания отведена определенная	1	1
628	предначертанность судьбы а некий	1	1
629	не предполагает хоровой сказание	1	1
630	разнородны говорить о поэтике	1	1
631	наблюдения именно таковы герои	1	1
632	классической риторики то есть	1	1
633	игрового переиначивающего отношения к	1	1
634	со стороны художественной литературы	1	1
635	своея воля рекоша но	1	1
636	отношение к сообщенному знанию	1	1
637	анекдот равнодостойности сознаний встречающихся	1	1
638	предполагает текстообразующую конвенциональность субъекта	1	1
639	общения объединяющая субъекта и	1	1
640	архаичному состоянию общественных отношений	1	1
641	жанровости есть металингвистический язык	1	1
642	схемы и в форме	1	1
643	ситуации рассказывания а не	1	1
644	к собственной ситуации жизненного	1	1
645	персонажа референтная компетенция анекдота	1	1
646	деритуализовано инициативно личностно окрашено	1	1
647	о беспрецедентных событиях общенародной	1	1
648	нарушение запрета есть профанация	1	1
649	слово общенародной хвалы или	1	1
650	как формы построения речевого	1	1
651	формы междуязычны интернациональны в	1	1
652	если первое может быть	1	1
653	креативная и рецептивная стороны	1	1
654	с еще не развившимся	1	1
655	несмотря на свою столь	1	1
656	слухи или сплетни то	1	1
657	жанр городского фольклора являет	1	1
658	в себе не заключает	1	1
659	в новелле есть нарушение	1	1
660	его в иной коммуникативный	1	1
661	жанры как формы построения	1	1
662	приобщения к общенародной хвале	1	1
663	но от божья повеленья	1	1
664	и формы высказывания как	1	1
665	притче универсального опыта к	1	1
666	противоположным полюсом анекдотического дискурса	1	1
667	сообщаемому рецептивная компетенция анекдота	1	1
668	диалогической анекдот равнодостойности сознаний	1	1
669	являет собой лишь одну	1	1
670	есть непосредственно коммуникативными способами	1	1
671	индивидуального речевого замысла говорящего	1	1
672	и рецептивная установка адресованности	1	1
673	редуцируется в случае элиминирования	1	1
674	определенное в сущности застывшее	1	1
675	предстают перед нами не	1	1
676	жанр посрамляющий умершее солнце	1	1
677	нами не как объекты	1	1
678	до которого анекдот легко	1	1
679	своей природе суть то	1	1
680	отличается в этом отношении	1	1
681	то синхрония жанра это	1	1
682	предполагает исторически сложившуюся систему	1	1
683	компетенция жанра при несоответствии	1	1
684	компетенции жанра состоит в	1	1
685	свободного игрового переиначивающего отношения	1	1
686	референтной компетенции того или	1	1
687	не всегда эксплицированного в	1	1
688	но всегда имплицитно присутствующего	1	1
689	не как объекты эстетического	1	1
690	в таком случае его	1	1
691	компетенций в диахроническом аспекте	1	1
692	по своей природе суть	1	1
693	и слушающих общим знанием	1	1
694	например в значительной степени	1	1
695	знанием верификация такого знания	1	1
696	субъекты этического выбора все	1	1
697	компетентность предполагающая в частности	1	1
698	притчевого типа есть монолог	1	1
699	феномен жанровости есть металингвистический	1	1
700	в том что он	2	1
701	новелле есть нарушение запрета	1	1
702	даже будучи порой фактически	1	1
703	смыслополагающей конвенции концепированного б.о	1	1
704	то же время жанры	1	1
705	внутреннюю обособленность но раз-влекать	1	1
706	сказания не от своея	1	1
707	общности складывающейся и бытующей	1	1
708	и жанровые зародыши тематические	1	1
709	а по своей природе	1	1
710	или притчи явственно солирует	1	1
711	хоровой сказание или диалогической	1	1
712	острота наизнанку глупость неуместность	1	1
713	объекты эстетического наблюдения именно	1	1
714	анекдота ни столь пассивным	1	1
715	в нем звучит один	1	1
716	корман адресата концепт читателя	1	1
717	установка адресованности соотносительная с	1	1
718	дифференцированном и оцененном мире	1	1
719	условленность общения объединяющая субъекта	1	1
720	же обратное влияние со	1	1
721	формой авторства референтная креативная	1	1
722	анекдота или притчи явственно	1	1
723	предметно-тематическая и рецептивная установка	1	1
724	при общности складывающейся и	1	1
725	и ситуацией высказывания >	1	1
726	может быть редуцирован комическая	1	1
727	осуществляется или преступается не	1	1
728	цели и ситуации высказывания	1	1
729	сознаний встречающихся в дискурсе	1	1
730	субъектов дискурсии и ее	1	1
731	определенной жанровой схемы и	1	1
732	иными подробностями и интонациями	1	1
733	воспринимающему сознанию той или	1	1
734	соответственно риторика сказания это	1	1
735	ценностно дистанцированной в сказании	1	1
736	диалект культуры он предполагает	1	1
737	и невымышленные анекдотические истории	1	1
738	еще не развившимся твердым	1	1
739	кому рассказывается анекдот рекреативная	1	1
740	сказания это позиция активного	1	1
741	к сообщенному знанию как	1	1
742	говорит и как говорит	1	1
743	или иного нарративного высказывания	1	1
744	жанров разграничивающий первичные определенные	1	1
745	рассчитан на репродуцирование сообщенный	1	1
746	она определяется картиной мира	1	1
747	авторской позиции и риторического	1	1
748	языку поэтому жанры как	1	1
749	не такое слово анекдота	1	1
750	ему позиции но в	1	1
751	передаваемость из уст в	1	1
752	о поэтике здесь пока	1	1
753	или диалогической анекдот равнодостойности	1	1
754	собой исторически продуктивный тип	1	1
755	к индивидуальной жизненной практике	1	1
756	встречается в качестве нарративного	1	1
757	же анекдота обычно неприемлемо	1	1
758	сказания или анекдота но	1	1
759	рассказывания а не ценностно	1	1
760	восприятия со стороны адресата	1	1
761	целью и ситуацией высказывания	1	1
762	пределами притчи выступают с	1	1
763	сугубо смеховой жанр городского	1	1
764	действующие лица по мысли	1	1
765	из сюжета притчи лично	1	1
766	интонациями он оказывается уже	1	1
767	обособленность но раз-влекать их	1	1
768	смеховой жанр городского фольклора	1	1
769	определяется креативная компетенция наррации	1	1
