N	2gram	Bakhtin_Fr_2	StatiiOP
531	только на	1	1
532	всем его	1	1
533	и новым	1	1
534	я считаю	1	1
535	а это	1	1
536	этого процесса	3	1
537	одно из	1	1
538	себе в	2	1
539	в известной	4	1
540	точка зрения	3	1
541	а в	4	1
542	не о	1	1
543	мы можем	2	1
544	у него	2	1
545	не считались	1	1
546	он почти	1	1
547	и литературной	1	1
548	в очень	1	1
549	дошедшие до	1	1
550	с общим	1	1
551	и низким	1	1
552	за пределы	2	1
553	что человек	1	1
554	очень много	2	1
555	не относится	1	1
556	к которому	1	1
557	несколько примеров	1	1
558	его романа	2	1
559	первое издание	1	1
560	литературных оценок	1	1
561	романа в	1	1
562	себя и	1	1
563	что для	3	1
564	связано с	2	1
565	них и	1	1
566	нужно сказать	3	1
567	из наиболее	2	1
568	мы и	1	1
569	в ту	2	1
570	в свете	1	1
571	в руках	1	1
572	одну из	2	1
573	не подлежит	2	1
574	литература в	1	1
575	здесь этот	1	1
576	на эту	2	1
577	которыми так	1	1
578	что из	1	1
579	т v	1	1
580	в связи	2	1
581	но оно	1	1
582	ни на	1	1
583	это те	1	1
584	по своим	1	1
585	над ним	1	1
586	сравнению с	2	1
587	пишет в	1	1
588	своих современников	1	1
589	совсем особый	1	1
590	одновременно и	1	1
591	и всей	1	1
592	со всею	1	1
593	да и	3	1
594	наконец и	1	1
595	довольно сильны	1	1
596	человек с	1	1
597	жизни в	3	1
598	не создает	1	1
599	всем что	2	1
600	ссылается на	2	1
601	он чувствует	1	1
602	все как	1	1
603	этом случае	1	1
604	характера в	1	1
605	на своем	1	1
606	вокруг него	1	1
607	силу и	1	1
608	самого и	1	1
609	сторона этого	1	1
610	французского языка	1	1
611	в книге	3	1
612	в более	1	1
613	и для	1	1
614	к будущему	1	1
615	в двадцатых	1	1
616	не существует	1	1
617	из лучших	2	1
618	и от	1	1
619	только таким	1	1
620	место для	1	1
621	а все	1	1
622	в настоящее	1	1
623	свою историческую	1	1
624	для нас	1	1
625	и все	3	1
626	бы в	1	1
627	и смысл	2	1
628	народных массах	1	1
629	все они	1	1
630	же в	3	1
631	в свою	1	1
632	в стихах	1	1
633	к самому	1	1
634	достигший своего	1	1
635	была создана	1	1
636	была для	1	1
637	их с	1	1
638	является и	1	1
639	отношению к	1	1
640	которой был	1	1
641	занимает в	1	1
642	жизни и	7	1
643	но эти	3	1
644	в своих	4	1
645	яркое выражение	2	1
646	все что	2	1
