N	2gram	Vygotskiy__5	SlovoVZh
153	для других	1	2
154	в его	4	2
155	что и	3	2
156	в форме	2	2
157	и содержания	1	2
158	относится к	1	2
159	формой и	3	2
160	в своем	6	2
161	дело с	5	2
162	в какой	1	2
163	и потому	5	2
164	что слово	1	2
165	и так	2	2
166	согласие или	2	2
167	с одной	12	2
168	уже в	6	2
169	тому же	1	2
170	имеем в	1	2
171	слово это	1	2
172	эти и	1	2
173	в душе	2	2
174	он не	3	2
175	не так	1	2
176	содержания и	4	2
177	в корне	1	2
178	в зависимости	6	2
179	мы можем	7	2
180	но что	1	2
181	одно и	3	2
182	но все	2	2
183	выражение и	1	2
184	на примере	4	2
185	это не	3	2
186	может стать	1	2
187	мы никогда	2	2
188	до известной	1	2
189	и дает	1	2
190	как же	1	2
191	себя и	2	2
192	одной стороны	12	2
193	до конца	2	2
194	другой стороны	5	2
195	его как	1	2
196	была бы	3	2
197	там где	4	2
198	имеет место	3	2
199	о ком	1	2
200	в комнате	1	2
201	нет ничего	1	2
202	ни на	1	2
203	вместе с	12	2
204	в отношении	2	2
205	к его	1	2
206	но не	7	2
207	общего с	1	2
208	точку зрения	1	2
209	речи в	1	2
210	этого взаимодействия	2	2
211	форму в	1	2
212	с этой	2	2
213	она не	1	2
214	на один	1	2
215	с точки	2	2
216	тогда когда	1	2
217	в то	2	2
218	на него	1	2
219	известной степени	1	2
220	героев и	1	2
221	ничего не	2	2
222	или несогласие	1	2
223	этих двух	7	2
224	и все	4	2
225	все они	1	2
226	в этих	3	2
227	но это	1	2
228	что форма	1	2
229	между ними	2	2
230	от всех	1	2
231	стороны и	4	2
232	им не	1	2
233	могут быть	8	2
234	как только	4	2
235	же самое	5	2
236	на это	1	2
237	что в	24	2
238	как на	11	2
239	и другие	3	2
240	не есть	4	2
241	к этому	3	2
242	если же	2	2
243	с собственной	1	1
244	и это	8	1
245	ту же	2	1
246	вскрыть те	1	1
247	например в	1	1
248	же как	2	1
249	именно эту	1	1
250	как мы	5	1
251	и о	3	1
252	совпадают с	2	1
253	с ее	1	1
254	сам по	3	1
255	свою очередь	1	1
256	совершенно ясно	7	1
257	это и	2	1
258	вне искусства	1	1
259	на события	1	1
260	показать что	12	1
261	нам кажется	2	1
262	тем же	3	1
263	только то	1	1
264	в произведении	1	1
265	говорит так	1	1
266	с самого	3	1
267	когда человек	1	1
268	то время	1	1
269	по преимуществу	2	1
270	идет речь	3	1
271	из его	1	1
272	дано в	1	1
273	самому существу	1	1
274	однако эта	2	1
275	с таким	2	1
276	вразрез с	1	1
277	переходя в	1	1
278	из двух	3	1
279	можно было	3	1
280	мы уже	6	1
281	себе как	1	1
282	как единство	1	1
283	часто в	1	1
284	это только	3	1
285	та же	1	1
286	является в	2	1
287	и всякого	1	1
288	для этого	9	1
289	к другу	4	1
290	он как	2	1
291	и такой	1	1
292	мы ощущаем	1	1
293	сводится к	5	1
294	так называемые	1	1
295	и он	2	1
296	с большим	1	1
297	и поступки	1	1
298	за пределами	1	1
299	что каждый	1	1
300	не ту	1	1
301	на них	1	1
302	там же	1	1
303	основе своей	1	1
304	не найдем	2	1
305	столь же	1	1
306	со словами	2	1
307	в значительной	1	1
308	нам придется	2	1
309	во всех	2	1
310	и во	1	1
311	образом мы	3	1
312	в конечном	1	1
313	всего целого	1	1
314	то мы	1	1
315	друг к	4	1
316	то в	1	1
317	них всегда	1	1
318	она грозит	1	1
319	гораздо чаще	1	1
320	и легче	1	1
321	важный для	1	1
322	русской литературе	1	1
323	к которой	1	1
324	формы как	1	1
325	конечном счете	1	1
326	искусства в	2	1
327	себе и	2	1
328	произведение не	1	1
329	крайней мере	1	1
330	и можно	2	1
331	что они	5	1
332	именно в	6	1
333	в теории	1	1
334	остается при	2	1
335	результате взаимодействия	1	1
336	слов и	2	1
337	свойства материала	1	1
338	словах и	1	1
339	герою и	1	1
340	исследования является	1	1
341	в лучшем	3	1
342	содержание но	1	1
343	в одной	2	1
344	что именно	5	1
345	замечает что	2	1
346	не зная	1	1
347	и характером	1	1
348	искусство таким	1	1
349	подчиняется в	1	1
350	что здесь	3	1
351	как например	2	1
352	на которой	1	1
353	которое было	1	1
354	перед нами	2	1
355	кто не	1	1
356	в новой	1	1
357	хотя и	1	1
358	в двух	5	1
359	но несмотря	1	1
360	тот же	3	1
361	она придает	1	1
362	произведения так	1	1
363	в поэтическом	1	1
364	мы увидим	9	1
365	более или	1	1
366	себе не	2	1
367	следующим образом	2	1
368	увидим что	9	1
369	бы показать	3	1
370	пор не	1	1
371	именно эта	2	1
372	о самом	1	1
373	по мнению	6	1
374	отношение как	1	1
375	тому как	1	1
376	во времени	1	1
377	отношения между	2	1
378	что нам	3	1
379	отказывается от	1	1
380	что это	8	1
381	в целом	5	1
382	героя является	1	1
383	таком понимании	1	1
384	его содержания	1	1
385	это же	2	1
386	если мы	16	1
387	в эти	1	1
388	не то	1	1
389	себя в	1	1
390	еще один	2	1
391	в ритме	2	1
392	не можем	4	1
393	во многих	1	1
394	два ряда	2	1
395	в виде	1	1
396	именно этим	1	1
397	исходит из	4	1
398	что она	6	1
399	не из	1	1
400	ей в	1	1
401	в поэтике	1	1
402	или даже	1	1
403	в прежней	2	1
404	при помощи	1	1
405	формальная структура	1	1
406	образом для	1	1
407	его и	1	1
408	и их	1	1
409	не как	3	1
410	человеческого тела	1	1
411	в одном	2	1
412	и вот	2	1
413	вовсе не	3	1
414	ничего общего	1	1
415	у нее	1	1
416	чувства в	3	1
417	что называется	1	1
418	дело и	3	1
419	у него	3	1
420	на этом	6	1
421	между теорией	1	1
422	те три	1	1
423	каждый элемент	2	1
424	не бывает	1	1
425	эта же	1	1
426	это по	2	1
427	эмоциональным тоном	1	1
428	деле и	1	1
429	герой и	2	1
430	даже и	2	1
431	и только	3	1
432	что все	6	1
433	найти его	1	1
434	они должны	1	1
435	сознание и	1	1
436	в другом	3	1
437	эстетического значения	1	1
438	ни одной	1	1
439	оно становится	1	1
440	мы воспринимаем	6	1
441	и т.п	1	1
442	должно быть	2	1
443	на протяжении	1	1
444	мы указывали	1	1
445	и которые	1	1
446	так следует	1	1
447	и мы	16	1
448	было бы	5	1
449	и создает	1	1
450	этом смысле	2	1
451	имеет и	1	1
452	и тем	6	1
453	один и	1	1
454	кажется что	1	1
455	что для	1	1
456	говорит о	4	1
457	от нее	1	1
458	но уже	1	1
459	не было	1	1
460	изображение человека	1	1
461	рядом с	5	1
462	а с	5	1
463	остается еще	2	1
464	не знает	2	1
465	все равно	2	1
466	далеко не	1	1
467	и самый	2	1
468	в ее	3	1
469	же где	1	1
470	он имеет	1	1
471	которой он	1	1
472	нам совершенно	2	1
473	и вне	1	1
474	несмотря на	5	1
475	о чем	4	1
476	уверенность в	1	1
477	это несколько	1	1
478	же не	2	1
479	здесь имеет	1	1
480	и того	2	1
481	со всей	1	1
482	нигде не	1	1
483	искусства может	1	1
484	мы видели	1	1
485	или менее	1	1
486	все более	1	1
487	это на	1	1
488	вступает в	1	1
489	в частности	4	1
490	видели в	1	1
491	нас не	2	1
492	именно и	1	1
493	это делает	2	1
494	то есть	13	1
495	других областей	1	1
496	одним и	3	1
497	что всякий	1	1
498	она в	1	1
499	положения в	1	1
500	не могут	3	1
501	так мы	1	1
502	признать что	1	1
503	ненависть к	1	1
504	чувства от	1	1
505	удалось показать	2	1
506	но эта	1	1
507	и тот	1	1
508	сферы в	1	1
509	которые в	1	1
510	сами по	2	1
511	по крайней	1	1
512	том и	2	1
513	уже сказали	1	1
514	лучшем случае	3	1
515	того кто	1	1
516	в словах	2	1
517	мы еще	1	1
518	что например	1	1
519	с так	2	1
520	материал для	2	1
521	мы таким	1	1
522	же мы	1	1
523	и вся	3	1
524	внешнему миру	1	1
525	чрезвычайно важный	1	1
526	только для	1	1
527	и таким	2	1
528	с которой	2	1
529	точно и	1	1
530	дает ложное	1	1
531	деле это	2	1
532	в смысле	1	1
533	самого начала	3	1
534	в русской	1	1
535	это последнее	1	1
536	только из	1	1
537	своего героя	2	1
538	не является	2	1
539	в основе	7	1
540	время как	2	1
541	и искусство	1	1
542	на содержание	2	1
543	искусства как	4	1
544	при таком	3	1
545	того чтобы	20	1
546	чем не	2	1
547	ком идет	1	1
548	не существует	3	1
549	и форму	1	1
550	лицо и	2	1
551	это мы	1	1
552	рассматривать как	1	1
553	имеет дело	4	1
554	такое понимание	2	1
555	в результате	4	1
556	в качестве	2	1
557	имеем дело	1	1
558	от него	4	1
559	теория искусства	1	1
560	еще более	1	1
561	тем более	1	1
562	мы попытаемся	1	1
563	к внешнему	2	1
564	с этих	1	1
565	мы должны	3	1
566	всякого художественного	1	1
567	дана в	1	1
568	же оно	1	1
569	бы по	2	1
570	связи с	2	1
571	и различные	1	1
572	обстоит дело	3	1
573	в искусстве	6	1
574	здесь же	1	1
575	с деятельностью	1	1
576	всего способны	1	1
577	в свою	3	1
578	эти три	2	1
579	этого нам	1	1
580	входят в	2	1
581	из формальных	1	1
582	как будто	6	1
583	этом отношении	3	1
584	содержанию как	1	1
585	совершенно необходимо	1	1
586	нам не	1	1
587	в области	1	1
588	может и	1	1
589	у нас	4	1
590	конечно только	1	1
591	они как	1	1
592	и оно	1	1
593	является то	2	1
594	и сейчас	3	1
595	равно как	1	1
596	все то	2	1
597	возникает из	1	1
598	поэтому не	1	1
599	по самому	2	1
600	когда мы	6	1
601	есть только	2	1
602	или иного	1	1
603	его психологическая	1	1
604	трагедии как	1	1
605	героя в	3	1
606	должны быть	1	1
607	высказывается и	1	1
608	подвести итоги	1	1
609	произведения с	1	1
610	частности в	1	1
611	является выражением	1	1
612	в лирическую	1	1
613	что оно	6	1
614	его значение	1	1
615	мы могли	4	1
616	суждения и	1	1
617	и эта	2	1
618	каждое слово	1	1
619	в таком	3	1
620	во всяком	1	1
621	к тому	8	1
