N	2gram	Savitsky_P_1	Problema
99	и тем	2	3
100	в начале	2	3
101	для них	2	3
102	в других	1	3
103	для того	3	3
104	именно в	2	3
105	одной стороны	3	3
106	о котором	1	3
107	в настоящее	1	3
108	еще более	2	3
109	и другие	1	3
110	в сравнении	3	3
111	то же	9	2
112	из всех	1	2
113	мы не	3	2
114	не все	1	2
115	на то	1	2
116	что именно	1	2
117	духа в	1	2
118	если он	1	2
119	не к	2	2
120	прежде чем	1	2
121	это не	3	2
122	по всему	1	2
123	в них	2	2
124	и без	3	2
125	во времена	1	2
126	в котором	4	2
127	любовь и	1	2
128	и более	1	2
129	того чтобы	1	2
130	иной раз	1	2
131	в области	11	2
132	ли не	1	2
133	значительной мере	2	2
134	за то	1	2
135	он был	1	2
136	по себе	4	2
137	в значительной	2	2
138	между тем	3	2
139	борьбе с	1	2
140	и только	1	2
141	вслед за	3	2
142	именно о	1	2
143	в какой	1	2
144	ii в	2	2
145	именно на	1	2
146	есть в	2	2
147	уже в	1	2
148	из них	2	2
149	всяком случае	1	2
150	что не	1	2
151	мы и	1	2
152	в трех	1	2
153	не дается	1	2
154	эта идея	2	2
155	в европе	2	2
156	в данном	1	2
157	наряду с	3	2
158	да и	2	2
159	в мир	1	2
160	в это	1	2
161	на плечи	1	2
162	но для	1	2
163	хотя бы	8	2
164	пусть в	1	2
165	из тех	1	2
166	во всяком	1	2
167	том числе	2	2
168	они не	1	2
169	я и	3	1
170	отношения к	2	1
171	и т	3	1
172	должен быть	1	1
173	и есть	2	1
174	в и	1	1
175	что если	1	1
176	которую мы	2	1
177	бы что	1	1
178	вопрос о	1	1
179	науки и	1	1
180	не вполне	1	1
181	на себя	1	1
182	и ее	1	1
183	начала в	1	1
184	духа с	1	1
185	в xix	2	1
186	время в	2	1
187	с его	1	1
188	только идея	1	1
189	с трудом	1	1
190	что было	1	1
191	если в	2	1
192	с этим	2	1
193	могли бы	1	1
194	что по	1	1
195	духа и	2	1
196	с определенной	1	1
197	и вслед	1	1
198	настоящую минуту	1	1
199	бы и	1	1
200	что это	1	1
201	формы в	1	1
202	чуть ли	1	1
203	из этих	1	1
204	если мы	1	1
205	xx в	1	1
206	но на	1	1
207	и если	4	1
208	главным образом	2	1
209	т д	1	1
210	нужно говорить	1	1
211	и вот	2	1
212	свои собственные	1	1
213	и по	1	1
214	от нее	1	1
215	поэзии и	1	1
216	она получила	1	1
217	по природе	1	1
218	чувство и	1	1
219	например с	1	1
220	весь мир	1	1
221	с богом	1	1
222	на свои	1	1
223	в настоящую	1	1
224	были в	1	1
225	для тех	2	1
226	при виде	1	1
227	но до	1	1
228	и при	1	1
229	в положительном	1	1
230	не столько	2	1
231	большей степени	4	1
232	не как	1	1
233	творчества и	2	1
234	все это	2	1
235	чтобы это	1	1
236	того кто	1	1
237	ни были	1	1
238	в древней	1	1
239	и очень	1	1
240	тем самым	3	1
241	xviii века	1	1
242	что эта	1	1
243	с которой	1	1
244	и укрепить	2	1
245	не имеет	1	1
246	чтобы в	1	1
247	противоречии с	1	1
248	можно судить	1	1
249	же время	7	1
250	мудрости в	1	1
251	это сделать	1	1
252	как она	1	1
253	в перспективе	2	1
254	некоторые ее	1	1
255	в душе	1	1
256	монастыря в	1	1
257	где он	1	1
258	она не	1	1
259	бы ни	2	1
260	и это	2	1
261	к действию	1	1
262	с ее	1	1
263	на основе	1	1
264	и этим	1	1
265	стремиться к	1	1
266	из двух	1	1
267	на нее	1	1
268	те же	1	1
269	в борьбе	1	1
270	в число	1	1
271	когда в	1	1
272	веры в	1	1
273	виде то	1	1
274	со стороны	2	1
275	а имеют	1	1
276	сводится к	3	1
277	и здесь	1	1
278	но к	2	1
279	могут дать	1	1
280	притом в	1	1
281	науке и	1	1
282	восходит к	1	1
283	есть с	1	1
284	перед тем	1	1
285	судить по	1	1
286	насколько можно	1	1
287	тех пор	1	1
288	в народе	1	1
289	и такое	1	1
290	было и	1	1
291	во времени	1	1
292	в большинстве	1	1
293	только на	1	1
294	на этих	2	1
295	большинстве случаев	1	1
296	и других	2	1
297	связывается с	1	1
298	прикасается к	1	1
299	одно из	1	1
300	к более	1	1
301	говорить об	1	1
302	в существе	1	1
303	от тех	1	1
304	к ним	1	1
305	не о	2	1
306	были бы	1	1
307	именно как	2	1
308	нужно было	2	1
309	не были	1	1
310	выступает как	1	1
311	или иной	1	1
312	гомеровских поэм	1	1
313	из недр	1	1
314	в природе	1	1
315	но о	2	1
316	к науке	1	1
317	не было	2	1
318	поскольку она	1	1
319	черты в	1	1
320	и азии	1	1
321	в одно	1	1
322	на этой	1	1
323	на фоне	1	1
324	все основные	1	1
325	и потому	4	1
326	xix века	6	1
327	в сборнике	1	1
328	могут быть	3	1
329	есть как	1	1
330	думается что	1	1
331	из этой	1	1
332	там где	1	1
333	и судьбы	1	1
334	н а	10	1
335	стремления к	1	1
336	что из	2	1
337	совершенно новое	1	1
338	между прочим	2	1
339	числе и	1	1
340	более раннего	1	1
341	которые были	1	1
342	она ни	2	1
343	р м	1	1
344	г а	1	1
345	слова но	2	1
346	сущность которого	1	1
347	что оно	1	1
348	обе эти	1	1
349	по одному	1	1
350	более резкую	1	1
351	тем более	2	1
352	мы должны	4	1
353	в г	1	1
354	только что	1	1
355	с ними	3	1
356	только как	1	1
357	поиски и	1	1
358	и самих	1	1
359	а я	5	1
360	это в	1	1
