N	2gram	Vinokur_Ku_2	Psycholo
167	по его	1	3
168	из всех	1	3
169	на тему	1	3
170	что как	1	3
171	что по	1	3
172	и к	1	3
173	но в	11	3
174	из этих	1	3
175	интересно что	2	3
176	показать это	1	3
177	состоит в	2	3
178	могла бы	2	3
179	что все	5	3
180	бы в	1	3
181	и тем	5	3
182	ни в	4	3
183	в них	4	3
184	далеко не	1	3
185	отвращение к	1	3
186	в такой	1	3
187	наше внимание	1	3
188	место в	1	3
189	тонкий яд	1	3
190	в поэме	1	3
191	в то	4	3
192	того как	2	3
193	именно это	1	3
194	как только	1	3
195	на это	3	3
196	где он	1	3
197	и о	4	3
198	имеет никакого	1	3
199	и которые	1	3
200	к тем	1	3
201	наряду с	1	3
202	он был	1	3
203	и только	1	3
204	здесь не	3	3
205	тот же	5	3
206	которое мы	1	3
207	был бы	2	3
208	не так	1	3
209	ее не	1	3
210	к ним	1	3
211	тем что	3	3
212	что не	6	3
213	то и	3	3
214	в речи	6	3
215	это только	2	3
216	решительно не	1	3
217	который мы	2	3
218	только для	2	3
219	но это	3	3
220	все это	5	3
221	указать на	1	3
222	она может	1	3
223	нас совершенно	1	3
224	главным образом	3	3
225	такой степени	1	3
226	однако мы	1	3
227	к этому	4	3
228	как на	1	3
229	отношения к	2	2
230	на самом	2	2
231	он может	1	2
232	что смысл	1	2
233	что когда	3	2
234	по преимуществу	2	2
235	все те	1	2
236	той же	2	2
237	нам в	1	2
238	здесь с	1	2
239	совпадает с	1	2
240	оно есть	1	2
241	разве не	2	2
242	большей частью	1	2
243	на их	1	2
244	столь же	1	2
245	всего этого	1	2
246	это имеет	1	2
247	истинный смысл	1	2
248	но как	1	2
249	в общем	1	2
250	очевидно что	2	2
251	уже как	1	2
252	не просто	2	2
253	отнюдь не	4	2
254	и я	1	2
255	материалом для	2	2
256	что именно	1	2
257	как к	1	2
258	более и	1	2
259	целый ряд	5	2
260	лучшем случае	3	2
261	что так	1	2
262	что автор	1	2
263	нами в	1	2
264	не могла	1	2
265	в прямом	1	2
266	всех этих	3	2
267	в силу	7	2
268	и вот	5	2
269	одной и	1	2
270	и по	3	2
271	так например	1	2
272	в совершенно	1	2
273	и дает	1	2
274	она стала	2	2
275	он все	1	2
276	которые с	1	2
277	и уже	1	2
278	такой же	1	2
279	его мнению	1	2
280	можно убедиться	1	2
281	эти стихи	1	2
282	превратилась в	1	2
283	признать что	1	2
284	и той	1	2
285	но он	1	2
286	есть именно	1	2
287	и более	2	2
288	их в	1	2
289	том и	1	2
290	в этих	1	2
291	заранее известным	1	2
292	все более	1	2
293	дело не	2	2
294	ничего не	4	2
295	под этим	2	2
296	на те	1	2
297	ли это	2	2
298	у нас	12	2
299	очень часто	2	2
300	не могут	5	2
301	когда мы	1	2
302	что оно	3	2
303	утверждать что	2	2
304	с ее	1	2
305	свою очередь	2	2
306	данном случае	2	2
307	только то	1	2
308	то время	1	2
309	уяснить себе	1	2
310	то как	1	2
311	одного из	2	2
312	мы в	2	2
313	для этого	3	2
314	со стороны	4	2
315	внимание к	1	2
316	внимание на	1	2
317	аналогии с	3	2
318	эта фраза	2	2
319	у них	1	2
320	хотел бы	1	2
321	показать ниже	1	2
322	слов и	2	2
323	и следовательно	2	2
324	что здесь	1	2
325	что только	1	2
326	что даже	1	2
327	и часто	1	2
328	должен был	1	2
329	наше время	2	2
330	по мнению	1	2
331	нам удалось	1	2
332	все они	2	2
333	в качестве	8	2
334	есть в	3	2
335	уже не	8	2
336	или не	1	2
337	в виде	1	2
338	следует что	3	2
339	одно из	1	2
340	для него	1	2
341	всяком случае	5	2
342	могло бы	1	2
343	иначе как	1	2
344	в конце	4	2
345	но что	2	2
346	заметить что	1	2
347	следует понимать	1	2
348	на примере	2	2
349	еще и	2	2
350	до конца	3	2
351	однако и	2	2
352	эти слова	1	2
353	хотя бы	9	2
354	если так	1	2
355	в данном	4	2
356	что за	2	2
357	смысле этого	2	2
358	что же	5	2
359	по существу	5	2
360	том смысле	1	2
361	быть не	2	2
362	этого слова	5	2
363	с этой	2	2
364	заставляет нас	1	2
365	так ли	1	2
366	в наше	2	2
367	не знаем	1	2
368	не более	2	2
369	только что	1	2
370	же в	3	2
371	лежит в	1	2
372	так же	4	2
373	этом примере	1	2
374	его к	2	2
375	нам не	2	2
376	в лучшем	3	2
377	была бы	4	2
378	имеет место	1	2
379	указывают на	1	2
380	к этой	3	2
381	и другие	1	2
382	они не	1	2
383	во всяком	5	2
384	этом совершенно	1	1
385	а под	1	1
386	всегда остаются	1	1
387	в обычном	2	1
388	же как	2	1
389	чтобы не	2	1
390	его основной	1	1
391	легко заметить	1	1
392	в сердце	1	1
393	шансов на	1	1
394	и потому	2	1
395	дело обстоит	1	1
396	это и	3	1
397	и есть	2	1
398	он требует	1	1
399	по которым	1	1
400	и до	2	1
401	между той	1	1
402	этой своей	1	1
403	в зависимости	4	1
404	что мы	6	1
405	привыкли к	1	1
406	видно уже	2	1
407	к нашей	1	1
408	мы имеем	5	1
409	но никто	1	1
410	это что	1	1
411	большую роль	1	1
412	случай где	1	1
413	именно те	1	1
414	что можно	3	1
415	с нашими	1	1
416	случаи когда	3	1
417	себе что	1	1
418	и он	1	1
419	принадлежит и	1	1
420	еще не	5	1
421	здесь нет	1	1
422	внимание и	2	1
423	этого никак	1	1
424	в чем	1	1
425	с его	1	1
426	и утверждать	1	1
427	то мы	1	1
428	но конечно	1	1
429	сказать и	1	1
430	слишком много	1	1
431	но не	6	1
432	на основе	1	1
433	считает необходимым	1	1
434	правильно указывает	1	1
435	мы будем	2	1
436	это видно	1	1
437	именно на	1	1
438	одном и	1	1
439	не все	3	1
440	для всякой	2	1
441	более как	1	1
442	отношение к	1	1
443	отличие от	2	1
444	нет и	1	1
445	что два	1	1
446	определяется не	1	1
447	доказать что	2	1
448	относится к	1	1
449	показать в	1	1
450	зрения а	1	1
451	и вовсе	2	1
452	они ни	1	1
453	независимо от	1	1
454	а самый	1	1
455	что действительно	1	1
456	кроме того	1	1
457	и где	2	1
458	хотя и	4	1
459	бы я	1	1
460	сопоставляет с	1	1
461	сказал бы	1	1
462	который лежит	1	1
463	в действительности	1	1
464	то в	1	1
465	в себя	1	1
466	очень много	1	1
467	бы сказать	2	1
468	же слово	1	1
469	за это	1	1
470	оно превращается	1	1
471	это единственная	1	1
472	в известном	1	1
473	зависимости от	5	1
474	дальше и	1	1
475	что без	1	1
476	не следует	5	1
477	образом для	1	1
478	психологический закон	1	1
479	и еще	2	1
480	не как	2	1
481	однако он	1	1
482	дело именно	1	1
483	моя мысль	1	1
484	в корне	2	1
485	том чтобы	1	1
486	стихов не	1	1
487	смысле как	1	1
488	но все	4	1
489	это конечно	2	1
490	русском языке	10	1
491	этом последнем	1	1
492	в одну	2	1
493	не будет	1	1
494	несоответствие между	1	1
495	а когда	1	1
496	которыми он	1	1
497	том случае	2	1
498	и с	7	1
499	на этой	4	1
500	сказать в	1	1
501	того или	2	1
502	есть не	1	1
503	для нее	1	1
504	это не	6	1
505	автор что	1	1
506	везде и	1	1
507	всю свою	1	1
508	кажется что	1	1
509	а вот	1	1
510	но уже	2	1
511	чаще всего	1	1
512	самый характер	1	1
513	роли и	1	1
514	все равно	2	1
515	в слове	1	1
516	он и	2	1
517	а если	2	1
518	о характере	2	1
519	мы с	2	1
520	и было	1	1
521	должно быть	4	1
522	которых говорит	1	1
523	еще раз	1	1
524	нападки на	1	1
525	и становится	1	1
526	первой части	1	1
527	и при	1	1
528	мысль и	2	1
529	что такое	3	1
530	таким же	2	1
531	представить себе	2	1
532	в следующем	1	1
533	как-то что	1	1
534	значит в	1	1
535	в их	2	1
536	если можно	2	1
537	то для	3	1
538	что вся	1	1
539	стоит в	2	1
540	от себя	1	1
541	эта и	2	1
542	простонародным наречием	1	1
543	борьбу с	1	1
544	на такое	1	1
545	однако в	1	1
546	с такими	1	1
547	тому чтобы	1	1
548	таких случаев	1	1
549	бы быть	1	1
550	и вообще	2	1
551	даже в	1	1
552	случае мы	1	1
553	и вся	1	1
554	тем меньше	2	1
555	можно ли	4	1
556	в таких	3	1
557	дело в	1	1
558	и вместо	1	1
559	оттого что	1	1
560	и два	1	1
561	сталкиваемся с	1	1
562	это мы	1	1
563	очень большую	1	1
564	только нет	1	1
565	именно с	3	1
566	поэтическое произведение	1	1
567	суть дела	1	1
568	в русском	10	1
569	с гораздо	1	1
570	к вам	1	1
571	это слово	4	1
572	имеет совершенно	1	1
573	так то	1	1
574	этом отношении	3	1
575	которому мы	1	1
576	что на	4	1
577	за ними	2	1
578	представлять себе	1	1
579	в стиле	1	1
580	такие же	1	1
581	нам нужно	1	1
582	что поэзия	1	1
583	и такие	1	1
584	которого я	1	1
585	всего в	3	1
586	пользуется и	1	1
587	понять что	2	1
588	к речи	1	1
589	не есть	1	1
590	все еще	1	1
591	ничего общего	1	1
592	всегда в	1	1
593	обычно в	1	1
594	предисловии к	1	1
595	то она	1	1
596	что составляет	1	1
597	будем иметь	1	1
598	с каким	1	1
599	характер и	2	1
600	знаем что	3	1
601	уже с	1	1
602	идет речь	1	1
603	роль в	2	1
604	слова а	1	1
605	можно было	9	1
606	так и	4	1
607	те же	3	1
608	учит нас	1	1
609	не с	1	1
610	это вовсе	1	1
611	как поэтическое	1	1
612	которая была	1	1
613	мог бы	1	1
614	подойти к	1	1
615	именно этот	2	1
616	в результате	4	1
617	что дело	1	1
618	по сравнению	2	1
619	смысле то	1	1
620	не исчерпывается	1	1
621	понятно что	1	1
622	всегда имеет	1	1
623	все дело	2	1
624	это мне	1	1
625	у нее	1	1
626	часто и	1	1
627	это я	1	1
628	и самым	1	1
629	на вопрос	1	1
630	язык и	2	1
631	и просто	1	1
632	можно сказать	4	1
633	нас в	1	1
634	знает что	3	1
635	в конечном	2	1
636	следовательно это	1	1
637	которых в	1	1
638	этих слов	1	1
639	или иначе	3	1
640	применяется к	1	1
641	не делать	1	1
642	в глазах	2	1
643	в форме	3	1
644	вслед за	1	1
645	принципиальной разницы	1	1
646	приемов и	2	1
647	следовало бы	2	1
648	находим и	1	1
649	по содержанию	1	1
650	указывает что	2	1
651	быть и	1	1
652	показывают что	1	1
653	но с	1	1
654	всякого рода	2	1
655	дошло до	1	1
656	этот вопрос	6	1
657	дело с	1	1
658	своего материала	1	1
659	будто бы	2	1
660	д вот	1	1
661	немедленно же	1	1
662	или же	2	1
663	которые нам	1	1
664	же взгляда	1	1
665	случай этот	1	1
666	и у	2	1
667	ни одного	1	1
668	в поэзии	1	1
669	такие сложные	1	1
670	в нашей	4	1
671	и новым	1	1
672	опять мы	1	1
673	за счет	2	1
674	чем сложнее	1	1
675	и их	1	1
676	ведь это	1	1
677	здесь исключительно	1	1
678	выше следует	1	1
679	для меня	1	1
680	тому же	1	1
681	противоречии с	1	1
682	не говорит	2	1
683	они будут	1	1
684	и разве	1	1
685	так легко	1	1
686	в других	1	1
687	указание на	3	1
688	уже совершенно	1	1
689	не было	4	1
690	почти с	1	1
691	только у	1	1
692	а на	2	1
693	и точно	1	1
694	так не	1	1
695	как у	2	1
696	значение которое	1	1
697	которые можно	1	1
698	именно в	3	1
699	а именно	2	1
700	тех слов	1	1
701	не потому	1	1
702	и прежде	1	1
703	чем он	1	1
704	в предисловии	1	1
705	в отличие	2	1
706	ни на	2	1
707	что для	2	1
708	обратить внимание	2	1
709	превращается в	2	1
710	от этого	2	1
711	и опять	1	1
712	и составляет	1	1
713	их следует	1	1
714	жизнь в	1	1
715	примером того	1	1
716	самый факт	1	1
717	то дело	1	1
718	и первый	1	1
719	благодаря чему	1	1
720	не будь	1	1
721	мы знаем	4	1
722	если не	1	1
723	для этой	2	1
724	дело дошло	1	1
725	наконец что	1	1
726	в частности	2	1
727	что поскольку	1	1
728	с первого	2	1
729	мы говорим	2	1
730	уже то	1	1
731	не иное	1	1
732	в разговоре	4	1
733	что теперь	1	1
734	предположить что	1	1
735	в область	1	1
736	сравнению с	1	1
737	основную тенденцию	2	1
738	логического порядка	1	1
739	быть только	2	1
740	не кажется	1	1
741	как нельзя	1	1
742	и там	1	1
743	нам еще	1	1
744	найти не	1	1
745	непосредственно для	1	1
746	отличается от	3	1
747	между прочим	2	1
748	составляет основу	1	1
749	нисколько не	3	1
750	в достаточной	1	1
751	случае он	1	1
752	ли в	1	1
753	уже на	1	1
754	тем и	1	1
755	имеет дело	1	1
756	как не	3	1
757	если посмотреть	1	1
758	и смысл	1	1
759	теряет свою	2	1
760	мы должны	2	1
761	же к	1	1
762	я думаю	1	1
763	этом можно	1	1
764	бы на	2	1
765	именно здесь	1	1
766	это все	1	1
767	между ними	1	1
768	необходимое условие	1	1
769	время так	1	1
770	только как	2	1
771	это на	1	1
772	или иного	2	1
773	мере в	1	1
774	видели в	1	1
775	с о	1	1
776	протекает и	1	1
777	стиля и	1	1
778	но еще	1	1
779	случае если	2	1
780	это в	2	1
781	тем самым	2	1
782	каждое слово	1	1
783	этой точки	2	1
784	гораздо более	3	1
785	только она	1	1
786	смысле что	1	1
