N	3gram	Medvedev_F_1	Marksizm
193	в данной социальной	1	1
194	так и в	4	1
195	для каждого данного	1	1
196	в идеологическом смысле	1	1
197	сменяют друг друга	2	1
198	друга не по	1	1
199	в точном смысле	1	1
200	нашей работы мы	1	1
201	вовсе не как	1	1
202	данной эпохи и	1	1
203	данная единичная вещь	1	1
204	этих основных понятий	1	1
205	этой точки зрения	1	1
206	точки зрения самого	1	1
207	как и во	1	1
208	это значит что	1	1
209	связи со всею	1	1
210	не только не	2	1
211	более и более	2	1
212	выходит за пределы	1	1
213	не выходит за	1	1
214	в новое время	1	1
215	друг от друга	2	1
216	существует как бы	1	1
217	дело здесь идет	1	1
218	таким образом не	1	1
219	в применении к	2	1
220	у нас не	2	1
221	друг друга не	1	1
222	к тому что	1	1
223	при правильном понимании	1	1
224	его исторического становления	1	1
225	на самом деле	6	1
226	идеологического творчества все	1	1
227	и до настоящего	1	1
228	в последнем счете	1	1
229	и речи о	1	1
230	друг для друга	1	1
231	в своей основе	1	1
232	как мы видели	2	1
