N	2gram	Tiupa_Vved_1	Problema
305	и прежде	1	2
306	что иное	1	2
307	это все	1	2
308	представить себе	2	2
309	или по	1	2
310	к своему	1	2
311	смысловом отношении	1	2
312	находятся в	1	2
313	и едва	1	2
314	каждой из	1	2
315	художественном смысле	1	2
316	еще более	1	2
317	будто бы	3	2
318	только что	1	2
319	жизни в	4	2
320	в частности	13	2
321	не что	1	2
322	можно назвать	1	2
323	без этих	1	1
324	как известно	1	1
325	самых общих	1	1
326	одним из	5	1
327	у гоголя	1	1
328	таком случае	1	1
329	не признает	1	1
330	перед лицом	1	1
331	тем же	1	1
332	к феномену	1	1
333	от своей	1	1
334	и до	1	1
335	и должен	1	1
336	до времени	1	1
337	повседневной жизни	1	1
338	на первом	1	1
339	случае это	1	1
340	гуманитарных наук	1	1
341	именно к	1	1
342	вторая часть	1	1
343	на глазах	1	1
344	на себя	1	1
345	мы и	2	1
346	самой своей	1	1
347	это время	2	1
348	и самого	1	1
349	начало и	2	1
350	внутреннего состояния	1	1
351	с тяжелым	1	1
352	стараясь не	1	1
353	истории в	5	1
354	сказать и	1	1
355	не все	2	1
356	если в	2	1
357	присутствует в	1	1
358	должны были	2	1
359	отношение к	2	1
360	пространства его	1	1
361	говорилось выше	1	1
362	из таких	1	1
363	образов но	2	1
364	первый взгляд	1	1
365	для кого-то	1	1
366	его на	1	1
367	которая далеко	1	1
368	как к	1	1
369	отдельные детали	1	1
370	могли бы	1	1
371	и понимания	2	1
372	имеет в	1	1
373	в противоположность	1	1
374	в этот	2	1
375	о самом	1	1
376	на какой	1	1
377	них как	2	1
378	для которого	3	1
379	в целом	3	1
380	как некий	1	1
381	он в	1	1
382	жизни так	2	1
383	бы не	2	1
384	из этих	3	1
385	и пространства	1	1
386	поскольку в	1	1
387	тоже не	2	1
388	наиболее яркими	1	1
389	с их	1	1
390	который всегда	1	1
391	как он	2	1
392	на то	1	1
393	действий над	1	1
394	но на	2	1
395	как принцип	1	1
396	в случае	2	1
397	или нескольких	2	1
398	и еще	1	1
399	в принципе	1	1
400	в силу	2	1
401	для данной	1	1
402	что может	1	1
403	рассказано в	2	1
404	что является	1	1
405	поскольку все	1	1
406	исчезнет и	1	1
407	себя не	1	1
408	и отдельные	1	1
409	он есть	1	1
410	это свидетельствует	1	1
411	и соответствующих	1	1
412	например с	1	1
413	эти моменты	1	1
414	смерть и	1	1
415	он является	2	1
416	к которым	1	1
417	жизни то	2	1
418	не всегда	2	1
419	говорится о	1	1
420	жизни но	1	1
421	как сказано	1	1
422	определенного рода	1	1
423	как таковой	1	1
424	и конец	2	1
425	на первый	1	1
426	но где	1	1
427	во время	1	1
428	в войне	2	1
429	в их	1	1
430	нечто мы	1	1
431	не как	2	1
432	бы мы	1	1
433	от его	1	1
434	несет на	1	1
435	сам же	1	1
436	войне и	2	1
437	и вот	1	1
438	наполнения и	1	1
439	в своих	2	1
440	и предполагает	1	1
441	том же	1	1
442	даже в	1	1
443	тому что	1	1
444	сознания которая	1	1
445	человек и	1	1
446	без его	2	1
447	для указания	1	1
448	у него	1	1
449	пока еще	4	1
450	из их	1	1
451	человека по	1	1
452	здесь может	1	1
453	это мы	1	1
454	никогда не	4	1
455	жизни не	1	1
456	это то	1	1
457	до их	1	1
458	данное понятие	1	1
459	своей природе	2	1
460	по своей	3	1
461	и мире	2	1
462	и после	1	1
463	и направляет	1	1
464	даже самая	1	1
465	только с	1	1
466	нового времени	3	1
467	в основе	3	1
468	но все-таки	1	1
469	такой картины	1	1
470	от их	1	1
471	такова что	1	1
472	могут быть	4	1
473	в категориях	2	1
474	числе и	1	1
475	а что	1	1
476	бы он	1	1
477	анализа в	1	1
478	прошлом и	1	1
479	если же	1	1
480	что все	1	1
481	свою очередь	4	1
482	и сами	2	1
483	на основе	1	1
484	смысловую нагрузку	1	1
485	общую идею	1	1
486	признаков а	1	1
487	на том	1	1
488	котором мы	1	1
489	и сам	1	1
490	отличаться от	2	1
491	это вовсе	1	1
492	особенно в	1	1
493	начала и	2	1
494	когда в	2	1
495	это только	2	1
496	о ней	4	1
497	вполне закономерно	1	1
498	внимание на	3	1
499	настоящее время	1	1
500	на художественную	1	1
501	одного из	3	1
502	как вечный	1	1
503	мог бы	1	1
504	основе своей	1	1
505	на мгновение	2	1
506	добра и	1	1
507	тем или	1	1
508	положения и	1	1
509	природы и	1	1
510	верного пути	1	1
511	связанные между	1	1
512	в художественной	1	1
513	по своим	3	1
514	и она	1	1
515	и борьбы	1	1
516	того что	6	1
517	происходит в	1	1
518	известно что	1	1
519	быть и	2	1
520	оно и	1	1
521	мы видим	1	1
522	для современного	1	1
523	не само	1	1
524	в разные	1	1
525	и так	1	1
526	поэтому и	1	1
527	который в	2	1
528	в контексте	1	1
529	стене в	1	1
530	с одной	5	1
531	этой системе	1	1
532	указания на	1	1
533	и у	1	1
534	для писателя	2	1
535	этой функции	1	1
536	ни одного	1	1
537	в нашей	1	1
538	представлений о	1	1
539	для меня	1	1
540	не о	2	1
541	далек от	1	1
542	само по	1	1
543	который имел	1	1
544	заметить что	1	1
545	не ее	1	1
546	толстой в	1	1
547	с той	1	1
548	которая обладает	1	1
549	мира это	2	1
550	и др	1	1
551	до конца	3	1
552	что для	1	1
553	в рассказе	6	1
554	только по	1	1
555	превращается в	1	1
556	не исключает	1	1
557	не на	1	1
558	однако и	2	1
559	о чем	2	1
560	на эту	1	1
561	ведь для	1	1
562	здесь именно	1	1
563	на фоне	2	1
564	наших представлений	1	1
565	и особенно	1	1
566	человека к	1	1
567	одной стороны	5	1
568	взятый в	1	1
569	что же	3	1
570	без этой	1	1
571	образ жизни	1	1
572	исходя из	2	1
573	первом плане	1	1
574	слова и	1	1
575	и нет	1	1
576	что есть	1	1
577	видно что	1	1
578	и пространстве	1	1
579	мастера и	2	1
580	судьбой а	1	1
581	случае он	1	1
582	в мировой	1	1
583	не подлежит	1	1
584	мира и	2	1
585	и времени	2	1
586	о котором	2	1
587	в настоящее	1	1
588	тот кто	2	1
589	а к	3	1
590	углубиться в	2	1
591	в третьем	1	1
592	бы в	3	1
593	всех прочих	1	1
594	но зато	1	1
595	первобытного мышления	1	1
596	исключительно в	1	1
597	хотя в	1	1
598	бы на	1	1
599	отношении к	1	1
600	нам в	1	1
601	при встрече	1	1
602	в романе	6	1
603	между ними	1	1
604	не знает	1	1
605	и зла	1	1
606	в свою	4	1
607	жизни а	1	1
608	мере в	2	1
609	он и	2	1
610	три женщины	1	1
611	не говорится	1	1
612	к другим	1	1
613	к этой	1	1
614	также не	1	1
615	в искусстве	1	1
616	по поводу	2	1
617	пространства в	1	1
618	том числе	1	1
619	гораздо более	1	1
