N	2gram	Voloshinov_1	TeoriaLi
150	одной стороны	1	2
151	у него	2	2
152	могут быть	3	2
153	с одной	1	2
154	во всей	2	2
155	их в	3	2
156	себя и	2	2
157	роль в	1	2
158	не следует	1	2
159	я не	1	2
160	о том	2	2
161	в области	3	2
162	не сумеет	1	2
163	что может	1	2
164	и особенно	1	2
165	и это	6	2
166	этих двух	1	2
167	особого рода	1	2
168	в виду	1	2
169	вытекает из	1	2
170	если бы	1	2
171	и как	3	2
172	что он	2	2
173	что по	1	1
174	возникает в	2	1
175	внешнем мире	1	1
176	не позволяет	1	1
177	для всех	4	1
178	это может	1	1
179	не входит	1	1
180	всех сторон	1	1
181	говорит и	1	1
182	на его	1	1
183	есть в	2	1
184	даже самое	1	1
185	то я	1	1
186	вопрос о	1	1
187	из этих	2	1
188	в связи	1	1
189	жизни когда	1	1
190	от всех	1	1
191	с нею	2	1
192	всю жизнь	2	1
193	жизни и	3	1
194	говорит о	1	1
195	бы то	1	1
196	ее в	2	1
197	не говорит	1	1
198	момент в	2	1
199	не будет	2	1
200	случае не	1	1
201	эти два	1	1
202	значение для	1	1
203	с нашим	1	1
204	мы по	1	1
205	связи с	1	1
206	и со	1	1
207	крайней мере	3	1
208	имеет значение	1	1
209	и их	4	1
210	в комнате	1	1
211	большинстве случаев	3	1
212	и жизни	1	1
213	может оказаться	1	1
214	и чрезвычайно	1	1
215	друг другу	1	1
216	ту сторону	5	1
217	зависит от	1	1
218	на ее	1	1
219	только при	1	1
220	коем случае	1	1
221	нет никаких	2	1
222	образов и	2	1
223	с ней	1	1
224	она по	1	1
225	наконец в	1	1
226	каждого из	1	1
227	отнюдь не	4	1
228	с ним	2	1
229	художественной формы	1	1
230	быть пережито	1	1
231	с помощью	2	1
232	ним и	1	1
233	что это	2	1
234	не более	1	1
235	из того	1	1
236	в центре	1	1
237	любовь и	1	1
238	только то	2	1
239	не дает	1	1
240	в другой	1	1
241	тот же	1	1
242	совершенно не	8	1
243	в своих	1	1
244	ничто не	1	1
245	жизнь в	1	1
246	с тем	1	1
247	в одном	3	1
248	те же	3	1
249	со всеми	2	1
250	и теперь	3	1
251	и эмоционально	1	1
252	совсем не	2	1
253	нуждается в	5	1
254	чувства и	2	1
255	остановимся на	1	1
256	и только	9	1
257	оно не	2	1
258	индивида и	1	1
259	деятельности и	1	1
260	с совершенно	1	1
261	теперь в	1	1
262	из всего	1	1
263	путь к	2	1
264	на чем	1	1
265	является его	1	1
266	с этой	2	1
267	дело в	1	1
268	и будущей	1	1
269	смысла в	1	1
270	дело с	1	1
271	к чему	1	1
272	сам же	1	1
273	состояние как	1	1
274	можно назвать	2	1
275	этой точки	1	1
276	делает ее	1	1
277	но если	1	1
278	в одно	2	1
279	времени и	1	1
280	весь его	1	1
281	различие между	1	1
282	по поводу	1	1
283	в момент	1	1
284	и прежде	1	1
285	и на	4	1
286	эдипа и	1	1
287	привести к	1	1
288	в коем	1	1
289	смерти но	2	1
290	со всех	1	1
291	как мы	4	1
292	и через	2	1
293	она же	1	1
294	с которым	1	1
295	у нас	1	1
296	человека и	1	1
297	с другими	3	1
298	того чтобы	1	1
299	своей жизни	2	1
300	что такое	5	1
301	всю внешнюю	1	1
302	в материальном	1	1
303	говоря о	1	1
304	то ни	1	1
305	своего развития	1	1
306	ведь это	1	1
307	реальности это	1	1
308	в сущности	1	1
309	всего к	1	1
310	отношений между	1	1
311	для того	1	1
312	но всегда	1	1
313	два полюса	2	1
314	весь мир	1	1
315	лица по	1	1
316	что для	1	1
317	один из	2	1
318	все люди	1	1
319	на основе	2	1
320	все это	4	1
321	к ним	2	1
322	это делает	2	1
323	едва ли	3	1
324	задолго до	1	1
325	или к	1	1
326	что представляет	1	1
327	же и	1	1
328	только и	2	1
329	является эстетическим	1	1
330	жизни если	1	1
331	искусства в	1	1
332	с их	3	1
333	и последовательное	1	1
334	в них	2	1
335	человека как	1	1
336	этом и	1	1
337	от своего	1	1
338	не всегда	1	1
339	для этого	2	1
340	одна из	1	1
341	все моменты	1	1
342	ни было	2	1
343	на это	1	1
344	с этими	1	1
345	и мир	1	1
346	же как	2	1
347	как отношения	1	1
348	в мир	2	1
349	но именно	1	1
350	по ту	4	1
351	не могут	2	1
352	мы видим	2	1
353	по крайней	3	1
354	на первой	1	1
355	во внешнем	1	1
356	точно и	1	1
357	или словами	1	1
358	его мысли	1	1
359	она не	1	1
360	не хозяин	1	1
361	к изучению	1	1
362	к этим	1	1
363	на них	2	1
364	той же	1	1
365	в которую	1	1
366	по его	1	1
367	на вопрос	1	1
368	которая в	1	1
369	подобно тому	1	1
370	столь же	1	1
371	все и	2	1
372	это образная	1	1
373	быть это	3	1
374	не имеет	1	1
375	время и	1	1
376	ее не	1	1
377	же в	1	1
378	и вся	2	1
379	в каком	2	1
380	делает его	1	1
381	от содержания	1	1
382	о его	1	1
383	конечно с	1	1
384	к мировой	2	1
385	т.е не	2	1
386	и есть	3	1
387	и пр	12	1
388	оно и	2	1
389	что она	1	1
390	как я	1	1
391	но эта	1	1
392	было бы	2	1
393	и эстетический	1	1
394	всем его	1	1
395	если мы	2	1
396	рождается не	1	1
397	его за	1	1
398	но этим	1	1
399	это уже	1	1
400	только на	3	1
401	тому как	1	1
402	и пути	1	1
403	имеем в	1	1
404	так как	4	1
405	и делает	1	1
406	можно было	1	1
407	известной степени	1	1
408	теми которые	1	1
409	все что	4	1
410	мифа философии	1	1
411	как ее	1	1
412	всей его	1	1
413	не есть	2	1
414	отношений здесь	1	1
415	творчества все	1	1
416	к предмету	1	1
417	может иметь	2	1
