N	2gram	Berdyaev_V_1	Problema
293	и слишком	1	1
294	небом и	1	1
295	в день	1	1
296	это мы	2	1
297	людям и	1	1
298	людей так	2	1
299	как она	1	1
300	во всем	1	1
301	и любовь	1	1
302	вот что	1	1
303	государство в	1	1
304	бога и	5	1
305	до того	2	1
306	было не	1	1
307	человека что	1	1
308	под разными	2	1
309	людей от	1	1
310	и свободу	1	1
311	его с	1	1
312	всем мире	1	1
313	она не	1	1
314	бы ни	1	1
315	в абсолютном	3	1
316	и это	2	1
317	и самое	1	1
318	меня в	1	1
319	во мне	4	1
320	значение в	1	1
321	людей он	3	1
322	на нее	1	1
323	в число	2	1
324	чем у	1	1
325	когда в	2	1
326	это только	1	1
327	основана на	1	1
328	свое дело	1	1
329	смысле и	1	1
330	но к	1	1
331	а христос	1	1
332	свободного и	1	1
333	людей как	1	1
334	других людей	1	1
335	два начала	2	1
336	добра и	4	1
337	ее от	1	1
338	человек был	1	1
339	хотел бы	1	1
340	это лишь	1	1
341	и можно	1	1
342	что бы	1	1
343	человека как	2	1
344	людей с	1	1
345	людей а	1	1
346	но с	1	1
347	себя с	1	1
348	что очень	1	1
349	в двух	1	1
350	и создал	1	1
351	мы увидим	1	1
352	кроме скуки	1	1
353	и так	1	1
354	люди эти	1	1
355	к свободе	1	1
356	же и	1	1
357	и хотел	1	1
358	на этих	2	1
359	слова не	1	1
360	каким образом	1	1
361	человека когда	1	1
362	с презрением	2	1
363	за ним	3	1
364	в я	1	1
365	в новом	1	1
366	человечества на	2	1
367	человека не	1	1
368	в существе	2	1
369	не для	1	1
370	к ним	1	1
371	бытия и	1	1
372	небе и	1	1
373	так легко	1	1
374	и вместе	1	1
375	в форме	2	1
376	нас как	1	1
377	в легенде	1	1
378	нет и	2	1
379	не были	1	1
380	никогда и	1	1
381	что человек	1	1
382	но дух	1	1
383	на людей	1	1
384	души и	1	1
385	всякого смысла	1	1
386	превращается в	3	1
387	титанов не	1	1
388	не было	3	1
389	ничем не	1	1
390	его по	1	1
391	для их	2	1
392	свою и	2	1
393	в одно	1	1
394	с абсолютным	2	1
395	а есть	2	1
396	бог есть	1	1
397	и потому	7	1
398	как это	1	1
399	у человека	1	1
400	спасти человечество	1	1
401	о возможности	1	1
402	в человеке	1	1
403	что человечество	1	1
404	могут быть	2	1
405	для человека	2	1
406	и всех	1	1
407	и смерти	1	1
408	за которым	1	1
409	но это	3	1
410	ничего кроме	1	1
411	свою роль	1	1
412	любовь к	3	1
413	еще больше	1	1
414	великих и	4	1
415	и от	1	1
416	ее но	1	1
417	что оно	1	1
418	которого они	1	1
419	в силах	4	1
420	от него	2	1
421	это он	1	1
422	я в	1	1
423	есть уже	2	1
424	но вот	1	1
425	личности и	3	1
426	человеческого общества	1	1
427	с ними	1	1
428	хотели бы	1	1
429	это все	2	1
430	легенде о	1	1
431	упорно и	1	1
432	о небе	1	1
433	но часто	1	1
434	таким же	1	1
435	человеческой природы	1	1
436	в искусстве	1	1
437	в своих	1	1
438	это в	1	1
439	свое и	1	1
440	им и	1	1
441	и вновь	1	1
