N	2gram	Tiupa_Lite_1	Hudozhes
322	в сфере	3	1
323	не остается	2	1
324	угодно в	1	1
325	тех же	3	1
326	перед лицом	1	1
327	два дома	1	1
328	к другому	1	1
329	бахтин а	1	1
330	на две	1	1
331	когда это	1	1
332	века в	3	1
333	также и	3	1
334	жизни для	1	1
335	пока он	1	1
336	мы имеем	1	1
337	мы не	1	1
338	готовился когда-то	1	1
339	себе как	1	1
340	все последующее	1	1
341	для осмысления	1	1
342	говорил он	1	1
343	нам в	1	1
344	не была	1	1
345	установкой на	1	1
346	в сущности	2	1
347	жизненной позиции	1	1
348	на чужое	1	1
349	отстраняется от	1	1
350	но ее	1	1
351	жизни это	1	1
352	по образованию	1	1
353	опере но	1	1
354	это время	1	1
355	не иметь	1	1
356	и самого	2	1
357	в xix	1	1
358	разумеется не	1	1
359	я поскольку	1	1
360	он был	1	1
361	личное существование	1	1
362	бы то	1	1
363	в различных	1	1
364	во всех	1	1
365	сознания а	2	1
366	легко и	1	1
367	во внешнем	1	1
368	могло быть	2	1
369	то он	2	1
370	к которой	1	1
371	в сторону	1	1
372	его сознания	2	1
373	воле автора	1	1
374	в общем	1	1
375	xix столетия	3	1
376	с каким	1	1
377	в наиболее	1	1
378	утверждает себя	1	1
379	не просто	1	1
380	и тайную	1	1
381	за пределы	2	1
382	не байрон	2	1
383	в настоящем	1	1
384	один и	1	1
385	природы это	1	1
386	особую значимость	1	1
387	его я	2	1
388	в одной	1	1
389	в той	1	1
390	не ощущается	1	1
391	по сути	1	1
392	показать что	1	1
393	как к	1	1
394	более и	1	1
395	и нет	2	1
396	предметы и	1	1
397	как нам	1	1
398	такова же	1	1
399	личностного я	2	1
400	сознания в	12	1
401	этом контексте	1	1
402	но для	1	1
403	мыслительного процесса	1	1
404	имеет в	1	1
405	конечном итоге	1	1
406	и говорит	1	1
407	с действительной	1	1
408	за собой	1	1
409	жизни к	1	1
410	в предсмертном	1	1
411	в которой	1	1
412	самобытности и	1	1
413	отношения между	2	1
414	как некий	2	1
415	так или	8	1
416	представляет собой	4	1
417	пришло в	1	1
418	он в	1	1
419	все эти	2	1
420	не оставляет	2	1
421	в жертву	1	1
422	так сказать	1	1
423	с чем	2	1
424	по словам	1	1
425	в поэтике	1	1
426	мать и	1	1
427	с тобой	1	1
428	же это	2	1
429	однако он	1	1
430	в силу	4	1
431	уже говорилось	1	1
432	у читателя	1	1
433	героини например	1	1
434	жизни здесь	1	1
435	какой бы	1	1
436	общей для	2	1
437	него в	1	1
438	постольку поскольку	1	1
439	бросил имеет	1	1
440	не бывает	1	1
441	ни был	1	1
442	не должно	1	1
443	но все	1	1
444	русской классической	7	1
445	значительной степени	1	1
446	сомнению однако	1	1
447	в каждом	1	1
448	произведение искусства	8	1
449	то ни	1	1
450	как автор	1	1
451	самим собой	2	1
452	то есть	6	1
453	в будущее	1	1
454	не умеет	1	1
455	и других	1	1
456	которая как	1	1
457	как ранее	1	1
458	авторского сознания	1	1
459	и тем	4	1
460	даже в	2	1
461	рассматриваемого как	1	1
462	служит в	1	1
463	этого персонажа	1	1
464	этого не	2	1
465	всю жизнь	1	1
466	в слове	2	1
467	глазами и	1	1
468	не всегда	1	1
469	он и	3	1
470	в москве	2	1
471	начала века	3	1
472	жизни но	1	1
473	духовной жизни	4	1
474	в один	1	1
475	жизнь а	1	1
476	не мог	3	1
477	несет в	2	1
478	самобытной личности	1	1
479	в частной	1	1
480	во время	1	1
481	в ходе	1	1
482	никак не	1	1
483	рассказа о	1	1
484	поэтической традиции	1	1
485	в следующем	1	1
486	начале xix	1	1
487	петь в	1	1
488	установка на	1	1
489	характер это	1	1
490	на свою	1	1
491	сцену распятия	1	1
492	от себя	2	1
493	себе самой	1	1
494	одном из	1	1
495	москве два	1	1
496	художественного мира	1	1
497	для многих	2	1
498	который всегда	1	1
499	филолог но	1	1
500	и более	1	1
501	абсолютная истина	1	1
502	не могли	1	1
503	в конце	4	1
504	я героя	1	1
505	действительной жизнью	1	1
506	том же	3	1
507	в духовной	1	1
508	в словах	1	1
509	освободиться от	2	1
510	произведения и	1	1
511	раз и	2	1
512	весь в	1	1
513	с миром	4	1
514	эта мысль	2	1
515	эстетической природы	1	1
516	мы вынуждены	1	1
517	и начинает	1	1
518	что ему	3	1
519	самого начала	1	1
520	дело в	3	1
521	только из	1	1
522	ее с	1	1
523	своего героя	2	1
524	от жизни	1	1
525	лермонтова не	1	1
526	лишь внешняя	1	1
527	во всякой	1	1
528	не могло	2	1
529	и всегда	1	1
530	имеем дело	1	1
531	существование держится	1	1
532	когда-то петь	1	1
533	собственного я	5	1
534	это именно	1	1
535	к определенному	1	1
536	к концу	1	1
537	рождается в	1	1
538	для осуществления	1	1
539	в области	3	1
540	может показаться	1	1
541	художественном тексте	1	1
542	становится для	1	1
543	в момент	1	1
544	чужому я	1	1
545	его знакомых	1	1
546	чеховской художественной	1	1
547	с разными	1	1
548	мы узнаем	1	1
549	с легкостью	1	1
550	ли не	3	1
551	отличается от	1	1
552	всего в	3	1
553	с авторской	1	1
554	именно таков	1	1
555	уединенное я	1	1
556	частной опере	1	1
557	на это	2	1
558	говоря словами	3	1
559	смерти он	1	1
560	в ситуации	1	1
561	литературного творчества	1	1
562	потому не	1	1
563	но по	1	1
564	а затем	1	1
565	для читателя	2	1
566	один в	1	1
567	в себя	2	1
568	с самого	1	1
569	самое себя	1	1
570	в дальнейшем	1	1
571	к смерти	2	1
572	иначе говоря	1	1
573	читателя в	2	1
574	нельзя сказать	1	1
575	в годы	1	1
576	к ценностям	1	1
577	на нее	1	1
578	каждого из	1	1
579	участия в	1	1
580	еще в	4	1
581	художественности по	1	1
582	что от	1	1
583	мы в	2	1
584	с этого	1	1
585	собой и	1	1
586	трактуется как	1	1
587	никогда и	1	1
588	и здесь	1	1
589	его смерть	1	1
590	без слез	1	1
591	люди с	1	1
592	байрон я	2	1
593	настолько что	1	1
594	оставляет места	2	1
595	что перед	1	1
596	и внутреннее	1	1
597	как сам	1	1
598	и что	1	1
599	и который	1	1
600	не позволяет	1	1
601	все та	2	1
602	в значительной	1	1
603	других людей	1	1
604	а во	1	1
605	все в	1	1
606	места и	1	1
607	путь к	1	1
608	но бросил	1	1
609	которых в	1	1
610	или иначе	9	1
611	уединенное сознание	9	1
612	его личности	1	1
613	и всякая	1	1
614	субъекта жизни	1	1
615	в третьем	1	1
616	искусства в	1	1
617	на одном	1	1
618	ролевого поведения	1	1
619	другого в	3	1
620	внешнее и	1	1
621	я во	1	1
622	художественном мире	1	1
623	вся жизнь	1	1
624	не несет	1	1
625	доминантной роли	1	1
626	того что	6	1
627	как например	1	1
628	жизни его	1	1
629	по своей	3	1
630	оно и	1	1
631	я другой	2	1
632	меня и	1	1
633	сколь бы	1	1
634	и весьма	2	1
635	но как	1	1
636	не мешает	1	1
637	тот или	1	1
638	со всеми	1	1
639	для всех	1	1
640	по воле	1	1
641	оказывается в	1	1
642	по убеждению	1	1
643	уже в	5	1
644	толстой в	1	1
645	мы получим	1	1
646	со временем	2	1
647	героя с	2	1
648	вернуться к	1	1
649	не узнаем	1	1
650	в объекте	1	1
651	в нашей	2	1
652	уединенности сознания	1	1
653	в начале	1	1
654	во внутреннем	1	1
655	целого ряда	1	1
656	как писал	1	1
657	по выражению	2	1
658	мышления и	2	1
659	за ним	1	1
660	где бы	1	1
661	их как	1	1
662	который как	1	1
663	представить себе	1	1
664	согласно которой	1	1
665	я в	5	1
666	не для	1	1
667	среди которых	1	1
668	так как	1	1
669	при всей	3	1
670	не о	1	1
671	может служить	1	1
672	отношении к	1	1
673	этом отношении	2	1
674	на том	2	1
675	бы это	1	1
676	каждое личное	1	1
677	истины о	1	1
678	определенному месту	1	1
679	в.т и	1	1
680	и даже	3	1
681	смысла жизни	1	1
682	и т.п	4	1
683	этом как	3	1
684	очевидным образом	1	1
685	человека а	1	1
686	и говорил	1	1
687	бытия в	1	1
688	наконец в	1	1
689	перед ним	1	1
690	в банке	1	1
691	в воображении	1	1
692	время многие	1	1
693	на смену	6	1
694	к личности	1	1
695	а на	1	1
696	до конца	1	1
697	более того	1	1
698	и достоевского	1	1
699	например это	1	1
700	имеет своей	1	1
701	другой личностью	1	1
702	с предельной	1	1
703	с позиции	2	1
704	все более	2	1
705	эти слова	1	1
706	ни на	1	1
707	эстетической целостности	2	1
708	оказывается не	2	1
709	из форм	1	1
710	художественности и	1	1
711	себе самому	1	1
712	однако для	1	1
713	власть над	1	1
714	в пределах	3	1
715	не трагический	1	1
716	к жизни	1	1
717	это были	1	1
718	такого рода	10	1
719	эстетическое отношение	1	1
720	ему по	1	1
721	за рамки	1	1
722	поскольку он	2	1
723	по существу	1	1
724	на свете	1	1
725	исходя из	3	1
726	с этой	5	1
727	художественное произведение	2	1
728	в ранг	1	1
729	в условиях	1	1
730	стать самим	1	1
731	не любил	2	1
732	сознания это	1	1
733	но служит	1	1
734	видят в	1	1
735	эстетическая стратегия	1	1
736	на человека	1	1
737	с автором	1	1
738	на тайне	1	1
739	для автора	1	1
740	этого сознания	1	1
741	на внутреннюю	1	1
742	к жене	1	1
743	узнаем о	1	1
744	человеческой связи	1	1
745	как теперь	1	1
746	который бы	1	1
747	держится на	1	1
748	в поле	2	1
749	но зато	1	1
750	на языке	1	1
751	же в	5	1
752	как дело	1	1
753	и вдруг	1	1
754	не обладает	2	1
755	внутреннее я	1	1
756	от ее	1	1
757	страдает и	1	1
758	собою без	1	1
759	между я	3	1
760	в творчестве	1	1
761	с сыном	1	1
762	оборотной стороной	2	1
763	с ней	1	1
764	не знает	1	1
765	только как	1	1
766	другой стороны	1	1
767	должен иметь	1	1
768	совершенно не	1	1
769	уединенного сознания	50	1
770	думать об	1	1
771	в кругу	1	1
772	из этого	1	1
773	среди прочих	1	1
774	совпадают в	1	1
775	в действительности	1	1
776	образованию филолог	1	1
777	не нуждается	1	1
778	к этой	1	1
779	а я	1	1
780	в искусстве	2	1
781	в своих	4	1
782	том числе	1	1
783	героя как	2	1
784	к этому	1	1
785	можно назвать	1	1
786	которая не	2	1
787	этого драматизма	1	1
