N	2gram	Losev_Vesc_1	Psycholo
192	в собственном	2	3
193	нет никакой	2	3
194	и когда	4	3
195	так и	3	3
196	что у	5	3
197	но к	1	3
198	но мы	1	3
199	нуждается в	1	3
200	в частности	1	3
201	или его	1	3
202	не можем	1	3
203	только на	3	3
204	мышления и	1	3
205	слова в	2	3
206	в конце	2	3
207	от того	3	3
208	и только	3	3
209	до сих	1	3
210	не было	1	3
211	же точно	2	3
212	могут служить	1	3
213	из его	2	3
214	сих пор	1	3
215	но это	10	3
216	должны быть	4	3
217	каждой из	2	3
218	конце концов	2	3
219	от всех	4	3
220	т е	55	3
221	жизни и	2	3
222	все что	1	3
223	ту же	2	2
224	что образ	2	2
225	того же	5	2
226	и то	10	2
227	и без	3	2
228	на самом	1	2
229	из всех	1	2
230	есть не	14	2
231	как мы	4	2
232	бы что	2	2
233	на эти	1	2
234	человека и	1	2
235	почти все	2	2
236	есть нечто	6	2
237	оно есть	9	2
238	это отношение	1	2
239	но даже	3	2
240	большей частью	1	2
241	быть в	1	2
242	в чем	6	2
243	только то	2	2
244	на основе	1	2
245	а только	3	2
246	не то	4	2
247	и всякий	1	2
248	искусство в	1	2
249	с совершенно	1	2
250	отношение к	1	2
251	что они	6	2
252	сама по	3	2
253	если она	1	2
254	независимо от	5	2
255	как к	4	2
256	когда он	1	2
257	чего мы	1	2
258	более или	1	2
259	есть ли	6	2
260	в себя	13	2
261	к чему	1	2
262	бы и	5	2
263	мы получаем	1	2
264	остановиться на	1	2
265	в нем	2	2
266	главным образом	1	2
267	понятий и	2	2
268	или иных	1	2
269	себя смысл	2	2
270	и с	8	2
271	не дает	1	2
272	его в	2	2
273	но совершенно	2	2
274	форму и	1	2
275	и тем	3	2
276	далеко не	1	2
277	то чтобы	3	2
278	очень легко	1	2
279	и тогда	1	2
280	или менее	1	2
281	к чему-то	1	2
282	что такое	12	2
283	с точки	3	2
284	мысли и	3	2
285	бы мы	1	2
286	стало быть	1	2
287	тем не	3	2
288	их в	3	2
289	что есть	5	2
290	можно ли	7	2
291	не менее	3	2
292	тем самым	1	2
293	в науке	1	2
294	в основе	3	2
295	без остатка	1	2
296	это мы	1	2
297	ничего не	3	2
298	видим что	1	2
299	будет ни	1	2
300	тех или	5	2
301	чисто психологической	1	2
302	уже и	1	2
303	этом отношении	1	2
304	ли это	7	2
305	в основу	1	2
306	есть только	7	2
307	же самое	1	2
308	сходство с	1	2
309	на это	4	2
310	в применении	1	2
311	на вопрос	1	2
312	без всякого	4	2
313	то или	2	2
314	приводит к	1	2
315	подойти к	1	2
316	это только	1	2
317	с ним	8	2
318	все дело	1	2
319	и здесь	4	2
320	но и	18	2
321	случае не	1	2
322	нас в	3	2
323	этих двух	2	2
324	и во	3	2
325	самому себе	1	2
326	или как	2	2
327	ее чистом	1	2
328	тем или	1	2
329	и следовательно	7	2
330	как она	4	2
331	заключается не	1	2
332	в него	1	2
333	к нему	1	2
334	что только	3	2
335	видели что	1	2
336	тот же	3	2
337	будь то	3	2
338	его чувства	1	2
339	и потому	5	2
340	есть чистая	1	2
341	никак нельзя	1	2
342	бы ни	2	2
343	в качестве	1	2
344	из которого	1	2
345	уже не	9	2
346	в жизни	3	2
347	от других	1	2
348	из них	4	2
349	ту или	2	2
350	одно из	1	2
351	и их	7	2
352	в одном	2	2
353	но что	2	2
354	как психология	1	2
355	как раз	9	2
356	быть совершенно	2	2
357	различения и	1	2
358	что всякая	1	2
359	себя и	4	2
360	же тогда	1	2
361	говорит о	1	2
362	одинаковой мере	1	2
363	то и	4	2
364	и составляет	1	2
365	не быть	3	2
366	о чем	1	2
367	когда она	4	2
368	во внимание	1	2
369	мы видели	1	2
370	xviii в	1	2
371	выражения и	1	2
372	применении к	2	2
373	что же	8	2
374	образ и	3	2
375	отличается от	7	2
376	точно и	1	2
377	стоит только	1	2
378	она должна	2	2
379	это новое	1	2
380	одного и	1	2
381	не знаем	2	2
382	и может	2	2
383	и от	3	2
384	это можно	2	2
385	тот кто	1	2
386	бы в	5	2
387	и как	8	2
388	в одинаковой	1	2
389	будто бы	1	2
390	только что	2	2
391	или не	2	2
392	обратиться к	1	2
393	из этого	1	2
394	только о	1	2
395	что то	2	2
396	по поводу	1	2
397	это в	1	2
398	гораздо более	1	2
399	всегда в	1	1
400	с новыми	1	1
401	связана с	1	1
402	есть обязательно	1	1
403	ее отличие	1	1
404	и понимает	2	1
405	образом от	1	1
406	уже к	1	1
407	от какого	1	1
408	жизни мы	2	1
409	и всем	4	1
410	сказано что	1	1
411	в первом	2	1
412	когда человек	1	1
413	по преимуществу	2	1
414	на этих	1	1
415	ведь и	5	1
416	и больше	9	1
417	нам быть	1	1
418	едва ли	1	1
419	потому ее	1	1
420	и этот	2	1
421	что если	1	1
422	которую мы	1	1
423	говоря и	1	1
424	единство и	1	1
425	именно к	1	1
426	вот эту	1	1
427	происходит это	1	1
428	иметь никакого	1	1
429	еще до	1	1
430	но она	3	1
431	что иное	7	1
432	в полной	1	1
433	я не	4	1
434	и ее	18	1
435	которое не	1	1
436	ему в	1	1
437	то это	3	1
438	мы ее	5	1
439	учение об	1	1
440	в ней	12	1
441	свою очередь	4	1
442	еще не	8	1
443	это действительно	1	1
444	совершенно другое	1	1
445	может сделать	2	1
446	бы то	4	1
447	с его	1	1
448	во всех	2	1
449	как таковая	2	1
450	то мы	2	1
451	а следовательно	2	1
452	то он	1	1
453	коем случае	1	1
454	с самой	6	1
455	явлений и	1	1
456	одном и	1	1
457	для всякого	2	1
458	ее выражения	1	1
459	тогда как	1	1
460	это сравнение	1	1
461	нет и	1	1
462	судить об	1	1
463	и чем	3	1
464	относится к	5	1
465	чем же	3	1
466	мере в	1	1
467	метод и	1	1
468	в особом	1	1
469	с чисто	1	1
470	в постоянном	1	1
471	только ее	1	1
472	что как	1	1
473	действительности же	1	1
474	и нет	1	1
475	перед нами	2	1
476	то ясно	1	1
477	которое и	1	1
478	бы я	2	1
479	могли бы	1	1
480	всем другим	1	1
481	и наконец	1	1
482	вносит в	1	1
483	конечно не	1	1
484	от самого	1	1
485	или иную	2	1
486	вещи но	14	1
487	то в	4	1
488	из самых	2	1
489	потом уже	1	1
490	а во-вторых	1	1
491	этих моментов	1	1
492	оно хочет	1	1
493	бы сказать	2	1
494	выражение в	3	1
495	звуков а	1	1
496	бы только	1	1
497	я дал	1	1
498	только один	2	1
499	не вещь	2	1
500	одно и	5	1
501	как оно	3	1
502	может захватывать	1	1
503	наша фантазия	1	1
504	главное в	1	1
505	вокруг себя	1	1
506	иначе это	1	1
507	и почему	1	1
508	именно то	1	1
509	момента в	1	1
510	и еще	2	1
511	и утверждает	1	1
512	и социальной	1	1
513	в понимании	1	1
514	же это	4	1
515	к одному	3	1
516	что нужно	3	1
517	вы в	1	1
518	все ее	1	1
519	ни было	4	1
520	на разъяснение	1	1
521	физика и	1	1
522	время оставаться	1	1
523	теории и	1	1
524	чтобы их	1	1
525	основе своей	2	1
526	одному и	1	1
527	является не	1	1
528	предполагается что	1	1
529	такого же	1	1
530	человека в	1	1
531	тут не	5	1
532	введение в	1	1
533	что почти	1	1
534	мы его	1	1
535	могла бы	3	1
536	а затем	2	1
537	представьте себе	1	1
538	и иметь	1	1
539	пока мы	1	1
540	есть все	1	1
541	конечно в	1	1
542	об этом	3	1
543	что мне	2	1
544	и чтобы	1	1
545	времени и	1	1
546	знает что	2	1
547	это не	5	1
548	а самая	1	1
549	и мы	1	1
550	в социальной	1	1
551	сказывается в	1	1
552	на этот	1	1
553	есть средство	1	1
554	она и	1	1
555	все равно	2	1
556	теории все	1	1
557	и уже	1	1
558	и вне	2	1
559	как социология	1	1
560	для себя	5	1
561	значит не	4	1
562	и тому	1	1
563	и того	2	1
564	со всей	2	1
565	для него	4	1
566	но если	8	1
567	нас не	1	1
568	и выражение	2	1
569	о той	1	1
570	возможности в	1	1
571	из анализа	1	1
572	признать что	1	1
573	результате этого	1	1
574	есть предмет	2	1
575	и останется	1	1
576	а есть	2	1
577	образом и	1	1
578	и более	1	1
579	только те	1	1
580	или что	3	1
581	оно само	1	1
582	оказалось бы	1	1
583	однако в	1	1
584	с такими	1	1
585	зрения и	2	1
586	есть всегда	4	1
587	же мы	1	1
588	случае мы	1	1
589	нас к	1	1
590	с которой	1	1
591	и какая	1	1
592	идеи и	3	1
593	вещей как	1	1
594	оба эти	3	1
595	как можно	3	1
596	иной раз	1	1
597	оно понимает	1	1
598	есть прежде	2	1
599	дело не	2	1
600	они находятся	1	1
601	уже из	1	1
602	дело в	4	1
603	к новым	1	1
604	д все	1	1
605	бытия и	2	1
606	из предыдущего	2	1
607	в самых	1	1
608	нам и	1	1
609	приводит их	2	1
610	однако если	1	1
611	расцвета и	1	1
612	это совершенно	4	1
613	вот это	1	1
614	только и	2	1
615	имеем дело	3	1
616	вообще есть	2	1
617	своей природе	1	1
618	и относится	2	1
619	с но	2	1
620	сказал не	1	1
621	той колоссальной	1	1
622	самых основных	1	1
623	так то	3	1
624	и делает	2	1
625	стоит перед	1	1
626	не потому	6	1
627	сравнить с	1	1
628	к таким	1	1
629	именно это	1	1
630	исходить из	1	1
631	в духе	1	1
632	во все	1	1
633	лежит в	1	1
634	ли не	1	1
635	как только	4	1
636	понимание но	1	1
637	уже было	1	1
638	есть или	1	1
639	для его	1	1
640	они и	1	1
641	а можно	1	1
642	все еще	3	1
643	которая есть	1	1
644	оно не	3	1
645	оно может	2	1
646	пять моментов	1	1
647	можно и	2	1
648	как не	1	1
649	на нем	1	1
650	такое что	1	1
651	а самое	1	1
652	чем отличается	1	1
653	же и	1	1
654	об отношении	1	1
655	в пределах	1	1
656	и анализ	1	1
657	идет речь	1	1
658	совершенно неверно	1	1
659	следовательно и	1	1
660	то как	2	1
661	понимание и	3	1
662	здесь как	1	1
663	того и	2	1
664	она была	2	1
665	который я	2	1
666	можно только	4	1
667	том как	1	1
668	по сравнению	7	1
669	но у	1	1
670	строго говоря	1	1
671	поэтому в	1	1
672	быть может	1	1
673	другое дело	1	1
674	границу между	1	1
675	быть или	1	1
676	в коем	1	1
677	смысле и	1	1
678	и восприятия	1	1
679	образ или	1	1
680	она резко	1	1
681	сводится к	2	1
682	о нем	1	1
683	бы вы	1	1
684	вот почему	3	1
685	существенной и	1	1
686	определенным образом	6	1
687	как ее	2	1
688	одного из	1	1
689	почему же	1	1
690	можно сказать	6	1
691	в различных	1	1
692	а также	1	1
693	может не	2	1
694	так бывает	1	1
695	части и	1	1
696	самой по	1	1
697	действует и	1	1
698	говорить об	1	1
699	формула о	1	1
700	существе и	1	1
701	во втором	2	1
702	бы представить	1	1
703	во всей	1	1
704	я вижу	2	1
705	вообще и	4	1
706	резко отличается	1	1
707	в свете	7	1
708	мы хотим	1	1
709	вещи как	9	1
710	в преддверии	1	1
711	сравнение с	1	1
712	степени что	1	1
713	психология и	1	1
714	тех пор	1	1
715	людей а	1	1
716	этих вопросов	1	1
717	но так	1	1
718	содержится в	3	1
719	но с	2	1
720	д и	5	1
721	в двух	1	1
722	только у	1	1
723	такое чего	1	1
724	том или	1	1
725	в вопросе	1	1
726	как нечто	2	1
727	должен быть	2	1
728	же оно	1	1
729	образа с	2	1
730	к смыслу	1	1
731	но то	2	1
732	не мешает	4	1
733	иное как	7	1
734	в выражении	1	1
735	метода и	2	1
736	без этого	2	1
737	теперь уже	1	1
738	можно выразить	1	1
739	себя самые	1	1
740	и всякая	1	1
741	собой если	1	1
742	в нашей	1	1
743	оно в	1	1
744	если в	1	1
745	но самое	2	1
746	а это	4	1
747	внутри самого	1	1
748	должно иметь	1	1
749	в данной	1	1
750	и значения	1	1
751	не так	1	1
752	мы находим	2	1
753	сами по	3	1
754	и должна	1	1
755	той которая	1	1
756	содержание и	1	1
757	и утверждение	1	1
758	для меня	2	1
759	можно с	2	1
760	она будет	2	1
761	своем существе	1	1
762	существовать как	1	1
763	с искусством	1	1
764	ее на	1	1
765	но из	1	1
766	интересующей нас	1	1
767	форм по	1	1
768	самого же	1	1
769	же сущность	1	1
770	ее со	3	1
771	в особенности	1	1
772	жизни в	1	1
773	со всем	5	1
774	что человек	1	1
775	именно в	1	1
776	оно будет	2	1
777	в свою	4	1
778	еще и	8	1
779	а с	3	1
780	мы еще	2	1
781	я должен	4	1
782	социальной жизни	1	1
783	и пр	6	1
784	есть у	2	1
785	и опять	1	1
786	она является	3	1
787	зависит от	1	1
788	его как	1	1
789	человек есть	1	1
790	основных и	1	1
791	была бы	2	1
792	в анализ	1	1
793	пониманию и	1	1
794	интеллектуальных моментов	1	1
795	сознательно и	2	1
796	в те	1	1
797	если это	2	1
798	между собою	6	1
799	я хочу	5	1
800	было в	1	1
801	говорит нам	1	1
802	мы наметили	1	1
803	границы между	1	1
804	зачем же	2	1
805	относятся к	1	1
806	мы говорим	5	1
807	совершенно в	1	1
808	что именно	1	1
809	только с	3	1
810	их к	1	1
811	ни от	5	1
812	же вещи	1	1
813	сравнению с	6	1
814	а если	1	1
815	она есть	8	1
816	в той	3	1
817	и объективная	1	1
818	расстояние между	1	1
819	есть как	3	1
820	первом случае	2	1
821	а потом	2	1
822	быть только	3	1
823	сводится на	1	1
824	из этой	1	1
825	от природы	1	1
826	форма в	1	1
827	есть признак	1	1
828	должно быть	6	1
829	указанием на	1	1
830	смысл в	1	1
831	в это	1	1
832	или хотя	1	1
833	поэтому когда	1	1
834	всем что	2	1
835	и восприятие	1	1
836	природе слова	2	1
837	психики а	1	1
838	слова и	5	1
839	но почему	1	1
840	как из	1	1
841	новое понимание	1	1
842	специальной области	1	1
843	форме всегда	1	1
844	судить о	4	1
845	природу и	1	1
846	новые и	1	1
847	это выражение	2	1
848	не к	1	1
849	но для	2	1
850	думают что	4	1
851	между собой	1	1
852	д то	1	1
853	вещь а	1	1
854	есть она	2	1
855	равным образом	3	1
856	переживания и	2	1
857	в более	1	1
858	восприятия и	1	1
859	и само	2	1
860	от субъекта	1	1
861	или в	2	1
862	его с	1	1
863	то не	4	1
864	понимание есть	2	1
865	и новое	1	1
866	и смысл	1	1
867	что красота	1	1
868	мы должны	2	1
869	с а	4	1
870	находится в	3	1
871	стороны в	1	1
872	хотя бы	6	1
873	которой мы	1	1
874	и отвечает	2	1
875	же в	1	1
876	личности и	1	1
877	нужно для	3	1
878	между ними	3	1
879	только как	1	1
880	что мало	1	1
881	же самой	3	1
882	применения и	1	1
883	у людей	1	1
884	с ними	3	1
885	самой же	2	1
886	не что	7	1
887	бы его	1	1
888	в действительности	7	1
889	никто не	1	1
890	образ в	2	1
891	это понятие	1	1
892	как всякое	1	1
893	думать что	1	1
894	от ее	6	1
