N	2gram	Tiupa_Lite_3	Problema
320	бы в	1	1
321	что было	1	1
322	если в	1	1
323	искусство в	2	1
324	с собою	1	1
325	у них	1	1
326	сама по	1	1
327	человеческой личности	1	1
328	первый взгляд	1	1
329	с этим	1	1
330	своей и	1	1
331	для всех	1	1
332	что когда-то	1	1
333	вспомним что	1	1
334	художественным творчеством	1	1
335	перед нами	1	1
336	могли бы	2	1
337	что по	1	1
338	и наконец	3	1
339	это тоже	1	1
340	себе на	2	1
341	которая еще	1	1
342	и хотя	1	1
343	в этот	1	1
344	или иную	1	1
345	то в	3	1
346	для которого	3	1
347	г на	1	1
348	бы и	3	1
349	так или	2	1
350	в нашем	1	1
351	здесь своего	1	1
352	большей части	2	1
353	право на	2	1
354	берет он	1	1
355	двух других	1	1
356	и если	4	1
357	вообще не	1	1
358	после всяких	1	1
359	больше всего	1	1
360	она становится	1	1
361	сама личность	1	1
362	состоит в	6	1
363	и вот	2	1
364	содержит в	1	1
365	же остается	1	1
366	удивительно что	2	1
367	за свою	1	1
368	себя и	2	1
369	поэзии и	2	1
370	а по	2	1
371	времени и	1	1
372	времени в	1	1
373	входит в	4	1
374	искусства в	1	1
375	например с	1	1
376	весь мир	1	1
377	вяч иванов	1	1
378	говорил в	1	1
379	ту или	1	1
380	чем в	1	1
381	при виде	1	1
382	для своих	1	1
383	вы с	1	1
384	на первый	1	1
385	с ума	1	1
386	себе с	1	1
387	и при	2	1
388	что такое	1	1
389	истинном смысле	1	1
390	самого в	1	1
391	теперь эта	1	1
392	не столько	1	1
393	не как	2	1
394	жизни с	1	1
395	своего рода	10	1
396	что я	5	1
397	зрения которого	1	1
398	в трудах	1	1
399	все мое	2	1
400	том чтобы	2	1
401	творчества она	1	1
402	все это	1	1
403	что никакой	1	1
404	сознание что	1	1
405	в устах	1	1
406	возвращается к	1	1
407	даже в	4	1
408	изобразительного искусства	1	1
409	о подлинном	1	1
410	нас к	2	1
411	тому что	1	1
412	вплоть до	2	1
413	тем самым	7	1
414	с которой	2	1
415	меня я	1	1
416	мысли в	1	1
417	не имеет	1	1
418	о чем	3	1
419	вложил в	1	1
420	чтобы в	1	1
421	и остается	1	1
422	что вы	1	1
423	он мог	1	1
424	для всего	1	1
425	он с	1	1
426	где его	1	1
427	не видели	1	1
428	индивидуальной души	1	1
429	же время	7	1
430	этих последних	1	1
431	поэт и	1	1
432	во всем	1	1
433	ему и	1	1
434	всей жизни	1	1
435	которые делают	1	1
436	не принадлежит	1	1
437	же поэт	1	1
438	что совесть	1	1
439	когда-то он	1	1
440	уже о	3	1
441	к себе	8	1
442	является той	1	1
443	когда мы	1	1
444	как только	1	1
445	его с	1	1
446	той или	2	1
447	только одно	1	1
448	она не	1	1
449	этот путь	2	1
450	правда не	1	1
451	но по	1	1
452	с ее	3	1
453	принадлежал к	1	1
454	говоря уже	4	1
455	существа в	1	1
456	начало которое	1	1
457	это путь	2	1
458	значение в	1	1
459	обращаясь к	1	1
460	вышла из	1	1
461	по аналогии	2	1
462	из двух	1	1
463	искусство как	2	1
464	на нее	1	1
465	в борьбе	1	1
466	здесь нет	1	1
467	его забыть	1	1
468	том как	1	1
469	имеется в	1	1
470	со стороны	7	1
471	трактуется как	1	1
472	от окружающего	1	1
473	в работе	2	1
474	все прочие	1	1
475	миф в	1	1
476	означает не	1	1
477	аналогии с	1	1
478	второй половины	1	1
479	восходит к	1	1
480	быть вместе	1	1
481	творчества в	1	1
482	нуждается в	1	1
483	искусство не	2	1
484	который и	1	1
485	себя однако	1	1
486	пришли к	1	1
487	человека как	1	1
488	и об	2	1
489	не зная	1	1
490	тех пор	1	1
491	людей а	1	1
492	сомневается в	2	1
493	но с	2	1
494	в двух	1	1
495	одной из	1	1
496	поэта с	3	1
497	являет собой	1	1
498	в обществе	1	1
499	об их	1	1
500	и жизни	3	1
501	какой степени	1	1
502	сам собою	1	1
503	решающее значение	2	1
504	только на	1	1
505	людей то	1	1
506	в поэзии	5	1
507	в последний	1	1
508	уже для	1	1
509	по выражению	1	1
510	и других	1	1
511	но совершенно	1	1
512	за ним	2	1
513	к своим	2	1
514	что для	1	1
515	здесь мы	1	1
516	был бы	1	1
517	одно из	4	1
518	к более	1	1
519	человека не	1	1
520	ее не	1	1
521	тому же	5	1
522	художника и	2	1
523	бытия и	1	1
524	этом отношении	5	1
525	и вместе	2	1
526	самому в	1	1
527	в молодости	1	1
528	момент в	1	1
529	образом здесь	1	1
530	до самого	1	1
531	обращением к	1	1
532	нет и	1	1
533	русской поэзии	1	1
534	нужно было	1	1
535	не были	1	1
536	в истинном	1	1
537	или иной	2	1
538	даже не	1	1
539	не единственное	1	1
540	как у	4	1
541	конце этой	1	1
542	или иначе	2	1
543	о как	2	1
544	чем он	1	1
545	мы его	1	1
546	в природе	4	1
547	всякого человека	1	1
548	окружающей его	1	1
549	когда те	1	1
550	не удивительно	2	1
551	его из	1	1
552	сделать в	1	1
553	только по	1	1
554	ничего общего	1	1
555	превращается в	1	1
556	смысла и	1	1
557	не было	1	1
558	а на	2	1
559	до конца	4	1
560	ничем не	1	1
561	не на	1	1
562	в ту	2	1
563	что несмотря	1	1
564	а так	2	1
565	и вовсе	2	1
566	на этой	1	1
567	превращает его	1	1
568	на фоне	1	1
569	и она	1	1
570	и а	3	1
571	и потому	2	1
572	как это	3	1
573	года не	1	1
574	творца в	1	1
575	в человеке	1	1
576	к своему	1	1
577	xix века	2	1
578	для искусства	1	1
579	этого типа	1	1
580	в литературе	1	1
581	с тех	1	1
582	там где	3	1
583	я с	3	1
584	и судьбы	1	1
585	личности когда	1	1
586	на свете	2	1
587	и всех	1	1
588	за которым	1	1
589	нового человека	1	1
590	действительность в	1	1
591	своей жизни	2	1
592	всякий человек	1	1
593	но это	1	1
594	числе и	2	1
595	однако не	3	1
596	сердце не	1	1
597	в полном	2	1
598	но такой	1	1
599	и от	1	1
600	и человек	1	1
601	искусства и	3	1
602	только тем	1	1
603	собственно говоря	1	1
604	не должен	1	1
605	в г	3	1
606	страсть к	1	1
607	я в	7	1
608	ни было	2	1
609	упоминаний о	1	1
610	не я	2	1
611	но вот	1	1
612	с ними	2	1
613	это все	1	1
614	в романе	3	1
615	героя и	1	1
616	с ней	2	1
617	не говоря	4	1
618	от своего	1	1
619	мне ты	1	1
620	к его	1	1
621	индивидуального самоутверждения	1	1
622	всех других	1	1
623	себе но	1	1
624	и состоит	1	1
625	а я	3	1
626	в искусстве	1	1
627	в своих	2	1
628	по причине	1	1
629	которая не	1	1
630	этой точки	1	1
