N	2gram	Bakhtin_Fr_5	DiskursI
117	становления и	2	3
118	жизни а	1	3
119	жизни и	8	3
120	как на	4	3
121	же как	4	2
122	того же	3	2
123	и это	4	2
124	той же	4	2
125	говорить о	2	2
126	в ней	8	2
127	к своему	1	2
128	время в	1	2
129	бессмертие и	1	2
130	тут же	2	2
131	из важнейших	2	2
132	более чем	1	2
133	в целом	2	2
134	является не	1	2
135	и с	10	2
136	этой традиции	3	2
137	но уже	1	2
138	такой же	4	2
139	все это	7	2
140	в ходе	1	2
141	с точки	2	2
142	обращение к	1	2
143	их в	1	2
144	дело в	3	2
145	чем не	2	2
146	никогда не	1	2
147	со своим	1	2
148	что на	3	2
149	в области	1	2
150	в специальном	1	2
151	и смертью	1	2
152	с ее	5	2
153	ни одно	1	2
154	здесь не	6	2
155	говорит об	1	2
156	в себя	5	2
157	времени и	1	2
158	отсюда и	1	2
159	но здесь	1	2
160	основе своей	1	2
161	между тем	2	2
162	в языке	1	2
163	что и	7	2
164	и всякое	1	2
165	и одновременно	3	2
166	которая в	1	2
167	есть в	3	2
168	в большинстве	2	2
169	не о	1	2
170	не подлежит	2	2
171	именно в	3	2
172	далеко не	1	2
173	и прежде	3	2
174	а сам	1	2
175	человеческой жизни	1	2
176	вместе с	3	2
177	о чем	3	2
178	в той	1	2
179	мира с	1	2
180	в свое	1	2
181	в формах	1	2
182	и для	3	2
183	на языке	1	2
184	а в	4	2
185	что он	6	2
186	все люди	1	2
187	это в	2	2
188	вырастает из	1	1
189	одним из	5	1
190	чтобы не	2	1
191	самом деле	5	1
192	это и	5	1
193	это игра	1	1
194	и есть	2	1
195	можно говорить	2	1
196	др в	2	1
197	другой жизни	1	1
198	между человеком	2	1
199	в году	3	1
200	такая картина	1	1
201	есть не	1	1
202	и была	1	1
203	начинает свой	1	1
204	мы не	4	1
205	не была	1	1
206	он как	1	1
207	в сущности	4	1
208	ему в	1	1
209	и со	1	1
210	жизни это	1	1
211	из ее	1	1
212	это время	2	1
213	может так	1	1
214	он был	7	1
215	в чем	2	1
216	характер и	1	1
217	истории в	1	1
218	во всех	13	1
219	тем как	1	1
220	автором как	1	1
221	в сторону	2	1
222	если в	2	1
223	их обычно	1	1
224	конечном счете	1	1
225	которая не	2	1
226	не просто	1	1
227	друг от	1	1
228	человека с	5	1
229	за пределы	1	1
230	образ смерти	2	1
231	т.п для	1	1
232	в истории	2	1
233	и сюжет	1	1
234	в одной	3	1
235	и непристойность	1	1
236	некоторое время	1	1
237	низа и	1	1
238	хотя и	5	1
239	мира однако	1	1
240	в этот	2	1
241	то в	1	1
242	которой служат	1	1
243	в самом	4	1
244	истины и	1	1
245	этого круга	1	1
246	как некий	1	1
247	бы не	1	1
248	поэтому и	3	1
249	контакт между	1	1
250	так в	2	1
251	право на	10	1
252	раз в	2	1
253	им в	2	1
254	но на	3	1
255	как у	1	1
256	человек не	1	1
257	этим создается	1	1
258	не имеют	1	1
259	но именно	2	1
260	так сказать	1	1
261	и только	2	1
262	о которой	1	1
263	и еще	1	1
264	он должен	2	1
265	же это	1	1
266	не как	1	1
267	ибо она	1	1
268	одной и	1	1
269	на этом	5	1
270	образа и	1	1
271	дистанции между	2	1
272	именно это	1	1
273	таким образом	8	1
274	значительной степени	1	1
275	мы его	1	1
276	самого автора	2	1
277	об этом	4	1
278	всей ее	1	1
279	полной мере	1	1
280	лишь в	2	1
281	время и	1	1
282	своего героя	1	1
283	форму и	1	1
284	но их	2	1
285	главного героя	1	1
286	где образ	1	1
287	в жизни	1	1
288	из первых	1	1
289	она и	2	1
290	несмотря на	2	1
291	все моменты	1	1
292	и разложения	1	1
293	она была	1	1
294	со всей	1	1
295	вещами и	1	1
296	об особом	1	1
297	и внутреннее	3	1
298	индивидуальной жизни	1	1
299	на иной	1	1
300	в которых	3	1
301	жизни с	1	1
302	богу и	1	1
303	в памяти	1	1
304	и той	1	1
305	своей жизни	2	1
306	человеком и	2	1
307	страха и	5	1
308	тем не	1	1
309	и более	1	1
310	она тут	1	1
311	не должно	1	1
312	том же	2	1
313	что этот	1	1
314	для нее	1	1
315	превратилось в	1	1
316	любви и	1	1
317	с миром	8	1
318	о последнем	1	1
319	на три	1	1
320	вплоть до	2	1
321	но они	3	1
322	до известной	4	1
323	все три	1	1
324	человека были	1	1
325	мышления и	1	1
326	одна из	1	1
327	первая часть	2	1
328	к этим	1	1
329	на него	2	1
330	в процессе	1	1
331	xix века	1	1
332	смертью в	2	1
333	всей их	1	1
334	мы все	1	1
335	и всегда	1	1
336	ничего не	4	1
337	того как	1	1
338	к ней	2	1
339	и до	2	1
340	целое в	1	1
341	не принадлежит	1	1
342	исходный пункт	1	1
343	известной степени	4	1
344	от их	3	1
345	ни о	1	1
346	внутреннюю свободу	1	1
347	начиная с	2	1
348	в городе	2	1
349	целого в	1	1
350	она во	1	1
351	на некоторое	1	1
352	не могут	2	1
353	надежды на	1	1
354	смерть только	1	1
355	но все	1	1
356	в прозе	1	1
357	числе и	2	1
358	к тому	2	1
359	предыдущей главе	1	1
360	указывает на	1	1
361	в полной	1	1
362	должен быть	2	1
363	году в	1	1
364	более не	1	1
365	сегодня в	1	1
366	от друга	1	1
367	и образ	3	1
368	город и	1	1
369	вечности и	1	1
370	необходимости и	3	1
371	ее жизнь	1	1
372	в условиях	2	1
373	бытия как	1	1
374	и сам	1	1
375	в образе	1	1
376	здесь как	4	1
377	чем у	1	1
378	поэтому в	1	1
379	ней и	1	1
380	в эпоху	7	1
381	для этого	1	1
382	и даже	4	1
383	остановимся на	1	1
384	с ним	5	1
385	и смерть	1	1
386	движения и	1	1
387	о нем	1	1
388	часто и	1	1
389	и здесь	4	1
390	другом месте	2	1
391	и т.д	2	1
392	т.п в	1	1
393	никак не	1	1
394	и что	2	1
395	себя самого	1	1
396	не позволяет	1	1
397	самому себе	1	1
398	в значительной	2	1
399	нас в	2	1
400	и во	4	1
401	в конечном	1	1
402	он его	3	1
403	по двум	1	1
404	добра и	1	1
405	с нами	1	1
406	существенную роль	5	1
407	и брань	1	1
408	в форме	1	1
409	ее содержание	1	1
410	внешнее и	2	1
411	исторического развития	1	1
412	века и	1	1
413	слов и	1	1
414	как она	1	1
415	это всегда	1	1
416	в жизнь	1	1
417	очевидна но	1	1
418	утрачивает свое	1	1
419	глубоко созвучна	1	1
420	пьесы в	1	1
421	традиции в	1	1
422	и быть	1	1
423	между вещами	1	1
424	не идет	1	1
425	до нас	3	1
426	с будущим	1	1
427	на мир	7	1
428	от них	1	1
429	позволяет себе	1	1
430	и роста	1	1
431	для всех	3	1
432	свидетельствуют о	1	1
433	оказывается в	1	1
434	одном и	1	1
435	и они	1	1
436	себя и	2	1
437	в поэзии	3	1
438	отношении на	1	1
439	не дает	1	1
440	большинстве случаев	2	1
441	например к	1	1
442	мир в	1	1
443	в книге	1	1
444	и их	5	1
445	традиции на	2	1
446	в современном	1	1
447	вовсе не	8	1
448	для меня	1	1
449	граница между	1	1
450	друг друга	1	1
451	не случайно	1	1
452	случае не	1	1
453	вводит в	1	1
454	тем что	1	1
455	к той	1	1
456	в других	1	1
457	того что	3	1
458	не были	1	1
459	и тех	1	1
460	еще и	3	1
461	во второй	2	1
462	и др	8	1
463	в романе	11	1
464	три момента	1	1
465	между ними	1	1
466	поэзии и	1	1
467	превращается в	2	1
468	в любой	1	1
469	на этот	3	1
470	до конца	1	1
471	миром в	3	1
472	и своим	1	1
473	его как	4	1
474	которые по	1	1
475	все то	1	1
476	там где	3	1
477	и том	1	1
478	первые две	1	1
479	и слово	2	1
480	с народом	1	1
481	в одно	2	1
482	должна была	1	1
483	и глубоко	1	1
484	именно поэтому	1	1
485	на фоне	2	1
486	от страха	3	1
487	как это	4	1
488	места для	1	1
489	в предыдущей	1	1
490	в особенности	2	1
491	по своему	4	1
492	это были	1	1
493	и там	2	1
494	для человека	1	1
495	да и	1	1
496	их внутренней	1	1
497	в это	1	1
498	и смерти	2	1
499	даже в	2	1
500	грани между	1	1
501	под названием	2	1
502	этих событий	1	1
503	в поступках	1	1
504	слова и	2	1
505	тенденцию к	1	1
506	и от	4	1
507	видно что	1	1
508	один из	2	1
509	о мире	1	1
510	глядит в	1	1
511	при всем	1	1
512	но с	1	1
513	более того	1	1
514	и ценностями	1	1
515	лишь его	1	1
516	слова но	2	1
517	формы и	1	1
518	его не	4	1
519	пожелания смерти	2	1
520	когда он	2	1
521	совершенно иной	1	1
522	обращается к	1	1
523	еще более	1	1
524	и ни	3	1
525	брань и	1	1
526	стороны в	1	1
527	от всего	1	1
528	прошлого и	1	1
529	с ума	1	1
530	мир здесь	1	1
531	быть и	1	1
532	человека не	1	1
533	одной из	5	1
534	как явления	1	1
535	и настоящего	1	1
536	слово в	1	1
537	первых двух	1	1
538	выведена из	1	1
539	сказать что	4	1
540	речи и	1	1
541	она сама	1	1
542	их с	2	1
543	одновременно и	2	1
544	никакого отношения	1	1
545	из этого	1	1
546	только о	1	1
547	включает в	1	1
548	ее в	1	1
549	во всяком	1	1
550	том числе	4	1
