N	2gram	Berdyaev_M_1	FransuaR
441	всей нашей	1	1
442	и всякая	1	1
443	но нет	1	1
444	бы в	2	1
445	и только	1	1
446	раскрывает свою	1	1
447	когда человек	3	1
448	и она	2	1
449	и мир	2	1
450	порядка и	1	1
451	один из	4	1
452	моменты в	1	1
453	мысли не	1	1
454	в новой	1	1
455	всех исторических	1	1
456	одной из	1	1
457	ли он	1	1
458	проникнуть в	1	1
459	в вопросе	1	1
460	мира его	1	1
461	к перерождению	2	1
462	и действительно	1	1
463	всяком случае	1	1
464	образа в	1	1
465	и ее	1	1
466	не было	18	1
467	делает его	1	1
468	только художественная	1	1
469	бесконечность не	1	1
470	и положительное	1	1
471	же и	1	1
472	завершение в	1	1
473	с нею	1	1
474	к земле	1	1
475	уже в	4	1
476	то и	1	1
477	эти и	1	1
478	ряду других	1	1
479	античного мира	1	1
480	это характерно	1	1
481	оно всегда	1	1
482	свобода эта	1	1
483	не стал	2	1
484	самостоятельное значение	1	1
485	его и	1	1
486	в церковном	1	1
487	в конце	7	1
488	что и	4	1
489	к ним	1	1
490	у него	17	1
491	юности с	1	1
492	людей не	1	1
493	тем что	4	1
494	потребности в	1	1
495	мир на	1	1
496	встречаемся с	1	1
497	первая и	1	1
498	момент в	2	1
499	и речи	1	1
500	раскрывается не	1	1
501	точек зрения	1	1
502	к которому	1	1
503	уходит в	1	1
504	которые не	1	1
505	на людей	2	1
506	себя и	3	1
507	говорит о	1	1
508	к человеку	9	1
509	а на	1	1
510	его природе	1	1
511	самых глубинах	1	1
512	это прежде	1	1
513	и теории	1	1
514	был в	4	1
515	и возрождающая	1	1
516	не на	1	1
517	а не	25	1
518	от мира	2	1
519	жизнь в	1	1
520	его как	2	1
521	было для	1	1
522	эта стихия	1	1
523	и шекспира	1	1
524	о чем	2	1
525	человеческой жизни	2	1
526	его собственной	2	1
527	него не	2	1
528	под влиянием	1	1
529	самой глубине	4	1
530	род его	1	1
531	мог быть	1	1
532	имея в	1	1
533	все более	1	1
534	и связанной	1	1
535	но оно	1	1
536	все основные	1	1
537	вопросе о	1	1
538	быть движением	1	1
539	свет это	1	1
540	перейти в	1	1
541	не одно	1	1
542	конечно не	3	1
543	всегда был	1	1
544	в течение	1	1
545	выходят за	1	1
546	он перестал	1	1
547	есть на	1	1
548	xix век	1	1
549	образ и	2	1
550	для понимания	1	1
551	что как	1	1
552	человек с	1	1
553	сам не	2	1
554	бросается в	1	1
555	есть и	3	1
556	его творчество	2	1
557	отличается от	2	1
558	в начале	2	1
559	понимают как	1	1
560	от нас	1	1
561	о мире	2	1
562	более и	1	1
563	средством для	1	1
564	новое слово	1	1
565	уже на	1	1
566	в самые	1	1
567	самое главное	1	1
568	совершается в	1	1
569	ко второй	2	1
570	этот процесс	3	1
571	нельзя подойти	1	1
572	особого рода	1	1
573	находит свое	1	1
574	иначе он	1	1
575	хотя бы	3	1
576	богатый и	1	1
577	разных сторон	1	1
578	отношении к	2	1
579	как кризис	1	1
580	от ее	1	1
581	характерна для	1	1
582	с ней	2	1
583	с отрицанием	1	1
584	отношением к	1	1
585	обычно не	1	1
586	возвращался к	1	1
587	но этот	1	1
588	отношению к	2	1
589	это тем	1	1
590	к этому	2	1
591	во всяком	1	1
592	все что	2	1
593	они не	1	1
594	с самим	2	1
