N	2gram	Savitsky_P_1	Istorich
160	хозяйственной жизни	1	2
161	как бы	4	2
162	и этим	1	2
163	но для	1	2
164	кто был	1	2
165	и при	1	2
166	к формам	1	2
167	также и	1	1
168	пусть не	1	1
169	переход от	2	1
170	другие народы	2	1
171	и есть	2	1
172	тем же	1	1
173	должна быть	1	1
174	не ограничиваются	1	1
175	момент когда	1	1
176	что уже	1	1
177	место в	1	1
178	не вполне	1	1
179	которое в	2	1
180	в судьбах	6	1
181	смена эта	1	1
182	не нужно	2	1
183	но как	1	1
184	отличие от	1	1
185	думать что	2	1
186	к сожалению	1	1
187	отнюдь не	2	1
188	и я	1	1
189	стороны и	2	1
190	как к	1	1
191	не два	1	1
192	оказывается в	1	1
193	и к	4	1
194	над собой	1	1
195	но в	9	1
196	и вслед	1	1
197	и и	2	1
198	северной америке	3	1
199	только на	1	1
200	в себе	3	1
201	во многих	1	1
202	если он	1	1
203	но на	1	1
204	и если	4	1
205	области и	1	1
206	и еще	1	1
207	в силу	2	1
208	и вот	2	1
209	наших глазах	1	1
210	ему на	1	1
211	главным образом	2	1
212	ценности и	1	1
213	было бы	6	1
214	есть несколько	1	1
215	народов как	1	1
216	в жизни	2	1
217	по всему	1	1
218	были в	1	1
219	на основании	1	1
220	и уже	1	1
221	в развитии	1	1
222	в ходе	1	1
223	работы в	1	1
224	с точки	3	1
225	в своем	4	1
226	в отличие	1	1
227	и эти	1	1
228	и более	1	1
229	в предыдущем	1	1
230	с которой	1	1
231	что есть	1	1
232	ее нужно	1	1
233	тем самым	3	1
234	что эта	1	1
235	что с	1	1
236	не имеет	1	1
237	в стадии	1	1
238	нем в	1	1
239	и всегда	1	1
240	находятся в	1	1
241	же время	7	1
242	этих двух	1	1
243	или его	1	1
244	в каком	1	1
245	мира а	1	1
246	в момент	1	1
247	числе и	1	1
248	где он	1	1
249	и о	5	1
250	и многие	1	1
251	идет речь	1	1
252	с собой	1	1
253	последствий для	1	1
254	для этого	1	1
255	творчества они	1	1
256	сводится к	3	1
257	характер этого	1	1
258	никак не	2	1
259	а также	4	1
260	восходит к	1	1
261	на основе	1	1
262	процесс этот	1	1
263	во всей	2	1
264	и только	1	1
265	выступает как	1	1
266	вслед за	3	1
267	также в	1	1
268	в русском	2	1
269	хозяйственной и	1	1
270	хотя бы	8	1
271	тот же	3	1
272	жизни народа	1	1
273	традиции в	1	1
274	в народе	1	1
275	всяком случае	1	1
276	и ее	1	1
277	их не	1	1
278	кульминационный пункт	1	1
279	в эти	1	1
280	положение что	1	1
281	всего мы	1	1
282	что не	1	1
283	на две	1	1
284	связывается с	1	1
285	одно из	1	1
286	и крылья	1	1
287	в котором	4	1
288	само по	1	1
289	были бы	1	1
290	не были	1	1
291	возможно что	1	1
292	ней и	1	1
293	или иной	1	1
294	есть не	2	1
295	а с	1	1
296	не было	2	1
297	на какие	1	1
298	у моря	1	1
299	нет ничего	1	1
300	ни на	1	1
301	с американскими	1	1
302	xix века	6	1
303	только как	1	1
304	знать что	2	1
305	есть как	1	1
306	европы в	1	1
307	жива и	1	1
308	в тот	2	1
309	ней не	2	1
310	к историческому	1	1
311	в современной	1	1
312	к следующему	1	1
313	два разных	1	1
314	два основных	1	1
315	есть и	1	1
316	на пути	4	1
317	на плечи	1	1
318	к другим	1	1
319	рассматривать как	1	1
320	скотоводства и	1	1
321	его нет	1	1
322	что оно	1	1
323	обе эти	1	1
324	что делать	1	1
325	к этой	1	1
326	только что	1	1
327	подошел к	2	1
328	и жизнь	1	1
329	в самом	1	1
330	а я	5	1
331	видим в	1	1
332	и другие	1	1
333	в северной	2	1
334	как на	2	1
335	во всяком	1	1
336	том числе	2	1
