N	2gram	Tiupa_Teor_1	Problema
172	даже если	1	3
173	без этого	1	3
174	для всех	1	3
175	только к	1	3
176	здесь мы	1	3
177	для него	2	3
178	тем что	1	3
179	для того	1	3
180	не было	1	3
181	еще и	1	3
182	если не	1	3
183	в связи	1	3
184	о себе	2	3
185	к его	2	3
186	независимо от	1	3
187	для искусства	2	3
188	или иного	3	3
189	и более	1	3
190	в условиях	1	3
191	это уже	1	3
192	не прямо	1	3
193	иной мере	1	3
194	и как	2	3
195	все они	1	3
196	совершенно не	1	3
197	из этого	1	3
198	что в	9	3
199	точно так	1	3
200	чтобы не	1	2
201	и весьма	1	2
202	и то	2	2
203	или к	1	2
204	бы для	1	2
205	даже сказать	1	2
206	по преимуществу	4	2
207	и больше	2	2
208	в которой	2	2
209	они могут	1	2
210	говорить о	3	2
211	не вполне	2	2
212	которое в	1	2
213	нет в	1	2
214	между собой	3	2
215	иное как	1	2
216	столь же	2	2
217	в чем	1	2
218	за пределы	2	2
219	что они	1	2
220	сама по	1	2
221	говорит что	2	2
222	более или	2	2
223	символы не	1	2
224	то в	2	2
225	со своей	3	2
226	что это	1	2
227	в известном	1	2
228	если он	1	2
229	на его	1	2
230	он не	3	2
231	с ее	3	2
232	на земле	1	2
233	можно даже	1	2
234	не будет	2	2
235	тем оно	1	2
236	его в	2	2
237	весь мир	1	2
238	но именно	1	2
239	смысле не	1	2
240	далеко не	2	2
241	речь о	1	2
242	и тоже	1	2
243	или менее	2	2
244	но эта	1	2
245	не могли	1	2
246	значимость в	1	2
247	однако в	7	2
248	бы быть	1	2
249	того же	3	2
250	некоторого рода	1	2
251	дело в	2	2
252	того чтобы	1	2
253	и по	2	2
254	и притом	2	2
255	однако это	1	2
256	в стихотворении	4	2
257	для себя	1	2
258	и это	2	2
259	но по	1	2
260	здесь также	1	2
261	одном случае	1	2
262	каждая вещь	1	2
263	сравнении с	1	2
264	действия и	1	2
265	в пределах	5	2
266	для этого	1	2
267	остановимся на	1	2
268	и что	3	2
269	себе отчет	1	2
270	в значительной	1	2
271	это было	2	2
272	на всех	1	2
273	с его	5	2
274	в одноименном	1	2
275	в литературе	2	2
276	ни к	3	2
277	тот же	1	2
278	с ними	1	2
279	дело с	1	2
280	по этому	1	2
281	тот или	2	2
282	себя в	6	2
283	только на	1	2
284	свидетельствует о	1	2
285	является не	1	2
286	заключается в	2	2
287	от понятия	1	2
288	никто не	2	2
289	в конце	2	2
290	то время	1	2
291	в самом	4	2
292	не обязательно	1	2
293	а именно	2	2
294	что иное	1	2
295	говорит о	1	2
296	была бы	3	2
297	в это	1	2
298	представить себе	1	2
299	поэтому не	1	2
300	к своему	1	2
301	понятие о	2	2
302	действительность в	1	2
303	произведения искусства	2	2
304	каждой из	1	2
305	художественном смысле	1	2
306	как знаки	1	2
307	ни было	1	2
308	жизни в	2	2
309	с ней	1	2
310	меня в	1	2
311	в частности	16	2
312	в сравнении	1	2
313	не что	1	2
314	можно назвать	1	2
315	значения этого	1	1
316	и наиболее	1	1
317	но наоборот	1	1
318	на сердце	1	1
319	можно говорить	1	1
320	также что	1	1
321	говоря о	3	1
322	одним из	2	1
323	для построения	1	1
324	возможно их	1	1
325	с жизнью	1	1
326	человека и	1	1
327	связана с	1	1
328	но чтобы	2	1
329	ивана карамазова	1	1
330	нашему сознанию	1	1
331	перед лицом	2	1
332	тем же	1	1
333	от своей	1	1
334	к другому	1	1
335	и до	1	1
336	в году	1	1
337	же как	1	1
338	при анализе	1	1
339	собой как	1	1
340	на первом	1	1
341	случае это	1	1
342	вопрос о	1	1
343	единство и	1	1
344	именно к	1	1
345	себе чтобы	1	1
346	д и	1	1
347	не была	1	1
348	на себя	2	1
349	на свою	1	1
350	что можно	3	1
351	теории литературы	1	1
352	начало и	1	1
353	на них	1	1
354	и четвертой	1	1
355	бы то	1	1
356	тем как	1	1
357	совсем не	1	1
358	к нам	2	1
359	особенно если	1	1
360	а тем	1	1
361	жить и	2	1
362	не все	3	1
363	если в	2	1
364	отношение к	5	1
365	иной эстетической	1	1
366	говорилось выше	1	1
367	том чем	1	1
368	от одной	1	1
369	первый взгляд	1	1
370	если на	1	1
371	как к	2	1
372	разного рода	1	1
373	зрения логики	1	1
374	могли бы	2	1
375	это тоже	2	1
376	духа и	1	1
377	имеет в	2	1
378	в действительности	1	1
379	каждый такой	2	1
380	в противоположность	2	1
381	или иную	1	1
382	можно в	1	1
383	для которого	1	1
384	говорят о	1	1
385	в целом	3	1
386	таковы например	1	1
387	он в	1	1
388	из этих	3	1
389	это тот	1	1
390	с их	2	1
391	для настоящей	1	1
392	говорит не	1	1
393	с художественной	3	1
394	и те	1	1
395	на то	1	1
396	но на	1	1
397	в наших	1	1
398	в единстве	1	1
399	в случае	1	1
400	с чем	1	1
401	в принципе	4	1
402	отношений между	1	1
403	в силу	1	1
404	но оказывается	1	1
405	что может	2	1
406	это происходит	1	1
407	себя самой	1	1
408	с сожалением	1	1
409	все с	1	1
410	одно и	1	1
411	то ни	1	1
412	тем в	1	1
413	еще большей	1	1
414	искусства в	2	1
415	дело здесь	1	1
416	и соответствующих	1	1
417	укажем на	1	1
418	чаще всего	1	1
419	к области	2	1
420	впечатлений в	1	1
421	что представляет	1	1
422	рядом с	1	1
423	жизни но	2	1
424	аллегории и	1	1
425	должно быть	1	1
426	и конец	1	1
427	являются наиболее	1	1
428	искусства может	1	1
429	на первый	1	1
430	в войне	2	1
431	будущей жизни	1	1
432	к окружающему	1	1
433	предполагает его	1	1
434	в такой	1	1
435	в их	2	1
436	на каждом	1	1
437	и доказать	1	1
438	оно стало	1	1
439	от его	1	1
440	нового содержания	1	1
441	любовь и	1	1
442	и каждая	1	1
443	сам же	1	1
444	дается в	1	1
445	войне и	2	1
446	и вот	3	1
447	этих моментов	1	1
448	которые в	1	1
449	и меньше	1	1
450	в своих	1	1
451	и предполагает	1	1
452	том же	1	1
453	в повести	2	1
454	даже в	3	1
455	и вся	1	1
456	тому что	2	1
457	литературы как	1	1
458	к такой	2	1
459	без его	1	1
460	знаком и	1	1
461	у него	1	1
462	в уме	1	1
463	иметь в	1	1
464	и несет	1	1
465	никогда не	4	1
466	одном и	1	1
467	жизни не	1	1
468	с одним	1	1
469	объективная и	1	1
470	своей природе	2	1
471	по своей	3	1
472	его смысл	1	1
473	и мире	2	1
474	живые существа	1	1
475	ему и	1	1
476	конструкции но	1	1
477	является также	1	1
478	ничто не	1	1
479	даже самая	2	1
480	входят в	1	1
481	нового времени	3	1
482	и делает	1	1
483	в основе	3	1
484	бы несколько	1	1
485	перед ним	1	1
486	такой картины	1	1
487	искусства и	1	1
488	не могут	2	1
489	такова что	1	1
490	могут быть	4	1
491	сама жизнь	1	1
492	числе и	1	1
493	жизни когда	1	1
494	в каждом	1	1
495	прошлом и	1	1
496	однако по	1	1
497	рода отношения	1	1
498	достоевского где	1	1
499	этих сторон	1	1
500	вещами и	1	1
501	основной закон	1	1
502	что все	1	1
503	свою очередь	2	1
504	на основе	2	1
505	к какой	1	1
506	даже самое	1	1
507	только то	1	1
508	свободу и	1	1
509	и сам	1	1
510	особенно в	1	1
511	того и	1	1
512	жизнь я	1	1
513	начала и	1	1
514	нам уже	1	1
515	мы в	2	1
516	о ней	2	1
517	именно потому	1	1
518	и здесь	2	1
519	слова ни	1	1
520	знаков а	1	1
521	и поэтому	1	1
522	все прочие	3	1
523	не содержит	1	1
524	в глаза	2	1
525	одного из	1	1
526	к простому	1	1
527	в новую	1	1
528	мог бы	3	1
529	основе своей	1	1
530	этих двух	2	1
531	каждом из	1	1
532	в которую	1	1
533	художественного произведения	4	1
534	тем или	1	1
535	ним и	1	1
536	однако никакой	1	1
537	только такие	1	1
538	соединении с	2	1
539	в художественной	1	1
540	не будучи	1	1
541	познания или	1	1
542	на отдельные	1	1
543	замечательный образец	1	1
544	того что	4	1
545	происходит в	1	1
546	развития но	1	1
547	быть и	2	1
548	известном смысле	1	1
549	на которой	1	1
550	оно и	1	1
551	и личной	1	1
552	обе эти	1	1
553	мы видим	1	1
554	что даже	1	1
555	мастер и	1	1
556	и маргарита	1	1
557	чего-то другого	1	1
558	который в	2	1
559	в контексте	3	1
560	образа в	1	1
561	а после	1	1
562	с одной	2	1
563	даже вовсе	1	1
564	однако с	2	1
565	этой системе	2	1
566	на сцене	1	1
567	сама собою	1	1
568	которая способна	1	1
569	большинстве случаев	1	1
570	ту или	1	1
571	эти два	1	1
572	приходится в	1	1
573	нуждается в	1	1
574	ведь это	1	1
575	в известной	1	1
576	структура художественного	1	1
577	в прошлом	1	1
578	относится не	1	1
579	с этими	1	1
580	для меня	2	1
581	не случайно	5	1
582	не говорит	1	1
583	не ее	1	1
584	чтобы оно	1	1
585	ее на	1	1
586	голос или	1	1
587	природу каждой	1	1
588	с той	1	1
589	являются только	1	1
590	и др	1	1
591	не мыслится	1	1
592	что для	1	1
593	в рассказе	2	1
594	превращается в	2	1
595	его исторического	1	1
596	не на	2	1
597	однако и	1	1
598	слова своего	1	1
599	зрения оказываются	1	1
600	о чем	1	1
601	когда же	1	1
602	и том	1	1
603	здесь именно	1	1
604	на фоне	2	1
605	чем глубже	1	1
606	и особенно	2	1
607	человека к	3	1
608	требует от	1	1
609	одной стороны	2	1
610	к жизни	2	1
611	искусства но	3	1
612	этого типа	1	1
613	анализу и	1	1
614	к действительности	3	1
615	есть как	2	1
616	на рынок	1	1
617	с бытием	1	1
618	слова и	1	1
619	художественное произведение	1	1
620	мастера и	1	1
621	характерные для	1	1
622	себе еще	1	1
623	в мировой	1	1
624	ногами и	2	1
625	не подлежит	1	1
626	мира и	1	1
627	о котором	1	1
628	тот кто	2	1
629	себя самого	1	1
630	в третьем	1	1
631	бы в	1	1
632	с не	1	1
633	и третьей	1	1
634	отношении к	2	1
635	о своем	2	1
636	в романе	3	1
637	между ними	4	1
638	из тех	2	1
639	не знает	3	1
640	со мной	1	1
641	в свою	3	1
642	жизни а	1	1
643	мере в	1	1
644	только о	1	1
645	в искусстве	6	1
646	и другие	2	1
647	по поводу	1	1
648	том числе	2	1
