N	2gram	Losev_Prob_3	OGranits
160	не имеет	9	2
161	функцию в	1	2
162	собственно говоря	5	2
163	бы в	2	2
164	истории литературы	1	2
165	и является	4	2
166	во всем	1	2
167	возражать против	1	2
168	а в	5	2
169	в целях	1	2
170	нет ничего	6	2
171	и к	6	2
172	могут быть	2	2
173	чем иным	1	2
174	в своих	1	2
175	к тому	3	2
176	и это	9	1
177	одним из	1	1
178	также и	16	1
179	же как	3	1
180	в виду	10	1
181	того же	2	1
182	на нем	1	1
183	и сами	2	1
184	в эстетике	1	1
185	только потому	2	1
186	речи во	1	1
187	словами и	1	1
188	это и	7	1
189	в собственном	1	1
190	самый предмет	1	1
191	и есть	5	1
192	здесь и	3	1
193	его чрезвычайно	1	1
194	сознания с	1	1
195	и до	2	1
196	или иная	3	1
197	не имеют	4	1
198	ведь и	1	1
199	собственном смысле	1	1
200	на том	1	1
201	едва ли	5	1
202	в образе	1	1
203	для которой	4	1
204	можно было	4	1
205	особенно в	1	1
206	значения как	1	1
207	мы имеем	2	1
208	когда в	3	1
209	на первом	1	1
210	к тем	1	1
211	остается только	2	1
212	и о	5	1
213	возможно только	1	1
214	но у	1	1
215	мы в	4	1
216	вопрос о	1	1
217	до такой	1	1
218	быть может	1	1
219	другое дело	2	1
220	мы предприняли	1	1
221	для этого	6	1
222	по себе	25	1
223	понимании этого	1	1
224	но может	1	1
225	как то	1	1
226	и над	1	1
227	с ее	2	1
228	из того	3	1
229	часто и	1	1
230	но даже	4	1
231	этого термина	2	1
232	то это	10	1
233	и он	1	1
234	мы собственно	1	1
235	с большим	2	1
236	внимание на	1	1
237	следовательно в	1	1
238	другими словами	6	1
239	и что	7	1
240	произведение и	1	1
241	почему же	1	1
242	еще не	5	1
243	нам представляется	2	1
244	ли кто-нибудь	1	1
245	является таким	1	1
246	несомненно и	1	1
247	произведения его	1	1
248	то мы	1	1
249	данного языка	1	1
250	на самом	7	1
251	совсем не	2	1
252	но не	3	1
253	вещей мы	1	1
254	то он	2	1
255	вся эта	3	1
256	переходит в	2	1
257	мы дали	1	1
258	природы и	2	1
259	отметить что	1	1
260	тут же	4	1
261	или иное	2	1
262	и речи	1	1
263	на то	3	1
264	даже для	1	1
265	язык есть	1	1
266	один и	1	1
267	в истории	1	1
268	углубляться в	1	1
269	до его	1	1
270	в своем	5	1
271	то или	3	1
272	языкового знака	3	1
273	тех случаях	1	1
274	собой разумеется	1	1
275	эту точку	1	1
276	и как	3	1
277	этот вопрос	3	1
278	что он	9	1
279	более или	1	1
280	произведения есть	1	1
281	или иную	1	1
282	что слово	2	1
283	структура эта	1	1
284	чем его	1	1
285	который в	2	1
286	стать не	1	1
287	действительности для	1	1
288	ее специфическими	1	1
289	со всеми	1	1
290	в этой	3	1
291	промежуток времени	1	1
292	для всех	1	1
293	литературы за	1	1
294	с их	2	1
295	остановиться на	1	1
296	значение так	1	1
297	в дальнейшем	1	1
298	само собой	2	1
299	есть чисто	1	1
300	и тот	1	1
301	не имеющие	1	1
302	сливаются в	1	1
303	не можем	1	1
304	и у	2	1
305	только на	5	1
306	себя и	1	1
307	в нашей	2	1
308	и если	6	1
309	точно не	1	1
310	является не	2	1
311	что она	1	1
312	наш анализ	1	1
313	или даже	5	1
314	и других	1	1
315	математики и	2	1
316	ту или	1	1
317	произведении как	1	1
318	уже видели	1	1
319	не будут	2	1
320	в понимании	1	1
321	а вовсе	2	1
322	никто не	2	1
323	в узком	1	1
324	в виде	6	1
325	ни была	2	1
326	в конце	5	1
327	одном случае	1	1
328	но что	2	1
329	только с	4	1
330	здесь для	1	1
331	данное слово	5	1
332	из него	2	1
333	подобно тому	1	1
334	и никогда	1	1
335	отличие от	3	1
336	не обязательна	1	1
337	которых действуют	1	1
338	имеется еще	1	1
339	или иных	4	1
340	образом не	1	1
341	явления природы	1	1
342	ее на	1	1
343	не должно	1	1
344	это конечно	1	1
345	даже и	16	1
346	для того	1	1
347	этим самым	1	1
348	литературы которая	1	1
349	ни о	3	1
350	же не	2	1
351	о какой	1	1
352	бы быть	3	1
353	художественной действительности	1	1
354	как мог	1	1
355	мы это	1	1
356	этого мы	1	1
357	для своей	1	1
358	и здесь	5	1
359	от другой	2	1
360	его в	3	1
361	если только	1	1
362	вещами как	1	1
363	и дает	1	1
364	представляет собою	1	1
365	заключается в	4	1
366	в природе	2	1
367	в античной	1	1
368	ведь в	2	1
369	все указанные	1	1
370	в живом	1	1
371	что мы	8	1
372	только к	2	1
373	представителей этой	1	1
374	этом мы	1	1
375	само собою	1	1
376	для них	2	1
377	произведение как	1	1
378	нужно сказать	1	1
379	о которых	3	1
380	не было	5	1
381	о художественном	1	1
382	соприкасается с	1	1
383	которые не	1	1
384	поскольку она	1	1
385	все равно	3	1
386	далеко не	1	1
387	только смутно	1	1
388	не всегда	1	1
389	которой он	1	1
390	он и	2	1
391	не дан	1	1
392	все время	1	1
393	отнюдь не	10	1
394	отражается в	1	1
395	этого произведения	3	1
396	автора и	1	1
397	и тогда	3	1
398	особенностей и	1	1
399	если не	3	1
400	связаны между	1	1
401	момента в	1	1
402	благодаря которым	1	1
403	или менее	1	1
404	но при	1	1
405	которую он	1	1
406	и вполне	5	1
407	но если	6	1
408	ведь только	1	1
409	на который	1	1
410	себе в	1	1
411	этого а	1	1
412	эти слова	2	1
413	и особенно	2	1
414	этого необходимо	2	1
415	разнообразные и	1	1
416	в такой	1	1
417	как это	2	1
418	путь от	2	1
419	что всякий	9	1
420	здесь уже	1	1
421	перейти в	1	1
422	представление о	1	1
423	себе а	3	1
424	в отличие	2	1
425	в которых	3	1
426	мысли и	1	1
427	бы мы	2	1
428	он говорит	1	1
429	такой степени	1	1
430	к этому	1	1
431	такого рода	6	1
432	для данного	1	1
433	и там	2	1
434	вообще историческая	1	1
435	тем не	10	1
436	ведь этот	1	1
437	в эпоху	1	1
438	речи в	1	1
439	и более	2	1
440	органически в	1	1
441	очень трудно	1	1
442	необходимо чтобы	1	1
443	только одного	2	1
444	быть не	1	1
445	зрения и	1	1
446	это особенно	1	1
447	этого слова	5	1
448	что такое	3	1
449	же такое	3	1
450	только то	2	1
451	это является	3	1
452	в контексте	2	1
453	тому что	4	1
454	нет никакого	4	1
455	теоретиков искусства	1	1
456	быть и	3	1
457	в условиях	3	1
458	до конца	1	1
459	вплоть до	1	1
460	но это	8	1
461	в начале	2	1
462	точно и	1	1
463	неразрывно связаны	1	1
464	полной изоляции	1	1
465	и другое	1	1
466	в то	9	1
467	как о	5	1
468	мысли в	1	1
469	к другим	1	1
470	например у	1	1
471	близкий к	1	1
472	она ни	2	1
473	тех или	5	1
474	же есть	2	1
475	случаях когда	1	1
476	мы все	1	1
477	того чтобы	1	1
478	жизни когда	1	1
479	само по	3	1
480	иметь в	1	1
481	при таком	2	1
482	не существует	1	1
483	формы и	3	1
484	как символа	2	1
485	никакого отношения	4	1
486	однако если	3	1
487	или в	4	1
488	узком смысле	1	1
489	художественного образа	12	1
490	данных слов	1	1
491	в самой	2	1
492	при наличии	1	1
493	находятся в	3	1
494	то не	1	1
495	ее и	2	1
496	или как	3	1
497	в основе	2	1
498	поэзии в	1	1
499	тем более	3	1
500	от него	2	1
501	гораздо богаче	1	1
502	с понятием	3	1
503	это слово	1	1
504	только что	2	1
505	вполне достаточно	1	1
506	потому что	25	1
507	общего не	1	1
508	связи с	8	1
509	ее поскольку	1	1
510	до того	1	1
511	не вполне	1	1
512	об этом	3	1
513	та или	3	1
514	сказать что	16	1
515	языка что	1	1
516	равно как	1	1
517	поэт не	1	1
518	понимается как	1	1
519	но когда	2	1
520	и именно	2	1
521	типа и	2	1
522	и часто	1	1
523	когда мы	15	1
524	метафоры и	4	1
525	во все	1	1
526	с вещами	1	1
527	только о	3	1
528	произведения и	2	1
529	указать на	1	1
530	же самое	9	1
531	вместе с	2	1
532	в поэтический	1	1
533	этого и	1	1
534	же только	1	1
535	смысла художественного	1	1
536	например в	1	1
537	по поводу	2	1
538	особенности и	1	1
539	что при	2	1
540	наметить хотя	1	1
541	его структура	1	1
542	этой точки	2	1
543	они не	1	1
