N	2gram	Voloshinov_1	Komedia
164	человека в	1	2
165	в мире	1	2
166	с другими	3	2
167	еще одно	1	2
168	не ясно	1	2
169	в развитии	2	2
170	в одном	3	2
171	как видим	1	2
172	она не	1	2
173	в основе	3	2
174	бы по	1	2
175	в области	3	2
176	и со	1	2
177	известной степени	1	2
178	и это	6	2
179	как мы	4	2
180	и о	2	2
181	в виду	1	2
182	без всякого	1	2
183	роль в	1	2
184	можно было	1	2
185	в эпоху	1	2
186	в другом	1	2
187	на вопрос	1	2
188	аналогии с	2	2
189	откуда у	1	2
190	в конечном	3	2
191	нуждается в	5	2
192	все время	1	2
193	за ней	1	2
194	тот же	1	2
195	к отцу	6	2
196	назад в	3	2
197	по мнению	1	2
198	и ее	4	2
199	в качестве	1	2
200	уже в	1	2
201	если мы	2	2
202	мы знаем	3	2
203	при всей	2	2
204	этом отношении	1	2
205	в отношениях	1	2
206	от того	1	2
207	один шаг	1	2
208	себя и	2	2
209	что для	1	2
210	а на	2	2
211	что мы	2	2
212	и особенно	1	2
213	в пределах	2	2
214	не могут	2	2
215	сравнению с	3	2
216	в уже	1	2
217	человека который	1	2
218	только для	5	2
219	о его	1	2
220	нет ничего	1	2
221	выходит из	1	2
222	все остальные	2	2
223	и все	4	2
224	нет никаких	2	2
225	из этой	1	2
226	не будет	2	2
227	между ними	3	2
228	только как	3	2
229	совершенно не	8	2
230	в свое	2	2
231	по сравнению	3	2
232	в своих	1	2
233	это в	1	2
234	формы и	1	1
235	я и	6	1
236	близкое к	1	1
237	или к	1	1
238	мы имеем	1	1
239	вопрос о	1	1
240	а для	1	1
241	я не	1	1
242	зависимости от	1	1
243	первого и	1	1
244	и говорить	2	1
245	было до	1	1
246	в большинстве	3	1
247	этим ненависть	1	1
248	первый план	1	1
249	все эти	5	1
250	не был	1	1
251	думая что	1	1
252	в чем	5	1
253	при объяснении	1	1
254	одним словом	1	1
255	но не	1	1
256	но как	2	1
257	заметим что	1	1
258	не входит	1	1
259	к сожалению	1	1
260	общего с	1	1
261	и как	3	1
262	ухода за	1	1
263	что по	1	1
264	и наконец	4	1
265	от этого	1	1
266	в этот	2	1
267	в ужас	1	1
268	да еще	2	1
269	в нашем	1	1
270	из этих	2	1
271	право на	1	1
272	значение так	1	1
273	имеем в	1	1
274	здесь начинается	1	1
275	было с	1	1
276	человек не	1	1
277	по крайней	3	1
278	по-видимому в	1	1
279	не являются	1	1
280	нашего времени	2	1
281	на желание	1	1
282	на этом	3	1
283	для всей	1	1
284	конечно в	1	1
285	той же	1	1
286	это было	1	1
287	ни разу	1	1
288	в свой	1	1
289	на большой	1	1
290	ведь она	1	1
291	его и	1	1
292	для них	1	1
293	он является	1	1
294	не всегда	1	1
295	представляет себе	1	1
296	друга в	1	1
297	а потом	1	1
298	очень важный	1	1
299	это нечто	2	1
300	от своего	1	1
301	в следующем	1	1
302	это делает	2	1
303	его современников	1	1
304	семейных отношений	1	1
305	знаем что	2	1
306	его отношение	1	1
307	что я	1	1
308	любовь и	1	1
309	сам же	1	1
310	точку зрения	1	1
311	образом и	1	1
312	которые в	1	1
313	времени не	1	1
314	друг другу	1	1
315	иным как	1	1
316	вещей и	1	1
317	так называемого	1	1
318	и вся	2	1
319	вернемся к	1	1
320	в атмосфере	1	1
321	ее не	1	1
322	можем теперь	2	1
323	только здесь	1	1
324	свое время	1	1
325	жизненной мудрости	1	1
326	почти во	1	1
327	и притом	3	1
328	к новым	1	1
329	к этим	1	1
330	сводится в	1	1
331	в самых	1	1
332	и снова	1	1
333	очень плохо	1	1
334	и лишь	2	1
335	всего на	1	1
336	и по	2	1
337	таким путем	2	1
338	во всем	1	1
339	и теперь	3	1
340	в сознании	1	1
341	жизнь во	1	1
342	ребенка не	1	1
343	большой дороге	1	1
344	не нуждается	2	1
345	действия но	1	1
346	что на	2	1
347	с другом	1	1
348	у меня	1	1
349	все то	2	1
350	не давая	1	1
351	могут быть	3	1
352	сталкиваемся с	1	1
353	похож на	1	1
354	жизни когда	1	1
355	они становятся	1	1
356	моей жизни	2	1
357	что при	1	1
358	подобно тому	1	1
359	ни одно	1	1
360	важно только	1	1
361	в себя	1	1
362	и может	4	1
363	как с	2	1
364	те же	3	1
365	времени и	1	1
366	мог бы	1	1
367	полном согласии	1	1
368	это только	1	1
369	не лучше	1	1
370	для этого	2	1
371	из одного	1	1
372	о действительно	1	1
373	и начало	1	1
374	сводится к	2	1
375	два момента	1	1
376	и та	1	1
377	его жизни	1	1
378	скрывать от	1	1
379	нас в	1	1
380	путь к	2	1
381	этот момент	1	1
382	достаточно назвать	1	1
383	но нет	1	1
384	этом и	1	1
385	крайней мере	3	1
386	того в	1	1
387	который до	1	1
388	сходство положения	1	1
389	и она	3	1
390	для самого	1	1
391	войдя в	1	1
392	что здесь	1	1
393	но так	1	1
394	себя с	1	1
395	мы сталкиваемся	1	1
396	мы видим	2	1
397	только в	4	1
398	об их	1	1
399	это же	1	1
400	которая была	1	1
401	остановиться подробнее	1	1
402	со всеми	2	1
403	образов в	1	1
404	события и	1	1
405	только на	3	1
406	в нашей	1	1
407	в душе	2	1
408	и других	2	1
409	и их	4	1
410	пока не	1	1
411	на одном	1	1
412	с этими	1	1
413	этого на	1	1
414	как его	1	1
415	не случайно	1	1
416	в некоторых	1	1
417	внутреннего мира	1	1
418	но вместе	1	1
419	разу не	1	1
420	эти две	1	1
421	а с	1	1
422	мы еще	1	1
423	говорит о	1	1
424	близко к	1	1
425	не на	2	1
426	предположение о	1	1
427	с которым	1	1
428	в руках	1	1
429	ребенка и	3	1
430	у порога	1	1
431	этой же	1	1
432	и потому	3	1
433	намек на	1	1
434	не удается	2	1
435	чем на	1	1
436	в главном	1	1
437	тому как	1	1
438	некоторое время	1	1
439	быть только	1	1
440	в мир	2	1
441	для человека	1	1
442	друг с	1	1
443	в состоянии	1	1
444	быть не	1	1
445	что между	1	1
446	нам из	1	1
447	можно сказать	4	1
448	в основном	3	1
449	человеческого поведения	2	1
450	и таким	2	1
451	а то	1	1
452	в смысле	1	1
453	под названием	1	1
454	задолго до	1	1
455	пор еще	1	1
456	войти в	2	1
457	в другой	1	1
458	отца с	1	1
459	в голову	2	1
460	довести до	1	1
461	на первый	2	1
462	для нас	2	1
463	же что	1	1
464	это может	1	1
465	в этих	3	1
466	с ужасом	1	1
467	хотя в	1	1
468	жизни в	1	1
469	с сыном	1	1
470	с ней	1	1
471	это касается	1	1
472	сказать что	7	1
473	и только	9	1
474	что угодно	1	1
475	для нашего	1	1
476	взгляда на	1	1
477	на своем	1	1
478	основа всего	1	1
479	жизнь в	1	1
480	жизни и	3	1
481	по поводу	1	1
482	и эта	1	1
483	же на	1	1
484	во сне	2	1
485	можно назвать	2	1
486	как на	1	1
487	отцу и	1	1
488	этой точки	1	1
489	они не	2	1
490	ничего общего	1	1
