N	2gram	Bakhtin_Pr_5	DiskursI
383	мысли в	2	1
384	одна из	1	1
385	первая часть	1	1
386	я буду	1	1
387	на него	5	1
388	в процессе	1	1
389	которого он	3	1
390	о них	2	1
391	в вечность	1	1
392	себе самом	5	1
393	и самодостаточность	1	1
394	и всегда	1	1
395	ничего не	3	1
396	благодаря тому	1	1
397	своему герою	1	1
398	слова об	1	1
399	к ней	2	1
400	и до	1	1
401	такая же	2	1
402	во всем	4	1
403	к читателю	1	1
404	а тогда	1	1
405	или не	1	1
406	от их	1	1
407	к себе	18	1
408	не могут	1	1
409	но все	4	1
410	и другой	1	1
411	отличается от	1	1
412	только еще	1	1
413	всего в	1	1
414	к тому	6	1
415	его с	5	1
416	оно не	1	1
417	в применении	1	1
418	приходит к	1	1
419	от друга	1	1
420	из главных	1	1
421	для читателя	1	1
422	с самого	8	1
423	не герой	2	1
424	на свой	1	1
425	обращаясь к	1	1
426	и сам	7	1
427	что может	1	1
428	в нескольких	1	1
429	здесь как	1	1
430	строятся на	1	1
431	чем у	1	1
432	поэтому в	1	1
433	для этого	2	1
434	и даже	5	1
435	с ним	7	1
436	с человеком	3	1
437	каждый из	2	1
438	все дело	1	1
439	о нем	2	1
440	и должно	1	1
441	и т.д	3	1
442	всем протяжении	1	1
443	оно лишено	1	1
444	не перед	1	1
445	никак не	1	1
446	и что	6	1
447	один голос	1	1
448	себя самого	7	1
449	самому себе	1	1
450	в значительной	1	1
451	нас в	1	1
452	и во	3	1
453	должно было	1	1
454	рассказа и	1	1
455	по двум	1	1
456	двух героев	1	1
457	краткость и	1	1
458	на одном	1	1
459	ним и	1	1
460	в форме	3	1
461	крайней мере	1	1
462	слов и	3	1
463	как она	1	1
464	и мир	2	1
465	рассказом и	1	1
466	о рассказе	1	1
467	в позднейших	1	1
468	действующих лиц	1	1
469	и быть	1	1
470	не появляется	1	1
471	отказ от	1	1
472	и весьма	1	1
473	и так	4	1
474	приходит в	1	1
475	одних и	1	1
476	на мир	1	1
477	от них	1	1
478	с которыми	2	1
479	так что	5	1
480	же и	4	1
481	для всех	1	1
482	на всем	1	1
483	или рассказчика	1	1
484	только на	4	1
485	же из	1	1
486	равнодушие к	1	1
487	себя и	8	1
488	другим что	2	1
489	во втором	1	1
490	большинстве случаев	2	1
491	чего бы	2	1
492	и их	1	1
493	всяком случае	4	1
494	вовсе не	7	1
495	не для	1	1
496	для меня	1	1
497	друг друга	2	1
498	не случайно	2	1
499	случае не	1	1
500	человек как	1	1
501	повесть о	1	1
502	не говорит	1	1
503	тем что	4	1
504	к той	1	1
505	в других	1	1
506	но из	1	1
507	является очевидной	1	1
508	того что	3	1
509	рассказ достоевского	2	1
510	не были	1	1
511	точек зрения	2	1
512	его при	1	1
513	и тех	1	1
514	здесь это	1	1
515	и между	1	1
516	еще и	1	1
517	в романе	1	1
518	между ними	1	1
519	в некоторых	1	1
520	превращается в	1	1
521	на этот	2	1
522	до конца	4	1
523	там где	7	1
524	что из	1	1
525	и слово	8	1
526	с народом	1	1
527	должна была	2	1
528	именно поэтому	1	1
529	к лицу	1	1
530	на фоне	1	1
531	человек в	1	1
532	речь не	1	1
533	в особенности	1	1
534	требует от	1	1
535	из которых	1	1
536	и столь	1	1
537	что первая	1	1
538	по своему	4	1
539	лицом к	1	1
540	самого себя	1	1
541	художественного мира	1	1
542	это его	1	1
543	общения с	1	1
544	в мир	1	1
545	да и	5	1
546	сам в	1	1
547	даже в	5	1
548	под названием	1	1
549	слова и	11	1
550	тенденцию к	1	1
551	ведет свою	2	1
552	и от	3	1
553	время от	1	1
554	что касается	1	1
555	но для	2	1
556	один из	1	1
557	о мире	8	1
558	при всем	1	1
559	но с	1	1
560	ли в	1	1
561	его нет	1	1
562	своей собственной	1	1
563	когда он	3	1
564	вот умер	1	1
565	обращается к	2	1
566	к чужому	4	1
567	в третьем	1	1
568	еще более	1	1
569	и ни	2	1
570	т.п но	1	1
571	будто бы	2	1
572	действительной жизни	1	1
573	с ума	1	1
574	ни было	3	1
575	же в	1	1
576	ним он	1	1
577	быть и	2	1
578	его произведениях	1	1
579	к самому	5	1
580	одной из	2	1
581	слово в	2	1
582	чужому слову	1	1
583	сказать что	3	1
584	я к	2	1
585	своего мира	1	1
586	их с	1	1
587	бы его	3	1
588	из этого	2	1
589	к другим	2	1
590	как слово	1	1
591	во всяком	4	1
