N	2gram	Vinokur_Vv_1	Istorich
118	для них	1	3
119	все равно	1	3
120	как и	5	3
121	состоит в	2	3
122	указать что	1	3
123	должны были	1	3
124	никогда не	3	3
125	почему в	1	3
126	потому что	14	3
127	он и	2	3
128	к тому	4	3
129	о том	15	3
130	здесь не	2	3
131	данном случае	5	3
132	на том	3	3
133	что у	1	3
134	на нее	2	3
135	жить в	1	3
136	можно только	2	3
137	особого рода	4	3
138	раньше чем	3	3
139	в его	10	3
140	с ними	1	3
141	и у	1	3
142	стоит на	1	3
143	при помощи	2	3
144	за ним	1	3
145	прежде всего	8	3
146	а через	1	3
147	у него	1	3
148	связи в	1	3
149	однако что	1	3
150	превращается в	1	3
151	в связи	2	3
152	если это	2	3
153	так же	3	3
154	а если	2	3
155	стороны и	3	3
156	быть и	2	3
157	но это	1	3
158	и от	1	3
159	и все	1	3
160	сказать что	5	3
161	не что	4	3
162	этим объясняется	1	3
163	ее в	1	3
164	все что	1	3
165	например в	2	2
166	и то	5	2
167	на самом	1	2
168	и есть	3	2
169	в котором	4	2
170	от которых	2	2
171	той же	4	2
172	же как	3	2
173	вопрос о	8	2
174	и новые	1	2
175	из того	2	2
176	то это	3	2
177	в ней	3	2
178	то мы	1	2
179	в сторону	1	2
180	по отношению	4	2
181	в качестве	7	2
182	себе и	2	2
183	независимо от	3	2
184	как в	1	2
185	в своем	3	2
186	хотя и	3	2
187	что по	1	2
188	есть ли	1	2
189	в этот	2	2
190	народов востока	1	2
191	во многих	1	2
192	тому же	1	2
193	если он	1	2
194	не могла	1	2
195	при этом	3	2
196	дать ответ	2	2
197	в виде	4	2
198	и вот	3	2
199	так и	1	2
200	но все	3	2
201	с изучением	2	2
202	в работе	3	2
203	уже знаем	1	2
204	известно что	1	2
205	вовсе не	6	2
206	с тем	6	2
207	и уже	3	2
208	и для	4	2
209	после этого	2	2
210	не представляют	1	2
211	не мог	2	2
212	исторической действительности	1	2
213	точки зрения	7	2
214	это делает	2	2
215	в которых	6	2
216	стоит в	2	2
217	и более	1	2
218	уже выше	1	2
219	не раз	1	2
220	в то	5	2
221	не имеет	4	2
222	который был	1	2
223	одна из	2	2
224	как следует	2	2
225	это еще	2	2
226	в русском	1	2
227	связь и	1	2
228	как будто	3	2
229	ли это	1	2
230	встречается в	1	2
231	вот почему	3	2
232	как только	1	2
233	в самых	1	2
234	утверждать что	1	2
235	особенности этого	1	2
236	и это	6	2
237	и о	1	2
238	в другом	3	2
239	не с	2	2
240	одного из	1	2
241	после того	2	2
242	образом в	1	2
243	о ней	1	2
244	и что	4	2
245	в силу	3	2
246	а также	3	2
247	должно было	1	2
248	между тем	8	2
249	которую в	1	2
250	все время	1	2
251	же в	1	2
252	этот вопрос	4	2
253	дело с	6	2
254	очень много	1	2
255	и так	1	2
256	с одной	4	2
257	в жизни	1	2
258	для нее	1	2
259	что не	5	2
260	мы знаем	1	2
261	всяком случае	3	2
262	в одном	4	2
263	только на	3	2
264	в особенности	4	2
265	знает не	1	2
266	и даже	5	2
267	после смерти	1	2
268	есть только	2	2
269	и др	2	2
270	но есть	1	2
271	не было	1	2
272	одной стороны	4	2
273	потом в	1	2
274	именно так	1	2
275	имеет своей	1	2
276	не видит	1	2
277	в тех	2	2
278	да и	4	2
279	действительно как	1	2
280	можно сказать	3	2
281	на одной	1	2
282	если не	1	2
283	он по	1	2
284	еще более	1	2
285	или не	1	2
286	не дает	1	2
287	совершенно не	1	2
288	отношению к	4	2
289	жизни и	2	2
290	точно так	2	2
291	во всяком	3	2
292	она была	2	1
293	также что	1	1
294	за ее	1	1
295	также и	16	1
296	самом деле	6	1
297	ясно что	9	1
298	это однако	2	1
299	и до	2	1
300	действительности и	1	1
301	и за	1	1
302	целого но	1	1
303	есть не	3	1
304	и была	1	1
305	а уж	1	1
306	мы не	2	1
307	время идет	1	1
308	и совсем	1	1
309	человека и	1	1
310	приводят к	1	1
311	исследования в	1	1
312	именно по	1	1
313	то она	1	1
314	это сказывается	1	1
315	в некотором	1	1
316	по очереди	1	1
317	видеть как	1	1
318	которые он	1	1
319	между собой	1	1
320	быть в	4	1
321	что его	1	1
322	в различных	2	1
323	из изложенного	1	1
324	на долгое	1	1
325	д однако	3	1
326	как если	1	1
327	но как	2	1
328	не то	1	1
329	всего он	1	1
330	к ним	1	1
331	ответ на	3	1
332	в новом	1	1
333	не просто	4	1
334	свое существование	2	1
335	нет и	1	1
336	тесно связан	1	1
337	то обстоятельство	1	1
338	чем же	3	1
339	выясняется что	1	1
340	при известных	1	1
341	трудно сказать	1	1
342	из возможных	1	1
343	общего с	1	1
344	изучение этого	1	1
345	понимать в	2	1
346	нельзя было	1	1
347	кроме того	1	1
348	целом но	1	1
349	его к	2	1
350	ее от	2	1
351	ясно и	1	1
352	не сам	1	1
353	еще на	1	1
354	говорят о	1	1
355	что это	3	1
356	что так	1	1
357	ни одна	2	1
358	идут в	1	1
359	группы по	1	1
360	остановиться на	1	1
361	е с	1	1
362	бы только	1	1
363	общеизвестно что	1	1
364	и те	2	1
365	что отношения	1	1
366	на то	1	1
367	доказывать что	1	1
368	этот процесс	3	1
369	вообще не	3	1
370	не следует	2	1
371	больше всего	1	1
372	в определенном	1	1
373	главным образом	1	1
374	должна быть	2	1
375	перестает быть	1	1
376	эту задачу	1	1
377	видеть в	1	1
378	не как	3	1
379	здесь говорится	1	1
380	том чтобы	6	1
381	из него	1	1
382	его от	1	1
383	подобно тому	1	1
384	так например	6	1
385	всего то	3	1
386	и наоборот	2	1
387	по своему	5	1
388	не находятся	1	1
389	как они	1	1
390	ним в	1	1
391	об этом	5	1
392	в глубине	1	1
393	на этой	3	1
394	к превращению	1	1
395	а как	3	1
396	входит в	2	1
397	заключается в	4	1
398	с другими	1	1
399	в и	4	1
400	материала к	1	1
401	и тем	5	1
402	на античных	1	1
403	одной из	3	1
404	но уже	2	1
405	она и	1	1
406	ни одной	1	1
407	соответствии с	2	1
408	оно имеет	1	1
409	чем в	3	1
410	здесь все	2	1
411	этим в	1	1
412	перед собой	1	1
413	что собственно	3	1
414	стороны ее	1	1
415	и становится	1	1
416	в эту	1	1
417	но если	3	1
418	в своей	4	1
419	что такое	10	1
420	в следующем	1	1
421	в такой	1	1
422	еще сильнее	1	1
423	с точки	2	1
424	представляла собой	1	1
425	от времени	1	1
426	не исчерпывается	2	1
427	своего рода	3	1
428	признает что	1	1
429	мы теперь	1	1
430	для объяснения	2	1
431	быта и	3	1
432	не самый	1	1
433	и той	2	1
434	есть один	1	1
435	каждое из	1	1
436	ко всему	1	1
437	превратиться в	1	1
438	надо сказать	1	1
439	не могли	2	1
440	в особых	1	1
441	что этот	1	1
442	по себе	9	1
443	же мы	1	1
444	и очень	1	1
445	был уже	1	1
446	а от	1	1
447	в таких	1	1
448	которые она	1	1
449	себе целью	1	1
450	не принадлежит	1	1
451	самого начала	1	1
452	того как	3	1
453	ее с	1	1
454	и сама	1	1
455	например что	2	1
456	но вместе	2	1
457	было у	1	1
458	и отдельных	1	1
459	о них	2	1
460	одной и	2	1
461	при том	5	1
462	казалось бы	2	1
463	с материалом	1	1
464	правда в	1	1
465	в разных	5	1
466	это то	1	1
467	из четырех	1	1
468	имеем дело	1	1
469	находятся в	2	1
470	смысле как	3	1
471	историческая обстановка	1	1
472	как она	4	1
473	во всем	2	1
474	е не	2	1
475	до того	2	1
476	только с	3	1
477	в каком	1	1
478	в известных	2	1
479	не создает	1	1
480	к таким	1	1
481	обстоятельство что	1	1
482	если его	1	1
483	прямо говорит	1	1
484	и другой	1	1
485	лежит в	2	1
486	это конечно	1	1
487	отличается от	1	1
488	лет он	1	1
489	с полной	1	1
490	стороны вполне	1	1
491	не есть	4	1
492	и тот	1	1
493	что при	1	1
494	в работах	2	1
495	если же	2	1
496	называет себя	1	1
497	она свободна	1	1
498	понятным почему	1	1
499	приходит к	1	1
500	как не	1	1
501	свою очередь	1	1
502	меня в	1	1
503	как один	1	1
504	в ее	11	1
505	совершенно ясно	1	1
506	уже потому	1	1
507	и этим	1	1
508	только то	1	1
509	в себя	1	1
510	на той	1	1
511	с самого	1	1
512	вопрос что	2	1
513	с ростом	1	1
514	и сам	2	1
515	можно было	7	1
516	это можно	1	1
517	сознание а	1	1
518	отсюда и	2	1
519	чтобы быть	1	1
520	во второй	3	1
521	по тому	1	1
522	имеется в	1	1
523	изучение этих	1	1
524	он сам	3	1
525	для этого	3	1
526	нечто цельное	3	1
527	по мере	4	1
528	состоящий в	1	1
529	с ним	1	1
530	смысле и	2	1
531	но здесь	1	1
532	и должно	1	1
533	имеет еще	1	1
534	и та	1	1
535	другими словами	1	1
536	к одной	1	1
537	никак не	1	1
538	могут дать	1	1
539	времени в	3	1
540	по их	2	1
541	больше он	1	1
542	нечто иное	1	1
543	помощи которых	1	1
544	тогда она	1	1
545	она с	1	1
546	оно составляет	1	1
547	здесь в	1	1
548	также в	1	1
549	народов и	2	1
550	тех пор	1	1
551	оказалось что	2	1
552	и дело	1	1
553	тот же	1	1
554	этого можно	1	1
555	известных условиях	1	1
556	хотя бы	5	1
557	как нечто	8	1
558	может оказаться	3	1
559	неудивительно что	1	1
560	по этому	2	1
561	вполне возможно	1	1
562	видеть и	1	1
563	по другим	1	1
564	сказывается в	1	1
565	именно на	2	1
566	или портрет	1	1
567	своей целью	1	1
568	тем временем	1	1
569	уже в	5	1
570	такие явления	1	1
571	чтобы он	2	1
572	не знать	1	1
573	в начале	3	1
574	каким образом	1	1
575	или даже	1	1
576	и обратно	4	1
577	дает ему	1	1
578	с какой	1	1
579	одно из	5	1
580	пока не	1	1
581	руки и	1	1
582	мы находим	1	1
583	и должна	1	1
584	уже и	7	1
585	ставит себе	1	1
586	могли не	1	1
587	заметить что	1	1
588	тогда как	2	1
589	явно не	1	1
590	от того	3	1
591	силу которых	1	1
592	были бы	1	1
593	здесь смысле	1	1
594	или иначе	4	1
595	и тех	1	1
596	в каких	1	1
597	и прежде	1	1
598	говорит о	3	1
599	обратить внимание	2	1
600	однако в	3	1
601	в соответствии	2	1
602	результаты с	1	1
603	них и	2	1
604	самом же	1	1
605	и образом	1	1
606	чтобы убедиться	1	1
607	поставить в	1	1
608	которые не	1	1
609	на этот	4	1
610	которых мы	1	1
611	более общего	2	1
612	не означает	1	1
613	языка не	1	1
614	жизнь в	1	1
615	долгое время	1	1
616	о чем	4	1
617	его собственной	1	1
618	на эту	1	1
619	или с	1	1
620	что мы	2	1
621	враждебное отношение	1	1
622	для этой	1	1
623	с двумя	1	1
624	в руках	1	1
625	роль и	1	1
626	во-вторых и	1	1
627	д в	2	1
628	этой работы	3	1
629	всем что	1	1
630	нельзя взять	2	1
631	многих случаях	1	1
632	а так	2	1
633	случаях в	1	1
634	полной ясностью	1	1
635	рода с	1	1
636	в область	1	1
637	полученные результаты	1	1
638	это были	1	1
639	так или	4	1
640	в особый	1	1
641	смысле этого	8	1
642	тому как	1	1
643	как бы	5	1
644	за этой	1	1
645	кто из	1	1
646	это значит	1	1
647	в малом	1	1
648	некоторые дополнительные	1	1
649	дело здесь	1	1
650	что же	3	1
651	этого слова	2	1
652	с этой	4	1
653	оба они	1	1
654	все это	6	1
655	но для	1	1
656	совершенно то	1	1
657	это уже	1	1
658	так он	1	1
659	не существует	2	1
660	видно из	1	1
661	которая в	1	1
662	на которой	1	1
663	это может	2	1
664	они говорят	1	1
665	вступила в	1	1
666	или нет	1	1
667	именно он	1	1
668	них были	1	1
669	или при	1	1
670	состоит из	1	1
671	материалов и	2	1
672	это и	1	1
673	это очевидно	2	1
674	основываясь на	1	1
675	но еще	1	1
676	только одна	1	1
677	направление в	2	1
678	и эта	1	1
679	это в	2	1
680	спросить себя	2	1
681	как на	11	1
682	этой точки	1	1
683	которая не	1	1
