N	2gram	Vinokur_St_2	formyVre
318	формы в	1	1
319	и принципиальной	1	1
320	война между	1	1
321	так в	1	1
322	выражение в	2	1
323	всего к	1	1
324	остановиться на	1	1
325	им в	1	1
326	и тот	1	1
327	этого образа	2	1
328	и те	2	1
329	их что	2	1
330	вследствие этого	1	1
331	к участию	1	1
332	вообще не	3	1
333	идей и	1	1
334	мы можем	1	1
335	не как	1	1
336	данном отношении	1	1
337	на его	2	1
338	в сей	1	1
339	его от	1	1
340	около двух	1	1
341	так например	7	1
342	лишь что	1	1
343	одно и	1	1
344	в основу	1	1
345	но все	7	1
346	в каждом	1	1
347	они должны	1	1
348	об этом	6	1
349	это же	1	1
350	опираются на	1	1
351	на этой	1	1
352	для своей	2	1
353	это было	2	1
354	с самим	1	1
355	что один	1	1
356	на тех	1	1
357	и тем	1	1
358	ни в	3	1
359	о которых	2	1
360	а за	1	1
361	в действии	1	1
362	он и	1	1
363	и такая	1	1
364	мы не	1	1
365	в первые	2	1
366	в тоне	1	1
367	такой же	1	1
368	в один	2	1
369	нисколько не	1	1
370	и еще	1	1
371	в своей	7	1
372	вне всякого	2	1
373	с самого	3	1
374	не столько	7	1
375	что до	1	1
376	от его	2	1
377	и также	1	1
378	в поэме	3	1
379	такую же	1	1
380	времени не	2	1
381	через посредство	1	1
382	и эти	1	1
383	борьбу с	2	1
384	и общества	1	1
385	где нет	2	1
386	в устах	2	1
387	тому что	7	1
388	нет никакого	2	1
389	иной раз	1	1
390	что есть	1	1
391	какие бы	1	1
392	и слово	1	1
393	при всех	1	1
394	в таких	1	1
395	виду что	1	1
396	что ему	3	1
397	и проч	1	1
398	не имеет	2	1
399	самого начала	3	1
400	дело в	4	1
401	одна из	1	1
402	на него	1	1
403	не по	2	1
404	материала в	1	1
405	и снова	1	1
406	но только	1	1
407	и уже	1	1
408	вообще нет	2	1
409	на два	1	1
410	трагедии в	4	1
411	этих двух	1	1
412	в форму	1	1
413	и лишь	1	1
414	как она	1	1
415	он переживал	1	1
416	значительности в	1	1
417	п в	1	1
418	на одной	1	1
419	был так	1	1
420	было в	1	1
421	участию в	1	1
422	только с	2	1
423	не до	2	1
424	в стиле	1	1
425	и здесь	3	1
426	не могут	1	1
427	от реальной	1	1
428	с полной	1	1
429	бы он	1	1
430	в наши	1	1
431	сказать что	2	1
432	оно не	3	1
433	для кого	1	1
434	где он	2	1
435	есть нечто	1	1
436	себе в	1	1
437	элементы этого	1	1
438	как не	1	1
439	свою очередь	1	1
440	в ее	2	1
441	данном случае	1	1
442	книги и	1	1
443	характер и	1	1
444	него самого	2	1
445	политическая концепция	1	1
446	то время	1	1
447	ряду с	1	1
448	и характер	1	1
449	и сам	2	1
450	iii в	1	1
451	не за	1	1
452	времени и	4	1
453	и которые	1	1
454	которые он	1	1
455	с народом	1	1
456	с собой	1	1
457	еще в	2	1
458	она была	1	1
459	по сравнению	1	1
460	отдельных образов	1	1
461	если бы	2	1
462	и вообще	2	1
463	и глубокая	1	1
464	действия но	1	1
465	и живой	1	1
466	вот почему	1	1
467	был вовлечен	1	1
468	но к	1	1
469	внимание на	4	1
470	никак не	2	1
471	и что	6	1
472	была найдена	1	1
473	в значительной	2	1
474	этого эпизода	1	1
475	между тем	5	1
476	нуждается в	1	1
477	у другого	1	1
478	совершенно особое	1	1
479	на всех	1	1
480	он по	2	1
481	которой все	1	1
482	или должно	1	1
483	и об	1	1
484	которой в	2	1
485	тех пор	1	1
486	xiii в	1	1
487	обычно у	1	1
488	и дело	2	1
489	романа и	1	1
490	важно подчеркнуть	1	1
491	лишь на	1	1
492	слишком слабы	1	1
493	его жизнь	1	1
494	должен был	4	1
495	до нас	1	1
496	поэтому и	1	1
497	в самое	1	1
498	по этому	2	1
499	и жизни	1	1
500	больше чем	1	1
501	с нею	3	1
502	то и	1	1
503	всем его	1	1
504	борьбы с	3	1
505	различия в	1	1
506	что писал	2	1
507	а это	1	1
508	ни с	2	1
509	ведь это	1	1
510	и вместе	1	1
511	в очень	1	1
512	перенесена на	1	1
513	у шекспира	4	1
514	что тот	1	1
515	в бою	1	1
516	несколько примеров	1	1
517	еще и	3	1
518	такое же	2	1
519	в отличие	2	1
520	них и	1	1
521	попал в	1	1
522	в запасе	1	1
523	на этот	2	1
524	после этих	1	1
525	ничем не	1	1
526	другой стороны	3	1
527	его как	2	1
528	в руках	1	1
529	было для	2	1
530	одну из	1	1
531	или с	2	1
532	несмотря на	2	1
533	но как	1	1
534	в речи	4	1
535	но что	1	1
536	более глубокого	1	1
537	для самого	1	1
538	широко пользовался	1	1
539	со временем	1	1
540	в изображении	1	1
541	время можно	1	1
542	сравнению с	1	1
543	которые являются	1	1
544	достаточно для	2	1
545	у автора	1	1
546	утверждая что	1	1
547	в тех	2	1
548	с тех	1	1
549	со всею	1	1
550	да и	1	1
551	человек с	1	1
552	мире с	1	1
553	в условиях	1	1
554	между прочим	12	1
555	имел в	1	1
556	вокруг него	1	1
557	рассматривать как	1	1
558	его борьба	1	1
559	для такого	1	1
560	уже на	1	1
561	этого рода	1	1
562	бы как	1	1
563	должны быть	1	1
564	границе между	1	1
565	котором он	1	1
566	и среди	1	1
567	в результате	2	1
568	а все	1	1
569	в отдельных	1	1
570	бы в	1	1
571	и смысл	1	1
572	конце концов	1	1
573	в настоящее	1	1
574	к самому	1	1
575	в свою	1	1
576	наконец что	1	1
577	и разнообразным	1	1
578	для борьбы	1	1
579	бы ни	2	1
580	совершенно не	2	1
581	но этот	1	1
582	одновременно и	1	1
583	что действие	1	1
584	ко времени	2	1
585	занимает в	1	1
586	на своем	1	1
587	эпохи как	1	1
588	силе и	1	1
589	по поводу	8	1
590	своем рассказе	1	1
591	в таком	1	1
592	они не	2	1
