N	2gram	Medvedev_U_1	Problema
220	ее как	1	1
221	еще один	1	1
222	в известном	1	1
223	этот анализ	1	1
224	как принцип	2	1
225	теории и	1	1
226	связанные с	1	1
227	о которой	1	1
228	должна быть	2	1
229	об анне	1	1
230	в первую	1	1
231	и понятий	1	1
232	точно и	1	1
233	то ни	3	1
234	если нет	1	1
235	есть конечно	1	1
236	а его	2	1
237	в художественном	5	1
238	первую очередь	1	1
239	анализа в	1	1
240	и эстетически	1	1
241	понятие не	1	1
242	еще одно	1	1
243	всего если	1	1
244	и вы	1	1
245	и вся	1	1
246	со своими	1	1
247	на значение	1	1
248	или точнее	3	1
249	всего только	1	1
250	впрочем не	1	1
251	признать что	1	1
252	является только	1	1
253	что было	1	1
254	ни было	3	1
255	трудно подыскать	1	1
256	тому чтобы	1	1
257	общего и	1	1
258	об ее	1	1
259	что ему	1	1
260	тогда когда	1	1
261	в процессе	1	1
262	аристотеля при	1	1
263	как таковой	2	1
264	это то	1	1
265	он пытается	1	1
266	находятся в	1	1
267	произведения а	1	1
268	этом отношении	2	1
269	представляется нам	2	1
270	очень часто	1	1
271	исходить из	1	1
272	количество и	1	1
273	с проблемой	2	1
274	является одним	1	1
275	этого и	1	1
276	и свое	1	1
277	отказаться от	1	1
278	правда не	1	1
279	но по	1	1
280	для читателя	1	1
281	только более	1	1
282	в пределах	1	1
283	с самим	1	1
284	начала и	1	1
285	именно этот	1	1
286	связанных с	1	1
287	он был	1	1
288	и всякого	1	1
289	сводится к	2	1
290	единства и	1	1
291	это в	1	1
292	с момента	1	1
293	переходит в	1	1
294	если у	1	1
295	отдельности и	1	1
296	не случайно	2	1
297	которых она	1	1
298	к сожалению	3	1
299	это же	1	1
300	для всех	2	1
301	конечно не	4	1
302	его и	2	1
303	бы это	1	1
304	в последние	1	1
305	даже не	1	1
306	было и	1	1
307	присущи и	1	1
308	в некоторых	2	1
309	в россии	4	1
310	он становится	1	1
311	для начала	1	1
312	но идея	1	1
313	и слово	1	1
314	то сколько	1	1
315	к лицу	1	1
316	одно замечание	1	1
317	он уже	1	1
318	или по	1	1
319	из которых	1	1
320	без труда	1	1
321	есть слово	1	1
322	образом на	1	1
323	это значит	1	1
324	методе и	1	1
325	художественное произведение	5	1
326	при построении	1	1
327	остается в	1	1
328	она должна	1	1
329	получаем от	1	1
330	представляется что	1	1
331	о котором	1	1
332	не имеется	1	1
333	что по	1	1
334	все они	2	1
335	взятого в	1	1
336	и необходимо	1	1
337	тот же	1	1
338	в системе	2	1
339	еще ничего	2	1
340	в период	1	1
341	только как	1	1
342	что под	1	1
343	и эта	1	1
344	к этому	1	1
345	как на	1	1
