N	2gram	Tiupa_Vved_1	FransuaR
318	в целом	3	1
319	в нашем	6	1
320	еще один	1	1
321	рассказ о	1	1
322	между этими	1	1
323	и если	1	1
324	жизнью и	1	1
325	и стало	1	1
326	перестает быть	1	1
327	именно то	1	1
328	поглощает и	1	1
329	не как	2	1
330	и вот	1	1
331	события в	1	1
332	новое и	1	1
333	чтобы в	1	1
334	очевидным что	1	1
335	другого мира	1	1
336	из него	1	1
337	и по	3	1
338	встречаются в	1	1
339	с собой	1	1
340	значительной степени	1	1
341	другого человека	1	1
342	различие между	1	1
343	на протяжении	1	1
344	он есть	1	1
345	отца и	1	1
346	должен был	1	1
347	эти моменты	1	1
348	и тем	2	1
349	в жизни	4	1
350	смерть и	1	1
351	но люди	1	1
352	вводит в	1	1
353	далеко не	4	1
354	пространственных и	1	1
355	с тем	1	1
356	которой он	1	1
357	он и	2	1
358	несмотря на	1	1
359	и было	1	1
360	к эпизоду	1	1
361	обратимся к	2	1
362	и того	2	1
363	восприятия и	1	1
364	сосредоточиться на	1	1
365	или менее	2	1
366	но где	1	1
367	в следующем	1	1
368	и языка	1	1
369	место в	2	1
370	не столько	4	1
371	в которых	1	1
372	могло бы	3	1
373	своего рода	10	1
374	от его	1	1
375	всякий раз	1	1
376	своем собственном	1	1
377	мир и	1	1
378	через посредство	1	1
379	о теории	1	1
380	того кто	1	1
381	по себе	2	1
382	в отношении	1	1
383	с четырьмя	1	1
384	не менее	4	1
385	до известной	1	1
386	того как	1	1
387	на него	2	1
388	о них	3	1
389	но только	1	1
390	не имеет	2	1
391	это мы	1	1
392	одна из	4	1
393	между жизнью	1	1
394	как будто	4	1
395	всех прочих	1	1
396	от их	1	1
397	ни о	1	1
398	могут быть	4	1
399	и вполне	1	1
400	здесь например	1	1
401	по характеру	1	1
402	и другим	1	1
403	его с	2	1
404	той или	3	1
405	людей наконец	1	1
406	функцию в	1	1
407	если же	1	1
408	времени но	1	1
409	оно может	1	1
410	и о	1	1
411	здесь не	2	1
412	же не	1	1
413	действия и	1	1
414	в пределах	2	1
415	можно было	2	1
416	особенно в	1	1
417	начала и	2	1
418	мог бы	1	1
419	принадлежит и	2	1
420	границу между	1	1
421	об этом	4	1
422	следующем году	1	1
423	известной степени	1	1
424	и т.д	5	1
425	то они	1	1
426	в работе	1	1
427	настоящее время	1	1
428	одного из	3	1
429	можно сказать	4	1
430	основе своей	1	1
431	времени в	3	1
432	положения и	1	1
433	восходит к	2	1
434	первой главе	1	1
435	и человечества	1	1
436	нем не	1	1
437	от них	1	1
438	что и	2	1
439	т.п как	1	1
440	это не	6	1
441	есть с	1	1
442	чем и	1	1
443	в другой	1	1
444	вслед за	2	1
445	сказать и	1	1
446	этой маленькой	1	1
447	мог найти	1	1
448	что смерть	2	1
449	т.п это	1	1
450	рассуждение о	1	1
451	из всех	1	1
452	том как	3	1
453	совершенно чужда	1	1
454	человека в	1	1
455	и так	1	1
456	их не	1	1
457	и фиксирует	1	1
458	уже не	5	1
459	свидетельствует о	4	1
460	а то	2	1
461	или даже	1	1
462	глаза и	1	1
463	мир в	1	1
464	именно они	1	1
465	для него	3	1
466	представлений о	1	1
467	в пространстве	1	1
468	очень легко	1	1
469	у нее	2	1
470	ее не	2	1
471	к ним	2	1
472	мы можем	2	1
473	человек как	1	1
474	о действительной	1	1
475	после него	1	1
476	в последние	1	1
477	от ее	1	1
478	на уровне	1	1
479	или иной	3	1
480	по своим	3	1
481	к которому	2	1
482	действующих лиц	2	1
483	еще и	1	1
484	а с	2	1
485	на людей	1	1
486	что для	1	1
487	картину мира	3	1
488	выступает в	1	1
489	из-под земли	1	1
490	к сожалению	1	1
491	не было	2	1
492	на этот	1	1
493	не знает	1	1
494	с большей	1	1
495	а главное	1	1
496	о чем	2	1
497	ее моментов	1	1
498	с носом	1	1
499	в связи	1	1
500	стороны в	1	1
501	на фоне	2	1
502	связь с	1	1
503	к его	3	1
504	в строгом	1	1
505	с общей	1	1
506	объединены в	1	1
507	и временных	1	1
508	к своему	1	1
509	наряду с	2	1
510	на эту	1	1
511	что же	3	1
512	происходит в	1	1
513	да и	1	1
514	исходя из	2	1
515	не является	3	1
516	первом плане	1	1
517	слова и	1	1
518	благодаря этому	1	1
519	в стране	1	1
520	героя в	1	1
521	между прочим	1	1
522	и смертью	1	1
523	что касается	5	1
524	мира у	1	1
525	помещение где	1	1
526	это явление	1	1
527	и борьба	1	1
528	в мировой	1	1
529	и времени	2	1
530	не существует	2	1
531	не подлежит	1	1
532	существенный признак	1	1
533	имеет дело	1	1
534	в настоящее	1	1
535	тот кто	2	1
536	а к	3	1
537	об этих	1	1
538	у них	1	1
539	самим актом	2	1
540	мира оно	1	1
541	от лица	1	1
542	а самому	1	1
543	не слишком	1	1
544	с xvii	1	1
545	жизни а	1	1
546	им не	1	1
547	отношению к	7	1
548	мира все	1	1
549	на свет	1	1
550	но эти	1	1
551	к этой	1	1
552	по поводу	2	1
553	это их	1	1
554	в противоположность	1	1
555	в таком	1	1
556	формам и	1	1
