N	2gram	Tiupa_Disk_1	Formalny
304	к другим	2	2
305	а к	1	2
306	сказать что	3	2
307	и другие	1	2
308	именно здесь	1	2
309	в таком	1	2
310	как известно	1	1
311	языка с	2	1
312	таком случае	1	1
313	того же	3	1
314	и без	2	1
315	к чему-то	1	1
316	же относятся	1	1
317	взаимодействия людей	1	1
318	из его	1	1
319	противном случае	1	1
320	и должен	1	1
321	обойтись без	1	1
322	той же	1	1
323	на явления	1	1
324	мы имеем	2	1
325	и само	1	1
326	из своих	1	1
327	и композиция	1	1
328	высказывания в	6	1
329	термина и	1	1
330	но она	1	1
331	не вполне	1	1
332	из того	1	1
333	которое не	1	1
334	своего исторического	1	1
335	степени как	1	1
336	как не	3	1
337	слово не	2	1
338	меньшей степени	1	1
339	литературы как	1	1
340	с предшествующими	1	1
341	теории прозы	1	1
342	в различных	2	1
343	события в	2	1
344	в литературоведении	2	1
345	иного рода	1	1
346	различия между	3	1
347	особенно если	1	1
348	они имеют	1	1
349	точка зрения	2	1
350	всякое конкретное	1	1
351	иногда и	1	1
352	шкловского о	1	1
353	были не	1	1
354	что во	1	1
355	в своем	6	1
356	и нет	1	1
357	в противном	1	1
358	и есть	2	1
359	собственно и	2	1
360	а непосредственно	1	1
361	всего как	1	1
362	более или	2	1
363	в действительности	3	1
364	следующим образом	1	1
365	отнесены к	1	1
366	и глубокой	2	1
367	свелось к	1	1
368	решающее значение	1	1
369	в нашем	1	1
370	или во	1	1
371	которые в	1	1
372	отсутствии в	1	1
373	отчасти и	1	1
374	что к	1	1
375	с их	1	1
376	мы обратимся	1	1
377	социального взаимодействия	2	1
378	на то	1	1
379	всей его	2	1
380	выходя за	1	1
381	тем не	1	1
382	они в	1	1
383	них иногда	1	1
384	в принципе	2	1
385	к одному	1	1
386	миров и	2	1
387	том чтобы	2	1
388	высказываний в	1	1
389	из виду	1	1
390	дистанции между	1	1
391	и заключается	1	1
392	этом последнем	1	1
393	мы его	1	1
394	могла бы	2	1
395	в определенном	1	1
396	значение в	1	1
397	же касается	2	1
398	в другом	2	1
399	не об	1	1
400	в виде	1	1
401	самим собой	1	1
402	некоторые типы	1	1
403	действительности в	1	1
404	например с	1	1
405	в новое	1	1
406	здесь это	1	1
407	в них	4	1
408	как формулирует	1	1
409	к политической	1	1
410	этом явлении	1	1
411	и вне	1	1
412	следует сказать	1	1
413	в данном	5	1
414	не заметить	1	1
415	оно имеет	1	1
416	ведет к	3	1
417	или менее	2	1
418	том как	1	1
419	и при	1	1
420	на своем	1	1
421	лежат в	1	1
422	если можно	1	1
423	которые лежат	1	1
424	нельзя понять	1	1
425	а смысл	1	1
426	вопрос о	1	1
427	об отсутствии	1	1
428	строго говоря	2	1
429	однако уже	2	1
430	есть его	1	1
431	конструктивная роль	1	1
432	не рассматривается	1	1
433	для которых	1	1
434	в россии	1	1
435	не совпадают	1	1
436	по крайней	2	1
437	как от	1	1
438	не должно	1	1
439	в словах	1	1
440	которая соответствует	1	1
441	жанр и	3	1
442	бы быть	3	1
443	и вся	1	1
444	если и	1	1
445	рода в	1	1
446	нем определенные	1	1
447	не менее	2	1
448	но они	2	1
449	она могла	1	1
450	дело в	1	1
451	и притом	1	1
452	на него	1	1
453	о них	1	1
454	к такому	2	1
455	чем не	1	1
456	в структуре	1	1
457	не могло	2	1
458	все наши	1	1
459	тем чем	1	1
460	нельзя не	2	1
461	литературе в	1	1
462	форм высказывания	1	1
463	и является	1	1
464	во всем	1	1
465	далеко не	10	1
466	к работе	2	1
467	здесь же	1	1
468	и сами	1	1
469	события общения	2	1
470	как будто	1	1
471	сведено к	1	1
472	многие из	1	1
473	одним из	2	1
474	настоящего времени	1	1
475	и оно	1	1
476	уже о	2	1
477	взаимодействия с	1	1
478	во все	1	1
479	и вполне	1	1
480	и другой	1	1
481	ли не	3	1
482	отличается от	2	1
483	в сказках	2	1
484	здесь они	1	1
485	той или	3	1
486	они и	3	1
487	постановки вопроса	1	1
488	в каждом	2	1
489	для себя	4	1
490	они сходятся	1	1
491	же так	1	1
492	свою очередь	3	1
493	но при	3	1
494	говоря уже	2	1
495	с сохранением	1	1
496	данном случае	2	1
497	только при	1	1
498	не установлением	1	1
499	характер и	2	1
500	то чтобы	1	1
501	так на	1	1
502	только то	1	1
503	в произведении	3	1
504	обращаясь к	1	1
505	и сам	1	1
506	те же	1	1
507	в плоскости	1	1
508	где впервые	1	1
509	на них	1	1
510	наши высказывания	1	1
511	была определена	1	1
512	к языку	1	1
513	не создает	1	1
514	можно сказать	5	1
515	образом в	1	1
516	только потому	1	1
517	поэзии о	1	1
518	о том	8	1
519	что каждый	1	1
520	до сих	1	1
521	с одной	9	1
522	иное значение	1	1
523	аналогии с	1	1
524	на что	1	1
525	что его	1	1
526	единица языка	1	1
527	по их	1	1
528	о некоторых	1	1
529	и во	2	1
530	котором они	1	1
531	становится поэтическим	1	1
532	том или	1	1
533	и всю	1	1
534	теперь уже	1	1
535	акт его	1	1
536	высказывания которые	1	1
537	в форме	2	1
538	крайней мере	2	1
539	это лишь	1	1
540	и мы	1	1
541	познания в	1	1
542	большей или	2	1
543	в современной	1	1
544	же речь	1	1
545	существенная роль	1	1
546	в большей	1	1
547	или меньшей	2	1
548	трудно не	1	1
549	он стал	1	1
550	согласиться с	1	1
551	что даже	2	1
552	в себе	7	1
553	общения там	1	1
554	слово живет	1	1
555	и действительно	1	1
556	непосредственно из	1	1
557	не имеющих	1	1
558	в литературу	2	1
559	для всех	1	1
560	события и	1	1
561	литературы в	2	1
562	можно определить	2	1
563	и понимание	2	1
564	о поэзии	1	1
565	в прозе	1	1
566	он весь	1	1
567	и деловой	1	1
568	к ним	3	1
569	различных сфер	1	1
570	не выходя	1	1
571	или ином	1	1
572	характер события	1	1
573	этого понятия	1	1
574	не обладает	1	1
575	момент в	1	1
576	и наблюдения	1	1
577	с другим	1	1
578	настолько что	1	1
579	за пределы	2	1
580	сюда же	1	1
581	не обязательно	4	1
582	здесь в	2	1
583	по своим	4	1
584	и создает	1	1
585	к которому	2	1
586	в свою	3	1
587	имеет место	3	1
588	говорит о	1	1
589	зависит от	2	1
590	а сам	2	1
591	стремится к	1	1
592	не на	1	1
593	остается и	1	1
594	ближе к	1	1
595	художественного целого	1	1
596	по мысли	3	1
597	он уже	1	1
598	всем что	1	1
599	общения не	2	1
600	из возможных	1	1
601	единичных произведений	1	1
602	требует от	1	1
603	влияния на	2	1
604	до настоящего	1	1
605	о чем	2	1
606	одной стороны	9	1
607	для обозначения	3	1
608	если произведение	1	1
609	вне художественной	1	1
610	такого рода	4	1
611	в литературе	2	1
612	да и	1	1
613	формы высказывания	1	1
614	является вопрос	1	1
615	этого слова	1	1
616	в контексте	1	1
617	этом случае	1	1
618	с историей	1	1
619	событие которое	1	1
620	сих пор	1	1
621	конкретное высказывание	1	1
622	автора и	1	1
623	по композиции	5	1
624	о его	1	1
625	но для	1	1
626	в смысле	1	1
627	должны быть	3	1
628	виду что	1	1
629	просто как	1	1
630	историческая жизнь	1	1
631	в книге	1	1
632	одно единственное	1	1
633	это новое	1	1
634	при таком	1	1
635	не существует	1	1
636	о нем	2	1
637	не встречается	1	1
638	сознания в	2	1
639	особого рода	2	1
640	не имея	2	1
641	целый ряд	2	1
642	с языком	1	1
643	вообще в	1	1
644	мы должны	1	1
645	несмотря на	1	1
646	или не	1	1
647	хотя в	2	1
648	групп и	1	1
649	лежит в	1	1
650	не от	2	1
651	в системе	1	1
652	но оно	1	1
653	его к	1	1
654	одной из	4	1
655	не говоря	2	1
656	отношением к	1	1
657	высказывания как	1	1
658	только о	1	1
659	героя в	2	1
660	значения слова	1	1
661	в каком	1	1
662	но эти	1	1
663	случае если	1	1
664	в своих	3	1
665	им и	1	1
666	случае его	1	1
