N	2gram	Trubetskoy_1	VLabPisa
124	этой области	4	3
125	как о	1	3
126	со своим	1	3
127	сводится к	2	3
128	у нас	3	3
129	значит и	1	3
130	данного произведения	1	3
131	она не	2	3
132	с работой	1	3
133	и художественное	1	3
134	образом в	3	3
135	в виду	2	3
136	никак не	1	3
137	в значительной	1	3
138	что и	7	3
139	того что	6	3
140	этот вопрос	2	3
141	и их	5	3
142	даже и	1	3
143	из приведенных	1	3
144	в конце	4	3
145	именно в	5	3
146	мы знаем	10	3
147	него в	2	3
148	так же	8	3
149	некоторые из	1	3
150	всех других	2	3
151	по существу	6	3
152	и от	5	3
153	бы в	3	3
154	только что	3	3
155	жизни и	2	3
156	как на	4	3
157	ее в	1	3
158	смысле слова	1	2
159	как известно	3	2
160	этого положения	1	2
161	ту же	2	2
162	также и	2	2
163	он может	1	2
164	отдельных элементов	1	2
165	по его	2	2
166	а как	1	2
167	же как	3	2
168	с более	3	2
169	в которой	5	2
170	из своих	1	2
171	на эти	1	2
172	что многие	2	2
173	говорить о	2	2
174	но даже	3	2
175	то это	1	2
176	разобраться в	2	2
177	собою и	1	2
178	в ней	3	2
179	еще не	5	2
180	что его	4	2
181	в различных	1	2
182	бы не	1	2
183	но не	2	2
184	если в	1	2
185	в общем	6	2
186	том числе	1	2
187	отнюдь не	2	2
188	хотя и	4	2
189	но в	4	2
190	с нею	1	2
191	очень многие	1	2
192	не приходится	1	2
193	эти положения	1	2
194	он в	1	2
195	у каждого	1	2
196	ни одна	1	2
197	наиболее существенные	1	2
198	этот процесс	2	2
199	что она	1	2
200	после этого	1	2
201	он не	3	2
202	том чтобы	2	2
203	что ни	1	2
204	в каждом	1	2
205	а затем	2	2
206	они должны	3	2
207	в другом	2	2
208	заключается в	2	2
209	с другими	1	2
210	в жизни	3	2
211	само собою	1	2
212	он и	1	2
213	между собою	5	2
214	и для	6	2
215	что такое	1	2
216	всяком случае	2	2
217	знаем что	8	2
218	эта не	1	2
219	для многих	1	2
220	по крайней	1	2
221	если бы	8	2
222	как от	1	2
223	можно ли	2	2
224	не менее	7	2
225	тогда когда	3	2
226	в науке	1	2
227	к этим	1	2
228	не по	1	2
229	пока еще	1	2
230	того чтобы	8	2
231	только не	2	2
232	а для	2	2
233	не вполне	3	2
234	и весь	1	2
235	в сознании	6	2
236	ничто иное	1	2
237	в области	4	2
238	ли это	1	2
239	от того	3	2
240	и заключается	1	2
241	отличается от	6	2
242	же самое	1	2
243	числе и	1	2
244	должны быть	3	2
245	другом месте	1	2
246	что оно	3	2
247	они и	1	2
248	для того	8	2
249	что при	6	2
250	мысль о	1	2
251	только то	2	2
252	и может	3	2
253	роль в	1	2
254	если они	1	2
255	он сам	1	2
256	и даже	1	2
257	во всяком	2	2
258	представления об	2	2
259	на вопрос	4	2
260	лишь в	5	2
261	и просто	1	2
262	в пользу	5	2
263	может не	3	2
264	из себя	10	2
265	от них	1	2
266	во всей	1	2
267	крайней мере	1	2
268	конце концов	4	2
269	но с	2	2
270	с одной	3	2
271	целого ряда	1	2
272	у них	6	2
273	при помощи	3	2
274	эти вопросы	1	2
275	вовсе не	2	2
276	к ним	2	2
277	много и	1	2
278	одной стороны	2	2
279	или иной	1	2
280	до сих	8	2
281	как у	3	2
282	еще и	1	2
283	что для	4	2
284	естественно что	1	2
285	к сожалению	1	2
286	зависит от	1	2
287	из многочисленных	1	2
288	что мы	4	2
289	начиная с	1	2
290	и потому	3	2
291	эти примеры	2	2
292	из которых	4	2
293	в течение	4	2
294	самого себя	4	2
295	образом по	1	2
296	и некоторые	2	2
297	сих пор	8	2
298	между прочим	2	2
299	этом и	1	2
300	но для	2	2
301	можно было	1	2
302	многие из	5	2
303	образом даже	1	2
304	на время	1	2
305	не подлежит	3	2
306	по одному	3	2
307	в большей	1	2
308	будто бы	1	2
309	отличия от	1	2
310	все они	5	2
311	а в	3	2
312	в целях	1	2
313	между ними	2	2
314	не быть	1	2
315	к его	1	2
316	в своих	2	2
317	этой точки	1	2
318	они не	2	2
319	пор не	2	1
320	а между	8	1
321	образом от	1	1
322	говоря о	1	1
323	и без	5	1
324	самом деле	12	1
325	силы и	1	1
326	все его	2	1
327	между всеми	1	1
328	и так	2	1
329	только эти	1	1
330	тот или	1	1
331	оно может	1	1
332	что эти	2	1
333	все те	1	1
334	должна быть	5	1
335	нам приходится	1	1
336	она к	1	1
337	несколько иной	1	1
338	смотреть на	1	1
339	приходится затрачивать	1	1
340	как мы	2	1
341	что если	3	1
342	целиком а	1	1
343	вопрос о	3	1
344	они могут	2	1
345	почти все	2	1
346	себя свою	1	1
347	отдельных частей	1	1
348	на себя	1	1
349	почти исключительно	1	1
350	мы получаем	1	1
351	приходит к	1	1
352	воззрениях на	1	1
353	из того	4	1
354	мы и	2	1
355	похожи на	1	1
356	свою очередь	2	1
357	и то	4	1
358	между собой	4	1
359	быть в	1	1
360	здесь не	1	1
361	во имя	3	1
362	не отличается	1	1
363	это имеет	1	1
364	по своему	5	1
365	а только	1	1
366	только тогда	2	1
367	же выводам	1	1
368	а и	8	1
369	обстоятельство является	1	1
370	некоторые черты	1	1
371	себе и	1	1
372	творческой работе	1	1
373	положения о	1	1
374	которые не	3	1
375	в истории	3	1
376	что во	1	1
377	общего с	2	1
378	когда отдельные	1	1
379	бы при	1	1
380	понимать в	1	1
381	для их	1	1
382	кроме того	1	1
383	частей и	1	1
384	еще больше	3	1
385	необходимо сделать	1	1
386	целый ряд	4	1
387	достаточно ясно	1	1
388	что по	3	1
389	и наконец	3	1
390	не являются	1	1
391	и свою	1	1
392	не очень	2	1
393	лишь о	2	1
394	то в	2	1
395	при соприкосновении	1	1
396	и привычки	1	1
397	многих из	1	1
398	а во-вторых	1	1
399	уже в	1	1
400	что так	1	1
401	рассказ о	1	1
402	постепенно и	1	1
403	тому же	6	1
404	на то	9	1
405	невозможно даже	1	1
406	если он	2	1
407	но на	2	1
408	следующие положения	1	1
409	и если	6	1
410	на его	1	1
411	это представление	3	1
412	как оно	1	1
413	момента когда	1	1
414	да и	1	1
415	образом для	1	1
416	силой и	1	1
417	когда все	1	1
418	и еще	1	1
419	понятий и	1	1
420	но вместе	1	1
421	уже не	1	1
422	на этом	2	1
423	его можно	1	1
424	заключает в	2	1
425	одно и	1	1
426	то есть	2	1
427	для своей	1	1
428	зрения на	1	1
429	входит в	1	1
430	наконец для	1	1
431	на почве	3	1
432	чаще всего	1	1
433	кажется что	1	1
434	в ином	1	1
435	самые различные	1	1
436	однако при	2	1
437	области не	1	1
438	этого не	1	1
439	с этой	3	1
440	которой он	1	1
441	несмотря на	6	1
442	к а	1	1
443	его теории	1	1
444	их на	1	1
445	и открытий	1	1
446	в этих	3	1
447	нетрудно понять	2	1
448	он должен	2	1
449	с к	1	1
450	непосредственное впечатление	1	1
451	и благодаря	1	1
452	же направлении	1	1
453	его мнению	1	1
454	вот к	1	1
455	что до	1	1
456	признать что	3	1
457	основании этих	1	1
458	является только	1	1
459	в памяти	1	1
460	и той	1	1
461	быть признана	2	1
462	другую столь	1	1
463	единство и	1	1
464	образом и	2	1
465	друг другу	1	1
466	и эти	1	1
467	что этот	1	1
468	освободиться от	2	1
469	причем этот	1	1
470	что эта	4	1
471	без того	4	1
472	с которой	1	1
473	того как	1	1
474	что их	3	1
475	на себе	2	1
476	этими двумя	2	1
477	смертью в	1	1
478	время как	1	1
479	иметь в	1	1
480	та или	1	1
481	может только	1	1
482	не имеет	1	1
483	судя по	1	1
484	не имели	1	1
485	и иметь	1	1
486	или иная	1	1
487	к ней	1	1
488	видим что	1	1
489	сущность его	1	1
490	от него	3	1
491	друг друга	2	1
492	как не	2	1
493	мы бы	1	1
494	следует что	2	1
495	только с	1	1
496	как будто	5	1
497	в основе	2	1
498	общего плана	1	1
499	если только	1	1
500	становится понятным	1	1
501	к таким	2	1
502	уже о	1	1
503	все то	2	1
504	из элементов	7	1
505	отсюда как	1	1
506	раз навсегда	1	1
507	бы он	1	1
508	ничего общего	3	1
509	и это	3	1
510	и поэтому	2	1
511	то непосредственное	1	1
512	непонятными и	1	1
513	связанными с	1	1
514	но по	3	1
515	с ее	2	1
516	и многие	1	1
517	говоря уже	1	1
518	же не	3	1
519	данном случае	3	1
520	в в	4	1
521	то время	2	1
522	вопрос что	1	1
523	в дальнейшем	2	1
524	причем в	1	1
525	и сам	2	1
526	что у	2	1
527	мы только	1	1
528	невозможно и	2	1
529	нельзя не	1	1
530	каждого из	1	1
531	часто в	1	1
532	по сравнению	5	1
533	жизнь и	3	1
534	же духе	1	1
535	строго говоря	1	1
536	от начала	1	1
537	о котором	7	1
538	для этого	7	1
539	с ним	6	1
540	черты которые	1	1
541	на него	2	1
542	и та	1	1
543	более высокой	1	1
544	и что	8	1
545	еще дальше	1	1
546	для нас	3	1
547	связанной с	1	1
548	знает что	1	1
549	подлежит сомнению	3	1
550	к истине	1	1
551	зрелого и	1	1
552	которой мы	2	1
553	или иначе	5	1
554	примеры показывают	1	1
555	на одном	2	1
556	частью в	1	1
557	в ту	2	1
558	к сознанию	1	1
559	если это	2	1
560	для самого	2	1
561	и следует	1	1
562	наконец и	1	1
563	быть и	5	1
564	этом однако	1	1
565	большею частью	5	1
566	каждого человека	2	1
567	в меньшей	1	1
568	однако сами	1	1
569	этих черт	2	1
570	с каждым	1	1
571	как нечто	1	1
572	к их	1	1
573	очень много	3	1
574	самые разнообразные	1	1
575	ему самому	1	1
576	между этими	2	1
577	же и	1	1
578	есть в	2	1
579	собою в	1	1
580	конечно не	3	1
581	только на	1	1
582	в виде	4	1
583	в начале	2	1
584	свидетельствует о	1	1
585	у отдельных	1	1
586	этому вопросу	1	1
587	и других	2	1
588	психологии в	2	1
589	мыслей их	1	1
590	в борьбу	1	1
591	конечно нет	1	1
592	отдельные элементы	2	1
593	к каким	1	1
594	это обстоятельство	2	1
595	который как	1	1
596	и из	2	1
597	ними нет	1	1
598	только лишь	1	1
599	плана от	1	1
600	в состоянии	4	1
601	себя от	1	1
602	отношение к	4	1
603	не случайно	1	1
604	идет в	1	1
605	каждый из	3	1
606	при отсутствии	2	1
607	отношение в	1	1
608	процессов и	1	1
609	и вдруг	1	1
610	заметить что	1	1
611	тем что	1	1
612	путей к	1	1
613	или ином	1	1
614	гораздо сложнее	1	1
615	всеми этими	2	1
616	процесс этого	1	1
617	в более	1	1
618	те черты	2	1
619	к двум	2	1
620	развития в	1	1
621	о своей	1	1
622	свою историю	1	1
623	связаны с	1	1
624	а именно	1	1
625	что тот	1	1
626	в свою	2	1
627	от общей	1	1
628	это необходимо	1	1
629	как же	1	1
630	однако чтобы	1	1
631	себя и	2	1
632	борьба за	2	1
633	этом у	1	1
634	не создает	1	1
635	а наоборот	3	1
636	психологии а	1	1
637	этой главы	1	1
638	и психологии	1	1
639	на эту	1	1
640	самого начала	1	1
641	со своими	2	1
642	или с	1	1
643	мира в	1	1
644	есть одно	1	1
645	долго и	1	1
646	нет ничего	1	1
647	который у	1	1
648	и особенно	2	1
649	ответить на	2	1
650	представить себе	2	1
651	как в	1	1
652	если так	1	1
653	в данном	3	1
654	сравнению с	5	1
655	а если	1	1
656	так или	5	1
657	этот план	1	1
658	к действительности	1	1
659	должно быть	4	1
660	их отношение	1	1
661	чтобы ответить	1	1
662	были у	1	1
663	других видов	1	1
664	сейчас же	3	1
665	что общая	1	1
666	благодаря этому	1	1
667	открытие и	1	1
668	поэтому что	4	1
669	особенностей в	1	1
670	мы видим	1	1
671	к пониманию	1	1
672	которые должны	1	1
673	этому и	1	1
674	а к	2	1
675	ее и	3	1
676	решающую роль	1	1
677	и все	7	1
678	еще более	1	1
679	находится в	1	1
680	потому что	9	1
681	сомнению что	3	1
682	или не	1	1
683	если все	1	1
684	этих элементов	1	1
685	бы с	1	1
686	лишь те	1	1
687	месте в	1	1
688	не говоря	1	1
689	состоит из	4	1
690	том или	1	1
691	от всех	1	1
692	совершенно не	3	1
693	необходимое условие	1	1
694	начале этой	2	1
695	подробности в	1	1
696	которой я	1	1
697	при оценке	1	1
698	это было	1	1
699	и другие	1	1
700	можно назвать	3	1
701	в таком	4	1
