N	2gram	Losev_Dial_3	Sovremen
336	пор в	1	1
337	тот факт	1	1
338	она в	1	1
339	что вся	1	1
340	никакому сомнению	1	1
341	представление о	1	1
342	и значит	3	1
343	от его	2	1
344	в область	1	1
345	в данном	2	1
346	в течение	1	1
347	и той	1	1
348	части или	1	1
349	совершенно достаточно	1	1
350	научной мысли	1	1
351	быть только	2	1
352	силу и	1	1
353	по крайней	5	1
354	пришлось в	1	1
355	на другую	1	1
356	без всяких	1	1
357	и более	1	1
358	мере в	3	1
359	должны признать	1	1
360	если нет	4	1
361	по себе	20	1
362	в своем	3	1
363	только о	3	1
364	как например	2	1
365	и нет	7	1
366	сих пор	1	1
367	при условии	3	1
368	но они	2	1
369	с ним	1	1
370	третий день	2	1
371	что эта	1	1
372	она не	3	1
373	что с	1	1
374	делится на	4	1
375	и тогда	5	1
376	но для	2	1
377	которых он	1	1
378	говорить что	4	1
379	эти процессы	1	1
380	не имеет	11	1
381	объяснение он	1	1
382	полного и	1	1
383	случае он	1	1
384	поэтому совершенно	1	1
385	в процессе	1	1
386	от двух	1	1
387	указать на	1	1
388	но только	4	1
389	и от	3	1
390	он с	1	1
391	только не	10	1
392	все будущее	2	1
393	этого явления	1	1
394	никогда не	7	1
395	или в	2	1
396	это во	1	1
397	человек и	1	1
398	хотя и	5	1
399	только и	2	1
400	жизни не	1	1
401	себя самого	2	1
402	или нет	5	1
403	очень мало	2	1
404	не более	1	1
405	ровно ничего	3	1
406	и его	5	1
407	конечно нельзя	1	1
408	связи с	1	1
409	ничто не	2	1
410	на такой	1	1
411	ни было	1	1
412	же в	2	1
413	но это	5	1
414	на части	1	1
415	ли это	1	1
416	между ними	1	1
417	не знает	3	1
418	природы не	1	1
419	сказать что	4	1
420	определяет собою	1	1
421	ни о	3	1
422	и для	2	1
423	стадии своего	1	1
424	не что	6	1
425	свободы и	1	1
426	в то	5	1
427	есть то	6	1
428	самое что	1	1
429	просто не	1	1
430	но еще	2	1
431	той или	2	1
432	и историей	1	1
433	в своих	2	1
434	но каким	1	1
435	и эта	1	1
436	что необходимо	1	1
437	опыта и	1	1
438	которая не	1	1
439	все что	3	1
440	они не	2	1
