N	2gram	Losev_Dial_1	Vladivir
316	себе в	1	2
317	мы находим	7	2
318	от слабости	1	2
319	но уже	2	2
320	ее на	2	2
321	для того	2	2
322	у которого	1	2
323	и из	3	2
324	как у	2	2
325	здесь в	2	2
326	что не	7	2
327	что для	3	2
328	мы сами	2	2
329	стремится к	2	2
330	с которым	1	2
331	если не	1	2
332	уже давно	1	2
333	в частности	2	2
334	эта идея	1	2
335	к его	1	2
336	и потому	3	2
337	или по	2	2
338	наряду с	1	2
339	в той	1	2
340	это за	2	2
341	мы сказали	1	2
342	у вас	1	2
343	является как	1	2
344	можно было	5	2
345	даже больше	2	2
346	есть просто	3	2
347	и от	2	2
348	вот теперь	1	2
349	собственно говоря	4	2
350	к этой	1	2
351	жизни в	1	2
352	о своем	2	2
353	с ней	2	2
354	в сравнении	1	2
355	есть и	5	2
356	же и	2	2
357	гораздо более	3	2
358	в объективном	1	1
359	как известно	1	1
360	не прямо	1	1
361	и т	21	1
362	например в	1	1
363	и др	1	1
364	мере в	1	1
365	есть сама	2	1
366	от самого	3	1
367	по преимуществу	1	1
368	он всегда	2	1
369	действительности и	3	1
370	по его	1	1
371	сказать с	1	1
372	отметить и	1	1
373	чем он	2	1
374	есть не	3	1
375	характер его	1	1
376	что между	1	1
377	не помешало	1	1
378	этом не	1	1
379	он как	1	1
380	говорить о	5	1
381	его вполне	1	1
382	но она	3	1
383	что иное	1	1
384	оно есть	2	1
385	в полной	2	1
386	представление о	1	1
387	но даже	1	1
388	и ни	6	1
389	с языческим	1	1
390	ним и	1	1
391	думаю что	1	1
392	и самого	1	1
393	верить в	1	1
394	в которых	2	1
395	иное как	1	1
396	этим не	1	1
397	я никогда	2	1
398	в создании	1	1
399	за него	1	1
400	заключается не	1	1
401	самом деле	3	1
402	других источников	1	1
403	все больше	1	1
404	то он	2	1
405	но как	2	1
406	а только	3	1
407	к богу	3	1
408	если в	3	1
409	менее всего	1	1
410	не просто	7	1
411	бы что	1	1
412	нет и	1	1
413	что они	3	1
414	конечно совершенно	1	1
415	меньше всего	3	1
416	чем же	1	1
417	общего с	5	1
418	что именно	2	1
419	только об	1	1
420	не нуждаясь	1	1
421	его сердце	1	1
422	природы и	1	1
423	этой стороны	2	1
424	что нет	1	1
425	когда он	1	1
426	что по	1	1
427	работает в	1	1
428	скажу только	1	1
429	его к	1	1
430	себе не	5	1
431	мало ли	2	1
432	в противоположность	5	1
433	и свою	1	1
434	как результат	2	1
435	и отчасти	1	1
436	о самом	2	1
437	нему с	1	1
438	идея и	7	1
439	к чему	1	1
440	та же	3	1
441	бы и	2	1
442	тут и	2	1
443	было ни	1	1
444	выражение в	1	1
445	тоже не	2	1
446	думать что	3	1
447	часто даже	1	1
448	что ничего	1	1
449	материи ни	1	1
450	тому же	2	1
451	если он	1	1
452	и идея	3	1
453	есть но	1	1
454	что каждая	1	1
455	к выводу	1	1
456	что она	7	1
457	больше всего	1	1
458	главным образом	1	1
459	т д	19	1
460	после этого	1	1
461	пушкина и	1	1
462	и еще	3	1
463	в первую	2	1
464	на том	1	1
465	нее и	1	1
466	свою собственную	1	1
467	и совершенно	2	1
468	к одному	1	1
469	них нет	1	1
470	не к	1	1
471	же самая	1	1
472	ней не	1	1
473	так например	1	1
474	находим у	1	1
475	это конечно	2	1
476	мы его	1	1
477	что все	1	1
478	что мир	2	1
479	свое учение	2	1
480	проводимая в	1	1
481	чего он	1	1
482	и никакого	1	1
483	них не	1	1
484	а по	1	1
485	для своей	1	1
486	а как	1	1
487	первую очередь	1	1
488	и отдельные	1	1
489	он есть	4	1
490	нечто внешнее	1	1
491	надо считать	2	1
492	в природу	1	1
493	конечно вы	1	1
494	прибавить что	1	1
495	в жизни	1	1
496	и находит	1	1
497	для них	1	1
498	из нее	1	1
499	убежден в	1	1
500	все равно	3	1
501	далеко не	1	1
502	для своего	2	1
503	но лишь	4	1
504	мы имеем	2	1
505	всю жизнь	1	1
506	со своими	1	1
507	между собою	2	1
508	и идею	1	1
509	оно имеет	1	1
510	такой же	2	1
511	слишком часто	1	1
512	но я	1	1
513	зрения можно	1	1
514	можно только	2	1
515	не так	1	1
516	я этого	1	1
517	но если	5	1
518	от своего	1	1
519	будет в	2	1
520	а главное	2	1
521	никаких оснований	1	1
522	можно найти	2	1
523	взгляд на	1	1
524	в такой	1	1
525	и без	1	1
526	место в	1	1
527	оказывается что	1	1
528	бы мы	1	1
529	наивно и	1	1
530	мир и	1	1
531	но эта	3	1
532	которые в	1	1
533	же тут	3	1
534	если бы	12	1
535	без всяких	1	1
536	вещей и	2	1
537	для нее	2	1
538	действия не	1	1
539	это является	1	1
540	сам говорит	1	1
541	вообще но	1	1
542	но они	2	1
543	или что	2	1
544	равно не	1	1
545	с теми	1	1
546	самого начала	1	1
547	дело не	2	1
548	что их	2	1
549	пушкина но	1	1
550	что такое	10	1
551	как о	2	1
552	мы все	1	1
553	но только	3	1
554	когда уже	1	1
555	может только	1	1
556	в день	1	1
557	ним не	1	1
558	связанное с	1	1
559	жизни не	1	1
560	этих двух	1	1
561	очень мало	2	1
562	базируется на	1	1
563	и является	2	1
564	во всем	2	1
565	в сознании	3	1
566	здесь же	1	1
567	только с	3	1
568	в каком	8	1
569	у меня	1	1
570	глубочайшим образом	1	1
571	даже о	1	1
572	быть уверенным	1	1
573	сравнении с	1	1
574	почему все	1	1
575	заметил что	1	1
576	должны быть	1	1
577	есть хотя	1	1
578	вы можете	2	1
579	например на	1	1
580	долго не	1	1
581	утверждать что	3	1
582	от которой	2	1
583	ничего общего	4	1
584	ясность и	1	1
585	больше ничего	3	1
586	тогда я	1	1
587	и которая	1	1
588	своего развития	1	1
589	не будет	1	1
590	ровно никаких	2	1
591	религии а	1	1
592	характер и	1	1
593	этого всеобщего	1	1
594	него самого	1	1
595	нет никакой	1	1
596	в государстве	1	1
597	а идея	1	1
598	только то	4	1
599	но мы	1	1
600	с самого	1	1
601	так в	1	1
602	есть все	1	1
603	помочь и	1	1
604	от того	1	1
605	верит в	1	1
606	как с	2	1
607	и перед	1	1
608	его самого	2	1
609	и дальше	1	1
610	на нее	1	1
611	стороны не	3	1
612	времени и	1	1
613	ясно что	8	1
614	жизнь а	1	1
615	здесь как	1	1
616	столько же	1	1
617	не выдержал	1	1
618	еще не	2	1
619	этим в	1	1
620	ничего подобного	1	1
621	могла быть	1	1
622	быть может	4	1
623	для этого	2	1
624	что весьма	1	1
625	выводу что	1	1
626	против этого	1	1
627	из других	1	1
628	неизвестно чего	3	1
629	до последних	1	1
630	до полной	2	1
631	уже было	1	1
632	и должно	1	1
633	на их	1	1
634	тех кто	2	1
635	и та	3	1
636	язык и	1	1
637	то как	3	1
638	все его	1	1
639	вне всякой	1	1
640	до известной	1	1
641	взяться за	2	1
642	добра и	1	1
643	об идее	1	1
644	я вижу	1	1
645	нуждаясь ни	1	1
646	тотчас же	1	1
647	представления о	1	1
648	не знаю	1	1
649	и об	4	1
650	о своих	2	1
651	в него	2	1
652	и самые	1	1
653	таков например	1	1
654	не зная	2	1
655	– то	2	1
656	но тут	1	1
657	значит что	14	1
658	в современной	2	1
659	что здесь	2	1
660	нас интересует	1	1
661	как из	1	1
662	но с	3	1
663	интереса к	1	1
664	наблюдать и	1	1
665	о чистой	2	1
666	ни тем	1	1
667	мне кажется	1	1
668	минуту не	1	1
669	что даже	2	1
670	в какой	1	1
671	но ни	1	1
672	и некритическое	1	1
673	известного рода	1	1
674	пор не	1	1
675	как нечто	1	1
676	два года	1	1
677	это очень	1	1
678	и глупо	1	1
679	поэтому и	2	1
680	не мешает	4	1
681	и тем	1	1
682	со всеми	1	1
683	в качестве	2	1
684	же он	2	1
685	с какой	4	1
686	к идее	1	1
687	можно установить	1	1
688	если мы	2	1
689	только на	3	1
690	и теоретическая	1	1
691	хотя в	1	1
692	же этой	1	1
693	при помощи	1	1
694	и внешнее	3	1
695	в душе	1	1
696	и других	1	1
697	всегда было	2	1
698	уже с	1	1
699	из них	2	1
700	и этот	1	1
701	и объективно	1	1
702	ее другой	1	1
703	и их	2	1
704	никто не	2	1
705	точка зрения	2	1
706	т п	2	1
707	содержание и	1	1
708	с этими	1	1
709	но которая	2	1
710	к ним	2	1
711	заметить что	2	1
712	как раз	4	1
713	этом отношении	2	1
714	от меня	1	1
715	это будет	1	1
716	как можно	2	1
717	быть названа	1	1
718	чему же	1	1
719	его ни	1	1
720	не были	1	1
721	даже не	3	1
722	перешли в	1	1
723	живой и	2	1
724	до сих	2	1
725	что человек	2	1
726	тот кто	2	1
727	говорить и	1	1
728	и быть	2	1
729	в природе	1	1
730	получается что	1	1
731	при чем	2	1
732	больше и	1	1
733	смысла и	1	1
734	нужно сказать	1	1
735	сейчас видим	1	1
736	то и	2	1
737	а на	1	1
738	ничем не	3	1
739	мы и	2	1
740	в чистой	1	1
741	ни о	5	1
742	что мы	1	1
743	вещей а	1	1
744	если это	2	1
745	состояние в	2	1
746	я вовсе	1	1
747	ни на	6	1
748	этого общего	1	1
749	его как	1	1
750	если она	3	1
751	в разной	1	1
752	нужно отнести	1	1
753	поэтому если	1	1
754	к своему	1	1
755	вас в	1	1
756	не могут	1	1
757	она есть	5	1
758	перехода от	1	1
759	есть только	5	1
760	перед нами	1	1
761	найти много	1	1
762	то чем	1	1
763	это есть	9	1
764	содержат в	2	1
765	впрочем это	1	1
766	не что	1	1
767	для понимания	1	1
768	как например	2	1
769	отнеслись к	1	1
770	могли возникнуть	1	1
771	казалось что	1	1
772	сих пор	2	1
773	которые я	1	1
774	имеет значение	1	1
775	но для	1	1
776	тут тоже	1	1
777	этом смысле	3	1
778	и надо	2	1
779	сравнить с	1	1
780	известной степени	1	1
781	то была	2	1
782	в правильности	1	1
783	очень сложным	1	1
784	ему только	1	1
785	нельзя сказать	1	1
786	вполне определенная	1	1
787	мира и	1	1
788	чтобы понять	3	1
789	развития и	1	1
790	который является	1	1
791	не с	5	1
792	от него	4	1
793	у них	3	1
794	было на	1	1
795	что значит	1	1
796	разве только	1	1
797	разной степени	1	1
798	ни к	2	1
799	с ужасом	1	1
800	по самой	1	1
801	второй и	1	1
802	есть уже	1	1
803	отношении к	3	1
804	есть бытие	3	1
805	быть и	4	1
806	всего мира	1	1
807	между ними	1	1
808	только как	2	1
809	была бы	3	1
810	уже потом	1	1
811	это меня	1	1
812	по одному	1	1
813	которая тоже	1	1
814	любви к	1	1
815	какой мере	1	1
816	религии и	3	1
817	мы увидим	2	1
818	на различные	1	1
819	пока не	1	1
820	будучи в	1	1
821	быть у	1	1
822	бы даже	1	1
823	и другие	1	1
824	более о	1	1
825	они не	1	1
