N	2gram	Tiupa_Hudo_1	Problema
358	говоря и	2	1
359	именно к	1	1
360	этом не	1	1
361	со смертью	1	1
362	требует от	1	1
363	общем виде	1	1
364	я не	2	1
365	имеет дело	1	1
366	которое в	1	1
367	своему смыслу	1	1
368	как смысл	1	1
369	на их	1	1
370	бы то	1	1
371	события в	1	1
372	сомневаться не	1	1
373	проникновение в	1	1
374	особенно если	1	1
375	ценность которой	1	1
376	или иное	1	1
377	и эстетического	1	1
378	и я	1	1
379	и поэтому	1	1
380	искусства не	1	1
381	первый взгляд	1	1
382	субъекта и	3	1
383	в акте	3	1
384	данный момент	2	1
385	встрече с	1	1
386	зрения логики	1	1
387	чего нет	1	1
388	говорит что	2	1
389	самом начале	1	1
390	к числу	1	1
391	здесь и	1	1
392	одновременно с	1	1
393	сливается с	1	1
394	именно эта	1	1
395	не знает	3	1
396	бы и	1	1
397	за это	1	1
398	бы не	1	1
399	ее как	1	1
400	еще один	2	1
401	в известном	1	1
402	знаков так	1	1
403	тому же	1	1
404	и те	1	1
405	на смену	1	1
406	если он	1	1
407	но на	1	1
408	всей его	2	1
409	говоря только	1	1
410	мире по	1	1
411	каждая сторона	1	1
412	отношений между	1	1
413	в силу	1	1
414	действительности которая	1	1
415	ни были	1	1
416	чтобы в	1	1
417	можно даже	1	1
418	на этом	1	1
419	его можно	1	1
420	встречаются в	2	1
421	точно и	1	1
422	одно и	3	1
423	равнодушна к	1	1
424	в каждом	1	1
425	то ни	1	1
426	этом втором	1	1
427	если нет	1	1
428	существующая в	1	1
429	тем оно	1	1
430	а по	1	1
431	лишь в	4	1
432	в художественном	4	1
433	заключается в	2	1
434	отчет в	1	1
435	на почве	3	1
436	но их	3	1
437	новой жизни	1	1
438	даже в	3	1
439	мог бы	3	1
440	внутреннее и	1	1
441	нет в	1	1
442	как об	1	1
443	жизни то	2	1
444	этим и	1	1
445	или попросту	1	1
446	сказано у	1	1
447	с лизой	1	1
448	и некоторые	2	1
449	мы строим	1	1
450	и становится	1	1
451	другим и	2	1
452	ее внутренней	1	1
453	или точнее	1	1
454	идея или	1	1
455	в такой	1	1
456	мы конечно	1	1
457	и без	1	1
458	всего только	1	1
459	место в	4	1
460	в известной	1	1
461	до последнего	1	1
462	не путем	1	1
463	я есть	5	1
464	жизни является	1	1
465	ни было	1	1
466	том и	2	1
467	чем собственно	1	1
468	том же	1	1
469	случае мы	1	1
470	и одной	1	1
471	между людьми	1	1
472	речь пойдет	1	1
473	смысл всегда	1	1
474	же самую	1	1
475	дело не	2	1
476	на котором	1	1
477	если в	1	1
478	это всегда	1	1
479	в основе	4	1
480	и внутренней	1	1
481	та или	1	1
482	на язык	1	1
483	одна из	2	1
484	имеем дело	2	1
485	обратим внимание	1	1
486	этих двух	2	1
487	внутренней и	2	1
488	словом или	1	1
489	зрение и	1	1
490	ему не	1	1
491	не мыслится	1	1
492	этот закон	1	1
493	настоящего времени	1	1
494	в момент	2	1
495	начиная с	2	1
496	образом что	1	1
497	сравнении с	1	1
498	окружающей нас	1	1
499	является одним	1	1
500	в стихотворении	3	1
501	того и	1	1
502	всегда так	1	1
503	о каком	1	1
504	самом общем	1	1
505	должен быть	1	1
506	вещами и	1	1
507	у себя	1	1
508	с ее	5	1
509	не субъективно	1	1
510	самим собою	2	1
511	для читателя	2	1
512	мысль о	1	1
513	еще два	1	1
514	или для	1	1
515	то время	1	1
516	всей своей	2	1
517	в пределах	3	1
518	вопрос что	1	1
519	человека с	3	1
520	и сам	1	1
521	в условиях	1	1
522	на нее	1	1
523	не с	2	1
524	здесь как	1	1
525	с самим	2	1
526	нам уже	1	1
527	остановимся на	1	1
528	мира а	1	1
529	и внешней	3	1
530	не случайна	1	1
531	ничто в	1	1
532	если читатель	1	1
533	весьма существенно	2	1
534	сводится к	7	1
535	это происходит	1	1
536	в другом	3	1
537	внимание на	1	1
538	как ее	1	1
539	всех подобных	2	1
540	основе своей	1	1
541	до известной	2	1
542	говорят это	1	1
543	во втором	4	1
544	эти два	1	1
545	чем и	3	1
546	не более	1	1
547	не сводится	5	1
548	в художественной	2	1
549	по содержанию	1	1
550	ни к	2	1
551	по собственному	1	1
552	известном смысле	1	1
553	по своей	7	1
554	не случайно	3	1
555	но с	1	1
556	знаков в	2	1
557	что даже	1	1
558	может оказаться	2	1
559	который в	2	1
560	сложности и	1	1
561	тот или	2	1
562	смыслу и	1	1
563	себя в	7	1
564	от одной	1	1
565	оно стало	1	1
566	момент для	1	1
567	раз в	1	1
568	этом что	1	1
569	смысл однако	1	1
570	чем с	1	1
571	но самое	1	1
572	не дает	1	1
573	в душе	8	1
574	за ним	1	1
575	ту или	1	1
576	к каким	1	1
577	в прошлом	1	1
578	но всегда	1	1
579	ее не	1	1
580	при всей	1	1
581	в систему	1	1
582	не говорит	1	1
583	встречаемся с	1	1
584	имеет значение	1	1
585	для таких	1	1
586	со стороны	2	1
587	в данный	2	1
588	на ее	1	1
589	знаковая природа	1	1
590	такого понимания	1	1
591	было и	2	1
592	времени в	2	1
593	и внешнее	1	1
594	который от	1	1
595	больше и	1	1
596	искусстве не	1	1
597	и жизни	1	1
598	означало бы	1	1
599	со мной	1	1
600	с которым	1	1
601	была бы	3	1
602	своей структуре	1	1
603	что из	1	1
604	и слово	1	1
605	мира в	2	1
606	среди прочих	1	1
607	предстают перед	1	1
608	нет никаких	1	1
609	вступает в	1	1
610	является его	1	1
611	он уже	1	1
612	но кто	1	1
613	в одной	1	1
614	человека к	3	1
615	литературы но	1	1
616	некий общий	1	1
617	из которых	1	1
618	к бытию	2	1
619	к своему	1	1
620	и к	3	1
621	быть это	1	1
622	для искусства	2	1
623	он говорит	1	1
624	покоя как	1	1
625	для возникновения	2	1
626	вокруг себя	1	1
627	для понимания	2	1
628	евгении онегине	1	1
629	многих других	1	1
630	с этой	1	1
631	слова и	2	1
632	художественное произведение	1	1
633	развернута в	1	1
634	является как	1	1
635	если ее	1	1
636	в некий	1	1
637	самое существенное	1	1
638	чтобы этот	1	1
639	случаях он	1	1
640	несет в	2	1
641	и от	1	1
642	о котором	1	1
643	это энергия	1	1
644	от него	1	1
645	на свою	1	1
646	в третьем	1	1
647	у достоевского	1	1
648	не будучи	1	1
649	и существенно	2	1
650	именно знаком	1	1
651	бы они	1	1
652	между внутренней	2	1
653	жизни так	1	1
654	решает не	1	1
655	не объективно	1	1
656	все они	1	1
657	значения для	1	1
658	тот же	1	1
659	он оказывается	1	1
660	в системе	2	1
661	себе никакого	1	1
662	нами не	1	1
663	в романе	3	1
664	из тех	2	1
665	не быть	1	1
666	природой и	1	1
667	имеет место	2	1
668	типа и	1	1
669	одновременно и	1	1
670	в сравнении	1	1
671	ее художник	1	1
672	в такое	1	1
673	просто не	1	1
674	жизни и	1	1
675	в противоположность	3	1
676	которая не	1	1
