N	2gram	Trubetskoy_1	Hudozhes
206	мы читаем	1	2
207	и у	8	2
208	в виде	4	2
209	ни с	1	2
210	себе в	1	2
211	из них	7	2
212	жизни на	1	2
213	сих пор	5	2
214	или иной	2	2
215	именно в	2	2
216	еще и	1	2
217	личной жизни	1	2
218	этих людей	1	2
219	мы знаем	1	2
220	в воздухе	1	2
221	когда же	2	2
222	жизнь в	1	2
223	нет ничего	1	2
224	вместе с	15	2
225	в данном	1	2
226	и от	4	2
227	только для	2	2
228	о его	1	2
229	это был	1	2
230	не является	1	2
231	и для	5	2
232	это уже	1	2
233	потому что	7	2
234	хотя бы	3	2
235	давно уже	1	2
236	точки зрения	13	2
237	сказать что	2	2
238	что даже	1	2
239	с внешней	1	2
240	как на	8	2
241	эта новая	1	1
242	деревни умирали	1	1
243	отношения к	1	1
244	одним из	2	1
245	в сфере	1	1
246	таком случае	1	1
247	и через	1	1
248	становится в	1	1
249	это и	1	1
250	другому человеку	1	1
251	и так	1	1
252	перед возможностью	1	1
253	понимается в	1	1
254	мы имеем	2	1
255	мы не	1	1
256	было известно	1	1
257	нам в	1	1
258	в сущности	1	1
259	время как	1	1
260	в будущем	1	1
261	не совсем	1	1
262	которого в	1	1
263	жизни это	1	1
264	кто же	1	1
265	в каждой	1	1
266	не иметь	1	1
267	будущее он	1	1
268	а другие	1	1
269	двух или	1	1
270	на них	1	1
271	между собой	1	1
272	души есть	1	1
273	бы то	2	1
274	во всех	2	1
275	природы и	1	1
276	именно тем	1	1
277	ее существование	1	1
278	в сторону	1	1
279	к богу	3	1
280	к самобытной	1	1
281	в общем	8	1
282	его внимания	1	1
283	или иное	2	1
284	когда тот	1	1
285	смотрел на	1	1
286	один и	1	1
287	пристрастием к	1	1
288	природы это	1	1
289	в течение	4	1
290	в одной	1	1
291	в той	1	1
292	духовное самоубийство	1	1
293	поскольку они	1	1
294	под этой	1	1
295	как к	1	1
296	более и	1	1
297	и нет	3	1
298	не счел	1	1
299	когда он	3	1
300	но для	1	1
301	его к	1	1
302	себе не	1	1
303	от этого	1	1
304	за собой	3	1
305	в которой	3	1
306	ни один	2	1
307	так или	3	1
308	представляет собой	3	1
309	он в	2	1
310	все эти	6	1
311	и тот	1	1
312	так сказать	1	1
313	момента когда	1	1
314	или нескольких	1	1
315	из этой	2	1
316	именно то	1	1
317	в силу	5	1
318	душу и	1	1
319	в корне	1	1
320	их в	1	1
321	на земле	1	1
322	него в	1	1
323	постольку поскольку	1	1
324	людей и	2	1
325	не должно	1	1
326	но все	7	1
327	не следует	1	1
328	встречаются и	1	1
329	то ни	2	1
330	то есть	4	1
331	в музыке	1	1
332	и других	1	1
333	что один	1	1
334	эти два	1	1
335	даже в	1	1
336	к области	1	1
337	она и	1	1
338	в самую	1	1
339	в слове	1	1
340	не всегда	2	1
341	такою же	1	1
342	духовной жизни	1	1
343	горах и	1	1
344	во время	4	1
345	и при	3	1
346	таким же	1	1
347	взгляд на	2	1
348	и злобы	1	1
349	и смерть	1	1
350	то для	1	1
351	человеком и	1	1
352	и животным	1	1
353	признать что	2	1
354	одном из	1	1
355	своей судьбой	1	1
356	и более	1	1
357	не могли	1	1
358	в конце	6	1
359	том же	1	1
360	в духовной	1	1
361	случае мы	1	1
362	то с	3	1
363	того момента	2	1
364	эта мысль	1	1
365	а иногда	1	1
366	после себя	1	1
367	трудно было	1	1
368	что с	1	1
369	самого начала	2	1
370	ее с	2	1
371	на себе	1	1
372	и остается	1	1
373	конкретные формы	1	1
374	не могло	2	1
375	найти в	1	1
376	в самой	2	1
377	учения о	1	1
378	сама жизнь	1	1
379	к концу	3	1
380	как она	1	1
381	и любовь	1	1
382	в области	9	1
383	однако это	1	1
384	может показаться	1	1
385	в момент	1	1
386	с разными	1	1
387	когда мы	1	1
388	с легкостью	1	1
389	похож на	2	1
390	ли не	1	1
391	отличается от	2	1
392	числе и	4	1
393	его с	1	1
394	от нее	1	1
395	той или	2	1
396	на это	1	1
397	время он	2	1
398	на нечто	1	1
399	но по	3	1
400	не существует	1	1
401	бытия то	1	1
402	то или	2	1
403	нет никакой	1	1
404	смерти в	1	1
405	в себя	1	1
406	с самого	3	1
407	всей своей	1	1
408	к смерти	1	1
409	нельзя сказать	1	1
410	на нее	3	1
411	это состояние	1	1
412	особенно в	2	1
413	когда его	1	1
414	бытие не	1	1
415	и потому-то	4	1
416	что от	1	1
417	с этого	1	1
418	собой и	1	1
419	в настоящее	1	1
420	по себе	1	1
421	в разных	2	1
422	образом в	5	1
423	лишь то	1	1
424	именно потому	1	1
425	как существо	1	1
426	и здесь	2	1
427	простой народ	1	1
428	настоящее время	1	1
429	что перед	1	1
430	эти тенденции	1	1
431	и что	4	1
432	в глаза	1	1
433	после того	1	1
434	не позволяет	1	1
435	душ и	3	1
436	времени в	1	1
437	в значительной	3	1
438	заключается в	1	1
439	все в	1	1
440	и лишь	1	1
441	а у	1	1
442	путь к	3	1
443	или иначе	3	1
444	и всякая	1	1
445	должно было	2	1
446	на одном	1	1
447	несоответствия между	1	1
448	того что	3	1
449	внутренней стороны	1	1
450	быть и	2	1
451	по своей	2	1
452	но с	3	1
453	обе эти	1	1
454	потому-то с	1	1
455	и потому	6	1
456	в уста	1	1
457	со всеми	2	1
458	так что	3	1
459	для всех	2	1
460	по воле	1	1
461	уже в	2	1
462	больше не	2	1
463	вернуться к	1	1
464	свое полное	1	1
465	в нашей	1	1
466	в начале	2	1
467	отцов и	1	1
468	эта особенность	1	1
469	собой на	1	1
470	участие в	1	1
471	к своим	4	1
472	не связанных	1	1
473	который как	1	1
474	рядом деталей	1	1
475	представить себе	1	1
476	могло бы	1	1
477	настолько чтобы	1	1
478	согласно которой	1	1
479	не для	1	1
480	про него	1	1
481	так как	9	1
482	то время	1	1
483	случайное и	1	1
484	и никогда	1	1
485	была еще	1	1
486	этом отношении	2	1
487	это по	1	1
488	случае с	1	1
489	ней и	1	1
490	и даже	3	1
491	что человек	1	1
492	свой внешний	1	1
493	этого человека	1	1
494	по своим	2	1
495	а именно	1	1
496	человеку если	1	1
497	души это	1	1
498	бытия в	1	1
499	наконец в	2	1
500	такое же	1	1
501	по всей	1	1
502	этой роли	1	1
503	и люди	2	1
504	выступает в	2	1
505	настоящего времени	1	1
506	его смерти	2	1
507	не означает	1	1
508	человек есть	1	1
509	а так	3	1
510	там где	1	1
511	в ничто	1	1
512	что скоро	1	1
513	уже давно	2	1
514	все более	1	1
515	нам почти	1	1
516	эти слова	1	1
517	ни на	1	1
518	этого момента	1	1
519	именно между	1	1
520	к жизни	5	1
521	своей души	1	1
522	чем в	1	1
523	даже за	1	1
524	души на	1	1
525	по существу	2	1
526	думать о	1	1
527	лежит в	1	1
528	и смерти	1	1
529	с этой	3	1
530	домашних животных	1	1
531	но это	1	1
532	и таким	3	1
533	к двум	1	1
534	видят в	1	1
535	на человека	1	1
536	к которому	2	1
537	одной человеческой	1	1
538	которых он	1	1
539	о сыне	1	1
540	только тогда	1	1
541	котором он	1	1
542	мира и	1	1
543	она уже	1	1
544	то не	1	1
545	его тело	1	1
546	всего что	1	1
547	души в	1	1
548	из себя	2	1
549	бы в	1	1
550	вспомнить что	1	1
551	оставляя после	1	1
552	но зато	1	1
553	мы ничего	1	1
554	же в	1	1
555	обстоит дело	1	1
556	лишь по	1	1
557	с ней	3	1
558	природы не	1	1
559	только как	1	1
560	другой стороны	1	1
561	совершенно не	1	1
562	но когда	2	1
563	жизни а	1	1
564	точно так	3	1
565	первом случае	1	1
566	из этого	2	1
567	среди прочих	1	1
568	к этой	1	1
569	люди и	1	1
570	в своих	1	1
571	том числе	5	1
572	к этому	3	1
573	можно назвать	2	1
574	в таком	3	1
575	и вновь	1	1
