N	2gram	Berdyaev_M_2	Problema
138	все это	1	3
139	за его	1	3
140	культуры и	1	3
141	и все	5	3
142	не знает	9	3
143	все что	4	3
144	они не	4	3
145	смысле слова	3	2
146	он может	1	2
147	и есть	8	2
148	в котором	1	2
149	проникает в	1	2
150	значение но	1	2
151	его не	2	2
152	их и	1	2
153	есть не	5	2
154	можно и	1	2
155	но она	2	2
156	это отношение	1	2
157	я не	5	2
158	и он	11	2
159	оценок и	1	2
160	со словами	1	2
161	в чем	3	2
162	с его	4	2
163	художник и	1	2
164	не все	1	2
165	ивана карамазова	7	2
166	как к	2	2
167	я должен	1	2
168	к чему	4	2
169	и у	1	2
170	что это	6	2
171	момент его	2	2
172	бы не	2	2
173	и те	2	2
174	на то	1	2
175	а к	1	2
176	не имеют	2	2
177	но нельзя	1	2
178	он должен	1	2
179	на этом	2	2
180	всех своих	1	2
181	человека в	14	2
182	в каждом	3	2
183	лишь в	2	2
184	и других	2	2
185	что совершенно	1	2
186	и более	1	2
187	не могли	1	2
188	она не	8	2
189	и именно	1	2
190	того чтобы	4	2
191	чем не	2	2
192	в самой	1	2
193	и весь	1	2
194	во всем	5	2
195	а лишь	2	2
196	связи с	2	2
197	этом отношении	1	2
198	у нас	11	2
199	представляется нам	1	2
200	к себе	2	2
201	не могут	1	2
202	отличается от	1	2
203	для того	5	2
204	должен быть	4	2
205	что все	5	2
206	самим собою	2	2
207	с самим	3	2
208	и здесь	6	2
209	в другом	1	2
210	и что	2	2
211	в значительной	1	2
212	и во	3	2
213	к личности	1	2
214	нем и	1	2
215	человека как	1	2
216	мир в	1	2
217	и мир	2	2
218	того что	6	2
219	что он	7	2
220	в какой	1	2
221	и ее	1	2
222	на мир	1	2
223	себя в	4	2
224	не дает	1	2
225	что и	4	2
226	и искусства	1	2
227	тем что	3	2
228	есть выражение	2	2
229	лишь для	1	2
230	чем в	2	2
231	или иной	2	2
232	миру и	1	2
233	характерно для	1	2
234	души и	2	2
235	не было	11	2
236	в россии	3	2
237	с предметом	1	2
238	человек в	3	2
239	к своему	2	2
240	в культуре	1	2
241	той или	1	2
242	мы должны	1	2
243	ни к	1	2
244	в этих	2	2
245	в свою	4	2
246	была бы	1	2
247	материал и	1	2
248	в своих	3	2
249	по поводу	1	2
250	и эта	2	2
251	к этому	1	2
252	а между	1	1
253	не иначе	1	1
254	границы его	1	1
255	в сфере	2	1
256	человека и	7	1
257	чувствовать себя	3	1
258	стали бы	3	1
259	своей основной	1	1
260	это и	3	1
261	мере в	1	1
262	с природой	1	1
263	они остались	1	1
264	от своей	2	1
265	к другому	3	1
266	нем нет	2	1
267	все те	1	1
268	от которых	1	1
269	ницше и	1	1
270	и за	2	1
271	этом направлении	1	1
272	из подполья	2	1
273	вопрос о	6	1
274	науки и	2	1
275	смысла в	1	1
276	существенно отличается	1	1
277	который был	2	1
278	что иное	3	1
279	на себя	1	1
280	бы ни	1	1
281	такое же	1	1
282	не чуждо	1	1
283	и самого	3	1
284	иное как	3	1
285	этим не	1	1
286	и связь	1	1
287	по своему	1	1
288	вполне и	1	1
289	а следовательно	1	1
290	то он	2	1
291	значение и	1	1
292	в новом	1	1
293	для всякой	1	1
294	постановка проблемы	1	1
295	себе и	2	1
296	в свои	1	1
297	преступление и	2	1
298	которые не	1	1
299	которые могли	1	1
300	своем творчестве	1	1
301	все остальные	1	1
302	есть что-то	4	1
303	по внешним	1	1
304	же должно	1	1
305	могли бы	1	1
306	целый ряд	1	1
307	вопросом о	1	1
308	в материал	1	1
309	к культуре	1	1
310	есть ли	2	1
311	вот на	1	1
312	то в	2	1
313	лежит на	1	1
314	бы и	5	1
315	ни один	1	1
316	формы в	1	1
317	и многообразный	1	1
318	алеши и	1	1
319	которые в	2	1
320	в этой	7	1
321	вносит в	1	1
322	бы только	1	1
323	но он	11	1
324	только один	1	1
325	о других	1	1
326	как он	3	1
327	если он	2	1
328	и если	2	1
329	в первых	1	1
330	они в	1	1
331	и социальной	1	1
332	есть та	1	1
333	этого вопроса	2	1
334	душу и	3	1
335	и вот	5	1
336	подобно тому	2	1
337	образа и	2	1
338	в нее	1	1
339	что является	1	1
340	они должны	1	1
341	и религиозной	1	1
342	которым все	1	1
343	с прошлым	1	1
344	она становится	1	1
345	для них	1	1
346	нет в	4	1
347	но вся	1	1
348	она и	1	1
349	все равно	3	1
350	этого не	1	1
351	с тем	1	1
352	и уже	1	1
353	она неизбежно	1	1
354	не проникает	1	1
355	потому и	1	1
356	был бы	1	1
357	но я	1	1
358	которую он	1	1
359	можно найти	1	1
360	по сравнению	1	1
361	к одному	1	1
362	и оправдание	1	1
363	себе а	1	1
364	в которых	1	1
365	его отношение	4	1
366	совершенно определенно	1	1
367	по себе	2	1
368	так называемого	1	1
369	тому что	4	1
370	быть лишь	2	1
371	что есть	2	1
372	можно ли	3	1
373	до известной	1	1
374	это чувство	1	1
375	как можно	1	1
376	человека но	1	1
377	иной раз	1	1
378	но для	2	1
379	словами о	1	1
380	как о	1	1
381	уже из	1	1
382	правда в	2	1
383	она никогда	3	1
384	бытия и	1	1
385	нашего духа	1	1
386	не бывший	1	1
387	в самых	1	1
388	та или	1	1
389	разорванности и	1	1
390	следовательно и	1	1
391	и всегда	3	1
392	и без	1	1
393	или иная	1	1
394	к концу	1	1
395	его он	3	1
396	в сознании	1	1
397	до того	1	1
398	исторического процесса	1	1
399	уже и	1	1
400	и социального	2	1
401	личности в	2	1
402	в момент	1	1
403	искусства от	1	1
404	значительной степени	1	1
405	его с	2	1
406	протяжении всего	1	1
407	творчества не	1	1
408	приходит к	2	1
409	к такому	1	1
410	как не	1	1
411	всего этого	1	1
412	если в	1	1
413	как с	1	1
414	что у	4	1
415	на нее	1	1
416	было в	3	1
417	мог бы	1	1
418	не были	1	1
419	начинается в	1	1
420	разрыв с	1	1
421	культура есть	1	1
422	с человеком	1	1
423	средством для	1	1
424	поэтому она	1	1
425	культуре не	1	1
426	направлений и	1	1
427	на что	1	1
428	а также	1	1
429	не выходит	1	1
430	своему значению	1	1
431	на протяжении	1	1
432	во втором	1	1
433	ибо и	1	1
434	и вечная	1	1
435	слова для	1	1
436	последних пределов	1	1
437	и борьбы	1	1
438	она на	1	1
439	быть и	2	1
440	с себя	1	1
441	к которой	3	1
442	этого движения	1	1
443	направлена на	2	1
444	и быть	1	1
445	форме но	1	1
446	есть ни	1	1
447	и теперь	1	1
448	есть в	3	1
449	со своим	2	1
450	есть я	1	1
451	которому он	1	1
452	уже не	4	1
453	есть уже	4	1
454	и чисто	1	1
455	не принимает	1	1
456	его во	1	1
457	его и	1	1
458	свою свободу	5	1
459	для него	18	1
460	творчестве достоевского	3	1
461	чувствует свою	1	1
462	моментов в	1	1
463	не для	3	1
464	есть необходимый	1	1
465	не о	2	1
466	друг друга	12	1
467	мир человека	1	1
468	но что	1	1
469	только с	3	1
470	природой и	3	1
471	на их	1	1
472	мир на	1	1
473	момент в	3	1
474	образ человека	1	1
475	с другим	3	1
476	есть момент	2	1
477	до сих	3	1
478	ли он	1	1
479	нас в	2	1
480	а о	1	1
481	уходит в	2	1
482	мы еще	2	1
483	человек может	1	1
484	только что	1	1
485	связано с	3	1
486	до конца	4	1
487	власти и	1	1
488	человеческой жизни	2	1
489	с которым	3	1
490	все время	2	1
491	о чем	1	1
492	на эту	1	1
493	в боге	4	1
494	решения вопроса	3	1
495	и ему	1	1
496	нигде не	1	1
497	вместе с	2	1
498	так же	6	1
499	происходит в	1	1
500	свои права	1	1
501	но этот	2	1
502	этот смысл	1	1
503	но никогда	1	1
504	видит в	1	1
505	сравнению с	1	1
506	она есть	2	1
507	в той	1	1
508	смысле этого	1	1
509	тому как	2	1
510	вне этой	1	1
511	образ и	5	1
512	в тот	1	1
513	и первое	1	1
514	и менее	1	1
515	человека или	1	1
516	мира так	1	1
517	есть и	3	1
518	этого слова	1	1
519	есть то	1	1
520	сих пор	3	1
521	которое было	2	1
522	эти ценности	1	1
523	и часто	1	1
524	не существует	3	1
525	к тому	5	1
526	это можно	1	1
527	что кроме	1	1
528	мира и	1	1
529	на большую	1	1
530	ее и	2	1
531	границах и	1	1
532	бы в	2	1
533	еще более	2	1
534	теряет свою	3	1
535	ведь есть	1	1
536	переносится в	1	1
537	его уже	1	1
538	могли быть	1	1
539	как человек	1	1
540	отношении к	3	1
541	всеми его	1	1
542	с людьми	1	1
543	жизни в	3	1
544	но эта	2	1
545	в творчестве	3	1
546	но если	1	1
547	отношением к	2	1
548	связей и	1	1
549	жизни а	2	1
550	не что	3	1
551	из этого	1	1
552	в свое	1	1
553	у толстого	1	1
554	в которой	2	1
555	в действительности	2	1
556	жизни и	6	1
557	но эти	1	1
558	к этой	1	1
559	это в	1	1
560	им и	1	1
561	которая не	1	1
