N	2gram	Losev_Vesc_1	EvropaiE
133	что и	3	3
134	и только	3	3
135	всяком случае	2	3
136	не из	2	3
137	в данной	1	3
138	из них	4	3
139	ту или	2	3
140	очевидно что	1	3
141	себе в	3	3
142	последние годы	2	3
143	тем что	2	3
144	этом отношении	1	3
145	и прежде	1	3
146	в свою	4	3
147	говорит о	1	3
148	ни на	3	3
149	в данном	5	3
150	применении к	2	3
151	друг с	1	3
152	не является	1	3
153	и для	9	3
154	и от	3	3
155	в результате	3	3
156	жизни в	1	3
157	это так	3	3
158	ее в	1	3
159	во всяком	3	3
160	данной области	1	2
161	и то	10	2
162	по преимуществу	2	2
163	что эти	1	2
164	ведь и	5	2
165	должна быть	4	2
166	и этот	2	2
167	с в	2	2
168	есть не	14	2
169	что если	1	2
170	именно к	1	2
171	из того	2	2
172	не нужно	2	2
173	между собой	1	2
174	а тем	1	2
175	точка зрения	1	2
176	и чем	3	2
177	в истории	1	2
178	его на	1	2
179	ли к	1	2
180	с этим	3	2
181	хотя и	4	2
182	и как	8	2
183	есть ли	6	2
184	что это	13	2
185	в этой	3	2
186	всего к	1	2
187	и если	2	2
188	как оно	3	2
189	главным образом	1	2
190	но именно	2	2
191	и еще	2	2
192	прочим и	2	2
193	в силу	3	2
194	таким образом	8	2
195	это значит	24	2
196	и с	8	2
197	заключается в	1	2
198	с другими	8	2
199	к природе	1	2
200	сказывается в	1	2
201	далеко не	1	2
202	нас к	1	2
203	в своих	1	2
204	и того	2	2
205	в этих	1	2
206	в котором	3	2
207	и никакое	1	2
208	представление о	1	2
209	не к	1	2
210	или вернее	1	2
211	бы о	1	2
212	и более	1	2
213	только те	1	2
214	она не	4	2
215	тогда когда	5	2
216	по своей	2	2
217	как будто	1	2
218	что на	2	2
219	если этот	1	2
220	могут быть	1	2
221	только одно	2	2
222	утверждать что	1	2
223	как не	1	2
224	свою очередь	4	2
225	данном случае	2	2
226	на основе	1	2
227	культуры и	1	2
228	мог бы	5	2
229	по сравнению	7	2
230	если бы	5	2
231	экономическом отношении	1	2
232	и что	15	2
233	и во	3	2
234	к нему	1	2
235	во втором	2	2
236	в его	2	2
237	во всей	1	2
238	и можно	1	2
239	мы должны	2	2
240	в сферу	1	2
241	но с	2	2
242	его собственная	1	2
243	этот вопрос	1	2
244	есть в	1	2
245	не можем	1	2
246	даже что	1	2
247	если в	1	2
248	при помощи	2	2
249	бы совершенно	1	2
250	в одном	2	2
251	а именно	1	2
252	как же	3	2
253	только к	2	2
254	на этот	1	2
255	а не	19	2
256	нужно иметь	1	2
257	и тут	3	2
258	с а	4	2
259	что все	2	2
260	вместе с	1	2
261	в потенции	2	2
262	относятся к	1	2
263	сравнению с	6	2
264	наряду с	1	2
265	что же	8	2
266	нечто абсолютно	2	2
267	или хотя	1	2
268	в –	1	2
269	с большой	1	2
270	или в	2	2
271	то не	4	2
272	и все	5	2
273	но еще	3	2
274	бы в	5	2
275	еще более	2	2
276	всех прочих	3	2
277	стороны в	1	2
278	и наконец	1	2
279	же в	1	2
280	мы видим	2	2
281	а в	4	2
282	не есть	49	2
283	между ними	3	2
284	другой стороны	2	2
285	жизни и	2	2
286	и эта	3	2
287	так но	1	1
288	существует только	1	1
289	себя как	2	1
290	ту же	2	1
291	также что	1	1
292	и т	19	1
293	связана с	1	1
294	и это	14	1
295	же по	1	1
296	и обращенность	1	1
297	в чисто	1	1
298	на западе	1	1
299	с таким	1	1
300	часть его	1	1
301	или ее	2	1
302	той же	2	1
303	из всего	1	1
304	что между	2	1
305	это что	4	1
306	чтобы не	1	1
307	почти все	2	1
308	сущностью этого	1	1
309	есть нечто	6	1
310	время как	1	1
311	говорить о	6	1
312	только это	3	1
313	достаточно чтобы	1	1
314	мы получаем	1	1
315	с но	2	1
316	которое не	1	1
317	то это	3	1
318	когда мы	6	1
319	чем то	2	1
320	эту сферу	1	1
321	другим в	1	1
322	быть в	1	1
323	с его	1	1
324	возможности и	1	1
325	окружающей ее	1	1
326	то мы	2	1
327	внутри этих	1	1
328	видели что	1	1
329	мы будем	1	1
330	с совершенно	1	1
331	для всякого	2	1
332	тогда как	1	1
333	отличие от	1	1
334	и будет	1	1
335	относится к	5	1
336	все же	4	1
337	однако не	2	1
338	кроме того	4	1
339	могли бы	1	1
340	более или	1	1
341	мы но	1	1
342	та же	1	1
343	как то	1	1
344	это есть	7	1
345	нужно как	1	1
346	поскольку в	1	1
347	бы только	1	1
348	тому же	1	1
349	все ее	1	1
350	при этом	1	1
351	в отдельности?	1	1
352	т д	19	1
353	от которых	1	1
354	не значит	7	1
355	каждой своей	1	1
356	другой в	1	1
357	и когда	4	1
358	в принципе	1	1
359	то как	2	1
360	ли не	1	1
361	на этом	2	1
362	или иных	1	1
363	от нее	2	1
364	а затем	2	1
365	в нем	2	1
366	оно всегда	1	1
367	они должны	1	1
368	значение в	1	1
369	различие между	2	1
370	входя в	1	1
371	которая как	1	1
372	в свой	2	1
373	истории и	2	1
374	в жизни	3	1
375	о характере	1	1
376	о которых	1	1
377	она и	1	1
378	во внимание	1	1
379	иного кроме	1	1
380	есть звук	2	1
381	потому и	1	1
382	и различие	1	1
383	или менее	1	1
384	и поскольку	1	1
385	и культуры	1	1
386	своем она	1	1
387	мы говорили	2	1
388	то его	1	1
389	в отличие	1	1
390	от себя	1	1
391	признать что	1	1
392	и останется	1	1
393	среды и	1	1
394	с такими	1	1
395	для этого	4	1
396	для нее	2	1
397	ли уже	1	1
398	тому что	2	1
399	если и	1	1
400	все эти	3	1
401	не менее	3	1
402	что эта	1	1
403	и другое	4	1
404	с то	1	1
405	одна из	5	1
406	что принцип	1	1
407	где в	1	1
408	значит ли	5	1
409	из их	1	1
410	для всего	1	1
411	это мы	1	1
412	всякой иной	3	1
413	в разных	4	1
414	только и	2	1
415	быть речи	1	1
416	в самой	2	1
417	находятся в	1	1
418	во всем	1	1
419	своего существования	2	1
420	и его	2	1
421	каждой из	2	1
422	же смысл	1	1
423	е не	2	1
424	так то	3	1
425	в основе	3	1
426	у нас	7	1
427	к сфере	1	1
428	и обычаи	1	1
429	относиться к	1	1
430	должны быть	4	1
431	для такого	2	1
432	но необходимо	1	1
433	все еще	3	1
434	но из	1	1
435	всегда в	1	1
436	для себя	5	1
437	оно может	2	1
438	и о	3	1
439	имеет значение	1	1
440	язык и	1	1
441	представим себе	1	1
442	то или	2	1
443	то чтобы	3	1
444	то время	1	1
445	степени и	2	1
446	имеют в	1	1
447	как с	4	1
448	самом понятии	1	1
449	с собой	2	1
450	одного из	1	1
451	по природе	1	1
452	об этом	3	1
453	имеется в	1	1
454	является в	2	1
455	поэтому в	1	1
456	быть может	1	1
457	которая в	1	1
458	с ним	8	1
459	будет уже	1	1
460	связанное с	1	1
461	сводится к	2	1
462	силы и	1	1
463	тех кто	2	1
464	на вопрос	1	1
465	внимание на	1	1
466	ее собственного	1	1
467	это потому	1	1
468	может не	2	1
469	нас в	3	1
470	связанной с	1	1
471	это может	2	1
472	из себя	3	1
473	и всякая	1	1
474	всего этого	1	1
475	но мыслима	1	1
476	и следовательно	7	1
477	если взять	1	1
478	значит что	24	1
479	быть и	1	1
480	но так	1	1
481	один из	3	1
482	ибо в	1	1
483	в двух	1	1
484	тот же	3	1
485	речи о	1	1
486	с ними	3	1
487	будь то	3	1
488	всех этих	1	1
489	ли он	1	1
490	как нечто	2	1
491	что как	1	1
492	конечно имени	1	1
493	никак нельзя	1	1
494	и ее	18	1
495	со своим	7	1
496	конечно не	1	1
497	уже не	9	1
498	уже в	1	1
499	если мы	8	1
500	то и	4	1
501	только тогда	3	1
502	что не	5	1
503	совершенно абстрактной	1	1
504	и творческого	1	1
505	от других	1	1
506	но совершенно	2	1
507	принадлежит не	1	1
508	одно из	1	1
509	для него	4	1
510	и их	7	1
511	представить себе	1	1
512	мы находим	2	1
513	и должна	1	1
514	исторического процесса	1	1
515	не о	1	1
516	бытия и	2	1
517	мира есть	1	1
518	существовать в	1	1
519	от того	3	1
520	в более	1	1
521	интересующей нас	1	1
522	его ни	1	1
523	даже не	7	1
524	или иначе	4	1
525	не обязательно	1	1
526	не входя	1	1
527	оно будет	2	1
528	эти две	4	1
529	и культура	1	1
530	не относится	2	1
531	к которому	1	1
532	культуры нужно	1	1
533	она является	3	1
534	общение с	9	1
535	обратиться к	1	1
536	те кто	1	1
537	не было	1	1
538	зависит от	1	1
539	человеческой жизни	1	1
540	с которым	1	1
541	вопрос можно	1	1
542	свое собственное	1	1
543	совершенно одинаково	1	1
544	него не	1	1
545	мы хотим	1	1
546	что из	2	1
547	что мы	14	1
548	мы знаем	1	1
549	если не	3	1
550	сказать даже	3	1
551	входить в	1	1
552	то можно	1	1
553	есть собственно	1	1
554	их к	1	1
555	е прежде	1	1
556	для всех	1	1
557	а если	1	1
558	она есть	8	1
559	есть только	7	1
560	только ее	1	1
561	также к	1	1
562	это различие	2	1
563	реальность и	1	1
564	отношении с	1	1
565	том смысле	1	1
566	действительности как	2	1
567	должно быть	6	1
568	с ее	6	1
569	для тех	3	1
570	слова и	5	1
571	в аспекте	1	1
572	и новой	2	1
573	чем та	1	1
574	и где	1	1
575	ближе к	1	1
576	себя с	5	1
577	тех или	5	1
578	с полной	4	1
579	вопрос в	1	1
580	одного и	1	1
581	указать на	1	1
582	не отрицает	1	1
583	она может	4	1
584	это можно	2	1
585	что оно	8	1
586	о котором	1	1
587	но когда	1	1
588	в третьем	1	1
589	как сказал	1	1
590	может в	2	1
591	всем другим	1	1
592	ли эти	1	1
593	но это	10	1
594	обращаться с	1	1
595	всей силой	1	1
596	бы на	1	1
597	и другие	1	1
598	с ней	2	1
599	не быть	3	1
600	существует в	1	1
601	но этот	1	1
602	оно не	3	1
603	от природы	1	1
604	как некая	1	1
605	сам в	1	1
606	в свое	2	1
607	есть то	9	1
608	только одна	1	1
609	своей части	1	1
610	это в	1	1
611	ничего иного	2	1
612	можно назвать	1	1
613	и законченной	1	1
614	все что	1	1
615	гораздо более	1	1
616	смысле что	1	1
