N	2gram	Trubetskoy_1	Problemy
561	человека а	1	1
562	быть глубоко	1	1
563	возможно большее	1	1
564	к его	1	1
565	если мы	1	1
566	что не	1	1
567	только к	3	1
568	что для	3	1
569	это стремление	1	1
570	а на	1	1
571	ничем не	1	1
572	хоть сколько-нибудь	1	1
573	зависит от	2	1
574	черты в	1	1
575	действительно является	1	1
576	но из	1	1
577	не допускает	1	1
578	в одно	1	1
579	если не	2	1
580	как элемент	1	1
581	в руках	1	1
582	где есть	1	1
583	в частности	2	1
584	ни на	1	1
585	целиком в	1	1
586	бы это	1	1
587	в чужих	1	1
588	что бы	3	1
589	уже указали	2	1
590	к индивидуальному	1	1
591	наконец и	1	1
592	бы его	2	1
593	из отдельных	1	1
594	в состоянии	1	1
595	ложь и	1	1
596	этого слова	1	1
597	этом случае	3	1
598	при условии	3	1
599	она отвечает	1	1
600	ничего кроме	1	1
601	тех или	1	1
602	любовь к	2	1
603	известной степени	1	1
604	и ярко	1	1
605	собой это	3	1
606	в другое	4	1
607	единство все	1	1
608	ее и	1	1
609	и все	1	1
610	и однако	2	1
611	ибо нет	1	1
612	случае и	1	1
613	переносится в	1	1
614	все они	3	1
615	ее в	2	1
616	все элементы	1	1
617	ибо они	1	1
618	к самому	1	1
619	психики и	1	1
620	может и	1	1
621	а о	1	1
622	в свою	1	1
623	в какие	1	1
624	но если	3	1
625	с ней	1	1
626	возможно лишь	4	1
627	это в	2	1
628	совершенно не	2	1
629	же мы	1	1
630	или иного	2	1
631	на ней	1	1
632	себе но	1	1
633	понял что	1	1
634	к этой	4	1
635	случае если	3	1
636	к этому	1	1
637	в таком	2	1
638	точно так	2	1
639	такой же	1	1
640	только она	1	1
