N	2gram	Ircho_Kome_3	Literetu
133	в другом	2	2
134	так называемого	1	2
135	бы на	1	2
136	того же	6	2
137	для своего	1	2
138	на это	3	2
139	себе в	3	2
140	отношению к	3	2
141	не к	1	2
142	нет я	1	2
143	это как	1	2
144	для них	1	2
145	но при	2	2
146	человека и	2	2
147	не говоря	1	2
148	обращаясь к	1	2
149	писал в	1	2
150	в сознании	1	2
151	говоря уже	1	2
152	в нем	3	2
153	хотя бы	4	2
154	дело не	2	2
155	что я	1	2
156	нашего времени	1	2
157	отношения между	1	2
158	и только	1	2
159	общей для	1	2
160	этого не	1	2
161	не любил	1	2
162	превращается в	1	2
163	а для	1	2
164	вплоть до	2	2
165	по этому	1	2
166	в себя	1	2
167	в нашей	1	2
168	для понимания	2	2
169	между тем	2	2
170	для всей	1	2
171	что для	2	2
172	за пределы	2	2
173	а как	2	2
174	как все	1	2
175	из этих	1	2
176	в мире	2	2
177	относится к	1	2
178	как он	3	2
179	что не	3	2
180	к тому	6	2
181	общего с	1	2
182	поскольку он	1	2
183	отнюдь не	4	2
184	нового времени	2	2
185	не на	1	2
186	в сущности	2	2
187	не является	4	2
188	х годов	2	2
189	мы в	1	2
190	только на	1	2
191	тому же	6	2
192	всяком случае	3	2
193	тем что	5	2
194	так называемых	1	2
195	в слове	1	2
196	тем не	3	2
197	не могло	1	2
198	то это	5	2
199	от своего	1	2
200	одной стороны	3	2
201	на этом	1	2
202	всем и	1	2
203	из его	2	2
204	своей собственной	1	2
205	могут быть	1	2
206	с одной	3	2
207	можно было	2	2
208	не сам	1	2
209	чтобы не	1	2
210	этом отношении	2	2
211	и само	1	2
212	со временем	3	2
213	роль в	2	2
214	своего времени	1	2
215	нет ничего	2	2
216	с точки	3	2
217	не случайно	1	2
218	должен быть	2	2
219	эта мысль	1	2
220	однако в	4	2
221	подобно тому	1	2
222	о том	8	2
223	могло быть	2	2
224	самом деле	6	2
225	тем более	4	2
226	из наиболее	1	2
227	на себя	4	2
228	было бы	3	2
229	обращается к	3	2
230	тому как	1	2
231	из того	3	2
232	по поводу	1	2
233	чуть ли	1	2
234	в текст	1	2
235	во втором	1	2
236	представлял собой	1	1
237	другого героя	1	1
238	прямо противоположное	1	1
239	говорят о	1	1
240	в которой	3	1
241	не позволяет	3	1
242	внутреннего мира	1	1
243	уже о	1	1
244	со своим	1	1
245	себя и	2	1
246	это может	1	1
247	а вот	1	1
248	и здесь	4	1
249	не знает	3	1
250	для новой	2	1
251	с более	1	1
252	отношении к	1	1
253	места в	1	1
254	другого среди	1	1
255	для нас	1	1
256	как теперь	1	1
257	я говорю	2	1
258	люблю но	1	1
259	его на	2	1
260	отношению ко	2	1
261	ко мне	1	1
262	можно сказать	1	1
263	или в	1	1
264	бы то	2	1
265	с новой	1	1
266	было и	1	1
267	в состоянии	1	1
268	этого персонажа	1	1
269	на человека	1	1
270	до тех	3	1
271	руки а	1	1
272	сам себе	1	1
273	о его	2	1
274	в них	3	1
275	может служить	1	1
276	он искал	1	1
277	себя от	2	1
278	перед лицом	2	1
279	уже говорилось	1	1
280	это время	1	1
281	с тобой	1	1
282	перед ним	3	1
283	крайней мере	1	1
284	как с	1	1
285	с р	1	1
286	себя самого	1	1
287	выходит за	1	1
288	а то	1	1
289	все тот	1	1
290	себя с	1	1
291	человека а	1	1
292	же интерес	1	1
293	вовсе не	4	1
294	от античности	1	1
295	и все	2	1
296	отказаться от	2	1
297	на то	3	1
298	вслед за	1	1
299	к концу	2	1
300	в ответ	1	1
301	говорил что	1	1
302	общим местом	1	1
303	с ней	1	1
304	если говорить	1	1
305	к нему	5	1
306	остались в	1	1
307	быть не	1	1
308	автора это	1	1
309	сих пор	9	1
310	строго говоря	1	1
311	из двух	1	1
312	в большинстве	1	1
313	в каждом	1	1
314	в какой	3	1
315	право на	1	1
316	скорее всего	4	1
317	с сыном	1	1
318	и во	2	1
319	эту мысль	1	1
320	как уже	1	1
321	не будучи	1	1
322	мы не	2	1
323	не так	3	1
324	жизни это	1	1
325	этом не	1	1
326	найти мне	1	1
327	до сих	9	1
328	в некоторых	1	1
329	в понимании	1	1
330	затем в	1	1
331	на котором	1	1
332	во всех	2	1
333	а на	2	1
334	почти целиком	1	1
335	в этих	1	1
336	на мой	1	1
337	что к	4	1
338	более ранние	1	1
339	среди которых	3	1
340	живет на	1	1
341	что лирическое	1	1
342	и он	2	1
343	в ситуации	1	1
344	в одном	2	1
345	и с	4	1
346	бы между	1	1
347	то в	1	1
348	в нашем	1	1
349	если не	3	1
350	со всеми	1	1
351	эти слова	1	1
352	ответ на	1	1
353	собой в	1	1
354	однако нет	1	1
355	он сам	1	1
356	из первых	1	1
357	но все	4	1
358	чтобы в	2	1
359	в кругу	1	1
360	высказывание из	1	1
361	жизни в	1	1
362	пока не	1	1
363	одной из	3	1
364	путь к	1	1
365	на глазах	1	1
366	с той	1	1
367	все то	1	1
368	был уверен	1	1
369	в ее	3	1
370	к жизни	1	1
371	меня и	1	1
372	призыв к	1	1
373	отношение к	5	1
374	с другом	1	1
375	совершенно не	2	1
376	между ними	2	1
377	раз с	1	1
378	в начале	3	1
379	я во	1	1
380	как сам	1	1
381	на три	1	1
382	образов в	1	1
383	а затем	2	1
384	постольку поскольку	1	1
385	текста и	1	1
386	могли бы	1	1
387	того он	1	1
388	тот же	2	1
389	а по	5	1
390	к своему	2	1
391	только что	7	1
392	тем как	1	1
393	с известными	1	1
394	этом и	1	1
395	аналогий с	1	1
396	говорить о	3	1
397	на вопрос	2	1
398	одновременно с	1	1
399	соответствии с	1	1
400	вместе с	9	1
401	которой не	1	1
402	не имеет	3	1
403	и ему	1	1
404	в пользу	1	1
405	они не	1	1
406	чаще всего	1	1
407	а напротив	1	1
408	уверен что	1	1
409	мог бы	1	1
410	кого из	1	1
411	того кто	2	1
412	как мы	2	1
413	из этого	2	1
414	что при	1	1
415	в свою	7	1
416	только как	2	1
417	но как	1	1
418	в статье	1	1
419	его тем	1	1
420	сам не	1	1
421	в современном	1	1
422	к новым	1	1
423	после чего	2	1
424	и мы	3	1
425	то ни	3	1
426	и у	1	1
427	в отношении	4	1
428	в чем	1	1
429	к достижению	1	1
430	в детстве	1	1
431	говорил он	1	1
432	свою очередь	6	1
433	годов в	1	1
434	и от	1	1
435	можно назвать	1	1
436	к этой	2	1
437	и о	2	1
438	зависимости от	1	1
439	партнера по	1	1
440	о любви	2	1
441	в одной	1	1
442	сказать что	1	1
443	весь в	1	1
444	из классических	1	1
445	что они	2	1
446	этой связи	2	1
447	литературы на	1	1
448	о них	1	1
449	очевидно что	1	1
450	а с	1	1
451	он был	4	1
452	с жизнью	1	1
453	по собственному	3	1
454	едва ли	7	1
455	впрочем и	1	1
456	перед собой	1	1
457	не о	3	1
458	но наиболее	1	1
459	это было	1	1
460	в эпоху	2	1
461	мы имеем	1	1
462	человек в	1	1
463	сам же	1	1
464	и тому	1	1
465	стороны он	1	1
466	здесь между	1	1
467	случае в	1	1
468	не был	1	1
469	о полном	1	1
470	стихи о	1	1
471	в которых	5	1
472	не всегда	1	1
473	свое место	1	1
474	на первый	1	1
475	другой стороны	2	1
476	в котором	2	1
477	по крайней	1	1
478	ни было	2	1
479	а к	1	1
480	к другому	1	1
481	и ты	2	1
482	не мешает	2	1
483	что тебе	1	1
484	значение в	1	1
485	в соответствии	1	1
486	мой взгляд	1	1
487	чем за	1	1
488	его жизни	1	1
489	в сторону	1	1
490	от ее	1	1
491	что и	8	1
492	не от	1	1
493	такой же	1	1
494	целого ряда	1	1
495	и на	2	1
496	которых в	1	1
497	в зависимости	1	1
498	пути к	1	1
499	с тем	4	1
500	относится как	1	1
501	казалось что	1	1
502	мы можем	3	1
503	сам текст	1	1
504	и если	2	1
505	и что	6	1
506	она не	2	1
507	до конца	4	1
508	он не	5	1
509	как к	1	1
510	за столетие	1	1
511	образом если	1	1
512	это делает	1	1
513	ничего общего	1	1
514	хоть и	2	1
515	предполагать что	1	1
516	в действительности	1	1
517	в это	1	1
518	ничего о	1	1
519	куда-нибудь в	1	1
520	вопрос о	1	1
521	под названием	1	1
522	же пути	1	1
523	одном из	1	1
524	достаточно вспомнить	2	1
525	от них	1	1
526	апеллирует к	1	1
527	но нередко	1	1
528	на него	4	1
529	самого начала	4	1
530	к которой	1	1
531	с самого	4	1
532	представляют собой	2	1
533	за ним	2	1
534	на одном	1	1
535	чем он	1	1
536	только для	2	1
537	том числе	1	1
538	все что	3	1
539	по существу	2	1
540	была бы	1	1
541	не нуждается	1	1
542	в следующем	1	1
543	к мысли	1	1
544	последнего времени	1	1
545	ему в	1	1
546	целый ряд	2	1
547	преступления и	1	1
548	который в	3	1
549	в финале	1	1
550	к этому	6	1
551	ему до	2	1
552	и полноправного	1	1
553	он уже	1	1
554	которая никогда	1	1
555	в глазах	8	1
556	по тому	2	1
557	быть назван	1	1
558	и особенно	2	1
559	никак не	1	1
560	идет о	3	1
561	у них	1	1
562	тут же	4	1
563	в г	2	1
564	он говорит	2	1
565	а сам	2	1
566	так я	2	1
567	перед нами	1	1
568	из которых	2	1
569	на свете	1	1
570	другому а	1	1
571	если мы	2	1
572	так как	11	1
573	только после	1	1
574	бог и	1	1
575	человека в	2	1
576	если бы	8	1
577	в лучшем	1	1
578	и как	1	1
579	во время	6	1
580	глаза на	1	1
581	тех пор	3	1
582	к одному	1	1
583	в первой	1	1
584	от которого	1	1
585	что подобное	1	1
586	в мир	1	1
587	и по	1	1
588	этому поводу	1	1
589	мы знаем	2	1
590	всего это	1	1
591	и других	1	1
592	на основании	2	1
593	однако и	1	1
