N	2gram	Bakhtin_Fr_8	SlovoVZh
313	эпохи но	1	1
314	поскольку мы	1	1
315	сливаются в	3	1
316	не можем	1	1
317	так можно	1	1
318	во многих	1	1
319	в большинстве	7	1
320	значение и	2	1
321	и грамматических	1	1
322	в виде	2	1
323	не исчерпывает	1	1
324	что она	2	1
325	не из	1	1
326	богатым и	1	1
327	почти полностью	1	1
328	в поэтике	1	1
329	или даже	1	1
330	и обратно	1	1
331	они пытаются	1	1
332	его и	1	1
333	одно из	1	1
334	и их	8	1
335	не как	2	1
336	пор мы	1	1
337	человеческого тела	1	1
338	в одном	2	1
339	и вот	1	1
340	в пространстве	1	1
341	вовсе не	6	1
342	как его	1	1
343	у него	7	1
344	из нее	2	1
345	какой бы	1	1
346	подобно тому	1	1
347	и веселых	1	1
348	она имеет	1	1
349	природой и	1	1
350	не бывает	1	1
351	характерны для	1	1
352	деле и	1	1
353	самом же	1	1
354	том же	1	1
355	здесь мы	3	1
356	и только	1	1
357	что все	4	1
358	образом к	1	1
359	же деле	1	1
360	в другом	3	1
361	связанных с	1	1
362	оценок это	1	1
363	выходит за	1	1
364	этих форм	2	1
365	и т.п	11	1
366	зрения на	2	1
367	и из	1	1
368	на протяжении	1	1
369	со своею	1	1
370	и которые	4	1
371	говорить и	1	1
372	и иных	1	1
373	но самый	1	1
374	было бы	2	1
375	к которому	3	1
376	этом смысле	1	1
377	и прежде	1	1
378	имеет и	1	1
379	и тем	1	1
380	отражение в	2	1
381	кажется что	1	1
382	что для	3	1
383	говорит о	2	1
384	само собою	1	1
385	предметами и	1	1
386	не было	5	1
387	рядом с	3	1
388	а с	1	1
389	события и	2	1
390	не знает	1	1
391	далеко не	2	1
392	и самый	3	1
393	не на	3	1
394	в ее	6	1
395	в слове	2	1
396	не всегда	1	1
397	которой он	1	1
398	несмотря на	2	1
399	если этот	1	1
400	так называемый	1	1
401	по другому	1	1
402	на эту	3	1
403	такою же	1	1
404	же не	1	1
405	и некоторые	2	1
406	обратимся к	1	1
407	и тогда	1	1
408	близка к	1	1
409	себя на	2	1
410	мы видели	5	1
411	или менее	2	1
412	все элементы	1	1
413	все более	1	1
414	но если	1	1
415	в частности	7	1
416	то он	1	1
417	два человека	1	1
418	именно и	1	1
419	другая сторона	1	1
420	то есть	24	1
421	подхода к	1	1
422	что всякий	1	1
423	политической жизни	1	1
424	к одному	1	1
425	не могут	1	1
426	если оно	1	1
427	интересное явление	1	1
428	нельзя было	1	1
429	ни была	1	1
430	этих моментов	1	1
431	которые в	1	1
432	с такою	2	1
433	для их	1	1
434	уже сказали	1	1
435	высшую степень	1	1
436	и почти	3	1
437	мы еще	1	1
438	можно наблюдать	1	1
439	же мы	1	1
440	его творчество	3	1
441	и вся	1	1
442	степень его	1	1
443	между людьми	2	1
444	большинстве своем	1	1
445	она могла	1	1
446	самого начала	1	1
447	подчеркнем еще	2	1
448	к вопросу	1	1
449	в науке	1	1
450	здесь на	1	1
451	она должна	1	1
452	слово здесь	1	1
453	весь этот	2	1
454	в основе	4	1
455	время как	1	1
456	к пониманию	1	1
457	опираться на	1	1
458	того чтобы	4	1
459	и вещами	1	1
460	лицо и	1	1
461	всей его	1	1
462	к кому	1	1
463	в результате	5	1
464	автора к	1	1
465	только и	1	1
466	в качестве	4	1
467	или иным	1	1
468	современную ему	1	1
469	к одной	1	1
470	слова как	1	1
471	его структуру	1	1
472	же время	10	1
473	от него	1	1
474	и внешней	1	1
475	еще более	1	1
476	тем более	1	1
477	по своей	4	1
478	них и	2	1
479	связи с	6	1
480	участие в	1	1
481	разумеется эта	1	1
482	обстоит дело	1	1
483	это уже	1	1
484	важное значение	1	1
485	как будто	1	1
486	этом отношении	1	1
487	в области	5	1
488	ситуации и	1	1
489	в неразрывное	1	1
490	приближается к	1	1
491	может и	1	1
492	в стиле	1	1
493	языка в	2	1
494	только как	1	1
495	именно такой	1	1
496	и оно	1	1
497	и сейчас	1	1
498	равно как	1	1
499	возникает из	1	1
500	является и	2	1
501	этот третий	1	1
502	культуры в	2	1
503	значение их	1	1
504	вошли в	1	1
505	ее нет	1	1
506	время не	1	1
507	включает в	1	1
508	частности в	1	1
509	что оно	1	1
510	ближайшего жизненного	1	1
511	к другим	1	1
512	его значение	1	1
513	и эта	2	1
514	каждое слово	1	1
515	яркое выражение	1	1
516	они не	5	1
517	существенный момент	1	1
518	к тому	1	1
