N	2gram	Bakhtin_Fr_2	Sovremen
194	к концу	1	1
195	и дадим	1	1
196	в ту	2	1
197	чем же	1	1
198	внешние аналогии	1	1
199	независимо от	1	1
200	стороны и	1	1
201	к которому	1	1
202	к нему	3	1
203	более и	1	1
204	один из	7	1
205	вся остальная	1	1
206	сомнению что	2	1
207	одной из	2	1
208	природой и	2	1
209	это просто	1	1
210	только в	13	1
211	именно эта	1	1
212	целого и	2	1
213	правда и	1	1
214	та же	2	1
215	до наших	2	1
216	явлений не	1	1
217	нами в	1	1
218	всего необходимо	1	1
219	и тот	1	1
220	конечно не	1	1
221	и у	1	1
222	мира но	1	1
223	и те	1	1
224	в большинстве	1	1
225	только на	1	1
226	ни одного	1	1
227	такие определения	1	1
228	должны еще	2	1
229	вследствие этого	2	1
230	в начале	5	1
231	этот процесс	4	1
232	и чисто	4	1
233	всеми ее	1	1
234	а это	1	1
235	в данной	1	1
236	он не	1	1
237	отдельных элементов	1	1
238	и еще	2	1
239	искать в	1	1
240	себе в	2	1
241	и их	1	1
242	эти три	1	1
243	центр тяжести	1	1
244	пока не	1	1
245	в корне	1	1
246	по существу	2	1
247	вовсе не	10	1
248	для них	2	1
249	одной и	1	1
250	легла в	1	1
251	в основу	1	1
252	в очень	1	1
253	это значит	1	1
254	а затем	3	1
255	из приведенных	1	1
256	в совершенно	1	1
257	в другом	2	1
258	одной стороны	3	1
259	и речи	1	1
260	объяснить что	2	1
261	чем в	1	1
262	подлежит никакому	1	1
263	и т.п	11	1
264	до сих	4	1
265	с другой	4	1
266	нельзя сказать	2	1
267	именно в	6	1
268	здесь в	6	1
269	по своим	1	1
270	и прежде	2	1
271	что один	1	1
272	должен был	2	1
273	это своеобразное	1	1
274	на которые	1	1
275	цель и	1	1
276	в новое	2	1
277	ни в	3	1
278	роли и	1	1
279	нужно сказать	3	1
280	не было	4	1
281	рядом с	6	1
282	она и	1	1
283	декарта и	1	1
284	для своего	1	1
285	и вся	1	1
286	одна и	1	1
287	всегда и	1	1
288	несмотря на	3	1
289	на эту	2	1
290	элемента в	1	1
291	и следовательно	2	1
292	их на	1	1
293	находиться в	1	1
294	в связи	2	1
295	и становится	2	1
296	том что	4	1
297	в эту	5	1
298	его между	1	1
299	все более	1	1
300	этом случае	1	1
301	но если	1	1
302	таким же	1	1
303	образом он	1	1
304	так же	2	1
305	и особенно	3	1
306	в такой	1	1
307	уже к	2	1
308	почти не	1	1
309	что вся	1	1
310	никакому сомнению	1	1
311	в первый	1	1
312	представление о	1	1
313	xix века	2	1
314	последнее в	1	1
315	развиться в	1	1
316	природы но	1	1
317	в течение	3	1
318	и той	1	1
319	быть только	1	1
320	силу и	1	1
321	и более	4	1
322	так называемое	1	1
323	там где	4	1
324	человек с	1	1
325	жизни в	3	1
326	его здесь	1	1
327	в своем	5	1
328	является исключением	1	1
329	можем сказать	1	1
330	еще раз	2	1
331	как например	1	1
332	благодаря этому	4	1
333	сих пор	4	1
334	но они	3	1
335	с ним	4	1
336	xviii века	6	1
337	что эта	1	1
338	все три	1	1
339	она не	1	1
340	свое время	3	1
341	совершенно недопустимо	1	1
342	например у	3	1
343	дело в	1	1
344	это уже	1	1
345	не является	1	1
346	перевести его	1	1
347	с и	1	1
348	раз подчеркнуть	1	1
349	и от	1	1
350	только таким	1	1
351	он с	1	1
352	только не	1	1
353	никогда не	5	1
354	это совершенно	1	1
355	это как	1	1
356	на язык	1	1
357	эта сторона	1	1
358	хотя и	2	1
359	она уже	1	1
360	не более	1	1
361	ровно ничего	1	1
362	все они	1	1
363	и его	17	1
364	века с	2	1
365	с новой	1	1
366	связи с	2	1
367	ничто не	1	1
368	же в	3	1
369	так называемый	1	1
370	наших дней	2	1
371	но это	2	1
372	метод в	2	1
373	а о	1	1
374	и несколько	1	1
375	очень распространенной	1	1
376	сказать что	6	1
377	функций и	1	1
378	и для	1	1
379	равно как	1	1
380	стадии своего	1	1
381	в духе	4	1
382	развития и	1	1
383	свободы и	1	1
384	в то	6	1
385	в свое	4	1
386	есть то	1	1
387	отметить что	1	1
388	в какой	1	1
389	в своих	4	1
390	и эта	2	1
391	на это	1	1
392	все что	2	1
