N	2gram	Potebnia_M_3	VeschiIm
186	собственно говоря	2	4
187	от того	8	4
188	от ее	1	4
189	между ними	1	4
190	оно не	4	4
191	есть то	2	4
192	сам по	5	3
193	самом деле	2	3
194	отношения к	1	3
195	с в	2	3
196	если я	1	3
197	вопрос о	1	3
198	только это	1	3
199	из того	2	3
200	собою и	1	3
201	не то	3	3
202	явлений и	2	3
203	более или	3	3
204	себе не	4	3
205	как оно	1	3
206	в нем	9	3
207	перестает быть	4	3
208	в понятии	2	3
209	подобно тому	2	3
210	могла бы	2	3
211	было в	1	3
212	в жизни	1	3
213	есть имя	1	3
214	несмотря на	2	3
215	и тогда	3	3
216	нисколько не	1	3
217	или менее	3	3
218	можно только	2	3
219	в своей	2	3
220	все это	4	3
221	есть именно	1	3
222	есть еще	3	3
223	их в	2	3
224	между прочим	1	3
225	и другое	1	3
226	как о	2	3
227	тогда когда	9	3
228	и притом	2	3
229	ее с	1	3
230	само по	3	3
231	того чтобы	3	3
232	к ней	5	3
233	ему не	2	3
234	ни о	3	3
235	к тому	7	3
236	на это	4	3
237	и самое	2	3
238	без всякого	1	3
239	в собственном	2	3
240	понимание и	1	3
241	так и	11	3
242	нужно было	1	3
243	вещь как	1	3
244	и вообще	3	3
245	можно сказать	3	3
246	есть тоже	1	3
247	если это	1	3
248	один из	4	3
249	мы видим	2	3
250	тот же	1	3
251	что он	6	3
252	но как	2	3
253	не мешает	1	3
254	без этого	1	3
255	только на	3	3
256	и чисто	1	3
257	а это	1	3
258	отличны от	1	3
259	сама по	2	3
260	в одном	2	3
261	отношение к	2	3
262	или есть	2	3
263	ее со	1	3
264	а с	2	3
265	вместе с	12	3
266	что именно	4	3
267	тому как	5	3
268	есть как	1	3
269	да и	1	3
270	же понятие	1	3
271	это может	1	3
272	сущность вещи	1	3
273	бы в	2	3
274	тем более	4	3
275	я в	1	3
276	с самим	1	3
277	от этого	2	2
278	в сфере	1	2
279	тем же	4	2
280	в первом	3	2
281	из его	1	2
282	мы уже	2	2
283	той же	2	2
284	к чему	1	2
285	как мы	7	2
286	человека и	5	2
287	но она	1	2
288	с но	3	2
289	бы ни	3	2
290	явление не	1	2
291	себе что	2	2
292	мы ее	2	2
293	мысли и	2	2
294	именно тем	1	2
295	а только	3	2
296	не все	4	2
297	тогда как	2	2
298	себе и	1	2
299	тут же	2	2
300	с сущностью	1	2
301	и таким	1	2
302	как в	10	2
303	что ее	1	2
304	когда он	1	2
305	на нас	2	2
306	что на	1	2
307	то в	1	2
308	образом и	3	2
309	так или	2	2
310	а ни	1	2
311	только один	2	2
312	и если	2	2
313	он не	4	2
314	для того	4	2
315	в силу	3	2
316	и вот	1	2
317	или другое	2	2
318	существует и	1	2
319	но все	2	2
320	и может	3	2
321	об этом	2	2
322	на все	2	2
323	то есть	34	2
324	себя не	1	2
325	к природе	1	2
326	от одного	1	2
327	и тем	5	2
328	звуки и	1	2
329	только одно	1	2
330	ни в	2	2
331	все равно	4	2
332	субстанциальность и	1	2
333	в слове	32	2
334	есть звук	1	2
335	жизнь и	1	2
336	вообще но	1	2
337	тому что	3	2
338	мною в	2	2
339	или что	3	2
340	с которой	1	2
341	и сама	1	2
342	на него	3	2
343	из предыдущего	1	2
344	но только	2	2
345	чем не	1	2
346	в разных	2	2
347	и относится	1	2
348	и его	4	2
349	этого предмета	1	2
350	у меня	2	2
351	данном случае	1	2
352	об отношении	4	2
353	и когда	1	2
354	не с	1	2
355	мог бы	1	2
356	том как	3	2
357	находится в	1	2
358	в виду	1	2
359	именно потому	1	2
360	и та	2	2
361	никак не	3	2
362	как ее	2	2
363	это было	3	2
364	заключается в	1	2
365	и вещь	1	2
366	что только	6	2
367	или его	1	2
368	как нечто	1	2
369	на такой	1	2
370	отличным от	1	2
371	но совершенно	1	2
372	его и	1	2
373	мы можем	3	2
374	не говорит	1	2
375	а потому	6	2
376	на ее	1	2
377	или иначе	1	2
378	превращается в	1	2
379	слов а	1	2
380	не сама	1	2
381	может ли	1	2
382	если не	4	2
383	но оно	6	2
384	оно только	1	2
385	какого бы	1	2
386	себя из	1	2
387	который мы	1	2
388	это различие	1	2
389	самого себя	3	2
390	а потом	1	2
391	и появление	1	2
392	есть тот	1	2
393	нечто совершенно	1	2
394	в более	1	2
395	взаимного понимания	1	2
396	вещи должно	1	2
397	с другою	1	2
398	понимание есть	1	2
399	но именно	1	2
400	же оно	1	2
401	ли что	1	2
402	есть уже	11	2
403	не я	3	2
404	отношении к	2	2
405	к ее	1	2
406	жизни в	1	2
407	может и	1	2
408	нужно для	1	2
409	была бы	4	2
410	но можно	1	2
411	первом случае	2	2
412	что то	1	2
413	это так	1	2
414	так же	3	2
415	во всяком	1	2
416	смысле что	1	2
417	и наиболее	1	1
418	же нам	2	1
419	я и	3	1
420	ли мы	1	1
421	разных времен	1	1
422	чтобы не	1	1
423	словом как	1	1
424	ее отличие	1	1
425	должно стать	1	1
426	самим по	1	1
427	своих свойств	1	1
428	только потому	3	1
429	для науки	1	1
430	что когда	1	1
431	чего не	1	1
432	он требует	1	1
433	по преимуществу	1	1
434	что эти	1	1
435	оно было	1	1
436	едва ли	1	1
437	действительности и	3	1
438	с таким	2	1
439	собою в	1	1
440	уже по	1	1
441	хотя уже	1	1
442	видно уже	1	1
443	бы уже	1	1
444	что если	1	1
445	которую мы	1	1
446	в которой	3	1
447	что уже	2	1
448	из своих	1	1
449	собою так	2	1
450	он как	2	1
451	нас это	1	1
452	время как	1	1
453	оно вообще	1	1
454	звук не	2	1
455	и другая	1	1
456	и со	1	1
457	и заставляет	1	1
458	уже в	5	1
459	при таких	2	1
460	и говорить	1	1
461	не иметь	1	1
462	есть сила	1	1
463	и на	3	1
464	слова вообще	1	1
465	понимания самого	1	1
466	на бытие	1	1
467	не имеющий	1	1
468	с его	1	1
469	ними в	1	1
470	говорит нам	1	1
471	заключается не	1	1
472	стремится и	1	1
473	а тем	2	1
474	же понятия	1	1
475	только тогда	9	1
476	если в	1	1
477	ответ на	3	1
478	не входить	1	1
479	и правда	1	1
480	отличие от	1	1
481	и чем	1	1
482	в настоящем	1	1
483	из таких	1	1
484	один и	1	1
485	которые не	1	1
486	всех ее	1	1
487	представим себе	1	1
488	одном смысле	1	1
489	в истории	1	1
490	стороны и	1	1
491	что как	2	1
492	них или	1	1
493	внутренняя жизнь	1	1
494	этой стороны	2	1
495	перед нами	2	1
496	хотя и	1	1
497	было только	1	1
498	мы различаем	2	1
499	это определение	1	1
500	присоединить к	2	1
501	потом уже	1	1
502	бы с	1	1
503	есть для	5	1
504	все эти	1	1
505	но без	2	1
506	в этой	2	1
507	еще один	1	1
508	какое именно	2	1
509	смысла но	1	1
510	тому же	1	1
511	как он	1	1
512	но на	1	1
513	не могла	2	1
514	и стало	1	1
515	главным образом	1	1
516	при этом	3	1
517	не внешнее	1	1
518	это третье	1	1
519	есть дело	2	1
520	явления так	1	1
521	в понимании	1	1
522	он должен	1	1
523	как ум	1	1
524	к одному	5	1
525	не к	4	1
526	не как	2	1
527	том чтобы	2	1
528	мало того	1	1
529	быть орудием	1	1
530	одной и	4	1
531	бы оно	1	1
532	из него	2	1
533	и по	4	1
534	и должен	1	1
535	стихии его	1	1
536	будем говорить	1	1
537	бесконечно разнообразно	1	1
538	может понять	1	1
539	однако в	1	1
540	о таком	1	1
541	к очень	1	1
542	тоже как	1	1
543	и трижды	1	1
544	вывести из	1	1
545	конечно в	1	1
546	форма есть	1	1
547	сфере и	1	1
548	есть синтез	1	1
549	поэтому понимание	1	1
550	разница между	3	1
551	не одна	1	1
552	может стать	2	1
553	форму и	1	1
554	и свойств	1	1
555	должен был	1	1
556	во многом	2	1
557	в них	5	1
558	эти признаки	1	1
559	есть сам	1	1
560	она и	1	1
561	отлична от	1	1
562	далеко не	4	1
563	бы было	2	1
564	не всегда	2	1
565	и вне	1	1
566	и значения	1	1
567	действуют на	1	1
568	предмета в	2	1
569	наука в	1	1
570	потому и	1	1
571	что собственно	2	1
572	на первый	1	1
573	нужно чтобы	1	1
574	что такая	1	1
575	причины и	1	1
576	остается только	2	1
577	нас не	1	1
578	и без	7	1
579	представить себе	3	1
580	в котором	4	1
581	то для	2	1
582	с первой	1	1
583	от его	1	1
584	стало быть	1	1
585	единство и	2	1
586	но эта	1	1
587	может значить	1	1
588	с такою	1	1
589	сравнение со	1	1
590	без всяких	1	1
591	тем самым	7	1
592	понятии и	1	1
593	уже сказали	1	1
594	с такими	1	1
595	где нет	1	1
596	даже в	2	1
597	той которая	1	1
598	этого мало	1	1
599	например и	1	1
600	целиком и	1	1
601	раз и	1	1
602	отдельно от	1	1
603	будет относиться	1	1
604	что эта	2	1
605	что с	2	1
606	от нас	3	1
607	с то	1	1
608	не имеет	6	1
609	уже из	1	1
610	было не	1	1
611	необходимо должно	1	1
612	например что	1	1
613	с и	3	1
614	тогда и	3	1
615	достигает своего	1	1
616	и восприятия	1	1
617	человека по	1	1
618	нам и	1	1
619	представления и	3	1
620	на меня	1	1
621	больше чем	1	1
622	под этим	1	1
623	находятся в	1	1
624	под одно	1	1
625	содержание понятия	1	1
626	находиться в	1	1
627	такой случай	1	1
628	быть чем-то	1	1
629	это слово	4	1
630	и звук	2	1
631	если имя	1	1
632	субъектом из	1	1
633	сводится к	1	1
634	в сознании	15	1
635	которое не	2	1
636	до того	4	1
637	себе это	1	1
638	уже и	1	1
639	в каком	5	1
640	с другом	1	1
641	и оно	3	1
642	только от	3	1
643	которую не	1	1
644	нужно ли	1	1
645	нет ни	2	1
646	не могут	5	1
647	относиться к	1	1
648	доходим до	1	1
649	могут быть	3	1
650	понимание но	1	1
651	свойство и	1	1
652	пониманием и	1	1
653	а можно	1	1
654	отличное от	2	1
655	которая есть	1	1
656	отказаться от	2	1
657	только одну	2	1
658	самом общем	1	1
659	ничего общего	2	1
660	его звуком	1	1
661	формы этого	1	1
662	из всего	1	1
663	происходит и	1	1
664	указывать на	2	1
665	только при	2	1
666	с каким	2	1
667	то уже	1	1
668	и от	4	1
669	как по	1	1
670	только не	2	1
671	него самого	3	1
672	с самого	1	1
673	то время	4	1
674	образ другими	1	1
675	не те	1	1
676	однако если	1	1
677	выражения и	1	1
678	на том	1	1
679	до самого	1	1
680	что у	1	1
681	должен знать	1	1
682	на нее	1	1
683	здесь как	3	1
684	отличная от	1	1
685	на которую	1	1
686	когда в	2	1
687	но никак	2	1
688	необходимой для	1	1
689	совершенно невозможно	1	1
690	быть может	3	1
691	образ или	2	1
692	связанное с	2	1
693	понятие а	2	1
694	в порядке	1	1
695	искусства и	3	1
696	ее образ	1	1
697	той степени	1	1
698	таким же	1	1
699	и который	1	1
700	из ряда	1	1
701	ли она	4	1
702	листьев и	1	1
703	понятие и	1	1
704	но пусть	1	1
705	нас в	1	1
706	мы понимаем	1	1
707	должно было	2	1
708	нет это	1	1
709	самой по	1	1
710	связь между	2	1
711	не соответствующую	1	1
712	от них	2	1
713	не чувствует	1	1
714	чем говорить	1	1
715	на одном	1	1
716	качество а	1	1
717	частью в	2	1
718	предмета который	1	1
719	вслед за	3	1
720	что бы	1	1
721	ее явления	1	1
722	и предмет	1	1
723	общем смысле	1	1
724	следовательно вообще	1	1
725	что здесь	1	1
726	образом можно	1	1
727	которое было	2	1
728	одного из	1	1
729	его собственная	1	1
730	в двух	1	1
731	сущность если	1	1
732	только одной	1	1
733	понимание этого	1	1
734	в поэтическом	2	1
735	в какой	2	1
736	понятно и	1	1
737	из многих	2	1
738	которое мы	2	1
739	впрочем и	2	1
740	говорит только	2	1
741	не было	4	1
742	в выражении	1	1
743	заметим что	1	1
744	самое содержание	1	1
745	с одной	7	1
746	образом что	1	1
747	конечно не	1	1
748	не можем	3	1
749	указания на	1	1
750	в виде	2	1
751	в начале	3	1
752	смысл что	1	1
753	ее из	1	1
754	сознание есть	1	1
755	при помощи	1	1
756	быть объяснены	1	1
757	очевидно что	5	1
758	будет не	2	1
759	слова в	7	1
760	сами по	1	1
761	вовсе не	7	1
762	признаков и	3	1
763	е и	1	1
764	себя от	2	1
765	как его	1	1
766	у него	2	1
767	явлений в	1	1
768	есть выражение	2	1
769	только понятие	1	1
770	к объективному	1	1
771	и вместе	3	1
772	и оставаться	1	1
773	в других	2	1
774	это сравнение	2	1
775	отвлеченный ее	1	1
776	в очень	1	1
777	один в	1	1
778	и краски	1	1
779	только звук	2	1
780	до сих	3	1
781	как субстанцию	1	1
782	и суждения	1	1
783	нельзя сказать	3	1
784	словами но	1	1
785	не внешний	1	1
786	мы еще	1	1
787	души и	2	1
788	предмета но	1	1
789	принадлежит не	1	1
790	одной стороны	3	1
791	та и	1	1
792	стремится к	1	1
793	зависит от	6	1
794	слово из	1	1
795	его как	1	1
796	еще только	1	1
797	с которым	1	1
798	входить в	1	1
799	прибавить еще	1	1
800	и а	1	1
801	который бы	1	1
802	что другой	2	1
803	или по	1	1
804	к другой	3	1
805	есть такое	1	1
806	чем то	1	1
807	самой а	1	1
808	он говорит	2	1
809	оно существует	1	1
810	есть результат	1	1
811	смысле этого	7	1
812	себя то	1	1
813	расстояние между	1	1
814	таких условиях	1	1
815	друг с	1	1
816	может считаться	1	1
817	вещи ту	1	1
818	том смысле	3	1
819	действительности как	1	1
820	указанием на	3	1
821	этого слова	11	1
822	слова есть	3	1
823	слова и	5	1
824	которые бы	2	1
825	как из	1	1
826	этим последним	1	1
827	в субъекте	2	1
828	сих пор	3	1
829	заставляет нас	2	1
830	природу и	1	1
831	мешает нам	1	1
832	мое сознание	1	1
833	не знаем	3	1
834	никакой нужды	1	1
835	этот образ	4	1
836	совершенно верно	1	1
837	не является	1	1
838	от той	1	1
839	это можно	3	1
840	такое а	1	1
841	или в	3	1
842	сознания и	1	1
843	его с	2	1
844	миросозерцание есть	1	1
845	о котором	1	1
846	нужно прибавить	2	1
847	и внешней	1	1
848	или нет	1	1
849	вообще в	1	1
850	мы должны	4	1
851	всем другим	1	1
852	на одно	1	1
853	оно потому	1	1
854	хотя в	1	1
855	очень хорошо	1	1
856	к самому	1	1
857	одной из	2	1
858	слово в	4	1
859	существование и	1	1
860	только как	5	1
861	другой стороны	4	1
862	язык есть	2	1
863	по одному	1	1
864	я это	1	1
865	сам в	1	1
866	мысли но	1	1
867	в действительности	5	1
868	этот звук	3	1
869	но эти	1	1
870	уже есть	1	1
871	образ в	2	1
872	то оно	3	1
873	и эта	1	1
874	я могу	1	1
875	к этому	3	1
876	думать что	5	1
877	можно назвать	1	1
878	в таком	3	1
879	гораздо более	1	1
880	которая не	2	1
