N	2gram	Vygotskiy__5	VrazhdaK
375	в ответ	2	1
376	того что	8	1
377	он ставит	2	1
378	указанием на	1	1
379	сих пор	5	1
380	но для	1	1
381	под влиянием	3	1
382	ближе к	1	1
383	и выражение	1	1
384	которых он	2	1
385	основу и	1	1
386	и от	1	1
387	чтобы разобраться	1	1
388	и другими	2	1
389	такое понимание	2	1
390	о котором	6	1
391	хотя и	1	1
392	бы в	5	1
393	еще более	1	1
394	конце концов	2	1
395	только что	4	1
396	уже давно	4	1
397	нам не	1	1
398	быть и	2	1
399	другой стороны	5	1
400	они как	1	1
401	героев романа	1	1
402	что мало	1	1
403	бы его	2	1
404	из этого	2	1
405	только о	2	1
406	за шагом	1	1
407	героя в	3	1
408	жизни и	6	1
409	наше чувство	1	1
410	как на	11	1
411	в таком	3	1
412	все что	1	1
