N	2gram	Savitsky_E_1	Problemy
145	и ее	1	3
146	есть в	2	3
147	уже не	1	3
148	в виде	5	3
149	тем что	3	3
150	или иной	4	3
151	по своим	3	3
152	ни на	3	3
153	все же	1	3
154	и для	3	3
155	в эту	2	3
156	другой стороны	2	3
157	того же	3	3
158	в последнем	1	3
159	ту же	1	2
160	чтобы не	1	2
161	и о	1	2
162	вопрос о	4	2
163	время как	1	2
164	на себя	3	2
165	бы ни	3	2
166	от друга	2	2
167	то это	1	2
168	мы здесь	1	2
169	в каждой	1	2
170	и сами	1	2
171	не нужно	2	2
172	быть в	1	2
173	этих случаях	1	2
174	друг к	1	2
175	в сторону	2	2
176	то такой	1	2
177	друг от	2	2
178	как в	3	2
179	с этим	2	2
180	как нам	5	2
181	целый ряд	2	2
182	и как	2	2
183	его к	1	2
184	та же	1	2
185	бы и	3	2
186	что это	2	2
187	с их	1	2
188	нами в	1	2
189	но на	3	2
190	на одну	2	2
191	и еще	2	2
192	слова т	1	2
193	но все	1	2
194	а затем	1	2
195	об этом	1	2
196	из них	3	2
197	к другу	1	2
198	входит в	1	2
199	которая как	1	2
200	лишь на	1	2
201	одна и	2	2
202	том что	6	2
203	в такой	1	2
204	сам и	1	2
205	в которых	3	2
206	мы сказали	1	2
207	значение для	1	2
208	и то	2	2
209	дело в	3	2
210	одна из	1	2
211	на себе	1	2
212	в процессе	4	2
213	к определенному	1	2
214	для осуществления	1	2
215	и эта	2	2
216	что на	2	2
217	у нас	1	2
218	должны быть	1	2
219	для себя	1	2
220	всего этого	1	2
221	представим себе	1	2
222	то время	1	2
223	что может	1	2
224	для этого	1	2
225	его жизни	1	2
226	же нет	1	2
227	от них	3	2
228	переходит в	1	2
229	того что	7	2
230	этом смысле	3	2
231	быть и	1	2
232	но так	1	2
233	в стороне	3	2
234	конечно не	1	2
235	уже в	1	2
236	если мы	1	2
237	то и	1	2
238	и та	2	2
239	мы можем	3	2
240	уже и	3	2
241	нельзя сказать	1	2
242	как же	2	2
243	что не	1	2
244	пожалуй и	2	2
245	него не	1	2
246	они могут	1	2
247	так же	9	2
248	по своему	7	2
249	для понимания	2	2
250	например в	1	2
251	этого слова	1	2
252	между собой	2	2
253	и среди	1	2
254	для нас	4	2
255	еще более	2	2
256	хотя бы	15	2
257	ни было	4	2
258	отношении к	15	2
259	не есть	2	2
260	с теми	1	2
261	с ними	1	2
262	сказать что	4	2
263	но этот	1	2
264	ее в	3	2
265	в своих	2	2
266	который не	1	2
267	значение в	1	2
268	в таком	3	2
269	во всяком	3	2
270	вопрос мы	1	1
271	или к	1	1
272	но тем	1	1
273	не показывает	1	1
274	в чисто	1	1
275	определяется в	1	1
276	есть не	2	1
277	или наоборот	1	1
278	же как	5	1
279	неизбежно приводит	1	1
280	будут ли	1	1
281	именно к	2	1
282	есть нечто	1	1
283	развернуть в	1	1
284	и тем	3	1
285	вместо того	1	1
286	их к	1	1
287	в некотором	4	1
288	социальной группы	1	1
289	почти на	1	1
290	меньшей степени	2	1
291	а другие	1	1
292	литературы и	1	1
293	другим в	1	1
294	на них	2	1
295	бы еще	1	1
296	от себя	1	1
297	бы то	4	1
298	возможности и	1	1
299	тем как	1	1
300	то мы	1	1
301	различия между	1	1
302	с одной	8	1
303	обстояло дело	1	1
304	но как	2	1
305	точка зрения	2	1
306	силы и	1	1
307	если в	2	1
308	в общем	3	1
309	в новом	1	1
310	к сожалению	1	1
311	что автор	1	1
312	какие могут	1	1
313	идет о	3	1
314	дело идет	2	1
315	в рамках	1	1
316	одном из	2	1
317	что как	1	1
318	ней в	1	1
319	однако не	1	1
320	конечно но	1	1
321	было только	1	1
322	себе не	3	1
323	увидим что	1	1
324	и отчасти	2	1
325	можно в	2	1
326	за свои	1	1
327	бы с	1	1
328	в нашем	1	1
329	простое и	1	1
330	степени и	1	1
331	которые в	1	1
332	за их	1	1
333	в этой	2	1
334	может найти	1	1
335	элементов в	1	1
336	п с	1	1
337	и если	2	1
338	вообще не	3	1
339	эта последняя	1	1
340	или иному	2	1
341	не к	2	1
342	творчества стала	1	1
343	в корне	1	1
344	кажется нам	1	1
345	достаточно чтобы	1	1
346	этом мире	1	1
347	и по	5	1
348	на этом	1	1
349	его можно	1	1
350	такая постановка	1	1
351	значительной степени	1	1
352	от нее	1	1
353	то ни	4	1
354	тем с	1	1
355	что все	2	1
356	они должны	1	1
357	в мире	2	1
358	говорить не	1	1
359	и лучше	1	1
360	с другими	2	1
361	друг другу	1	1
362	по природе	1	1
363	и иных	1	1
364	и мы	3	1
365	связанная с	1	1
366	ведь в	1	1
367	в ином	1	1
368	к которым	5	1
369	в ее	8	1
370	несмотря на	4	1
371	чем в	4	1
372	вопроса приводит	1	1
373	во второй	3	1
374	которую мы	5	1
375	или точнее	2	1
376	именно и	1	1
377	же направлении	1	1
378	она в	3	1
379	мы говорили	1	1
380	дальнейшее развитие	1	1
381	центра и	1	1
382	для всякого	1	1
383	в осуществлении	1	1
384	в другие	1	1
385	при условии	2	1
386	требуют в	1	1
387	в предчувствии	1	1
388	бы о	2	1
389	с такими	1	1
390	же может	1	1
391	можем сказать	2	1
392	в идеологическом	2	1
393	но они	1	1
394	что с	1	1
395	эти две	1	1
396	почти никогда	1	1
397	освободиться от	1	1
398	тогда когда	2	1
399	в основе	1	1
400	ними и	2	1
401	и имеет	2	1
402	само по	4	1
403	того чтобы	6	1
404	для всего	1	1
405	не имеет	4	1
406	только и	1	1
407	находятся в	1	1
408	могут стать	2	1
409	высшей и	1	1
410	по своей	2	1
411	и отражает	1	1
412	связи с	1	1
413	в сознании	1	1
414	настоящего времени	1	1
415	такие же	1	1
416	свое собственное	1	1
417	числе и	1	1
418	всего в	2	1
419	одну и	2	1
420	не способен	1	1
421	есть чем	1	1
422	но сама	1	1
423	из их	1	1
424	не делает	1	1
425	но по	2	1
426	с ее	1	1
427	как не	2	1
428	он определяет	1	1
429	оказаться в	1	1
430	в рамки	1	1
431	и ту	2	1
432	те же	1	1
433	мог бы	2	1
434	во многом	2	1
435	еще в	1	1
436	является в	1	1
437	поэтому в	1	1
438	был не	1	1
439	которая в	1	1
440	и вообще	1	1
441	в содержании	2	1
442	в построении	1	1
443	слово на	1	1
444	рядом не	1	1
445	в смысле	9	1
446	и поэтому	2	1
447	которых может	1	1
448	можно сказать	4	1
449	может не	1	1
450	любви к	1	1
451	в значительной	2	1
452	не выходит	1	1
453	нас в	1	1
454	свои пределы	2	1
455	такими же	1	1
456	а у	1	1
457	и во	2	1
458	и всякая	1	1
459	во втором	2	1
460	противоположных направлениях	1	1
461	его мысль	1	1
462	каких бы	2	1
463	и существенно	2	1
464	направлении в	1	1
465	она может	1	1
466	в каких	1	1
467	большей или	1	1
468	в каждую	1	1
469	звучит как	1	1
470	один из	1	1
471	себя с	1	1
472	тем путем	1	1
473	мы видим	2	1
474	одной из	5	1
475	иначе обстоит	2	1
476	в какой	2	1
477	то в	4	1
478	иной степени	1	1
479	всяком случае	3	1
480	с которыми	1	1
481	в качестве	14	1
482	сильнее чем	1	1
483	отражение в	1	1
484	со своим	1	1
485	возникает вопрос	1	1
486	рано или	2	1
487	в данной	3	1
488	сознанию что	1	1
489	мы знаем	1	1
490	мир в	1	1
491	бы совершенно	2	1
492	в известной	3	1
493	как их	2	1
494	мы находим	1	1
495	не о	1	1
496	во всей	2	1
497	как будто	2	1
498	гораздо сложнее	1	1
499	в других	2	1
500	о которых	1	1
501	не было	1	1
502	или поздно	2	1
503	одной стороны	8	1
504	или иначе	1	1
505	не обязательно	1	1
506	а именно	2	1
507	к которому	1	1
508	или меньшей	1	1
509	на которые	1	1
510	один и	1	1
511	что для	1	1
512	говорит о	3	1
513	связано с	3	1
514	от этого	5	1
515	которых мы	1	1
516	не исключает	1	1
517	так называемой	1	1
518	в пределы	3	1
519	нужно иметь	2	1
520	что из	1	1
521	совершенно очевидно	2	1
522	в связи	1	1
523	следовало бы	2	1
524	все более	9	1
525	входить в	1	1
526	в центре	1	1
527	вместе с	2	1
528	но кроме	1	1
529	и потому	5	1
530	как это	4	1
531	это сделали	1	1
532	в европе	1	1
533	о возможности	1	1
534	если так	1	1
535	до настоящего	1	1
536	что пожалуй	1	1
537	смысле этого	1	1
538	это есть	1	1
539	в положении	1	1
540	и всей	1	1
541	даже с	1	1
542	ли не	1	1
543	положении и	1	1
544	этих отношений	1	1
545	в начале	1	1
546	но с	2	1
547	его собственная	2	1
548	мы совершенно	1	1
549	известной степени	3	1
550	этот процесс	2	1
551	и от	3	1
552	в точном	1	1
553	тем более	4	1
554	в другой	2	1
555	о котором	1	1
556	а к	1	1
557	в двух	1	1
558	это может	1	1
559	в третьем	1	1
560	ибо в	1	1
561	в большей	1	1
562	этот раз	1	1
563	же в	2	1
564	обстоит дело	3	1
565	все еще	1	1
566	за исключением	1	1
567	в характере	1	1
568	время не	1	1
569	целей и	1	1
570	можно назвать	1	1
571	жизни и	2	1
572	вполне понятно	1	1
573	на ту	1	1
574	все что	1	1
575	и другие	1	1
576	этой точки	5	1
577	это в	1	1
578	как на	3	1
579	том числе	1	1
