N	3gram	Savitsky_E_1	EvropaiC
226	наиболее распространенное доказательство	1	1
227	развитии представителей человеческого	1	1
228	когда дело идет	1	1
229	высшее и совершенное	2	1
230	та или иная	1	1
231	хотя бы в	2	1
232	как бы ни	3	1
233	нечто абсолютно высшее	2	1
234	смысле этого слова	1	1
235	негров и других	1	1
236	культур и народов	3	1
237	то есть в	1	1
238	и народов земного	3	1
239	культуру в угоду	1	1
240	культур по признаку	1	1
241	и сейчас в	1	1
242	победа весьма часто	1	1
243	абсолютно высшее и	2	1
244	при воспринимании европейской	1	1
245	народов земного шара	2	1
246	туземную культуру в	1	1
247	народов менее культурных	1	1
248	и механические приспособления	1	1
249	этой культуры нечто	1	1
250	можно рассматривать как	1	1
251	культуры между тем	1	1
252	так же мало	2	1
253	мы видели что	1	1
254	что победа весьма	1	1
255	тех случаях когда	1	1
256	более близкие к	1	1
257	сильнее чем в	1	1
258	в том числе	1	1
259	к тому что	1	1
260	поклонение грубой силе	1	1
261	время в сознании	1	1
262	этого доказательства должна	1	1
263	новый принцип равноценности	1	1
264	как мы видели	2	1
265	во многих отношениях	1	1
266	получаем горизонтальную плоскость	1	1
267	исключительно потому что	1	1
268	быть ясна для	1	1
269	тех племен которые	1	1
270	древних галлов и	1	1
271	горизонтальную плоскость вместо	1	1
272	существовавших на земле	1	1
273	вполне могут очищать	1	1
274	во всех элементах	1	1
275	все более на	1	1
276	только тогда когда	1	1
277	и учреждение и	1	1
278	будет тем меньше	1	1
279	наивность этого доказательства	1	1
