N	2gram	Losev_Dial_3	KulturaY
619	этого явления	1	1
620	мере в	3	1
621	во-первых с	1	1
622	же что	1	1
623	а наоборот	1	1
624	есть продукт	1	1
625	его или	1	1
626	он очевидно	1	1
627	чем у	1	1
628	смысле не	2	1
629	выше и	1	1
630	не обладают	1	1
631	или с	1	1
632	что под	1	1
633	здесь я	1	1
634	оказалось что	2	1
635	или нет	5	1
636	и хорошо	1	1
637	том смысле	1	1
638	ряд таких	1	1
639	в сторону	1	1
640	вот это	3	1
641	не ясно	1	1
642	и на	3	1
643	как для	1	1
644	и будет	1	1
645	сознания они	1	1
646	есть еще	3	1
647	если эти	1	1
648	возможно и	1	1
649	вовсе еще	1	1
650	без знания	4	1
651	формами и	1	1
652	в основу	1	1
653	деле есть	1	1
654	само по	5	1
655	обратиться к	1	1
656	несмотря на	2	1
657	помнить что	1	1
658	представление о	1	1
659	без особой	1	1
660	логикой и	1	1
661	когда я	1	1
662	факт как	1	1
663	в свой	1	1
664	быть и	3	1
665	есть с	1	1
666	пр и	1	1
667	при помощи	3	1
668	представлять себе	1	1
669	с этого	1	1
670	хочу сказать	1	1
671	приходим к	1	1
672	мало того	1	1
673	сказал что	1	1
674	не состоит	1	1
675	лишь тогда	1	1
676	ко второму	2	1
677	и механизм	3	1
678	представить себе	1	1
679	признать что	1	1
680	бы ему	1	1
681	само собой	1	1
682	после этого	1	1
683	что говоря	1	1
684	когда говорят	1	1
685	или наоборот	1	1
686	есть и	12	1
687	мы скажем	1	1
688	отличаются от	1	1
689	можно понимать	2	1
690	на другую	1	1
691	в вопросах	1	1
692	же в	2	1
693	вообще ставить	1	1
694	все равно	2	1
695	собственно говоря	4	1
696	нам не	1	1
697	тогда и	2	1
698	образом что	1	1
699	всего в	1	1
700	от их	1	1
701	не видит	1	1
702	чтобы она	2	1
703	в систему	1	1
704	и где	2	1
705	бы все	1	1
706	наших глазах	1	1
707	говорим что	1	1
708	слово а	1	1
709	и то	4	1
710	она в	1	1
711	которых он	1	1
712	говорю о	1	1
713	и уже	2	1
714	но во-первых	1	1
715	самое что	1	1
716	такое же	1	1
717	от прочих	1	1
718	известно что	1	1
719	имеется в	3	1
720	а может	1	1
721	это относится	1	1
722	тут же	1	1
723	одной и	1	1
724	не умеют	1	1
725	одном из	1	1
726	до самого	1	1
727	что с	1	1
728	мы вовсе	1	1
729	метод и	1	1
730	перед нами	3	1
731	не можем	2	1
732	и чего	1	1
733	имеем в	1	1
734	могут не	1	1
735	бы говорить	1	1
736	что существуют	1	1
737	он есть	3	1
738	проще и	1	1
739	указанием на	1	1
740	с соответствующими	1	1
741	это понятие	1	1
742	то ясно	3	1
743	о нем	4	1
744	и делает	1	1
745	этого утверждения	1	1
746	с какой	1	1
747	от его	2	1
748	есть уже	1	1
749	в лучшем	1	1
750	зависит от	2	1
751	и эта	1	1
752	возможно лишь	1	1
753	об отношении	1	1
754	в вопросе	2	1
755	таком же	1	1
756	говорят пусть	1	1
757	в коем	3	1
758	же самое	1	1
759	она была	2	1
760	все что	3	1
761	первом смысле	1	1
762	здесь очевидно	1	1
763	есть некая	2	1
764	одна на	1	1
765	мы знаем	3	1
766	самое слово	1	1
767	очевидно не	1	1
768	сразу и	1	1
769	а кроме	1	1
770	находит себе	1	1
771	действительно есть	2	1
772	а если	3	1
