N	2gram	Tiupa_Hudo_2	Formalny
301	но тем	2	1
302	на деле	1	1
303	показать что	1	1
304	его же	1	1
305	все те	2	1
306	когда это	1	1
307	целого произведения	1	1
308	обойтись без	1	1
309	которыми он	1	1
310	той же	2	1
311	полагает что	1	1
312	на материале	1	1
313	мы имеем	1	1
314	что если	1	1
315	между его	1	1
316	содержания в	1	1
317	нам в	1	1
318	ему внутреннее	1	1
319	из ее	1	1
320	именно этого	1	1
321	со словами	1	1
322	бы то	1	1
323	в различных	1	1
324	сознания а	1	1
325	иного рода	1	1
326	именно тем	1	1
327	различия между	2	1
328	то он	1	1
329	точка зрения	1	1
330	только тогда	1	1
331	иногда и	1	1
332	произведение не	1	1
333	или иное	1	1
334	оказывается не	1	1
335	процесса здесь	1	1
336	в своем	5	1
337	более и	1	1
338	и нет	1	1
339	собственно и	1	1
340	нового и	1	1
341	в действительности	1	1
342	следующим образом	3	1
343	нет никакой	1	1
344	и глубокой	1	1
345	за собой	1	1
346	так или	1	1
347	внутреннего смысла	1	1
348	в нашем	2	1
349	бы не	3	1
350	и тот	1	1
351	был не	1	1
352	но он	1	1
353	как он	3	1
354	всей его	1	1
355	не могла	5	1
356	роли в	2	1
357	и стало	1	1
358	здесь по-видимому	1	1
359	тем не	4	1
360	и еще	1	1
361	нее и	1	1
362	в принципе	2	1
363	ими в	1	1
364	том чтобы	1	1
365	из виду	1	1
366	характерное для	1	1
367	какой бы	1	1
368	тон всему	1	1
369	дистанции между	1	1
370	он об	1	1
371	и заключается	1	1
372	тут не	1	1
373	смысле в	1	1
374	могла бы	2	1
375	же не	2	1
376	он просто	1	1
377	тем в	1	1
378	другого человека	1	1
379	им как	1	1
380	в другом	2	1
381	в виде	2	1
382	самим собой	1	1
383	сказать в	1	1
384	который и	2	1
385	с проповедью	1	1
386	например с	1	1
387	за ней	1	1
388	слова без	1	1
389	в них	3	1
390	рядом с	5	1
391	же мы	1	1
392	случае мы	1	1
393	они даже	1	1
394	в самую	1	1
395	в данном	2	1
396	чем в	1	1
397	отрицание в	1	1
398	обратимся к	2	1
399	была поставлена	1	1
400	том как	2	1
401	и при	1	1
402	если можно	2	1
403	каким был	1	1
404	что говорит	2	1
405	знаем что	1	1
406	теперь как	1	1
407	все они	3	1
408	нельзя было	2	1
409	этой плоскости	1	1
410	не должно	1	1
411	в словах	1	1
412	любовь к	1	1
413	не для	1	1
414	же такое	1	1
415	не менее	5	1
416	она могла	1	1
417	мышления и	1	1
418	который был	2	1
419	дело в	1	1
420	только из	1	1
421	и притом	1	1
422	на него	3	1
423	о них	3	1
424	конкретные формы	1	1
425	во всякой	1	1
426	которых и	1	1
427	чем не	1	1
428	не могло	1	1
429	например не	1	1
430	как два	1	1
431	не лучше	1	1
432	учения о	1	1
433	поэзии не	1	1
434	к определенному	1	1
435	к ней	2	1
436	для осуществления	1	1
437	как будто	4	1
438	одним из	1	1
439	настоящего времени	1	1
440	представляется нам	2	1
441	которых он	1	1
442	в направлении	1	1
443	мы узнаем	1	1
444	во все	1	1
445	и такие	1	1
446	похож на	1	1
447	ли не	1	1
448	как только	3	1
449	отличается от	1	1
450	героя например	2	1
451	той или	1	1
452	они и	2	1
453	в каждом	1	1
454	для себя	6	1
455	и понять	1	1
456	но при	3	1
457	данном случае	2	1
458	самим собою	2	1
459	характер и	2	1
460	то или	1	1
461	на свой	2	1
462	ее совершенно	1	1
463	читателя в	1	1
464	и сам	5	1
465	то как	1	1
466	с собой	2	1
467	можно было	3	1
468	те же	2	1
469	с самим	2	1
470	каждого из	1	1
471	в плоскости	1	1
472	иногда в	1	1
473	при необходимости	1	1
474	когда в	3	1
475	должен иметь	1	1
476	это только	1	1
477	на них	1	1
478	просто с	1	1
479	ней и	1	1
480	можно сказать	6	1
481	смысле и	1	1
482	образом в	1	1
483	лишь одно	1	1
484	это то	1	1
485	она уже	1	1
486	о том	12	1
487	настоящее время	1	1
488	что перед	1	1
489	что основные	1	1
490	до сих	2	1
491	с одной	3	1
492	здесь каждый	1	1
493	на что	1	1
494	роль принадлежит	1	1
495	все в	1	1
496	и хорошо	1	1
497	для той	1	1
498	к нулю	1	1
499	и писать	1	1
500	что бы	1	1
501	не зная	2	1
502	в объекте	1	1
503	стороны других	1	1
504	такая же	1	1
505	трудно не	2	1
506	и дело	1	1
507	согласиться с	1	1
508	что даже	2	1
509	в себе	9	1
510	но ни	1	1
511	и так	1	1
512	фразы как	1	1
513	к смыслу	1	1
514	но ее	1	1
515	отказать в	1	1
516	характерной для	1	1
517	так что	1	1
518	для всех	1	1
519	этом для	1	1
520	мы получим	1	1
521	героя с	1	1
522	не принимает	1	1
523	сущность и	1	1
524	который как	1	1
525	себе в	2	1
526	ведь это	1	1
527	в прозе	1	1
528	к социальной	1	1
529	это по	1	1
530	не обладает	1	1
531	без того	1	1
532	это говорится	1	1
533	настолько что	1	1
534	или иначе	1	1
535	за пределы	1	1
536	по своим	1	1
537	к которому	1	1
538	как же	2	1
539	один и	1	1
540	говорит о	4	1
541	полагаем что	1	1
542	а на	1	1
543	установку на	1	1
544	был в	1	1
545	быть искренним	1	1
546	именно так	2	1
547	у всех	3	1
548	художественного целого	5	1
549	в речи	1	1
550	слова от	1	1
551	так же	3	1
552	во что	1	1
553	он уже	2	1
554	социальной среде	1	1
555	а так	1	1
556	о чем	8	1
557	без другого	2	1
558	одной стороны	3	1
559	а если	1	1
560	такого рода	1	1
561	это за	1	1
562	да и	5	1
563	сам не	2	1
564	тенденция к	1	1
565	в контексте	2	1
566	нее самой	1	1
567	этом случае	1	1
568	в условиях	1	1
569	сих пор	2	1
570	автора и	2	1
571	рассказа как	1	1
572	о его	2	1
573	но для	1	1
574	виду что	1	1
575	не существует	1	1
576	в пределе	1	1
577	на внутреннюю	1	1
578	в настоящее	1	1
579	о нем	2	1
580	сознания в	1	1
581	для нас	3	1
582	из себя	1	1
583	было на	2	1
584	несмотря на	3	1
585	же в	1	1
586	лежит в	1	1
587	нельзя отказать	1	1
588	потребность в	2	1
589	вступает в	1	1
590	его к	1	1
591	одной из	3	1
592	нам не	1	1
593	это все	1	1
594	только как	1	1
595	очень велика	1	1
596	жизни а	1	1
597	того на	1	1
598	только о	1	1
599	героя в	1	1
600	можно назвать	1	1
601	как на	2	1
602	случае если	1	1
603	в своих	1	1
604	и эта	2	1
605	гораздо более	2	1
606	которая не	1	1
