N	2gram	Tiupa_Disk_1	Psycholo
103	и более	1	4
104	не имеет	1	4
105	но только	1	4
106	и до	1	4
107	что на	1	4
108	могут быть	4	4
109	тем не	1	4
110	если же	1	4
111	и это	1	4
112	данном случае	2	4
113	и сам	1	4
114	о ней	1	4
115	между тем	4	4
116	из них	3	4
117	от того	1	4
118	когда она	1	4
119	в творчестве	1	4
120	как это	1	4
121	наряду с	1	4
122	с этой	1	4
123	случае если	1	4
124	при таком	1	4
125	и все	2	4
126	а в	5	4
127	например в	2	3
128	отношении к	1	3
129	и то	1	3
130	мы не	1	3
131	или же	1	3
132	и он	2	3
133	во всех	5	3
134	но как	2	3
135	а только	1	3
136	если оно	1	3
137	как говорит	1	3
138	как к	2	3
139	и к	4	3
140	но в	8	3
141	он в	1	3
142	состоит в	9	3
143	не к	1	3
144	не как	4	3
145	на этом	2	3
146	об этом	2	3
147	это было	2	3
148	к области	2	3
149	в своей	5	3
150	в их	5	3
151	представление о	1	3
152	в которых	4	3
153	человеком и	1	3
154	том чтобы	2	3
155	не могли	1	3
156	что с	2	3
157	мы можем	1	3
158	во всем	1	3
159	в каком	1	3
160	не могут	1	3
161	и заключается	1	3
162	и другой	1	3
163	указывает на	2	3
164	отказаться от	1	3
165	с ее	2	3
166	в виду	2	3
167	так и	8	3
168	образом в	1	3
169	с другой	10	3
170	в конечном	1	3
171	бы и	1	3
172	мы должны	1	3
173	один из	3	3
174	и ее	2	3
175	в нашей	1	3
176	что не	4	3
177	басни и	1	3
178	конечном счете	1	3
179	и других	1	3
180	и их	1	3
181	сами по	2	3
182	в конце	1	3
183	может служить	1	3
184	тому как	3	3
185	до конца	1	3
186	в частности	9	3
187	того или	2	3
188	по своему	3	3
189	что же	2	3
190	в смысле	1	3
191	должны быть	3	3
192	при всем	1	3
193	хотя бы	3	3
194	в свою	3	3
195	легко заметить	1	3
196	который не	1	3
197	также и	3	2
198	того же	3	2
199	не остается	1	2
200	и без	2	2
201	только потому	1	2
202	не имеют	1	2
203	еще не	14	2
204	в первый	1	2
205	из того	1	2
206	как не	3	2
207	с его	4	2
208	в ее	3	2
209	но не	11	2
210	точка зрения	2	2
211	если в	1	2
212	очевидно что	1	2
213	себе и	1	2
214	отличие от	5	2
215	обнаруживается в	1	2
216	самой теории	1	2
217	в которой	1	2
218	в себе	7	2
219	же с	1	2
220	басни что	1	2
221	они в	1	2
222	или иному	1	2
223	однако он	1	2
224	на его	4	2
225	подобно тому	2	2
226	в каждом	2	2
227	подход к	1	2
228	то чтобы	1	2
229	значение в	1	2
230	с другими	1	2
231	это не	3	2
232	то все	1	2
233	в них	4	2
234	искать не	1	2
235	одного и	2	2
236	сводятся к	1	2
237	и при	1	2
238	всяком случае	1	2
239	и эти	1	2
240	том и	1	2
241	в этих	1	2
242	от сознания	1	2
243	вплоть до	1	2
244	как можно	1	2
245	принадлежат к	3	2
246	на него	1	2
247	в процессе	5	2
248	же время	4	2
249	не вполне	1	2
250	такие же	1	2
251	когда мы	1	2
252	с исчерпывающей	1	2
253	отличается от	2	2
254	его с	1	2
255	оно не	2	2
256	свою очередь	3	2
257	все наши	1	2
258	сводится к	5	2
259	в особенности	4	2
260	роль в	7	2
261	на том	2	2
262	том как	1	2
263	понятно что	1	2
264	и вообще	2	2
265	в таком	1	2
266	во всяком	2	2
267	этих двух	1	2
268	сознания к	1	2
269	в его	7	2
270	а потому	1	2
271	к нему	1	2
272	согласиться с	1	2
273	пришел к	1	2
274	в какой	2	2
275	как нечто	1	2
276	одни и	1	2
277	с двумя	1	2
278	которому он	1	2
279	творчества в	1	2
280	их как	1	2
281	говорит о	1	2
282	слова в	2	2
283	в одном	2	2
284	отношение к	4	2
285	к ним	3	2
286	каждый из	1	2
287	для художественного	2	2
288	на примере	1	2
289	этом как	1	2
290	к которому	2	2
291	а с	5	2
292	не было	7	2
293	на которых	1	2
294	не на	1	2
295	зависит от	2	2
296	на который	1	2
297	вместе с	1	2
298	что всякое	1	2
299	как нельзя	1	2
300	и восприятие	1	2
301	но это	1	2
302	тому или	1	2
303	и часто	1	2
304	не существует	1	2
305	а к	1	2
306	у них	1	2
307	тем более	1	2
308	другой стороны	3	2
309	их с	1	2
310	или иного	1	2
311	в свое	1	2
312	имеют дело	1	2
313	и от	1	2
314	читателя и	1	2
315	заметить что	2	2
316	это в	2	2
317	как известно	1	1
318	речь идет	1	1
319	одним из	2	1
320	для построения	1	1
321	отделено от	1	1
322	таком случае	1	1
323	чтобы не	1	1
324	важнейшее отличие	1	1
325	и должны	1	1
326	тем же	1	1
327	от своей	1	1
328	в первом	3	1
329	к другому	2	1
330	по преимуществу	1	1
331	в основании	3	1
332	во-первых в	1	1
333	и должен	1	1
334	отношения к	2	1
335	и за	1	1
336	обойтись без	1	1
337	глубоком анализе	1	1
338	тридевять земель	1	1
339	а как	1	1
340	что далеко	1	1
341	точкой зрения	2	1
342	в уста	1	1
343	имеет свою	3	1
344	мы и	1	1
345	произведения всех	1	1
346	произошло то	1	1
347	он сам	1	1
348	могут возникать	1	1
349	с одной	9	1
350	могло быть	1	1
351	и т.д	4	1
352	должны были	1	1
353	иногда и	1	1
354	за пределы	2	1
355	в истории	4	1
356	идет о	1	1
357	более чем	2	1
358	независимо от	1	1
359	его на	1	1
360	не согласиться	1	1
361	сострадания и	1	1
362	для всех	1	1
363	что касается	2	1
364	сознания в	2	1
365	с понятием	2	1
366	его к	1	1
367	к числу	1	1
368	более или	2	1
369	следующим образом	1	1
370	в противоположность	2	1
371	только то	1	1
372	говорит не	1	1
373	уже не	4	1
374	не приходится	2	1
375	не хочет	1	1
376	в нашем	1	1
377	из этих	1	1
378	в большинстве	1	1
379	речи но	1	1
380	тому же	5	1
381	оказывается чем-то	1	1
382	вследствие этого	3	1
383	этот процесс	1	1
384	противном случае	1	1
385	не следует	2	1
386	за тридевять	1	1
387	в принципе	2	1
388	в силу	5	1
389	нам только	1	1
390	в россии	1	1
391	в понятии	1	1
392	нашего времени	1	1
393	свое время	1	1
394	которого и	1	1
395	и предполагает	2	1
396	легко показать	1	1
397	что ни	1	1
398	так например	2	1
399	одному и	1	1
400	одно и	1	1
401	но все	1	1
402	русском языке	1	1
403	мы его	1	1
404	совпадают с	1	1
405	не будет	1	1
406	этом он	1	1
407	различие между	2	1
408	другом случае	1	1
409	же касается	2	1
410	в другом	2	1
411	соглашаясь с	1	1
412	а по	2	1
413	с целью	1	1
414	в и	1	1
415	на бумаге	1	1
416	на почве	1	1
417	его собственной	1	1
418	которой он	1	1
419	и вне	1	1
420	мы видели	1	1
421	тем столь	1	1
422	и было	2	1
423	потому и	1	1
424	и того	3	1
425	с еще	1	1
426	исследователи в	1	1
427	всем желании	1	1
428	бы на	1	1
429	на дорогу	1	1
430	использован для	1	1
431	привело к	4	1
432	таким же	1	1
433	наших дней	2	1
434	в котором	5	1
435	что вся	1	1
436	как произведение	1	1
437	не столько	1	1
438	выходит за	1	1
439	что до	1	1
440	себе а	1	1
441	в отличие	5	1
442	стоит в	1	1
443	путем в	1	1
444	от его	1	1
445	произведение есть	1	1
446	строго говоря	2	1
447	искусства не	1	1
448	мир и	1	1
449	что было	1	1
450	по крайней	2	1
451	однако в	3	1
452	происходит от	2	1
453	в историческом	2	1
454	начиная от	1	1
455	риторической и	1	1
456	однако уже	2	1
457	самого начала	1	1
458	применим к	1	1
459	в русской	1	1
460	дело не	2	1
461	дело в	1	1
462	своего существования	1	1
463	не по	1	1
464	аналогично тому	1	1
465	после своего	1	1
466	достигает своего	1	1
467	мы все	1	1
468	о них	1	1
469	действующие лица	1	1
470	себе более	1	1
471	в качестве	34	1
472	имеем дело	2	1
473	и является	1	1
474	с достаточной	1	1
475	связи с	4	1
476	первичные и	1	1
477	о чем-то	1	1
478	и делает	1	1
479	в области	1	1
480	формы для	1	1
481	точке зрения	1	1
482	на высказывание	1	1
483	и оно	1	1
484	принадлежит к	1	1
485	встречается в	1	1
486	ли не	3	1
487	и другим	1	1
488	тому на	1	1
489	они и	3	1
490	не есть	2	1
491	двух родов	1	1
492	в каждой	3	1
493	деятельности в	1	1
494	для себя	4	1
495	чтобы вернуть	1	1
496	как мы	2	1
497	основываясь на	1	1
498	и о	4	1
499	к такому	2	1
500	но при	3	1
501	на нем	1	1
502	только при	1	1
503	характер и	2	1
504	в себя	5	1
505	с самого	1	1
506	что оба	1	1
507	приводит к	2	1
508	и может	1	1
509	на объект	1	1
510	обращаясь к	1	1
511	природе своей	5	1
512	своей мысли	1	1
513	по аналогии	1	1
514	произведение искусства	1	1
515	времени и	3	1
516	не с	3	1
517	в психологических	1	1
518	было в	2	1
519	здесь как	1	1
520	живет в	1	1
521	актер на	1	1
522	еще в	3	1
523	что бывает	1	1
524	разного рода	2	1
525	собой и	1	1
526	на что	1	1
527	в тех	2	1
528	от басни	1	1
529	о нем	2	1
530	и должно	1	1
531	что каждый	1	1
532	можно сказать	5	1
533	основе своей	2	1
534	они принадлежат	1	1
535	аналогии с	1	1
536	и во	2	1
537	в эстетической	1	1
538	восходит к	1	1
539	крайней мере	2	1
540	которая и	1	1
541	представления о	2	1
542	это приводит	1	1
543	к сознанию	1	1
544	отмечал еще	1	1
545	герой в	1	1
546	этом смысле	1	1
547	которое было	1	1
548	которых она	1	1
549	трудно не	1	1
550	с ними	1	1
551	одного сознания	1	1
552	что даже	2	1
553	не имеющих	1	1
554	которое мы	1	1
555	они имеют	1	1
556	со всеми	1	1
557	не то	1	1
558	до наших	1	1
559	вопроса о	1	1
560	стоит на	1	1
561	свидетельствует о	2	1
562	основе его	1	1
563	она направлена	1	1
564	по выражению	2	1
565	его и	1	1
566	за ним	1	1
567	для него	4	1
568	прежде всего	11	1
569	не совпадают	1	1
570	даже к	1	1
571	не о	1	1
572	литературного произведения	3	1
573	к разного	1	1
574	к той	3	1
575	этого понятия	1	1
576	должны рассматриваться	1	1
577	из двух	2	1
578	со стороны	7	1
579	даже не	1	1
580	между которыми	1	1
581	с другим	1	1
582	сюда же	1	1
583	именно в	3	1
584	лица в	1	1
585	и прежде	1	1
586	себя и	1	1
587	к более	1	1
588	теория не	1	1
589	в соответствии	2	1
590	связано с	1	1
591	и составляет	3	1
592	ничем не	1	1
593	которое по	1	1
594	основных и	1	1
595	понятие о	3	1
596	этом основании	1	1
597	не об	1	1
598	возникать и	1	1
599	в связи	1	1
600	и пространством	1	1
601	с помощью	1	1
602	бы это	2	1
603	из его	1	1
604	самых сложных	1	1
605	его характер	2	1
606	литературы для	1	1
607	самое можно	1	1
608	одной стороны	9	1
609	в той	1	1
610	принадлежащий к	1	1
611	такого рода	4	1
612	во все	1	1
613	или менее	2	1
614	кто из	1	1
615	для понимания	2	1
616	исходя из	2	1
617	этого слова	1	1
618	этом случае	1	1
619	писателя в	2	1
620	и нет	1	1
621	как предмет	1	1
622	о его	1	1
623	отношений или	1	1
624	поэтому что	1	1
625	в первые	1	1
626	в противном	1	1
627	и сами	1	1
628	указать на	1	1
629	своей риторике	1	1
630	не имея	2	1
631	в область	1	1
632	или в	2	1
633	был всем	1	1
634	в результате	1	1
635	как отмечал	1	1
636	не встречается	1	1
637	поэзии в	1	1
638	от одного	1	1
639	не более	2	1
640	ни к	6	1
641	будто бы	2	1
642	самого субъекта	1	1
643	быть определена	3	1
644	исключительно в	1	1
645	быть отнесены	1	1
646	как показывает	2	1
647	хотя в	2	1
648	лежит в	1	1
649	сходятся в	1	1
650	трагедии и	1	1
651	может и	2	1
652	а о	2	1
653	цель и	1	1
654	понимать как	1	1
655	на более	1	1
656	быть обнаружены	1	1
657	речи и	1	1
658	быть признано	1	1
659	чувства как	1	1
660	это и	1	1
661	только о	1	1
662	себе не	3	1
663	в виде	1	1
664	образом свидетельствует	1	1
665	и другие	1	1
666	это понятие	3	1
667	тем самым	1	1
668	к этому	2	1
669	они не	2	1
