N	2gram	Losev_Dial_2	DiskursI
132	первый взгляд	1	2
133	у пушкина	2	2
134	это в	1	2
135	именно в	2	2
136	в области	2	2
137	на мой	1	2
138	стороны и	1	2
139	в принципе	1	2
140	неотделим от	3	2
141	что же	2	2
142	одно и	4	2
143	время в	1	2
144	вместе с	2	2
145	в той	3	2
146	между тем	2	2
147	времени и	9	2
148	себе самому	1	2
149	с точки	8	2
150	и прежде	2	2
151	по преимуществу	1	2
152	реализуется в	1	2
153	как все	1	2
154	что на	2	2
155	не на	2	2
156	что будет	1	2
157	или по	2	2
158	но уже	1	2
159	содержит в	4	2
160	должно быть	7	2
161	никогда не	9	2
162	на почве	1	2
163	к которой	1	2
164	о чем	3	2
165	ну как	1	2
166	не о	1	2
167	мы имеем	3	2
168	тут же	4	2
169	тому как	1	2
170	который не	1	2
171	является не	1	2
172	на первый	1	2
173	другой стороны	4	2
174	в целом	1	2
175	а к	1	2
176	же как	3	2
177	реальности и	2	2
178	что и	5	2
179	в результате	2	2
180	бытия и	1	2
181	и всякое	1	2
182	далеко не	1	2
183	их в	2	2
184	обоих случаях	1	2
185	это еще	2	2
186	подобно тому	1	2
187	здесь не	1	2
188	и это	5	2
189	или иного	1	2
190	потом и	1	2
191	в ней	2	2
192	и одновременно	1	2
193	что он	6	2
194	с их	1	2
195	идет о	1	2
196	того и	2	2
197	а потом	4	2
198	перед лицом	1	2
199	чем не	1	2
200	и другого	1	2
201	может иметь	3	2
202	может не	4	1
203	в разных	3	1
204	форму и	1	1
205	но который	1	1
206	в любой	2	1
207	личность как	2	1
208	поэзии и	4	1
209	же самого	2	1
210	в одних	1	1
211	во всяком	2	1
212	времени но	2	1
213	вопрос о	3	1
214	в собственном	1	1
215	менее в	1	1
216	в одно	5	1
217	общения с	3	1
218	внешнее и	1	1
219	в которой	2	1
220	достоевского в	1	1
221	есть по	1	1
222	фактической реальности	1	1
223	бы то	1	1
224	и ни	1	1
225	его с	3	1
226	принципиально не	1	1
227	или не	2	1
228	в состоянии	2	1
229	жизни с	2	1
230	для своего	1	1
231	отличается от	1	1
232	было у	1	1
233	не была	1	1
234	когда на	1	1
235	случае не	1	1
236	не должно	2	1
237	не стоит	1	1
238	у обоих	1	1
239	в поэзии	7	1
240	себе не	3	1
241	не был	1	1
242	от личности	5	1
243	это время	3	1
244	крайней мере	9	1
245	его не	2	1
246	и поэтическое	1	1
247	ядро и	1	1
248	на границе	1	1
249	есть оно	1	1
250	вовсе не	13	1
251	возможна только	1	1
252	исторических лиц	1	1
253	таким образом	4	1
254	не бывает	1	1
255	в жизни	2	1
256	силу своей	2	1
257	только о	2	1
258	вечности и	1	1
259	например о	1	1
260	строго говоря	1	1
261	только это	1	1
262	совершенно иными	1	1
263	и они	2	1
264	в какой	2	1
265	говоря уже	2	1
266	же будет	1	1
267	как нечто	4	1
268	и во	1	1
269	мира где	1	1
270	даже в	3	1
271	во мне	4	1
272	там где	1	1
273	человеческого опыта	1	1
274	не будучи	2	1
275	человеческая жизнь	1	1
276	мир на	1	1
277	самом деле	4	1
278	мы не	1	1
279	та или	2	1
280	и здесь	1	1
281	но с	1	1
282	субъекта с	1	1
283	оно живет	1	1
284	можно только	2	1
285	дело не	2	1
286	так что	7	1
287	в некоторых	2	1
288	как это	7	1
289	или иная	2	1
290	не считает	1	1
291	человека с	1	1
292	с этой	1	1
293	в голову	1	1
294	если в	2	1
295	во всех	2	1
296	только то	4	1
297	в расчет	1	1
298	не живет	1	1
299	мир как	1	1
300	об этом	3	1
301	также не	1	1
302	и вне	1	1
303	того или	2	1
304	тем что	2	1
305	как о	1	1
306	то в	1	1
307	в это	3	1
308	к самому	1	1
309	были бы	1	1
310	он сам	1	1
311	но все	2	1
312	в образе	1	1
313	в искусстве	2	1
314	из литературы	1	1
315	и собственно	1	1
316	и только	4	1
317	оно не	1	1
318	его как	1	1
319	все то	1	1
320	необходимо чтобы	2	1
321	внимание на	1	1
322	есть не	7	1
323	тут все	1	1
324	три года	1	1
325	при всем	1	1
326	с ним	4	1
327	каждая вещь	2	1
328	в ее	4	1
329	в силу	5	1
330	превращается в	1	1
331	о мире	1	1
332	что касается	1	1
333	того что	6	1
334	еще на	2	1
335	у тебя	1	1
336	чтобы не	6	1
337	в сущности	2	1
338	раз в	2	1
339	себе как	3	1
340	к чему	1	1
341	чужой психики	1	1
342	жизнь личности	2	1
343	с теми	1	1
344	но если	1	1
345	виду что	2	1
346	к тому	2	1
347	задний план	1	1
348	и даже	14	1
349	он от	1	1
350	содержанием в	1	1
351	из которых	1	1
352	за пределы	4	1
353	тех же	1	1
354	стало быть	10	1
355	именно о	1	1
356	в новом	1	1
357	слова а	1	1
358	от времени	1	1
359	и принимает	1	1
360	в других	1	1
361	для меня	1	1
362	более не	1	1
363	такова же	1	1
364	из этого	1	1
365	это и	3	1
366	ее в	2	1
367	не говоря	2	1
368	своей жизни	1	1
369	мой путь	1	1
370	на одном	1	1
371	в самых	1	1
372	то ни	1	1
373	видно что	1	1
374	даже если	1	1
375	в чем	3	1
376	повседневной жизни	2	1
377	не то	5	1
378	и от	3	1
379	жизнь с	1	1
380	не всякий	2	1
381	становление и	4	1
382	ни о	2	1
383	но тут	3	1
384	во всем	1	1
385	да и	6	1
386	но на	1	1
387	но всегда	2	1
388	в одной	4	1
389	сказать что	10	1
390	которые по	1	1
391	и еще	1	1
392	в истории	2	1
393	только через	2	1
394	ничего не	3	1
395	о них	1	1
396	не изучены	1	1
397	же и	9	1
398	оба они	1	1
399	всяком случае	2	1
400	бытия а	1	1
401	он был	1	1
402	своей собственной	1	1
403	по самой	1	1
404	на мир	2	1
405	мыслимой как	1	1
406	и нечто	2	1
407	человек в	1	1
408	лишь на	1	1
409	ему в	1	1
410	однако это	2	1
411	мы в	2	1
412	по своему	5	1
413	об ее	2	1
414	ним он	1	1
415	в особенности	1	1
416	друг друга	1	1
417	возникает из	1	1
418	одна из	1	1
419	равно как	1	1
420	и жизненная	1	1
421	было уже	1	1
422	и тех	1	1
423	но даже	1	1
424	это ведет	1	1
425	мысли не	1	1
426	по крайней	9	1
427	мере в	2	1
428	будто бы	3	1
429	не иметь	1	1
430	личности но	2	1
431	как у	1	1
432	так сказать	1	1
433	духовная и	1	1
434	того как	2	1
435	когда он	1	1
436	теми же	1	1
437	что первая	1	1
438	в самом	5	1
439	и следовательно	5	1
440	слова и	1	1
441	же это	4	1
442	не могут	4	1
443	грань между	3	1
444	и смерти	1	1
445	та которой	1	1
446	тем не	2	1
447	себя и	1	1
448	она и	2	1
449	и что	5	1
450	и образ	1	1
451	она не	8	1
452	однако не	1	1
453	этого термина	1	1
454	не просто	12	1
455	все дело	1	1
456	текущей жизни	1	1
457	на этом	2	1
458	солнца и	1	1
459	содержание и	1	1
460	предполагать что	1	1
461	к небу	1	1
462	что этот	3	1
463	девице и	1	1
464	не как	2	1
465	несмотря на	2	1
466	ее может	1	1
467	свою голову	1	1
468	быть и	4	1
469	бы мы	1	1
470	одних и	1	1
471	я не	6	1
472	однако они	1	1
473	должен быть	1	1
474	еще и	1	1
475	от них	1	1
476	их личностного	1	1
477	двух или	1	1
478	на него	2	1
479	ему не	1	1
480	она сама	3	1
481	уже о	2	1
482	с самого	2	1
483	на примерах	1	1
484	как субъекта	1	1
485	и всегда	1	1
486	время и	2	1
487	миром в	1	1
488	и во-вторых	1	1
489	но без	3	1
490	на свой	1	1
491	же в	2	1
492	с живым	1	1
493	начиная с	1	1
494	она тут	1	1
495	из ее	1	1
496	в некотором	1	1
497	в меру	4	1
498	и до	1	1
499	от их	2	1
500	речь идет	1	1
501	и есть	4	1
502	обладает не	1	1
503	нас в	1	1
504	всем потому	1	1
505	и должно	2	1
506	и др	1	1
507	опыта в	1	1
508	и их	3	1
509	самого по	1	1
510	хотя в	2	1
511	точка зрения	1	1
512	своей природе	2	1
513	вечности то	1	1
514	себя самого	1	1
515	даже такой	1	1
516	одному из	1	1
517	здесь как	1	1
518	только на	1	1
519	опираясь на	1	1
520	не быть	2	1
521	в опыте	1	1
522	и выражения	1	1
523	только еще	1	1
524	именно это	1	1
525	поэтому и	1	1
526	к выводу	1	1
527	обратим внимание	2	1
528	а напротив	1	1
529	чем та	1	1
530	жизнь как	1	1
531	и пространства	2	1
532	от всего	2	1
533	совершенно иной	1	1
534	она была	1	1
535	вырастающие на	1	1
536	не лишая	1	1
537	и более	3	1
538	самого начала	2	1
539	которые каждый	1	1
540	время однако	1	1
541	не есть	47	1
542	но для	1	1
543	в вечность	1	1
544	я бы	1	1
