N	2gram	Potebnia_M_4	Literetu
238	внимание на	5	2
239	со второй	1	2
240	же в	1	2
241	человеческой деятельности	1	2
242	в свою	2	2
243	оно не	2	2
244	эти слова	1	2
245	но еще	1	2
246	ее в	1	2
247	в своих	2	2
248	была бы	1	1
249	и т	7	1
250	искусство есть	1	1
251	форме слова	1	1
252	и хотя	3	1
253	начинается с	1	1
254	всем и	1	1
255	объективной стороны	1	1
256	и то	5	1
257	на самом	3	1
258	исходя из	1	1
259	идет о	1	1
260	в приведенном	1	1
261	и есть	3	1
262	не признает	1	1
263	по которым	1	1
264	и до	3	1
265	и за	1	1
266	мы уже	3	1
267	полагает что	1	1
268	есть образ	1	1
269	бы уже	1	1
270	к художественному	1	1
271	и себя	2	1
272	коренится в	1	1
273	когда люди	1	1
274	занимающего нас	1	1
275	в последнем	1	1
276	говорить о	5	1
277	что иное	2	1
278	поэзии не	1	1
279	три направления	1	1
280	власть над	1	1
281	в ней	2	1
282	проявляется в	2	1
283	своих не	1	1
284	в xix	1	1
285	он сам	1	1
286	иное как	2	1
287	ответа на	1	1
288	мысли и	7	1
289	себя а	1	1
290	быть в	1	1
291	в последних	1	1
292	в чем	1	1
293	тем как	2	1
294	своим и	1	1
295	состоящее в	1	1
296	сознания не	1	1
297	очевидно что	7	1
298	нужно быть	1	1
299	друг от	1	1
300	нет и	1	1
301	когда например	2	1
302	человеку и	1	1
303	за пределы	1	1
304	однако от	1	1
305	в истории	4	1
306	первый взгляд	1	1
307	независимо от	6	1
308	с этим	7	1
309	что первое	1	1
310	в своем	8	1
311	перед нами	1	1
312	что по	2	1
313	для которой	1	1
314	ход мысли	1	1
315	духа в	1	1
316	себе как	1	1
317	в нашем	2	1
318	бы не	3	1
319	не оставляет	1	1
320	т п	4	1
321	и отношения	1	1
322	иным путем	1	1
323	уже в	5	1
324	так сказать	5	1
325	что эти	3	1
326	вообще не	1	1
327	тем не	4	1
328	он не	2	1
329	и еще	1	1
330	в силу	7	1
331	деятельности так	1	1
332	оно должно	1	1
333	поэзия и	5	1
334	не судит	1	1
335	слово есть	5	1
336	бы они	2	1
337	встречаются и	1	1
338	здесь мы	2	1
339	слова и	5	1
340	мы его	3	1
341	свое имя	1	1
342	значение в	1	1
343	внутренней форме	1	1
344	его не	1	1
345	согласиться что	1	1
346	на все	1	1
347	от земли	2	1
348	второй половины	1	1
349	другими не	1	1
350	с другими	4	1
351	который и	1	1
352	например с	2	1
353	еще одно	1	1
354	из первых	1	1
355	только одно	1	1
356	том пути	1	1
357	в них	3	1
358	нет в	1	1
359	все равно	3	1
360	а прежде	1	1
361	о всякой	1	1
362	говорится о	2	1
363	возможно человеку	1	1
364	чем в	2	1
365	ведет к	3	1
366	на этот	2	1
367	этом в	2	1
368	и того	1	1
369	на пути	1	1
370	на первый	1	1
371	во время	2	1
372	я может	1	1
373	и одно	1	1
374	что такое	7	1
375	этой связи	1	1
376	в их	1	1
377	то для	1	1
378	лишь тогда	3	1
379	существовало в	1	1
380	значение для	1	1
381	и новые	1	1
382	но это	3	1
383	но он	1	1
384	друг другу	1	1
385	в таких	2	1
386	бы быть	1	1
387	пройдены и	1	1
388	образ не	2	1
389	вовсе не	7	1
390	например и	1	1
391	тому что	2	1
392	в отношении	1	1
393	а от	1	1
394	она не	2	1
395	при всей	1	1
396	мысли в	2	1
397	тогда когда	8	1
398	на два	1	1
399	и притом	2	1
400	к новым	1	1
401	и сама	2	1
402	в процессе	3	1
403	с и	2	1
404	в самых	1	1
405	для кого	1	1
406	и субъективное	1	1
407	только не	3	1
408	не имеет	5	1
409	на наш	1	1
410	это явление	1	1
411	слова как	1	1
412	поэтическое произведение	1	1
413	к поэзии	1	1
414	живописи и	1	1
415	с нами	1	1
416	в ком	1	1
417	во всем	1	1
418	как ни	2	1
419	не принадлежит	1	1
420	меня с	1	1
421	не по	1	1
422	века не	1	1
423	прозе и	1	1
424	уже и	2	1
425	в действительности	3	1
426	и проза	4	1
427	у меня	1	1
428	начиная с	1	1
429	когда мы	6	1
430	его понимании	1	1
431	значительной степени	2	1
432	его с	1	1
433	однако по	1	1
434	ничего общего	1	1
435	слово которое	2	1
436	значение это	1	1
437	правда не	1	1
438	на наших	1	1
439	и о	4	1
440	от друга	1	1
441	в виду	3	1
442	свою очередь	1	1
443	но при	1	1
444	самим собою	1	1
445	при котором	1	1
446	языка и	3	1
447	так в	3	1
448	на том	2	1
449	котором мы	1	1
450	поэтическим произведением	1	1
451	своей мысли	1	1
452	времени и	1	1
453	было в	3	1
454	себя что	1	1
455	есть конечно	1	1
456	можно только	2	1
457	том как	1	1
458	по мере	7	1
459	такой объект	1	1
460	о ней	1	1
461	на вопрос	4	1
462	столь же	2	1
463	второй половине	1	1
464	но мы	2	1
465	этой мысли	1	1
466	такова что	1	1
467	как было	1	1
468	времени в	1	1
469	нас в	2	1
470	не допуская	1	1
471	на нее	3	1
472	составляет не	1	1
473	исходят из	1	1
474	в толпе	1	1
475	природы в	1	1
476	в ряд	2	1
477	когда оно	2	1
478	бы в	2	1
479	чем и	1	1
480	непосредственно в	1	1
481	них в	1	1
482	которая и	1	1
483	и всякое	1	1
484	на высоте	1	1
485	и мир	1	1
486	тех пор	6	1
487	к нему	5	1
488	но так	2	1
489	мое с	1	1
490	в искусстве	3	1
491	другого не	1	1
492	в двух	2	1
493	среди других	1	1
494	одной из	1	1
495	явления в	1	1
496	не идет	1	1
497	по мнению	1	1
498	в обществе	2	1
499	и требует	1	1
500	именно на	2	1
501	своего собственного	1	1
502	так что	5	1
503	есть в	5	1
504	носит в	1	1
505	и у	2	1
506	то и	4	1
507	в значении	3	1
508	ряду других	3	1
509	вопрос что	2	1
510	по выражению	1	1
511	и других	3	1
512	но совершенно	1	1
513	и поэзии	3	1
514	его творения	1	1
515	к чему-то	1	1
516	и их	3	1
517	в котором	4	1
518	слово как	1	1
519	так как	14	1
520	ее не	3	1
521	друг друга	2	1
522	бытия и	1	1
523	у него	1	1
524	с действительностью	1	1
525	в каждом	3	1
526	превращается в	2	1
527	лишь один	2	1
528	но из	1	1
529	до самого	1	1
530	только на	4	1
531	из двух	1	1
532	нужно было	1	1
533	не были	2	1
534	даже не	2	1
535	влияние на	2	1
536	не стало	2	1
537	есть не	4	1
538	превратится в	1	1
539	и быть	2	1
540	а с	1	1
541	человека из	2	1
542	предмет и	1	1
543	к человеку	1	1
544	которой нет	1	1
545	не было	12	1
546	мы сами	3	1
547	с тем	7	1
548	было сказано	1	1
549	в руках	1	1
550	его руках	1	1
551	и я	2	1
552	в ряду	6	1
553	не об	1	1
554	в связи	1	1
555	которого не	1	1
556	стороны в	1	1
557	этого явления	1	1
558	внимания к	1	1
559	ко всем	3	1
560	из трех	1	1
561	общего с	1	1
562	ибо в	1	1
563	со словом	3	1
564	в человеке	1	1
565	к своему	1	1
566	конечно не	2	1
567	в той	4	1
568	есть только	5	1
569	внимание лишь	1	1
570	сам не	1	1
571	это значит	1	1
572	и было	1	1
573	предполагает в	1	1
574	что здесь	1	1
575	и средством	1	1
576	действительность в	1	1
577	слово для	3	1
578	все это	5	1
579	есть выражение	1	1
580	к другим	2	1
581	слова с	3	1
582	этот образ	2	1
583	и более	4	1
584	совершается в	1	1
585	потому не	1	1
586	о котором	1	1
587	которая в	1	1
588	человек и	1	1
589	свидетельствует о	1	1
590	она коренится	1	1
591	не другой	1	1
592	для нас	14	1
593	и все	4	1
594	лишь как	1	1
595	у них	1	1
596	в этих	3	1
597	еще более	2	1
598	хотя бы	4	1
599	и внутренних	1	1
600	до ее	1	1
601	отношении к	1	1
602	не есть	9	1
603	нет ничего	3	1
604	есть от	2	1
605	которая на	1	1
606	из тех	2	1
607	от своего	1	1
608	сказать что	8	1
609	к его	2	1
610	не что	2	1
611	из этого	2	1
612	есть и	2	1
613	из своей	1	1
614	а другой	1	1
615	два момента	1	1
616	себе но	1	1
617	и состоит	3	1
618	в таком	4	1
619	остались те	1	1
620	нечто уже	1	1
621	и идеи	1	1
622	невозможна без	1	1
623	эти категории	1	1
624	стороны одного	1	1
