N	2gram	Tiupa_Disk_2	VrazhdaK
137	он как	1	1
138	равно как	1	1
139	совпадает с	2	1
140	говорить о	2	1
141	в полной	1	1
142	ему в	1	1
143	это время	1	1
144	а другие	1	1
145	собой в	1	1
146	одном из	3	1
147	из литературы	1	1
148	по своему	1	1
149	как правило	1	1
150	анекдотическая фигура	1	1
151	писательской биографии	1	1
152	но не	7	1
153	о смерти	1	1
154	в сторону	1	1
155	всего он	1	1
156	если в	1	1
157	и т.д	1	1
158	есть по	1	1
159	тут же	2	1
160	в е	1	1
161	первый взгляд	2	1
162	для русской	1	1
163	как в	8	1
164	для всех	1	1
165	некоторое время	1	1
166	что как	2	1
167	и наконец	3	1
168	себе не	1	1
169	состояло в	1	1
170	то в	1	1
171	в самом	1	1
172	в целом	2	1
173	не был	1	1
174	что же	2	1
175	рассказ о	2	1
176	переосмыслением центрального	1	1
177	в записках	2	1
178	основания предполагать	1	1
179	да и	1	1
180	одному из	1	1
181	же это	1	1
182	чем у	1	1
183	в силу	1	1
184	что ни	2	1
185	одно и	2	1
186	совпадают с	1	1
187	а их	1	1
188	этой традиции	2	1
189	в жизни	1	1
190	из первых	1	1
191	и романа	1	1
192	соответствии с	3	1
193	этого не	1	1
194	восходят к	1	1
195	такой же	2	1
196	одного и	3	1
197	которую он	1	1
198	в этих	3	1
199	и их	1	1
200	предполагать что	1	1
201	всяком случае	1	1
202	ставя его	1	1
203	человеком и	1	1
204	своего рода	10	1
205	сюжетная ситуация	1	1
206	к реальному	1	1
207	тем не	1	1
208	по крайней	1	1
209	а почему	1	1
210	что этот	1	1
211	сам этот	1	1
212	а вот	1	1
213	на три	1	1
214	вплоть до	1	1
215	но они	1	1
216	тем самым	6	1
217	первая часть	1	1
218	в процессе	1	1
219	как о	1	1
220	близок к	1	1
221	писателя с	2	1
222	ничего не	1	1
223	того как	1	1
224	как новый	1	1
225	иными словами	1	1
226	эстетический характер	1	1
227	по своей	6	1
228	такая же	1	1
229	потому что	4	1
230	этом отношении	4	1
231	только от	1	1
232	надежды на	1	1
233	могут быть	3	1
234	отличается от	1	1
235	записках охотника	2	1
236	не есть	1	1
237	воспроизводит ситуацию	1	1
238	с ее	2	1
239	и образ	1	1
240	но при	2	1
241	в ее	1	1
242	роль в	4	1
243	к смерти	1	1
244	и сам	1	1
245	этот период	1	1
246	так и	9	1
247	не с	2	1
248	было в	3	1
249	живет в	2	1
250	еще в	3	1
251	во второй	1	1
252	на большую	2	1
253	иисуса христа	1	1
254	во всяком	1	1
255	анекдота о	2	1
256	не стоит	1	1
257	представляющий собой	2	1
258	но об	1	1
259	нас в	1	1
260	во всех	1	1
261	рассказ не	2	1
262	от них	1	1
263	в форме	1	1
264	крайней мере	1	1
265	один из	1	1
266	но с	1	1
267	романа и	2	1
268	во всем	1	1
269	в литературу	1	1
270	начало в	1	1
271	в качестве	16	1
272	себя в	6	1
273	сколько в	1	1
274	самым он	1	1
275	хотя в	1	1
276	к своим	2	1
277	как анекдотическая	1	1
278	искать в	1	1
279	в одном	4	1
280	и двусмысленный	1	1
281	друг друга	1	1
282	каждый из	1	1
283	резко отличают	1	1
284	как при	1	1
285	не просто	1	1
286	отличается не	2	1
287	из мысли	1	1
288	в особенности	1	1
289	из двух	3	1
290	возникший в	1	1
291	с другой	5	1
292	немалую роль	1	1
293	именно в	2	1
294	прежде всего	7	1
295	в соответствии	2	1
296	на этот	1	1
297	до конца	1	1
298	в рассказе	4	1
299	человек в	1	1
300	с конца	1	1
301	из героев	1	1
302	некоторых его	1	1
303	что из	1	1
304	в частности	12	1
305	или по	2	1
306	из которых	1	1
307	что первая	1	1
308	этого типа	1	1
309	того что	1	1
310	я с	2	1
311	в свое	2	1
312	в условиях	1	1
313	оба они	1	1
314	и служило	1	1
315	об одном	3	1
316	но для	1	1
317	ближе к	1	1
318	более того	1	1
319	и от	1	1
320	но на	1	1
321	наполеона в	1	1
322	хотя и	1	1
323	в литературной	1	1
324	еще более	1	1
325	можно признать	3	1
326	в обоих	2	1
327	а о	1	1
328	о своем	1	1
329	быть и	1	1
330	другой стороны	2	1
331	бы его	1	1
332	из этого	1	1
333	сам в	1	1
334	только о	1	1
335	героя в	5	1
336	жизни и	3	1
337	переводится как	1	1
338	который не	2	1
339	как на	3	1
