N	2gram	Tiupa_Lite_3	Tvorches
339	как средство	1	1
340	не к	1	1
341	собой не	1	1
342	и вот	2	1
343	в четвертом	1	1
344	с чувством	2	1
345	на наш	1	1
346	встречаются и	1	1
347	то ни	2	1
348	значение в	1	1
349	им как	1	1
350	внутренней форме	1	1
351	его не	1	1
352	на все	1	1
353	традиции и	1	1
354	на этой	1	1
355	его в	2	1
356	которого не	1	1
357	который и	1	1
358	в глазах	3	1
359	было бы	2	1
360	центральное место	1	1
361	лишь на	2	1
362	по мысли	6	1
363	весь мир	1	1
364	действия а	2	1
365	но мы	1	1
366	в них	1	1
367	о которых	1	1
368	все равно	1	1
369	с этой	2	1
370	с тем	1	1
371	и уже	1	1
372	и четко	1	1
373	он и	2	1
374	принцип организации	1	1
375	жизни но	1	1
376	литературного процесса	1	1
377	чем в	1	1
378	ключ к	1	1
379	этом с	2	1
380	и было	1	1
381	о которой	2	1
382	хотя на	1	1
383	читателя то	1	1
384	на первый	1	1
385	можно только	1	1
386	рассматривает как	1	1
387	я как	4	1
388	свою собственную	1	1
389	что такое	1	1
390	и ее	2	1
391	на месте	1	1
392	к предмету	2	1
393	вспять к	1	1
394	от себя	2	1
395	не приемлет	1	1
396	всякий раз	2	1
397	и внутренних	1	1
398	художественного мира	1	1
399	я скажу	1	1
400	мира отсюда	1	1
401	мы были	2	1
402	читателе как	1	1
403	куда в	1	1
404	и более	1	1
405	как от	1	1
406	по себе	2	1
407	в историческом	1	1
408	тому что	1	1
409	в отношении	1	1
410	а от	1	1
411	вплоть до	2	1
412	в таких	1	1
413	что ему	2	1
414	не имеет	1	1
415	в процессе	1	1
416	мы все	1	1
417	в уме	1	1
418	в нас	2	1
419	литературной традиции	2	1
420	в игру	1	1
421	для всего	1	1
422	он с	1	1
423	нельзя не	1	1
424	шел в	1	1
425	не вполне	2	1
426	жизни не	2	1
427	году он	1	1
428	на себя	2	1
429	возвращают его	1	1
430	природы в	1	1
431	xix веке	1	1
432	исторического процесса	1	1
433	входят в	1	1
434	и делает	1	1
435	в области	3	1
436	всю ночь	2	1
437	у нас	2	1
438	xx века	1	1
439	уже о	3	1
440	начиная с	1	1
441	к себе	8	1
442	будущее в	1	1
443	как призрак	1	1
444	сама жизнь	1	1
445	его понимании	1	1
446	лирическим героем	2	1
447	многих читателей	1	1
448	не есть	1	1
449	за свою	1	1
450	оно не	2	1
451	она не	1	1
452	я может	1	1
453	того самого	1	1
454	он ищет	2	1
455	моя жизнь	1	1
456	и о	1	1
457	в конце	2	1
458	но по	1	1
459	свою очередь	1	1
460	внимание на	2	1
461	но при	1	1
462	его искусства	1	1
463	в ее	5	1
464	другой стороны	2	1
465	только не	1	1
466	что у	2	1
467	века как	1	1
468	участия в	1	1
469	мире не	2	1
470	жизнь и	1	1
471	сам не	1	1
472	не лучше	1	1
473	которая в	1	1
474	ключевое слово	1	1
475	по мере	1	1
476	трактуется как	1	1
477	в глубине	2	1
478	в таком	1	1
479	глубине души	1	1
480	обычно служит	1	1
481	с того	1	1
482	перед жизнью	3	1
483	кажется что	1	1
484	как было	1	1
485	упорство и	1	1
486	нас в	1	1
487	как у	4	1
488	знает что	2	1
489	в эстетической	2	1
490	исходная ситуация	1	1
491	к нему	1	1
492	между тем	3	1
493	вот некоторые	1	1
494	была бы	1	1
495	складывается из	2	1
496	эти два	1	1
497	свобода и	1	1
498	нуждается в	1	1
499	человека из	1	1
500	восходит к	1	1
501	чем и	1	1
502	все время	3	1
503	и деятельность	1	1
504	в жизнь	4	1
505	со второй	2	1
506	героини и	1	1
507	в ряде	1	1
508	как он	1	1
509	с ними	2	1
510	будь то	1	1
511	вечности в	1	1
512	и действительно	1	1
513	души которая	1	1
514	всей жизни	1	1
515	с одной	4	1
516	в эти	1	1
517	себя в	7	1
518	одновременно он	1	1
519	для всех	1	1
520	к идее	2	1
521	то и	1	1
522	но с	2	1
523	в школе	1	1
524	мышления и	1	1
525	к своим	2	1
526	ту или	1	1
527	к единению	1	1
528	в прозе	1	1
529	в одном	4	1
530	и со	1	1
531	ее не	1	1
532	не мыслил	1	1
533	индивидуальном сознании	1	1
534	разлад между	1	1
535	тем что	2	1
536	лишь один	1	1
537	не было	1	1
538	маленький ребенок	1	1
539	никого не	1	1
540	уважение к	1	1
541	не надо	2	1
542	как сам	1	1
543	я только	2	1
544	для этого	1	1
545	чем он	1	1
546	по выражению	1	1
547	наконец в	3	1
548	а с	1	1
549	себя и	2	1
550	исходит из	1	1
551	и их	1	1
552	превращается в	1	1
553	одной стороны	4	1
554	связи с	2	1
555	а на	2	1
556	на этот	1	1
557	художественной системе	1	1
558	в картине	1	1
559	не на	1	1
560	в руках	1	1
561	человек есть	1	1
562	из героев	1	1
563	а так	2	1
564	о чем	3	1
565	и я	1	1
566	него не	2	1
567	с ума	1	1
568	автор этих	1	1
569	именно поэтому	1	1
570	к пушкину	1	1
571	но кто	1	1
572	как это	3	1
573	становится просто	1	1
574	в цикле	1	1
575	в моей	1	1
576	и кризис	1	1
577	есть только	1	1
578	самого себя	1	1
579	человек с	2	1
580	личности когда	1	1
581	плачут и	1	1
582	это значит	1	1
583	материал для	1	1
584	ли не	1	1
585	исходной ситуации	2	1
586	один день	1	1
587	слова и	1	1
588	художественное произведение	2	1
589	к объекту	1	1
590	прибегает к	1	1
591	только для	3	1
592	как частного	1	1
593	же самое	2	1
594	и тогда	2	1
595	как раз	2	1
596	в полном	2	1
597	и сам	2	1
598	искусства как	1	1
599	в связи	1	1
600	восходящая к	3	1
601	от имени	1	1
602	еще раз	2	1
603	человек и	1	1
604	во время	1	1
605	и перед	2	1
606	в другое	1	1
607	чтобы его	1	1
608	реальное время	1	1
609	с остальным	1	1
610	все они	2	1
611	я в	7	1
612	ни было	2	1
613	же в	2	1
614	романа и	2	1
615	в искусстве	1	1
616	человека не	1	1
617	отношении к	1	1
618	и осознать	1	1
619	может и	1	1
620	это все	1	1
621	картину мира	1	1
622	из тупика	1	1
623	к его	1	1
624	жизни а	2	1
625	я это	2	1
626	не что	1	1
627	отношению к	4	1
628	бы его	1	1
629	от романтической	1	1
630	и жизнь	1	1
631	из своей	1	1
632	первую очередь	1	1
633	о нем	2	1
634	художественного творчества	2	1
635	а я	3	1
