N	2gram	Tiupa_Disk_2	slovoVRo
129	не должно	1	3
130	и ее	3	3
131	не было	3	3
132	как такового	1	3
133	в себе	19	3
134	и во	1	3
135	но здесь	2	3
136	не были	1	3
137	более того	1	3
138	его в	3	3
139	одной из	1	3
140	в результате	2	3
141	при всем	1	3
142	для него	5	3
143	произведения как	2	3
144	в том	8	3
145	к тому	1	3
146	в других	1	3
147	не требует	2	3
148	в качестве	16	3
149	в поэтических	1	3
150	с этой	1	3
151	поэтому и	1	3
152	в истории	1	3
153	никогда не	2	3
154	в первом	1	3
155	и может	3	3
156	лишь на	1	3
157	формы и	1	3
158	друг друга	1	3
159	именно в	2	3
160	внутренней речи	3	3
161	того что	1	3
162	как сказано	1	3
163	в поэзии	1	3
164	она не	1	3
165	он не	3	3
166	также и	3	3
167	не могут	1	3
168	и сам	1	3
169	о том	4	3
170	из этого	1	3
171	которая не	1	3
172	рассказчика и	2	3
173	из них	3	3
174	в данном	7	3
175	в своем	5	3
176	столь же	3	2
177	они были	1	2
178	ответственность за	1	2
179	но не	7	2
180	интерес к	2	2
181	своего и	3	2
182	время и	1	2
183	и слово	1	2
184	рассказ в	2	2
185	в сочетании	2	2
186	здесь не	2	2
187	одновременно и	1	2
188	с ней	2	2
189	даже в	1	2
190	автором и	1	2
191	в условиях	1	2
192	мы не	1	2
193	однако этот	1	2
194	или напротив	2	2
195	же как	2	2
196	и чужого	2	2
197	так что	1	2
198	чужого слова	1	2
199	а между	1	2
200	так в	1	2
201	на язык	1	2
202	того или	1	2
203	в одном	4	2
204	то в	1	2
205	между ними	1	2
206	остановимся на	1	2
207	его как	1	2
208	к этому	4	2
209	роль в	4	2
210	например в	3	2
211	потому что	4	2
212	этого типа	1	2
213	одно и	2	2
214	в зоне	1	2
215	между тем	2	2
216	не с	2	2
217	различные формы	1	2
218	в этих	3	2
219	и той	1	2
220	этом случае	2	2
221	возникает из	1	2
222	из романа	1	2
223	на возможность	1	2
224	дело не	1	2
225	при всех	1	2
226	высказывания и	1	2
227	в самых	1	2
228	слов и	1	2
229	для романа	1	2
230	ни о	1	2
231	с которыми	1	2
232	говорящего и	1	2
233	сказать что	1	2
234	должно быть	2	2
235	такого рода	9	2
236	между автором	1	2
237	же и	1	2
238	в контексте	3	2
239	можно сказать	3	2
240	романа как	1	2
241	хотя и	1	2
242	той же	2	2
243	уже не	3	2
244	в ее	1	2
245	синтаксиса и	1	2
246	а с	5	2
247	точке зрения	1	2
248	по своему	1	2
249	или рассказчика	1	2
250	непосредственно и	2	2
251	одна из	1	2
252	в котором	3	2
253	ни было	1	2
254	исторического развития	1	2
255	некоторого индивидуального	1	2
256	мы все	1	2
257	бы его	1	2
258	и всякое	2	2
259	на этом	1	2
260	каждый момент	1	2
261	ему не	1	2
262	и иных	1	2
263	общему мнению	1	2
264	в частности	12	2
265	в другом	3	2
266	а также	8	2
267	или иного	2	2
268	и одновременно	2	2
269	нас в	1	2
270	до известной	1	2
271	пределах одной	1	2
272	и то	4	2
273	и экспрессивной	1	2
274	одного из	4	2
275	одному из	1	2
276	не является	4	2
277	только на	1	2
278	в целом	2	2
279	такая же	1	2
280	этого жанра	2	2
281	не есть	1	2
282	самого автора	1	2
283	том что	10	2
284	жизни но	3	2
285	данного высказывания	1	1
286	связи и	1	1
287	брань и	1	1
288	и глубоко	1	1
289	в споре	1	1
290	например и	1	1
291	показывает как	1	1
292	событием самого	1	1
293	форму и	1	1
294	не исчерпывают	1	1
295	как слово	1	1
296	приводит к	3	1
297	но с	1	1
298	солидарность с	2	1
299	в значительной	1	1
300	в в	1	1
301	не знает	3	1
302	но она	3	1
303	и того	3	1
304	почву для	1	1
305	настоящим и	2	1
306	в литературу	1	1
307	не столь	2	1
308	тех же	1	1
309	место в	2	1
310	на пути	1	1
311	аналогии с	1	1
312	на их	1	1
313	целого но	1	1
314	ориентация на	1	1
315	жизни и	3	1
316	мы ничего	1	1
317	его с	1	1
318	с авторским	1	1
319	каждый из	1	1
320	в состоянии	1	1
321	в нескольких	1	1
322	момент в	2	1
323	для своего	1	1
324	отличается от	1	1
325	случае не	1	1
326	сам в	1	1
327	мышления и	1	1
328	что как	2	1
329	как на	3	1
330	о своем	1	1
331	же в	1	1
332	лирике но	1	1
333	все то	1	1
334	не к	2	1
335	в этот	1	1
336	звучит в	1	1
337	сохраняет свое	1	1
338	в жизни	1	1
339	имеет два	1	1
340	высказывания в	1	1
341	крайней мере	1	1
342	и их	1	1
343	рассказчика в	1	1
344	и поэтическое	1	1
345	не менее	7	1
346	первых двух	1	1
347	друга и	1	1
348	предстает как	1	1
349	на границе	1	1
350	и существенные	1	1
351	направленность на	2	1
352	есть в	2	1
353	установка не	1	1
354	этих жанров	3	1
355	жанрах а	1	1
356	ценностный кругозор	1	1
357	характера но	1	1
358	автора с	1	1
359	свое время	2	1
360	здесь как	1	1
361	в какой	1	1
362	и так	1	1
363	которого он	1	1
364	возможность иного	3	1
365	включает в	1	1
366	высказываний на	1	1
367	сознания с	1	1
368	бы не	1	1
369	авторского слова	1	1
370	не дает	1	1
371	вследствие этого	2	1
372	не знаем	1	1
373	мир как	1	1
374	жанр который	1	1
375	в форме	1	1
376	это игра	1	1
377	и вне	1	1
378	чего не	3	1
379	и было	1	1
380	непосредственно возникает	1	1
381	как целого	1	1
382	слова не	2	1
383	вводит в	1	1
384	формируется в	2	1
385	нашего времени	1	1
386	стороны и	2	1
387	это ощущение	1	1
388	там и	1	1
389	по своей	6	1
390	персонажей а	1	1
391	жанрах в	1	1
392	сводится к	2	1
393	к той	1	1
394	ценностные тона	2	1
395	начала в	1	1
396	и только	1	1
397	этого не	1	1
398	время в	2	1
399	есть не	1	1
400	вместе с	2	1
401	и романного	1	1
402	но это	3	1
403	в новелле	1	1
404	между романом	1	1
405	в одной	1	1
406	о мире	1	1
407	и оценки	1	1
408	еще на	1	1
409	в лирике	7	1
410	характерное для	1	1
411	а через	1	1
412	рассказ не	2	1
413	себе как	1	1
414	в себя	2	1
415	необходимый фон	1	1
416	но если	1	1
417	не имеют	1	1
418	задний план	1	1
419	для данного	3	1
420	жанров в	2	1
421	отношении не	1	1
422	значительной степени	1	1
423	на границах	1	1
424	различие между	1	1
425	произведения в	1	1
426	в противовес	5	1
427	себе самому	2	1
428	с теми	1	1
429	в новом	1	1
430	в чужой	1	1
431	и прежде	2	1
432	к прямому	1	1
433	подход к	3	1
434	в меру	1	1
435	эпохи может	1	1
436	существенную роль	1	1
437	а напротив	1	1
438	с богатой	1	1
439	как все	2	1
440	совпадают с	1	1
441	на смерть	1	1
442	в одних	1	1
443	отличие от	12	1
444	данного литературного	1	1
445	эти две	1	1
446	и они	1	1
447	лицо и	1	1
448	рассеянной чужой	1	1
449	на языке	2	1
450	на одном	1	1
451	то ни	1	1
452	об особом	1	1
453	но уже	2	1
454	дело в	2	1
455	во всем	1	1
456	да и	1	1
457	оно живет	1	1
458	одних случаях	1	1
459	два полюса	1	1
460	сознание и	1	1
461	и есть	1	1
462	и вследствие	1	1
463	днем и	1	1
464	ни в	7	1
465	несобственно-прямая речь	1	1
466	не изучены	1	1
467	лица и	1	1
468	он был	1	1
469	для литературы	1	1
470	характер и	1	1
471	тем не	1	1
472	все дело	1	1
473	не столько	3	1
474	этого момента	1	1
475	отказа от	1	1
476	о чем	2	1
477	и формируется	1	1
478	те моменты	1	1
479	становления и	3	1
480	мы имеем	2	1
481	ориентированы на	1	1
482	прямой речи	1	1
483	столько в	1	1
484	со стороны	10	1
485	может иметь	2	1
486	который не	2	1
487	два языка	1	1
488	между различными	1	1
489	изнутри в	1	1
490	для этого	1	1
491	равно как	1	1
492	бранное слово	1	1
493	речи и	1	1
494	определяется его	1	1
495	но даже	1	1
496	героев в	1	1
497	в этой	4	1
498	были созданы	1	1
499	с таким	2	1
500	ближе к	1	1
501	произведение не	1	1
502	к другому	1	1
503	не нужно	2	1
504	между которыми	1	1
505	чем у	1	1
506	установку на	2	1
507	к данному	1	1
508	между настоящим	1	1
509	чтобы не	1	1
510	в сторону	1	1
511	этом отношении	4	1
512	художественного произведения	1	1
513	в иных	1	1
514	дня а	1	1
515	в отличие	12	1
516	по крайней	1	1
517	себя и	1	1
518	себя как	1	1
519	и что	1	1
520	оценки и	1	1
521	рассказом и	1	1
522	содержание и	1	1
523	не просто	1	1
524	не устраняет	1	1
525	др при	1	1
526	что и	2	1
527	как у	1	1
528	несмотря на	1	1
529	это его	1	1
530	для освещения	1	1
531	пределах одного	1	1
532	в это	1	1
533	и быта	1	1
534	таковы например	1	1
535	обращение к	2	1
536	и столь	1	1
537	с каждым	1	1
538	бы мы	1	1
539	должен быть	1	1
540	которая в	2	1
541	одном из	3	1
542	автор с	1	1
543	от них	1	1
544	того и	2	1
545	занимает в	1	1
546	живет и	1	1
547	самого начала	1	1
548	совершенно иными	1	1
549	с самого	1	1
550	в некотором	1	1
551	и полное	1	1
552	слова но	1	1
553	на свой	1	1
554	не был	1	1
555	с живым	1	1
556	на этот	1	1
557	его не	1	1
558	не бывает	1	1
559	всего в	1	1
560	и до	1	1
561	свое наиболее	1	1
562	и со	1	1
563	и стилистически	1	1
564	в специальном	2	1
565	строится на	1	1
566	движения и	1	1
567	но их	1	1
568	к своим	2	1
569	он должен	1	1
570	жизнью и	2	1
571	в которых	1	1
572	что может	1	1
573	собой в	1	1
574	к миру	1	1
575	и более	1	1
576	одной и	1	1
577	и это	2	1
578	сколько в	1	1
579	мира в	3	1
580	по аналогии	1	1
581	сохраняя в	1	1
582	именно это	1	1
583	целого в	1	1
584	в практике	1	1
585	человека в	4	1
586	и соотношений	1	1
587	романом и	3	1
588	к одному	1	1
589	и две	1	1
590	бы то	1	1
591	в прозе	1	1
592	во втором	1	1
