N	2gram	Tiupa_Narr_1	Mirosoze
178	а для	3	2
179	мы еще	1	2
180	она есть	1	2
181	было не	1	2
182	оправдать и	1	2
183	к ней	1	2
184	еще более	1	2
185	хотя и	4	2
186	в этих	2	2
187	по отношению	3	2
188	жизни не	1	2
189	интерес к	1	2
190	все время	1	2
191	между тем	3	2
192	что не	2	2
193	мы увидим	1	2
194	а за	2	2
195	лишь в	3	2
196	тот же	1	2
197	ней есть	1	2
198	лишь одно	1	2
199	да и	2	2
200	но на	1	2
201	уже в	1	2
202	как будто	3	2
203	такого рода	10	2
204	ничего не	2	2
205	в церкви	1	2
206	тому как	3	2
207	не всегда	3	2
208	преступление и	1	2
209	и та	1	2
210	в человеке	1	2
211	что за	1	2
212	друг для	2	2
213	ее и	1	2
214	нельзя было	1	2
215	как у	2	2
216	верит в	1	2
217	с собой	1	2
218	в действительности	1	2
219	быть и	2	2
220	не случайно	1	2
221	еще вернемся	1	2
222	подобно тому	3	2
223	это означает	1	2
224	было для	1	2
225	нас в	2	2
226	для друга	2	2
227	не о	2	2
228	к себе	4	2
229	или иной	4	2
230	от его	1	2
231	но для	3	2
232	еще в	3	2
233	его нельзя	1	2
234	он уже	2	2
235	всего лишь	3	1
236	не находит	1	1
237	к радости	1	1
238	и борьбы	1	1
239	все они	1	1
240	это одна	1	1
241	как со	1	1
242	была в	1	1
243	в значительной	1	1
244	это за	1	1
245	выходя из	1	1
246	в свое	1	1
247	в другом	1	1
248	входит в	2	1
249	прошел через	1	1
250	на то	2	1
251	остается на	1	1
252	того же	1	1
253	значение и	1	1
254	и тем	4	1
255	в человеческой	1	1
256	и всякий	1	1
257	для которого	1	1
258	отличается от	1	1
259	для кого-то	1	1
260	не по	4	1
261	как отец	1	1
262	для христианской	1	1
263	для всего	1	1
264	и ее	3	1
265	для них	2	1
266	а потому	1	1
267	при такой	2	1
268	связь с	1	1
269	вслед за	1	1
270	отношение между	1	1
271	христа в	1	1
272	как можно	1	1
273	в сознании	4	1
274	вернемся к	1	1
275	наконец в	1	1
276	и борьба	1	1
277	и они	1	1
278	людей не	1	1
279	не останется	1	1
280	бы ни	1	1
281	его и	2	1
282	приводит к	1	1
283	мы не	3	1
284	прибегает к	1	1
285	а о	2	1
286	к этому	1	1
287	если в	2	1
288	он существует	1	1
289	видит в	1	1
290	что на	4	1
291	об этом	6	1
292	чем его	1	1
293	которой он	1	1
294	в жизнь	1	1
295	с тем	1	1
296	тем как	1	1
297	жизни героя	3	1
298	это верно	1	1
299	до известной	1	1
300	что легко	1	1
301	то я	1	1
302	но все	1	1
303	и наказание	1	1
304	и только	2	1
305	я вас	1	1
306	имеет смысл	1	1
307	этого не	2	1
308	раз в	2	1
309	случае имеет	1	1
310	не любил	1	1
311	чувствовала себя	1	1
312	в ее	1	1
313	из жизни	1	1
314	душе и	1	1
315	со словами	2	1
316	между ними	2	1
317	по характеру	1	1
318	как не	1	1
319	для такого	1	1
320	есть знак	1	1
321	первые два	1	1
322	должны были	1	1
323	человек как	1	1
324	человеческого сознания	2	1
325	в той	2	1
326	национальной и	1	1
327	сознания в	2	1
328	значительной степени	1	1
329	только что	2	1
330	не с	1	1
331	не люблю	1	1
332	это будет	1	1
333	он свободен	1	1
334	в момент	1	1
335	жить в	1	1
336	разных местах	1	1
337	стало быть	3	1
338	стороне от	1	1
339	с точки	1	1
340	всегда бывает	2	1
341	и ему	1	1
342	важное для	1	1
343	между двумя	5	1
344	к подлинному	1	1
345	и каждый	1	1
346	с анной	5	1
347	на самом	1	1
348	мог бы	1	1
349	нас к	1	1
350	как все	1	1
351	в целом	3	1
352	жизни который	1	1
353	и нередко	1	1
354	о человеке	1	1
355	нас нет	1	1
356	но они	3	1
357	в нее	1	1
358	своего рода	10	1
359	не то	1	1
360	люди как	1	1
361	не все	1	1
362	себя за	1	1
363	с этим	1	1
364	к этой	1	1
365	во многих	1	1
366	во второй	1	1
367	разрыв с	1	1
368	в культуре	1	1
369	мира но	1	1
370	за границей	1	1
371	и религиозной	1	1
372	но никогда	1	1
373	со своей	1	1
374	всю свою	1	1
375	и отсутствие	1	1
376	в пространстве	3	1
377	на себя	4	1
378	на мир	1	1
379	мыслится как	2	1
380	о чем	4	1
381	его личности	1	1
382	во вселенной	1	1
383	за всех	1	1
384	по поводу	1	1
385	ни один	1	1
386	по своему	2	1
387	это дух	1	1
388	человека как	1	1
389	обращенный к	1	1
390	без которых	1	1
391	жизни то	1	1
392	была бы	1	1
393	мировой жизни	1	1
394	в котором	1	1
395	в церковь	1	1
396	из нас	2	1
397	правда и	1	1
398	только потому	1	1
399	когда он	1	1
400	и делает	1	1
401	под собой	1	1
402	этом отношении	3	1
403	их в	3	1
404	слова о	1	1
405	живет в	1	1
406	же о	1	1
407	сомневаться в	1	1
408	истории не	3	1
409	он думает	1	1
410	он есть	1	1
411	начала и	3	1
412	и много	1	1
413	с отцом	1	1
414	роль в	2	1
415	центре внимания	2	1
416	друга как	1	1
417	на самый	1	1
418	у нее	4	1
419	ли он	1	1
420	он чувствовал	1	1
421	себе ее	1	1
422	этим объясняется	1	1
423	не из	1	1
424	когда в	3	1
425	и сам	1	1
426	с другой	2	1
427	для каждого	1	1
428	всех его	2	1
429	со всеми	1	1
430	христианской культуры	1	1
431	на друга	2	1
432	лишь из	1	1
433	словами о	1	1
434	страдает от	1	1
435	но у	1	1
436	а также	6	1
437	рода исследований	1	1
438	не принадлежит	1	1
439	все это	1	1
440	и у	1	1
441	он выступает	1	1
442	самом деле	3	1
443	теперь и	1	1
444	которая не	1	1
445	целый ряд	1	1
446	которые не	1	1
447	смысл но	1	1
448	бытия и	1	1
449	все та	1	1
450	явление духа	1	1
451	в финале	3	1
452	в которых	1	1
453	в стороне	1	1
454	как с	1	1
455	и то	3	1
456	она в	2	1
457	которых он	1	1
458	он стоит	1	1
459	говорили что	1	1
460	и уже	1	1
461	быть в	1	1
462	на протяжении	7	1
463	были заложены	1	1
464	мира в	4	1
465	друг на	2	1
466	себе а	1	1
467	на нее	1	1
468	в пределах	2	1
469	об их	1	1
470	втором случае	1	1
471	еще слишком	1	1
472	а с	1	1
473	и как	3	1
474	к одному	1	1
475	она была	2	1
476	протяжении всего	1	1
477	также в	1	1
478	той или	5	1
479	во втором	6	1
