N	2gram	Nazirov_Tv_1	Hudozhes
185	мышления как	1	2
186	если в	2	2
187	конечном счете	4	2
188	к творчеству	1	2
189	человека его	2	2
190	в одной	2	2
191	не согласиться	1	2
192	в художественном	1	2
193	хотя и	3	2
194	или иную	1	2
195	лежит на	1	2
196	подробнее об	1	2
197	в целом	4	2
198	жизни так	1	2
199	так в	1	2
200	только на	2	2
201	как он	1	2
202	так сказать	2	2
203	на его	3	2
204	наш взгляд	1	2
205	ключ к	1	2
206	в первую	1	2
207	на наш	1	2
208	заключает в	1	2
209	однако в	2	2
210	же касается	1	2
211	первую очередь	1	2
212	особенно в	1	2
213	живет в	2	2
214	героя от	1	2
215	приходит в	1	2
216	по себе	1	2
217	его героев	1	2
218	авторской позиции	3	2
219	д с	1	2
220	одной из	4	2
221	все равно	1	2
222	не столько	2	2
223	прибегает к	1	2
224	от себя	1	2
225	что я	3	2
226	сих пор	1	2
227	художественного мира	1	2
228	все это	10	2
229	как от	1	2
230	и потом	1	2
231	и другое	1	2
232	не имеет	1	2
233	одна из	2	2
234	для всего	1	2
235	мышления и	1	2
236	глядя на	1	2
237	жизни на	1	2
238	заметить что	1	2
239	со своим	1	2
240	на него	1	2
241	что на	1	2
242	по нашему	5	2
243	этой книги	3	2
244	мысли о	1	2
245	рассказа не	1	2
246	с ее	3	2
247	как по	1	2
248	в себя	2	2
249	внимание на	1	2
250	никак не	1	2
251	и что	1	2
252	до сих	1	2
253	с того	1	2
254	там же	3	2
255	в конечном	4	2
256	как она	1	2
257	в него	2	2
258	но с	1	2
259	каждого человека	1	2
260	с ними	1	2
261	с другим	1	2
262	да не	1	2
263	так что	2	2
264	больше не	4	2
265	по выражению	1	2
266	ту или	1	2
267	а и	1	2
268	мы знаем	1	2
269	у нее	1	2
270	на том	2	2
271	представляют собой	1	2
272	влияние на	2	2
273	это прежде	1	2
274	с той	1	2
275	а с	1	2
276	себя и	1	2
277	что не	2	2
278	до конца	2	2
279	не означает	2	2
280	эти слова	2	2
281	он ее	1	2
282	в человеке	4	2
283	установкой на	1	2
284	в изображении	1	2
285	столкновение с	1	2
286	что же	1	2
287	да и	1	2
288	и не	7	2
289	с этой	1	2
290	еще раз	1	2
291	только для	1	2
292	пока еще	1	2
293	его характер	1	2
294	о котором	2	2
295	м бахтин	6	2
296	своих героев	3	2
297	человека она	1	2
298	личности и	2	2
299	человека не	1	2
300	всего мира	1	2
301	не знает	2	2
302	этот момент	1	2
303	героя в	1	2
304	на столе	1	2
305	говорили о	1	1
306	как известно	1	1
307	не смеет	1	1
308	в сфере	1	1
309	человека и	4	1
310	достоевского у	1	1
311	связана с	1	1
312	художественный эффект	1	1
313	это и	3	1
314	нам кажется	1	1
315	и герцена	1	1
316	за собой	1	1
317	в первом	2	1
318	нежели у	1	1
319	достоевского в	12	1
320	и до	1	1
321	исходит из	1	1
322	представлял себе	1	1
323	также и	1	1
324	его не	1	1
325	на пороге	1	1
326	служит целям	1	1
327	высшей школы	1	1
328	не во	2	1
329	моя жизнь	1	1
330	сути дела	3	1
331	среды и	3	1
332	не слишком	1	1
333	записных книжек	1	1
334	в сущности	1	1
335	узнаем что	1	1
336	но она	2	1
337	принадлежит к	1	1
338	исторической эпохи	1	1
339	я не	3	1
340	хотя бы	5	1
341	событий и	1	1
342	не сразу	1	1
343	что можно	1	1
344	человек вообще	1	1
345	это время	2	1
346	нам представляется	1	1
347	время в	3	1
348	что его	2	1
349	в чем	2	1
350	совсем не	1	1
351	молодого писателя	1	1
352	его сознания	1	1
353	не все	1	1
354	к слову	1	1
355	а через	1	1
356	к своей	1	1
357	в романах	13	1
358	в настоящем	2	1
359	к сожалению	1	1
360	и я	1	1
361	первый взгляд	1	1
362	весь день	1	1
363	уже четыре	1	1
364	анекдота не	1	1
365	о жизни	1	1
366	на человека	1	1
367	в полном	1	1
368	сознания в	1	1
369	и как	4	1
370	это тоже	1	1
371	писателя как	1	1
372	в герое	1	1
373	в этот	1	1
374	жизни есть	1	1
375	к повести	1	1
376	видения мира	1	1
377	к чему	1	1
378	в которой	3	1
379	из жизни	1	1
380	на молодого	2	1
381	подлинный смысл	1	1
382	он в	1	1
383	можно не	2	1
384	еще далеко	1	1
385	стыда за	1	1
386	поскольку в	1	1
387	эпохи и	1	1
388	претендовать на	1	1
389	но на	1	1
390	н в	1	1
391	в средневековой	2	1
392	в мир	2	1
393	три года	1	1
394	к герою	1	1
395	о которой	1	1
396	пушкина и	1	1
397	всех этих	1	1
398	же это	1	1
399	к одному	1	1
400	что еще	1	1
401	и вот	1	1
402	ее и	2	1
403	отделилась от	1	1
404	на земле	3	1
405	же самая	2	1
406	отстает от	1	1
407	и этот	1	1
408	все с	1	1
409	в нее	1	1
410	то ни	1	1
411	что все	3	1
412	этом он	2	1
413	их и	1	1
414	на этой	1	1
415	а как	2	1
416	не умел	1	1
417	по ночам	1	1
418	роль в	1	1
419	всегда было	1	1
420	весь мир	1	1
421	и тем	2	1
422	за ней	1	1
423	незаметно в	1	1
424	для них	1	1
425	но мы	1	1
426	он же	1	1
427	к своим	1	1
428	достоевского и	3	1
429	соответствии с	3	1
430	далеко не	3	1
431	этого персонажа	1	1
432	личности не	2	1
433	с тем	1	1
434	и уже	1	1
435	он и	1	1
436	до степени	1	1
437	можно считать	1	1
438	духовной жизни	1	1
439	развития личности	1	1
440	элемента в	1	1
441	и того	2	1
442	на первый	1	1
443	в читателе	1	1
444	места в	1	1
445	ли можно	1	1
446	на месте	1	1
447	но которые	1	1
448	человеком и	1	1
449	к предмету	1	1
450	место в	3	1
451	к объекту	1	1
452	себе а	1	1
453	в отличие	2	1
454	мысли и	4	1
455	его построения	1	1
456	и уж	1	1
457	сердце и	1	1
458	душу и	1	1
459	и внутренних	1	1
460	в одном	1	1
461	в пространстве	2	1
462	и более	1	1
463	что после	1	1
464	что этот	1	1
465	на всю	1	1
466	во времени	3	1
467	между прочим	1	1
468	был прав	1	1
469	вовсе не	5	1
470	в отношении	1	1
471	между людьми	2	1
472	сталкивается с	1	1
473	так как	3	1
474	вплоть до	1	1
475	тем самым	7	1
476	что эта	1	1
477	самого начала	3	1
478	дело в	3	1
479	от чужого	1	1
480	что их	1	1
481	у кого	1	1
482	в плане	1	1
483	глубина и	1	1
484	в основе	2	1
485	вниманию читателя	1	1
486	и имеет	1	1
487	даже как	1	1
488	это еще	1	1
489	человека если	2	1
490	только не	1	1
491	нельзя не	1	1
492	в москву	1	1
493	этом см	1	1
494	народной жизни	1	1
495	жизни не	1	1
496	воли и	3	1
497	в самой	1	1
498	всего на	1	1
499	форме романа	1	1
500	и чувства	1	1
501	уже говорили	1	1
502	был и	1	1
503	же он	1	1
504	к живой	1	1
505	особое значение	1	1
506	в движении	2	1
507	в трагедии	1	1
508	xx века	1	1
509	не могут	1	1
510	могут быть	2	1
511	же самое	1	1
512	как впоследствии	1	1
513	что оно	1	1
514	не противоречит	1	1
515	он видит	3	1
516	никуда не	2	1
517	кстати что	1	1
518	если же	1	1
519	главным героем	1	1
520	сквозь призму	1	1
521	говорит о	3	1
522	опираясь на	1	1
523	вкус к	1	1
524	разные стороны	1	1
525	приходит к	3	1
526	на шаг	1	1
527	чувство стыда	2	1
528	в виду	2	1
529	он вовсе	1	1
530	свою очередь	1	1
531	но при	1	1
532	же не	1	1
533	данном случае	2	1
534	в в	2	1
535	по сути	4	1
536	реальной действительности	1	1
537	и говорит	1	1
538	с самого	3	1
539	говорили что	1	1
540	в дальнейшем	3	1
541	в xix	1	1
542	однако эта	1	1
543	так можно	1	1
544	в образе	1	1
545	другое в	1	1
546	за то	2	1
547	здесь нет	2	1
548	во многом	7	1
549	было и	1	1
550	чем у	1	1
551	но у	1	1
552	жизнь и	1	1
553	остается не	1	1
554	он сам	6	1
555	означает что	1	1
556	нас и	1	1
557	же герои	1	1
558	предлагаемая вниманию	1	1
559	автора к	1	1
560	лицо его	2	1
561	его художественной	1	1
562	может не	2	1
563	своей ранней	1	1
564	он живет	1	1
565	говорит об	2	1
566	обращается к	1	1
567	одного из	2	1
568	с долинин	1	1
569	воображение и	1	1
570	самому себе	1	1
571	видит его	1	1
572	все его	1	1
573	с другой	3	1
574	он стремился	1	1
575	все та	1	1
576	как было	1	1
577	нас в	1	1
578	как у	1	1
579	из любимых	1	1
580	в эстетической	1	1
581	восходит к	1	1
582	лицо по	1	1
583	в которую	1	1
584	в отрыве	1	1
585	во всех	1	1
586	путь к	1	1
587	переходит в	2	1
588	позволял себе	1	1
589	считаем необходимым	1	1
590	выступает как	1	1
591	наконец в	1	1
592	что бы	1	1
593	нем и	1	1
594	художественном мире	1	1
595	в жизнь	1	1
596	вероятно это	1	1
597	парижа а	1	1
598	этих строк	1	1
599	себя с	1	1
600	героини и	1	1
601	и личной	1	1
602	в двух	2	1
603	опирался на	1	1
604	романа и	1	1
605	тот же	2	1
606	в какой	1	1
607	н м	2	1
608	это очень	1	1
609	времени и	4	1
610	и ее	1	1
611	их не	1	1
612	времени как	3	1
613	с одной	1	1
614	движении сюжета	1	1
615	человека с	2	1
616	с какой	1	1
617	человеческой личности	3	1
618	же и	2	1
619	в серьезных	1	1
620	одновременно здесь	1	1
621	я в	1	1
622	и у	2	1
623	уже в	3	1
624	в жизни	2	1
625	него и	1	1
626	или где	1	1
627	его и	1	1
628	эти два	1	1
629	одно из	1	1
630	более у	1	1
631	в прозе	1	1
632	могло бы	1	1
633	и та	2	1
634	сами по	1	1
635	вспомним о	1	1
636	ее не	1	1
637	рассказа он	1	1
638	его внутренний	1	1
639	отличие от	2	1
640	отдельного человека	2	1
641	в целях	1	1
642	не укладывается	1	1
643	в исповеди	1	1
644	никого не	1	1
645	и стал	1	1
646	и из	1	1
647	человеке но	1	1
648	каждый человек	1	1
649	личности именно	1	1
650	вслед за	2	1
651	фраза из	1	1
652	в романе	10	1
653	объясняется тем	1	1
654	что для	2	1
655	элементов и	1	1
656	к человеку	3	1
657	человека но	3	1
658	одной стороны	1	1
659	нашему мнению	5	1
660	не на	1	1
661	мыслит в	1	1
662	придавая им	1	1
663	пока что	1	1
664	в руках	1	1
665	подлинного а	1	1
666	л с	1	1
667	о каком-то	1	1
668	для человека	3	1
669	главе с	2	1
670	одна и	1	1
671	жизнь в	1	1
672	читателя что	1	1
673	люди в	1	1
674	следовало бы	2	1
675	именно поэтому	1	1
676	на исходе	1	1
677	русской литературы	2	1
678	как это	1	1
679	подхода к	3	1
680	места где	1	1
681	но все	1	1
682	о первой	1	1
683	фрагмент из	1	1
684	xix века	6	1
685	о чем	1	1
686	в данном	2	1
687	относиться к	1	1
688	город и	1	1
689	творческой эволюции	2	1
690	когда же	1	1
691	и всей	1	1
692	вокруг себя	2	1
693	человек с	1	1
694	на свете	2	1
695	от романтической	1	1
696	он мыслит	1	1
697	с лихачева	1	1
698	него в	1	1
699	самом же	1	1
700	бахтин в	2	1
701	жизни с	2	1
702	человеческого поведения	1	1
703	но это	5	1
704	это был	1	1
705	в смысле	1	1
706	не мог	2	1
707	время это	1	1
708	до уровня	1	1
709	уже на	1	1
710	при таком	1	1
711	имеют для	1	1
712	так словно	1	1
713	когда он	2	1
714	но когда	1	1
715	как уже	1	1
716	со своей	1	1
717	тем более	1	1
718	у которого	1	1
719	конце концов	1	1
720	мы должны	1	1
721	осознает свою	1	1
722	всякий раз	1	1
723	рассказа становится	1	1
724	теперь же	1	1
725	же деле	1	1
726	хотя в	1	1
727	и героини	1	1
728	давно уже	1	1
729	мнению в	1	1
730	и прямо	1	1
731	необходимое условие	1	1
732	на смену	2	1
733	сказать что	2	1
734	и внутренне	1	1
735	их с	1	1
736	в свою	7	1
737	к его	1	1
738	его произведений	2	1
739	психологического анализа	1	1
740	время не	2	1
741	обстоятельств но	1	1
742	ни на	3	1
743	человеку и	1	1
744	и другие	3	1
745	и личности	1	1
