N	2gram	Losev_Prob_1	VLabPisa
249	только не	3	2
250	на язык	1	2
251	и весь	4	2
252	в сознании	5	2
253	в области	2	2
254	человеческого познания	1	2
255	от того	1	2
256	и заключается	2	2
257	же самое	9	2
258	должны быть	1	2
259	в стихотворении	1	2
260	что оно	3	2
261	для того	8	2
262	мысль о	1	2
263	только то	4	2
264	и может	2	2
265	мы наблюдаем	2	2
266	если они	1	2
267	он сам	2	2
268	о процессе	2	2
269	и даже	11	2
270	остановимся на	1	2
271	во всяком	7	2
272	лишь в	1	2
273	и просто	1	2
274	из себя	1	2
275	во всей	3	2
276	крайней мере	2	2
277	вообще и	4	2
278	каждом отдельном	1	2
279	конце концов	4	2
280	значит что	3	2
281	но с	1	2
282	о его	2	2
283	что даже	1	2
284	но то	1	2
285	ознакомиться с	1	2
286	при помощи	13	2
287	могло бы	1	2
288	вовсе не	35	2
289	при всей	1	2
290	не о	2	2
291	много и	1	2
292	образом не	1	2
293	или иной	5	2
294	даже не	1	2
295	до сих	3	2
296	несколько примеров	1	2
297	еще и	5	2
298	показывает что	1	2
299	что для	2	2
300	естественно что	2	2
301	к сожалению	1	2
302	о чем	6	2
303	что мы	13	2
304	тому как	2	2
305	нет никаких	1	2
306	начиная с	1	2
307	и потому	2	2
308	из которых	1	2
309	в течение	1	2
310	и некоторые	1	2
311	сих пор	3	2
312	того или	2	2
313	между прочим	2	2
314	но для	3	2
315	можно было	3	2
316	многие из	1	2
317	по одному	1	2
318	ни одного	1	2
319	будто бы	1	2
320	все они	1	2
321	а в	4	2
322	в системе	1	2
323	в целях	2	2
324	процессе своего	1	2
325	о своем	2	2
326	понимать как	2	2
327	не быть	1	2
328	к его	2	2
329	которая не	1	2
330	а между	1	1
331	самым трудным	1	1
332	таком случае	6	1
333	начинается с	1	1
334	образное воплощение	1	1
335	и без	1	1
336	самом деле	6	1
337	познания объективной	1	1
338	мысли а	1	1
339	и так	2	1
340	определить как	1	1
341	тот или	1	1
342	этого в	1	1
343	он всегда	3	1
344	что эти	1	1
345	и механически	1	1
346	должна быть	1	1
347	в чувственном	1	1
348	нам приходится	1	1
349	или ее	1	1
350	его закон	1	1
351	что всякий	4	1
352	смотреть на	1	1
353	без труда	1	1
354	у гоголя	1	1
355	как мы	7	1
356	что если	2	1
357	только результат	1	1
358	и свой	1	1
359	и всесторонне	1	1
360	вопрос о	1	1
361	нам в	1	1
362	именно к	1	1
363	почти все	1	1
364	но она	3	1
365	эстетики и	1	1
366	на себя	2	1
367	как комплекс	1	1
368	мы получаем	3	1
369	отношении ему	1	1
370	мы и	4	1
371	эти термины	1	1
372	сам по	7	1
373	это время	1	1
374	и то	6	1
375	действительности когда	1	1
376	он был	1	1
377	вещь в	1	1
378	быть в	1	1
379	здесь не	7	1
380	во имя	1	1
381	есть функция	2	1
382	по своему	9	1
383	а только	5	1
384	только тогда	1	1
385	или иное	1	1
386	в свои	1	1
387	все предыдущие	1	1
388	сама по	4	1
389	результате этого	1	1
390	которые не	3	1
391	в известном	1	1
392	в истории	4	1
393	самое понятие	1	1
394	общего с	8	1
395	мере сам	1	1
396	сразу и	1	1
397	что ее	1	1
398	способность как	1	1
399	кроме того	2	1
400	необходимо сделать	1	1
401	достаточно ясно	1	1
402	говорит что	1	1
403	что по	1	1
404	может охватить	1	1
405	не являются	5	1
406	не очень	2	1
407	образов которые	1	1
408	роль играет	1	1
409	то в	5	1
410	многих из	1	1
411	историческая и	1	1
412	таковы например	2	1
413	уже в	3	1
414	за это	1	1
415	тут и	1	1
416	обязательно должен	1	1
417	ничего и	1	1
418	в конкретной	1	1
419	тому же	1	1
420	на то	8	1
421	если он	1	1
422	но на	1	1
423	в братьях	1	1
424	говоря только	1	1
425	и если	6	1
426	на его	2	1
427	как оно	3	1
428	в определенном	1	1
429	да и	3	1
430	художественном образе	1	1
431	момента в	1	1
432	и еще	3	1
433	не значит	2	1
434	не как	2	1
435	уже не	3	1
436	его от	3	1
437	что может	2	1
438	на этом	1	1
439	его можно	1	1
440	свойственны и	1	1
441	в понятие	1	1
442	одно и	1	1
443	а вместе	1	1
444	оно и	3	1
445	случайного и	1	1
446	актов которые	1	1
447	чего он	3	1
448	связанных с	1	1
449	моделью для	1	1
450	то есть	33	1
451	для своей	1	1
452	и менее	3	1
453	входит в	4	1
454	на протяжении	1	1
455	на почве	1	1
456	то все	1	1
457	этом смысле	6	1
458	же если	1	1
459	закономерно и	1	1
460	отражение в	1	1
461	отражения не	1	1
462	кажется что	1	1
463	говорим о	2	1
464	не чем	1	1
465	тут уж	1	1
466	для них	2	1
467	с этой	1	1
468	романы достоевского	1	1
469	этим и	1	1
470	несмотря на	3	1
471	или из	3	1
472	на этот	3	1
473	понятия и	2	1
474	себе все	2	1
475	их на	1	1
476	в этих	3	1
477	или вообще	2	1
478	вещи в	4	1
479	обыденной жизни	1	1
480	еще недостаточно	1	1
481	образ а	1	1
482	он должен	2	1
483	от отдельных	1	1
484	необходимо из	1	1
485	в которые	1	1
486	на свою	1	1
487	признать что	1	1
488	является только	1	1
489	в памяти	1	1
490	модель для	1	1
491	и той	1	1
492	есть его	2	1
493	образом и	2	1
494	но он	3	1
495	друг другу	2	1
496	иным как	1	1
497	но было	1	1
498	рассуждений а	1	1
499	что этот	2	1
500	не должна	1	1
501	в энциклопедии	1	1
502	мы встречаемся	2	1
503	сознания или	1	1
504	с понятиями	1	1
505	вплоть до	1	1
506	в таких	2	1
507	о значении	1	1
508	что эта	1	1
509	для определения	1	1
510	в вечном	1	1
511	еще до	1	1
512	дело не	1	1
513	того как	3	1
514	что их	2	1
515	время как	1	1
516	и искусство	1	1
517	иметь в	4	1
518	но только	2	1
519	та или	1	1
520	отдельных актов	1	1
521	это с	1	1
522	мышления и	4	1
523	не имеет	2	1
524	сознании а	1	1
525	о природе	1	1
526	казалось бы	4	1
527	это то	1	1
528	учения о	2	1
529	к ней	1	1
530	от него	1	1
531	охватить и	1	1
532	друг друга	1	1
533	года в	1	1
534	мы бы	1	1
535	таковы же	2	1
536	бергсона и	1	1
537	моменты в	1	1
538	только с	1	1
539	как будто	3	1
540	а пуанкаре	1	1
541	в основе	1	1
542	в каком	3	1
543	больше того	1	1
544	сам поэт	1	1
545	уже о	1	1
546	его обычно	1	1
547	анализа и	1	1
548	бы он	1	1
549	перейти к	4	1
550	ничего общего	11	1
551	и это	9	1
552	и поэтому	1	1
553	чем иным	1	1
554	можно и	1	1
555	целиком или	1	1
556	но по	1	1
557	изолированно от	1	1
558	с ее	1	1
559	говоря уже	2	1
560	у чехова	2	1
561	данном случае	8	1
562	так до	1	1
563	то или	2	1
564	действительности которая	1	1
565	то время	1	1
566	вопрос что	1	1
567	и образа	2	1
568	в дальнейшем	4	1
569	нечто целое	1	1
570	на другом	1	1
571	сам гоголь	1	1
572	и сам	1	1
573	только через	1	1
574	почти каждый	1	1
575	проблем и	1	1
576	это вовсе	2	1
577	часто в	1	1
578	мы в	3	1
579	является в	2	1
580	поэтому в	1	1
581	о котором	1	1
582	для этого	3	1
583	по мере	1	1
584	с ним	3	1
585	в математике	2	1
586	а по	1	1
587	и художественная	1	1
588	о нем	3	1
589	искусства и	3	1
590	это происходит	1	1
591	и та	1	1
592	то уже	3	1
593	и что	9	1
594	для нас	5	1
595	а также	4	1
596	с целью	4	1
597	нас особенно	1	1
598	или как	3	1
599	говорят о	2	1
600	доходит до	1	1
601	в математическом	1	1
602	которой мы	1	1
603	общее и	1	1
604	или иначе	2	1
605	и во	3	1
606	на одном	2	1
607	которая должна	1	1
608	быть даже	2	1
609	в теории	3	1
610	в ту	1	1
611	в свете	1	1
612	мы хотим	3	1
613	в него	2	1
614	действительности если	1	1
615	с отдельными	1	1
616	действительности не	1	1
617	быть и	3	1
618	которых она	1	1
619	вещи для	1	1
620	речи о	1	1
621	были сами	1	1
622	он совершенно	1	1
623	как нечто	8	1
624	что а	2	1
625	в стороне	1	1
626	не имеющих	2	1
627	очень много	3	1
628	который в	1	1
629	очень многих	1	1
630	сложности и	1	1
631	но ее	3	1
632	же и	3	1
633	есть в	5	1
634	события и	1	1
635	конечно не	1	1
636	и насколько	1	1
637	только на	4	1
638	даже целые	1	1
639	в живописи	1	1
640	в виде	15	1
641	в начале	1	1
642	свидетельствует о	3	1
643	и чисто	3	1
644	не дает	1	1
645	в данной	1	1
646	и других	1	1
647	его и	1	1
648	сущность и	3	1
649	ту или	1	1
650	к каким	1	1
651	что будет	2	1
652	это обстоятельство	1	1
653	раз с	2	1
654	ни в	7	1
655	в известной	1	1
656	сами по	3	1
657	для правильного	1	1
658	не для	2	1
659	братьях карамазовых	1	1
660	но что	2	1
661	дело и	1	1
662	не случайно	1	1
663	в систему	1	1
664	каждый из	1	1
665	тем что	7	1
666	не обязательна	2	1
667	явлений в	1	1
668	склонны понимать	1	1
669	встречаемся с	1	1
670	со всем	2	1
671	без всякой	2	1
672	этим путем	1	1
673	не обязательно	3	1
674	а именно	12	1
675	человека а	2	1
676	потом в	1	1
677	чем он	1	1
678	как же	3	1
679	ли считать	1	1
680	же о	1	1
681	не существуют	1	1
682	медного всадника	2	1
683	в любой	1	1
684	а наоборот	3	1
685	и самый	1	1
686	этих терминов	1	1
687	художник может	2	1
688	однако и	3	1
689	ниже но	1	1
690	подобного рода	5	1
691	маха и	1	1
692	со своими	1	1
693	обычно не	1	1
694	что из	1	1
695	чувственное представление	1	1
696	мира в	1	1
697	если не	4	1
698	очень часто	1	1
699	есть одно	1	1
700	ведь ни	1	1
701	говорить только	1	1
702	может иметь	2	1
703	к лицу	1	1
704	нет ничего	10	1
705	и особенно	2	1
706	мы говорим	3	1
707	как в	4	1
708	сознания на	1	1
709	где же	1	1
710	в данном	9	1
711	а если	1	1
712	так или	2	1
713	в логике	1	1
714	которое не	1	1
715	образом на	1	1
716	имеем дело	1	1
717	бы его	1	1
718	в процесс	1	1
719	это значит	1	1
720	должно быть	2	1
721	не хватает	2	1
722	путаница и	1	1
723	образ от	1	1
724	этого факта	1	1
725	еще к	1	1
726	слова и	1	1
727	сейчас же	3	1
728	является для	1	1
729	количество и	1	1
730	совершенно очевидно	1	1
731	только для	3	1
732	но это	8	1
733	природу и	1	1
734	самое существенное	1	1
735	эстетические теории	1	1
736	произведения а	1	1
737	мы видим	2	1
738	для такого	2	1
739	поводу с	1	1
740	разнообразно и	1	1
741	не представляет	1	1
742	романа и	1	1
743	ее и	1	1
744	решающую роль	1	1
745	внимание на	1	1
746	и все	7	1
747	собственно говоря	2	1
748	и разные	1	1
749	той или	5	1
750	у достоевского	1	1
751	и ни	4	1
752	находится в	1	1
753	ни к	1	1
754	от всего	3	1
755	потому что	16	1
756	увидим ниже	2	1
757	или не	3	1
758	хотя в	3	1
759	утверждал что	1	1
760	но вот	1	1
761	всего человека	1	1
762	в нечто	2	1
763	чехову в	1	1
764	и традиционных	1	1
765	не говоря	4	1
766	из тех	1	1
767	это в	1	1
768	имеет ничего	2	1
769	от всех	2	1
770	совершенно не	6	1
771	вечном муже	1	1
772	или иного	2	1
773	по которой	1	1
774	этот последний	2	1
775	есть и	3	1
776	есть то	1	1
777	огромное значение	1	1
778	или точнее	1	1
779	к числу	1	1
780	к этой	1	1
781	при оценке	1	1
782	это было	2	1
783	это понятие	1	1
784	в таком	9	1
785	не чувственное	2	1
786	сама действительность	1	1
787	или наоборот	1	1
