N	2gram	Tiupa_Vved_1	Hudozhes
143	человек в	1	3
144	что все	1	3
145	со стороны	5	3
146	по поводу	2	3
147	одной стороны	5	3
148	внимание на	3	3
149	будто бы	3	3
150	как птица	1	3
151	ни о	1	3
152	и на	3	3
153	о них	3	3
154	соответствии с	6	3
155	несмотря на	1	3
156	жизни других	1	3
157	всякий раз	1	3
158	когда в	2	3
159	с другой	5	3
160	столь же	1	3
161	все они	2	3
162	все это	1	3
163	самом деле	3	3
164	в ней	4	3
165	было бы	4	3
166	на фоне	2	3
167	в соответствии	6	3
168	а с	2	3
169	можно было	2	3
170	как о	2	3
171	же самое	1	3
172	все что	3	3
173	характера а	1	2
174	и т.д	5	2
175	из ключевых	1	2
176	о которых	1	2
177	а вот	1	2
178	приводит к	2	2
179	без другого	1	2
180	все же	6	2
181	с детьми	3	2
182	писателя в	1	2
183	данном случае	6	2
184	говорить о	2	2
185	место в	2	2
186	с того	1	2
187	точки зрения	1	2
188	в двух	1	2
189	ни одного	1	2
190	могла бы	3	2
191	ее по	1	2
192	и для	3	2
193	являет собой	2	2
194	жизненная позиция	1	2
195	себе в	1	2
196	здесь не	2	2
197	становится свидетелем	1	2
198	она может	1	2
199	себя с	1	2
200	тайны и	1	2
201	вовсе не	1	2
202	гораздо более	1	2
203	как видим	1	2
204	в виде	1	2
205	не по	1	2
206	его и	1	2
207	хотя бы	1	2
208	тем самым	5	2
209	дело не	1	2
210	та же	1	2
211	если в	2	2
212	что я	1	2
213	жизнь в	1	2
214	и было	1	2
215	жизни так	2	2
216	и становится	1	2
217	те же	2	2
218	в нашем	6	2
219	ответ на	1	2
220	в принципе	1	2
221	[...] в	2	2
222	мире не	1	2
223	он сам	1	2
224	внутри себя	1	2
225	в строгом	1	2
226	же не	1	2
227	и только	1	2
228	оно не	1	2
229	что же	3	2
230	героини в	1	2
231	вместе с	1	2
232	и внутренне	1	2
233	отношение к	2	2
234	потому что	5	2
235	между ними	1	2
236	дело с	2	2
237	о которой	2	2
238	не с	3	2
239	в чужой	1	2
240	жизни не	1	2
241	и к	2	2
242	как мы	3	2
243	из этих	3	2
244	что не	1	2
245	отнюдь не	7	2
246	лишь в	2	2
247	и составляет	3	2
248	сказать что	1	2
249	и от	2	2
250	автора и	1	2
251	рассказ и	1	2
252	тому же	4	2
253	один из	3	2
254	том как	3	2
255	в контексте	1	2
256	от своего	1	2
257	в первом	2	2
258	со своей	1	2
259	характер и	1	2
260	не столько	4	2
261	в смерти	1	2
262	той же	1	2
263	других в	1	2
264	а о	1	2
265	мы читаем	1	2
266	жизни то	2	2
267	одна из	4	2
268	в основе	3	2
269	как у	1	2
270	того как	1	2
271	и опять	2	2
272	по причине	1	2
273	как уже	1	2
274	тоже не	2	2
275	с собой	1	2
276	главного героя	1	2
277	на этом	1	2
278	роль в	1	2
279	и внутренним	1	2
280	не как	2	2
281	нет ничего	1	2
282	мысль о	1	2
283	впрочем и	1	2
284	в ряду	2	2
285	но в	6	2
286	с какой	1	2
287	и у	1	2
288	еще и	1	2
289	однако в	4	2
290	в духе	1	2
291	такова что	1	2
292	а также	8	2
293	который в	2	2
294	в финале	2	2
295	а как	1	2
296	до вечера	1	2
297	не является	3	2
298	это уже	1	2
299	или иной	3	2
300	из них	1	2
301	личной жизни	1	2
302	обратимся к	2	2
303	но именно	1	2
304	однако и	2	2
305	в данном	13	2
306	во втором	2	2
307	она появляется	1	1
308	не замечать	1	1
309	все эти	1	1
310	сознания это	1	1
311	одним из	5	1
312	в пределе	1	1
313	котором его	1	1
314	или иначе	2	1
315	всю ее	1	1
316	из текста	1	1
317	этом он	1	1
318	но с	1	1
319	в значительной	1	1
320	отношении к	1	1
321	исходя из	2	1
322	на себе	1	1
323	бы в	3	1
324	о героях	1	1
325	по выражению	2	1
326	другой жизни	1	1
327	о ней	4	1
328	второй фразы	1	1
329	в показе	1	1
330	первом случае	1	1
331	тех же	1	1
332	раскол между	1	1
333	имя и	1	1
334	чужих слов	1	1
335	но он	1	1
336	в герое	1	1
337	это то	1	1
338	персонаж не	1	1
339	жизни для	1	1
340	видно что	1	1
341	другого человека	1	1
342	собственно и	1	1
343	оказывается в	1	1
344	его с	2	1
345	мы узнаем	1	1
346	на том	1	1
347	жениха и	1	1
348	то он	2	1
349	не умеет	1	1
350	и который	1	1
351	людей и	1	1
352	большие глаза	1	1
353	и животным	1	1
354	в человеческой	1	1
355	в разных	1	1
356	этом отношении	4	1
357	для которого	3	1
358	мы пока	1	1
359	как некий	1	1
360	может служить	4	1
361	приобрел бы	2	1
362	с позиции	2	1
363	адекватного восприятия	1	1
364	своем воображении	1	1
365	двух или	3	1
366	между собой	2	1
367	в настоящем	2	1
368	уже говорилось	1	1
369	подобные вопросы	1	1
370	это время	2	1
371	сколь бы	1	1
372	не предполагает	1	1
373	читателя в	1	1
374	и воспитания	1	1
375	только одно	1	1
376	конфликт между	1	1
377	рассказываемой жизни	1	1
378	авторского художественного	1	1
379	другой стороны	2	1
380	возвратимся к	2	1
381	о герое	1	1
382	приобретает в	2	1
383	чеховская ситуация	1	1
384	означало бы	1	1
385	и тот	1	1
386	к мнению	1	1
387	выступает в	1	1
388	и иных	1	1
389	бы он	1	1
390	к рассказу	1	1
391	принимает на	1	1
392	числе и	1	1
393	утра до	1	1
394	места времени	1	1
395	быть вполне	1	1
396	наконец в	1	1
397	настоящее время	1	1
398	но [...]	1	1
399	в третьем	1	1
400	от лат	5	1
401	и так	1	1
402	и откуда	1	1
403	в аспекте	2	1
404	и теперь	1	1
405	быть только	2	1
406	даже в	1	1
407	обстоит дело	1	1
408	не следует	3	1
409	к которому	2	1
410	на подводе	1	1
411	в сущности	1	1
412	по обыкновению	1	1
413	то есть	8	1
414	мы не	4	1
415	в конце	1	1
416	по воле	2	1
417	при всей	2	1
418	распадается на	1	1
419	так что	1	1
420	не знает	1	1
421	мы тем	1	1
422	не сразу	1	1
423	во всех	2	1
424	по себе	2	1
425	не существует	2	1
426	а на	2	1
427	очевидным образом	2	1
428	в другой	1	1
429	от друга	1	1
430	которому она	1	1
431	т.п в	1	1
432	действующих лиц	2	1
433	полагает что	1	1
434	ли не	2	1
435	которой он	1	1
436	мать и	1	1
437	не о	2	1
438	стороны в	1	1
439	но зато	1	1
440	быть реализована	1	1
441	на жизнь	1	1
442	по сути	2	1
443	в большой	1	1
444	или даже	1	1
445	присутствует в	1	1
446	принадлежит к	3	1
447	по своей	3	1
448	не мог	1	1
449	бытия то	2	1
450	в искусстве	1	1
451	xix столетия	2	1
452	этого не	1	1
453	путь к	1	1
454	в предсмертном	1	1
455	например с	1	1
456	а именно	1	1
457	контексте рассказа	1	1
458	один и	1	1
459	и самого	1	1
460	здесь мы	1	1
461	из жизни	2	1
462	например в	2	1
463	того что	6	1
464	которого не	1	1
465	как ключевой	1	1
466	так беззаветно	1	1
467	о пользе	1	1
468	неизмеримо шире	1	1
469	а лишь	2	1
470	бы для	1	1
471	как ему	1	1
472	которого в	1	1
473	в начале	3	1
474	поскольку в	1	1
475	в таком	1	1
476	и притом	1	1
477	котором он	2	1
478	особенно в	1	1
479	это все	1	1
480	при сохранении	1	1
481	субъекта в	1	1
482	в нашей	1	1
483	большой дом	1	1
484	установкой на	2	1
485	толстой по	1	1
486	но как	1	1
487	фразы как	1	1
488	от ее	1	1
489	читательского ожидания	4	1
490	во внутреннем	1	1
491	высшей степени	2	1
492	сознания в	3	1
493	еще более	1	1
494	значительной степени	1	1
495	и даже	1	1
496	хотя и	7	1
497	взгляде на	1	1
498	и плачут	1	1
499	в поле	1	1
500	[...] но	1	1
501	вчитаемся в	1	1
502	жизнь этого	1	1
503	точки над	1	1
504	повествования в	2	1
505	этом случае	1	1
506	этого персонажа	1	1
507	всей своей	2	1
508	над i	1	1
509	друг от	1	1
510	имеет в	1	1
511	тоже вдруг	1	1
512	себе самому	1	1
513	стало быть	7	1
514	где в	3	1
515	случае мы	1	1
516	главное в	1	1
517	проникнуть в	1	1
518	художественном тексте	1	1
519	значимость и	1	1
520	жизни жизни	1	1
521	действующего лица	1	1
522	которых мы	1	1
523	для меня	1	1
524	и уж	1	1
525	никак не	2	1
526	вопреки своей	1	1
527	узнаем что	1	1
528	рассказа о	2	1
529	всеобщего бытия	1	1
530	сказать не	1	1
531	иначе в	1	1
532	рассказчик на	1	1
533	бытия в	2	1
534	интерес к	1	1
535	имеем дело	3	1
536	однако для	1	1
537	дистанция между	2	1
538	и через	1	1
539	из этого	1	1
540	в той	4	1
541	в сфере	1	1
542	детьми а	1	1
543	на смену	2	1
544	что без	1	1
545	за собой	1	1
546	человек и	1	1
547	за рамки	1	1
548	ни одна	1	1
549	разрешается в	1	1
550	представляет собой	15	1
551	время здесь	1	1
552	в силу	2	1
553	в течение	1	1
554	позицию адресата	2	1
555	возникает и	2	1
556	мира и	2	1
557	во времени	2	1
558	мнения и	2	1
559	воле автора	1	1
560	можно назвать	1	1
561	который всегда	1	1
562	к этой	1	1
563	истории не	1	1
564	картины мира	5	1
565	до конца	3	1
566	содержит в	1	1
567	ср в	1	1
568	в одной	2	1
569	как она	1	1
570	в сюжете	1	1
571	со времен	1	1
572	пределах одного	1	1
573	и еще	1	1
574	и т.п	9	1
575	и потому	1	1
576	такого рода	16	1
577	публикации рассказа	1	1
578	нам в	1	1
579	тексте мы	1	1
580	что толстой	1	1
581	однако реализуется	1	1
582	к которой	1	1
583	бы такую	1	1
584	времени и	7	1
585	представить себе	2	1
586	не могло	2	1
587	глубоко и	1	1
588	еще раньше	1	1
589	не совсем	1	1
590	однако это	1	1
591	будто он	1	1
592	лица и	1	1
593	однако его	1	1
594	во время	1	1
595	одна только	1	1
596	жизни а	1	1
597	и милосердия	1	1
598	текста о	1	1
599	от которой	1	1
600	не всегда	2	1
601	детей к	1	1
602	и тем	2	1
603	на другое	1	1
604	сути дела	1	1
605	произведение не	1	1
606	это только	2	1
607	он в	1	1
608	в настоящее	1	1
609	том же	1	1
610	так сказать	2	1
611	представляется вполне	1	1
612	наблюдателя но	1	1
613	в ходе	2	1
614	только по	1	1
615	и обстоятельств	1	1
616	первом эпизоде	1	1
617	в москве	1	1
618	в сторону	1	1
619	в слове	3	1
620	не вправе	1	1
621	слова и	1	1
622	и внутреннего	1	1
623	а его	2	1
624	которых в	1	1
625	или нескольких	2	1
626	в тот	1	1
627	героя в	1	1
628	согласия между	1	1
629	собой не	1	1
630	не ограничивается	1	1
631	в направлении	2	1
632	жизни его	1	1
633	же о	1	1
634	бы она	1	1
635	однако если	1	1
636	и что	1	1
637	перед лицом	1	1
638	другого в	1	1
639	также и	4	1
640	оттого что	2	1
641	как к	1	1
642	этого термина	1	1
643	к такого	1	1
644	втором эпизоде	1	1
645	в финальной	2	1
646	детей которые	1	1
647	в.т и	1	1
648	и она	1	1
649	человека к	1	1
650	и стало	1	1
651	с утра	1	1
652	их в	2	1
653	до предела	2	1
654	предлагает нам	1	1
655	времени в	3	1
656	обращение к	1	1
657	в своих	2	1
658	по ходу	1	1
659	быть и	2	1
660	том числе	1	1
661	читателю то	1	1
662	человека не	1	1
663	от своей	1	1
664	толстой в	1	1
665	о самом	1	1
666	к иному	1	1
667	происходит и	1	1
668	от себя	1	1
669	в классической	1	1
670	чего в	1	1
671	и нет	1	1
672	участия в	2	1
673	этот рассказ	1	1
674	не столь	1	1
675	рассказ в	2	1
676	могло быть	1	1
677	принято именовать	1	1
678	и человеческого	1	1
679	это означает	1	1
680	слова но	2	1
681	же в	1	1
682	на уровне	1	1
683	вернуться к	1	1
684	в комнате	1	1
685	нам не	1	1
686	может показаться	1	1
687	уединенного сознания	1	1
688	легко можно	1	1
689	в каждой	1	1
690	по своим	3	1
691	в области	3	1
692	которая не	2	1
693	чеховском рассказе	1	1
694	наших глазах	1	1
695	этом пути	1	1
696	оно и	1	1
697	жизнью и	1	1
698	к этому	2	1
699	в наиболее	2	1
700	чем и	1	1
701	наиболее очевидно	1	1
702	в корне	1	1
703	второй половины	1	1
704	точка зрения	3	1
705	внимания на	1	1
706	строгом значении	1	1
707	каких-то людей	1	1
708	системы персонажей	1	1
709	есть только	1	1
710	а во	1	1
711	могло бы	3	1
712	никогда и	1	1
713	уже в	1	1
714	природы и	1	1
715	именно то	1	1
716	иначе говоря	6	1
717	на свете	1	1
718	в пределах	2	1
719	вся жизнь	1	1
720	является непосредственным	1	1
721	присутствия в	7	1
722	на наших	1	1
723	чужое слово	1	1
724	обратим внимание	1	1
725	всей его	2	1
726	и вновь	3	1
727	от его	1	1
728	который не	1	1
729	мы имеем	5	1
730	значении этого	1	1
731	в следующем	1	1
732	с автором	1	1
733	участие в	1	1
734	еще в	2	1
735	домашних животных	1	1
736	не являясь	1	1
737	фоне его	1	1
738	приведенных выше	1	1
739	легко и	1	1
740	том чтобы	2	1
741	он и	2	1
742	в восприятии	1	1
743	и более	3	1
744	правильно поставленный	1	1
745	таком случае	1	1
746	немного погодя	3	1
747	но это	3	1
748	жизни но	1	1
749	в речи	2	1
750	той или	3	1
751	в прозе	1	1
