N	2gram	Propp_Russ_2	Dialekti
145	или точнее	1	3
146	и более	1	3
147	что этот	1	3
148	не менее	2	3
149	ничего не	1	3
150	как только	1	3
151	то как	1	3
152	это только	1	3
153	уже не	4	3
154	все время	1	3
155	может иметь	1	3
156	он есть	2	3
157	сразу же	2	3
158	будто бы	5	3
159	с нею	1	3
160	из них	4	3
161	не было	2	3
162	о чем	4	3
163	в данном	6	3
164	когда мы	2	3
165	в это	1	3
166	и от	3	3
167	время не	1	3
168	в целях	2	3
169	е в	10	3
170	понимать как	1	3
171	только как	2	3
172	не что	2	3
173	также что	2	2
174	человека и	1	2
175	на самом	2	2
176	он может	1	2
177	что эти	1	2
178	например в	1	2
179	из всего	1	2
180	не во	1	2
181	так чтобы	2	2
182	то это	1	2
183	в ней	1	2
184	во всех	3	2
185	явлений и	1	2
186	если в	1	2
187	очевидно что	2	2
188	к сожалению	1	2
189	если она	2	2
190	как в	7	2
191	перед нами	1	2
192	что по	4	2
193	есть жизнь	1	2
194	более или	1	2
195	но в	5	2
196	еще на	1	2
197	в которой	2	2
198	все эти	3	2
199	на этом	3	2
200	но все	1	2
201	не будет	1	2
202	на всю	1	2
203	на все	1	2
204	только одно	1	2
205	с тем	6	2
206	несмотря на	1	2
207	и потом	4	2
208	или менее	1	2
209	во время	12	2
210	от религии	1	2
211	и при	2	2
212	что бывает	1	2
213	в их	2	2
214	можно понимать	1	2
215	и временем	1	2
216	живут в	2	2
217	тем не	2	2
218	их в	4	2
219	что есть	1	2
220	что с	2	2
221	виду что	1	2
222	дело не	2	2
223	того как	2	2
224	в науке	1	2
225	на него	1	2
226	в царство	1	2
227	иметь в	1	2
228	не всякий	1	2
229	что на	2	2
230	представлять себе	1	2
231	от их	1	2
232	во все	1	2
233	когда они	2	2
234	в конце	1	2
235	данном случае	7	2
236	но религия	1	2
237	и совершенно	1	2
238	что у	1	2
239	можно только	1	2
240	том как	1	2
241	или на	8	2
242	все в	2	2
243	между тем	3	2
244	не отличаются	1	2
245	всяком случае	1	2
246	мы должны	1	2
247	что здесь	3	2
248	с ними	1	2
249	на очень	1	2
250	в какой	1	2
251	с одной	2	2
252	есть в	2	2
253	или в	7	2
254	тем что	3	2
255	смысла и	1	2
256	где есть	3	2
257	живой и	1	2
258	именно в	4	2
259	в некоторых	9	2
260	был в	1	2
261	не на	1	2
262	зависит от	1	2
263	на который	1	2
264	вместе с	6	2
265	так же	4	2
266	что личность	1	2
267	или по	1	2
268	быть только	2	2
269	в тех	1	2
270	в состоянии	1	2
271	от земли	2	2
272	это еще	1	2
273	или не	1	2
274	же в	6	2
275	есть уже	1	2
276	на сцену	1	2
277	и жизнь	1	2
278	в виде	4	2
279	ее в	8	2
280	того или	1	2
281	в своих	2	2
282	во всяком	1	2
283	без этих	1	1
284	же делается	1	1
285	себе этот	1	1
286	е как	1	1
287	многих отношениях	1	1
288	жизни по	1	1
289	очень много	1	1
290	магическая сила	1	1
291	и до	1	1
292	тут в	1	1
293	таком виде	2	1
294	по его	1	1
295	эту же	1	1
296	не была	1	1
297	есть царство	1	1
298	но она	2	1
299	в старое	1	1
300	один пример	1	1
301	мы и	1	1
302	не все	4	1
303	кто же	1	1
304	не от	1	1
305	чем больше	1	1
306	вывод что	2	1
307	видеть как	2	1
308	проявляет себя	1	1
309	он был	1	1
310	вещь в	1	1
311	на них	4	1
312	дают нам	2	1
313	в различных	1	1
314	природы и	2	1
315	ее к	2	1
316	он употребляет	1	1
317	а он	2	1
318	отличие от	3	1
319	нет и	1	1
320	так бы	1	1
321	во что	1	1
322	тем больше	1	1
323	первый взгляд	1	1
324	что именно	1	1
325	показать что	1	1
326	стороны и	1	1
327	ней или	1	1
328	она как	2	1
329	к новому	1	1
330	что касается	1	1
331	когда он	1	1
332	она живет	1	1
333	только один	1	1
334	вопрос почему	1	1
335	этот смех	1	1
336	он в	1	1
337	из этих	2	1
338	теории он	1	1
339	однако как	1	1
340	остановиться на	1	1
341	на любом	1	1
342	тому же	1	1
343	во многих	9	1
344	если он	2	1
345	но на	1	1
346	не могла	1	1
347	же но	1	1
348	так сказать	1	1
349	вообще не	1	1
350	к выводу	1	1
351	как оно	2	1
352	связанные с	2	1
353	целый год	1	1
354	и еще	2	1
355	не к	2	1
356	мало того	1	1
357	на земле	5	1
358	именно это	1	1
359	от нее	1	1
360	что все	1	1
361	особенность в	1	1
362	главным образом	3	1
363	значение в	1	1
364	и руки	1	1
365	или даже	3	1
366	знает что	1	1
367	известно что	1	1
368	характером обладает	1	1
369	что один	2	1
370	одно общее	1	1
371	д с	1	1
372	на первую	1	1
373	не ясно	2	1
374	как живой	1	1
375	в них	4	1
376	на которую	1	1
377	также не	1	1
378	далеко не	4	1
379	показывает что	8	1
380	нас к	3	1
381	свою силу	1	1
382	не всегда	3	1
383	в москве	1	1
384	чем в	2	1
385	когда в	1	1
386	и становится	1	1
387	на первый	3	1
388	в эту	3	1
389	но если	3	1
390	и ее	2	1
391	которая имеет	1	1
392	как все	1	1
393	в котором	3	1
394	она в	1	1
395	еще с	1	1
396	смех в	1	1
397	и этой	1	1
398	но эта	1	1
399	не будем	3	1
400	месте или	1	1
401	имеем не	2	1
402	силу и	2	1
403	в древней	1	1
404	и очень	1	1
405	другой на	1	1
406	что эта	1	1
407	хотя это	1	1
408	как о	1	1
409	считает что	1	1
410	в египетской	1	1
411	ее с	1	1
412	в основе	1	1
413	не вызывает	1	1
414	подобно тому	3	1
415	одна из	11	1
416	на землю	3	1
417	с религией	2	1
418	можно видеть	1	1
419	или когда	1	1
420	из основных	2	1
421	на природу	2	1
422	остается в	1	1
423	этом отношении	1	1
424	и оно	1	1
425	форме это	1	1
426	все то	2	1
427	начиная с	2	1
428	разницей что	1	1
429	в сказках	1	1
430	вокруг него	2	1
431	сходство с	1	1
432	и другим	1	1
433	наоборот в	1	1
434	руками как	1	1
435	как некое	1	1
436	оно не	1	1
437	о них	2	1
438	должен быть	2	1
439	к жизни	5	1
440	и о	3	1
441	убиение и	1	1
442	всем этим	1	1
443	здесь не	1	1
444	приводит к	1	1
445	поэтому мы	1	1
446	в образе	2	1
447	е что	1	1
448	в глаза	2	1
449	на нее	6	1
450	здесь нет	1	1
451	мог бы	1	1
452	оно все	1	1
453	еще в	2	1
454	и на	6	1
455	из одного	1	1
456	по теории	1	1
457	выводу что	1	1
458	образом в	2	1
459	пение и	1	1
460	и здесь	1	1
461	не был	2	1
462	в состав	2	1
463	и поэтому	1	1
464	нужно так	1	1
465	из ряда	1	1
466	нас в	1	1
467	и во	1	1
468	как нет	1	1
469	от них	1	1
470	живой человек	2	1
471	как его	1	1
472	во всей	1	1
473	если это	1	1
474	в литературе	1	1
475	бросается в	2	1
476	дальнейшая судьба	1	1
477	но с	1	1
478	год и	1	1
479	идет по	1	1
480	совсем не	2	1
481	тот же	1	1
482	на другие	1	1
483	не имеет	3	1
484	во всем	2	1
485	к их	1	1
486	и действительно	1	1
487	обитают на	1	1
488	и после	3	1
489	представление об	1	1
490	их не	1	1
491	но ее	1	1
492	в эти	1	1
493	где они	2	1
494	человека с	1	1
495	где-то в	1	1
496	к земле	5	1
497	это показывает	3	1
498	совершенно по	1	1
499	из которых	2	1
500	он очень	1	1
501	только на	1	1
502	ее а	1	1
503	то и	4	1
504	а это	1	1
505	на этих	1	1
506	вопросы можно	1	1
507	при помощи	1	1
508	превращаются в	1	1
509	поле с	1	1
510	религии или	1	1
511	домой с	1	1
512	в пространстве	1	1
513	чтобы она	1	1
514	к ним	1	1
515	друг друга	3	1
516	случае не	1	1
517	ее на	2	1
518	в других	15	1
519	в особенности	1	1
520	же деле	2	1
521	даже не	1	1
522	с другим	2	1
523	и начинается	1	1
524	как у	1	1
525	смеется и	1	1
526	отличаются от	1	1
527	сюда же	2	1
528	здесь в	2	1
529	на то	1	1
530	или просто	2	1
531	и др	1	1
532	на ней	1	1
533	говорит о	2	1
534	от другого	1	1
535	месте и	1	1
536	связано с	2	1
537	превращается в	1	1
538	самом же	2	1
539	совершенно отчетливо	1	1
540	одной стороны	2	1
541	них как	2	1
542	сцену а	1	1
543	в руках	2	1
544	этом основании	1	1
545	там где	2	1
546	через нее	1	1
547	нет никаких	2	1
548	имея в	1	1
549	время а	2	1
550	это делается	1	1
551	что за	1	1
552	в церковь	2	1
553	не дают	1	1
554	на тот	1	1
555	магическую силу	2	1
556	тому как	3	1
557	что весь	1	1
558	когда же	1	1
559	как средство	2	1
560	по существу	4	1
561	убийство и	1	1
562	и такие	1	1
563	или другого	1	1
564	и всех	1	1
565	религии в	1	1
566	во всю	1	1
567	с этой	2	1
568	только для	1	1
569	внимания на	1	1
570	видно что	2	1
571	в одних	1	1
572	это выражение	1	1
573	отдельно от	1	1
574	месте в	1	1
575	при всем	1	1
576	близка к	1	1
577	тут все	1	1
578	времени его	1	1
579	тем и	2	1
580	ногами и	2	1
581	в его	1	1
582	есть одно	1	1
583	из нее	2	1
584	а к	2	1
585	совершенно иной	1	1
586	нас совершенно	1	1
587	ее и	2	1
588	которые будут	1	1
589	из себя	1	1
590	тем более	1	1
591	в поле	19	1
592	мы не	6	1
593	все остальные	1	1
594	этих элементов	1	1
595	сон в	1	1
596	имеет целью	2	1
597	египетской религии	1	1
598	религии и	1	1
599	ко всему	1	1
600	из этого	2	1
601	ли он	1	1
602	некоторых случаях	1	1
603	и эта	1	1
604	это в	2	1
605	как на	1	1
606	все что	1	1
