N	2gram	Berdyaev_M_2	KulturaY
151	на самом	1	2
152	и есть	8	2
153	не хочет	1	2
154	по преимуществу	5	2
155	почти всегда	1	2
156	той же	3	2
157	что если	1	2
158	а следовательно	1	2
159	не то	1	2
160	теряет свой	1	2
161	что за	2	2
162	для всякой	1	2
163	что они	3	2
164	в своем	8	2
165	могли бы	1	2
166	его к	1	2
167	от этого	2	2
168	и у	1	2
169	что ничего	1	2
170	и если	2	2
171	в другом	1	2
172	на все	3	2
173	достоевского и	2	2
174	все равно	3	2
175	с тем	1	2
176	как и	13	2
177	не всегда	2	2
178	бы на	1	2
179	в своей	5	2
180	в которых	1	2
181	есть явление	2	2
182	нельзя было	2	2
183	и более	1	2
184	в атмосфере	2	2
185	в отношении	5	2
186	стоит в	2	2
187	как можно	1	2
188	она не	8	2
189	уже из	1	2
190	того как	3	2
191	революции и	6	2
192	но что	1	2
193	следовательно и	1	2
194	всякой иной	1	2
195	в самой	1	2
196	должны быть	4	2
197	оно не	2	2
198	не хочу	1	2
199	роль в	1	2
200	что у	4	2
201	когда в	1	2
202	по сравнению	1	2
203	после того	2	2
204	как у	2	2
205	к нему	2	2
206	но так	1	2
207	которое было	2	2
208	он уже	2	2
209	же и	2	2
210	был бы	1	2
211	никогда не	18	2
212	на примере	1	2
213	но есть	1	2
214	превращается в	2	2
215	не будешь	1	2
216	ни на	1	2
217	в той	1	2
218	смысле этого	1	2
219	как будто	2	2
220	с этой	1	2
221	и для	7	2
222	и от	3	2
223	сознания и	2	2
224	и все	5	2
225	теряет свою	3	2
226	мы должны	1	2
227	все они	1	2
228	в свою	4	2
229	в свое	1	2
230	в своих	3	2
231	по поводу	1	2
232	это в	1	2
233	всем и	1	1
234	народ в	3	1
235	в такой	3	1
236	сам по	2	1
237	русских писателей	1	1
238	и без	1	1
239	он может	1	1
240	совершенно уже	2	1
241	стали бы	3	1
242	мере в	1	1
243	на деле	4	1
244	в котором	1	1
245	ведь и	1	1
246	на западе	1	1
247	есть не	5	1
248	мы не	1	1
249	большую роль	1	1
250	отходят в	1	1
251	что иное	3	1
252	же что	2	1
253	жизни это	4	1
254	и он	11	1
255	революции в	2	1
256	всегда ведь	2	1
257	еще у	1	1
258	я имею	1	1
259	мог бы	1	1
260	он был	9	1
261	на них	1	1
262	иное как	3	1
263	с его	4	1
264	россии и	2	1
265	есть своя	1	1
266	в противоречии	1	1
267	только тогда	1	1
268	по отношению	2	1
269	есть по	2	1
270	уже как	1	1
271	себе и	2	1
272	нет и	1	1
273	определяется не	1	1
274	сама по	1	1
275	и прекрасный	1	1
276	так что	2	1
277	независимо от	1	1
278	под этой	1	1
279	как к	2	1
280	если есть	3	1
281	кто не	1	1
282	и как	1	1
283	говорит что	2	1
284	и к	7	1
285	в каком-то	1	1
286	то в	2	1
287	в которой	2	1
288	привести к	5	1
289	в целом	1	1
290	революции она	1	1
291	быть материалом	1	1
292	не оставляет	1	1
293	во многих	1	1
294	но без	1	1
295	бы только	1	1
296	в себе	10	1
297	но он	11	1
298	может уже	2	1
299	ними есть	1	1
300	этот процесс	2	1
301	дальше и	2	1
302	если для	1	1
303	она становится	1	1
304	все те	1	1
305	и утверждает	1	1
306	из сферы	1	1
307	он должен	1	1
308	к одному	1	1
309	ведь не	1	1
310	этом сложность	1	1
311	одной и	2	1
312	под конец	1	1
313	это один	1	1
314	и свободу	1	1
315	в каждом	3	1
316	не будет	3	1
317	борьбы и	1	1
318	нем есть	6	1
319	есть одна	1	1
320	к другу	5	1
321	и русский	1	1
322	вот например	1	1
323	на почве	3	1
324	характерный для	1	1
325	всю свою	1	1
326	какой они	1	1
327	одно то	1	1
328	самый характер	1	1
329	нет в	4	1
330	что природа	2	1
331	может нас	1	1
332	значит также	1	1
333	и уже	1	1
334	перестает быть	1	1
335	потому и	1	1
336	о прогрессе	1	1
337	и становится	1	1
338	но я	1	1
339	можно найти	1	1
340	это необычайное	1	1
341	место в	2	1
342	признать что	1	1
343	значение для	1	1
344	которые должны	1	1
345	и той	2	1
346	которые в	2	1
347	быть может	2	1
348	имеет смысл	1	1
349	их в	1	1
350	так называемого	1	1
351	отец и	1	1
352	тому что	4	1
353	что есть	2	1
354	все мы	1	1
355	тогда когда	2	1
356	его есть	1	1
357	до сих	3	1
358	к такому	1	1
359	для всего	1	1
360	письме к	1	1
361	ведь было	1	1
362	во всем	5	1
363	ему и	1	1
364	что русский	2	1
365	хочет быть	1	1
366	только с	3	1
367	не знали	1	1
368	в действительности	2	1
369	представлять себе	1	1
370	и именно	1	1
371	лежит в	1	1
372	с проблемой	1	1
373	значительной степени	1	1
374	же такое	1	1
375	мысли о	1	1
376	не есть	13	1
377	все еще	1	1
378	приходит к	2	1
379	у достоевского	34	1
380	нет уж	1	1
381	всего этого	1	1
382	в ее	1	1
383	это имело	1	1
384	природе своей	1	1
385	например о	1	1
386	не с	1	1
387	по природе	1	1
388	есть также	2	1
389	которая была	1	1
390	интеллигенция в	1	1
391	к тем	1	1
392	а все	1	1
393	них есть	2	1
394	в эпоху	1	1
395	находится в	1	1
396	вот это	1	1
397	до полной	1	1
398	своей книге	1	1
399	и возможно	2	1
400	о том	3	1
401	на вопрос	1	1
402	говорит об	1	1
403	не стоит	3	1
404	теперь и	1	1
405	у высшего	1	1
406	в чем	3	1
407	в значительной	1	1
408	не выходит	1	1
409	нас в	2	1
410	русской интеллигенции	1	1
411	о природе	1	1
412	на протяжении	1	1
413	которых они	1	1
414	переходит в	8	1
415	а потому	1	1
416	для нашего	1	1
417	революции для	1	1
418	хотел бы	1	1
419	вслед за	1	1
420	но с	2	1
421	его разных	1	1
422	в какой	1	1
423	те которые	3	1
424	правда и	1	1
425	то он	2	1
426	одних и	1	1
427	чтобы оправдать	1	1
428	в уста	1	1
429	они в	1	1
430	нет не	1	1
431	к идее	1	1
432	ни одного	2	1
433	есть проблема	1	1
434	должны привести	1	1
435	его и	1	1
436	не сам	1	1
437	не так	3	1
438	для него	18	1
439	ли сказать	1	1
440	не для	3	1
441	у нее	1	1
442	отношение к	8	1
443	противоречии с	2	1
444	не случайно	2	1
445	и никогда	3	1
446	почему это	1	1
447	они будут	1	1
448	этой теме	1	1
449	на их	1	1
450	не хотел	2	1
451	он так	2	1
452	и только	1	1
453	правды и	1	1
454	не до	2	1
455	возможно что	1	1
456	значения чем	1	1
457	или иной	2	1
458	себе представить	1	1
459	хоть и	1	1
460	этом пути	2	1
461	не потому	1	1
462	и прежде	1	1
463	которой протекает	1	1
464	при чем	1	1
465	одного только	1	1
466	у других	1	1
467	отношением к	2	1
468	спасение в	1	1
469	жизнь в	6	1
470	человек в	3	1
471	существуют ли	1	1
472	не допускает	1	1
473	с которым	3	1
474	решения вопроса	3	1
475	в строении	3	1
476	для использования	1	1
477	более чем	2	1
478	связь с	1	1
479	такой степени	2	1
480	в европе	1	1
481	что теперь	1	1
482	по своему	1	1
483	не был	2	1
484	сравнению с	1	1
485	такого рода	2	1
486	ведет к	13	1
487	и там	6	1
488	и двух	1	1
489	вне этой	1	1
490	когда он	1	1
491	беспомощность и	1	1
492	к чему	4	1
493	она есть	2	1
494	путь который	1	1
495	этот не	1	1
496	быть и	2	1
497	были и	1	1
498	эта аналогия	1	1
499	человека овладеть	1	1
500	той мере	1	1
501	сих пор	3	1
502	нашем культурном	1	1
503	что нет	3	1
504	в новых	2	1
505	ничего кроме	2	1
506	в средство	2	1
507	которые были	1	1
508	не мог	3	1
509	и часто	1	1
510	нас нет	1	1
511	и перед	3	1
512	выпадают из	1	1
513	лишь как	3	1
514	у них	4	1
515	бы в	2	1
516	традиций в	1	1
517	только что	1	1
518	в этих	2	1
519	е в	2	1
520	энергию в	1	1
521	это все	2	1
522	между ними	1	1
523	русская литература	1	1
524	творчества не	1	1
525	не что	3	1
526	но эти	1	1
527	наименьшего сопротивления	1	1
528	как на	1	1
529	они не	4	1
530	которая не	1	1
