N	2gram	Propp_Morf_1	Myshleni
157	показать что	4	3
158	все же	7	3
159	как уже	2	3
160	и как	5	3
161	то в	3	3
162	и тот	1	3
163	как с	1	3
164	на этом	3	3
165	как они	1	3
166	и может	1	3
167	и тем	2	3
168	с тем	2	3
169	связаны между	1	3
170	в этих	13	3
171	что функции	3	3
172	сих пор	1	3
173	и более	1	3
174	из которых	3	3
175	не менее	5	3
176	что эта	2	3
177	вытекает из	1	3
178	больше чем	1	3
179	и его	1	3
180	связи с	10	3
181	этот закон	1	3
182	ничего общего	1	3
183	приходит к	1	3
184	то как	2	3
185	еще в	1	3
186	и с	1	3
187	до сих	1	3
188	в чем	1	3
189	к нему	3	3
190	раньше чем	3	3
191	а потому	1	3
192	что и	7	3
193	одной из	1	3
194	между тем	5	3
195	с одной	1	3
196	вопроса о	1	3
197	его и	2	3
198	он имеет	1	3
199	в одном	1	3
200	а в	7	3
201	от того	3	3
202	понятия не	1	3
203	перейти к	2	3
204	еще и	1	3
205	прежде всего	9	3
206	не на	2	3
207	в частности	2	3
208	чем в	1	3
209	по существу	12	3
210	может идти	1	3
211	этом случае	8	3
212	но это	6	3
213	содержится в	1	3
214	одной стороны	1	3
215	что следовательно	1	3
216	вопрос как	2	3
217	как на	1	3
218	к этой	1	3
219	ее в	1	3
220	к этому	3	3
221	они не	1	3
222	ту же	2	2
223	эти функции	2	2
224	одним из	1	2
225	такое же	1	2
226	что эти	2	2
227	момент когда	2	2
228	приводят к	1	2
229	в различных	2	2
230	во всех	4	2
231	не требует	1	2
232	мы будем	3	2
233	мы нашли	1	2
234	отличие от	1	2
235	которые не	1	2
236	и к	4	2
237	в этот	1	2
238	о степени	1	2
239	учение о	3	2
240	нами в	2	2
241	только один	1	2
242	если он	1	2
243	на его	4	2
244	что она	2	2
245	ожидать что	1	2
246	но все	3	2
247	в совершенно	1	2
248	может возникнуть	1	2
249	те же	1	2
250	мы постараемся	2	2
251	лет в	1	2
252	в них	1	2
253	в высшей	1	2
254	быть поставлено	1	2
255	на основании	1	2
256	же самый	1	2
257	оно имеет	1	2
258	понятия и	1	2
259	функции но	1	2
260	нашли что	1	2
261	в своей	1	2
262	мы говорили	1	2
263	установить что	1	2
264	значение для	1	2
265	их в	1	2
266	но они	1	2
267	высшей степени	1	2
268	эти связи	1	2
269	данное понятие	1	2
270	видим что	10	2
271	за развитием	1	2
272	во всем	1	2
273	то это	3	2
274	и здесь	5	2
275	в момент	1	2
276	должны быть	1	2
277	и другим	3	2
278	в виду	1	2
279	вывод что	2	2
280	совершенно ясно	1	2
281	не с	2	2
282	а этот	1	2
283	в плоскости	1	2
284	это мы	1	2
285	том как	1	2
286	связанная с	1	2
287	находится в	1	2
288	его в	2	2
289	не влияет	1	2
290	вслед за	5	2
291	тот момент	1	2
292	функций между	1	2
293	в первой	1	2
294	со всеми	1	2
295	только на	1	2
296	же в	2	2
297	но с	1	2
298	не дает	1	2
299	из них	3	2
300	никто не	3	2
301	вовсе не	4	2
302	как будто	2	2
303	образом что	1	2
304	представляют собой	11	2
305	это будет	1	2
306	и даже	1	2
307	а с	2	2
308	себя и	2	2
309	у нас	2	2
310	может ли	1	2
311	о чем	1	2
312	является то	1	2
313	во внимание	1	2
314	совершенно очевидно	1	2
315	о последовательности	1	2
316	действия в	1	2
317	предположить что	1	2
318	эту мысль	1	2
319	в тот	1	2
320	благодаря этому	3	2
321	только для	1	2
322	форм и	1	2
323	совершается в	2	2
324	и отношение	1	2
325	связи функций	1	2
326	на ход	1	2
327	или не	3	2
328	и другие	6	2
329	и становятся	1	2
330	другой стороны	4	2
331	совершенно не	1	2
332	из этого	1	2
333	в свое	2	2
334	во всяком	2	2
335	смысле слова	4	1
336	всем ее	1	1
337	лежат в	1	1
338	также и	4	1
339	например в	2	1
340	обычно в	1	1
341	приемов и	1	1
342	связана с	3	1
343	в тех	6	1
344	на самом	4	1
345	считаться с	2	1
346	из его	2	1
347	собственном смысле	3	1
348	мы уже	1	1
349	что изучение	2	1
350	мы имеем	9	1
351	предметом его	1	1
352	на первом	1	1
353	на эти	1	1
354	он действует	2	1
355	но она	1	1
356	все известные	2	1
357	как во	1	1
358	эта функция	4	1
359	и ее	3	1
360	и невозможность	1	1
361	может дать	1	1
362	собой в	2	1
363	которые он	1	1
364	он был	1	1
365	он сам	1	1
366	нему в	1	1
367	бы то	3	1
368	что его	2	1
369	с его	2	1
370	видим таким	1	1
371	материал если	1	1
372	есть функция	1	1
373	рабочая гипотеза	1	1
374	то мы	4	1
375	друг к	2	1
376	которых один	1	1
377	с трудом	1	1
378	значение и	1	1
379	а он	1	1
380	ни одна	4	1
381	развития которые	1	1
382	существу мысль	1	1
383	в собственном	3	1
384	и должны	1	1
385	как по	1	1
386	более чем	1	1
387	независимо от	3	1
388	что именно	1	1
389	и дети	1	1
390	на лбу	1	1
391	отвечает не	1	1
392	более и	1	1
393	ряд вопросов	1	1
394	все остальные	1	1
395	перед нами	10	1
396	кроме того	1	1
397	целый ряд	3	1
398	и наконец	1	1
399	помощью этого	1	1
400	более или	2	1
401	следующим образом	3	1
402	следует сказать	1	1
403	в себе	1	1
404	этой цели	1	1
405	ним как	1	1
406	из самых	1	1
407	не приходится	1	1
408	точку зрения	1	1
409	привести к	1	1
410	что это	1	1
411	мы получаем	2	1
412	первого вопроса	1	1
413	сказать о	2	1
414	формы в	1	1
415	в нашем	3	1
416	на трех	1	1
417	это разделение	1	1
418	другом случае	1	1
419	имеем в	6	1
420	этот вывод	1	1
421	на то	2	1
422	но на	1	1
423	но прежде	1	1
424	чтобы овладеть	1	1
425	и задачи	2	1
426	момента в	1	1
427	свою собственную	1	1
428	ни были	1	1
429	чтобы это	1	1
430	не признаются	1	1
431	и независимо	1	1
432	прежде чем	3	1
433	это один	1	1
434	или иных	1	1
435	одно и	1	1
436	в каждом	1	1
437	здесь мы	3	1
438	через все	1	1
439	главным образом	4	1
440	которых являются	1	1
441	конечно в	1	1
442	об этом	4	1
443	к другу	2	1
444	как указано	1	1
445	собой функции	1	1
446	разница между	1	1
447	входит в	2	1
448	поскольку это	1	1
449	обоих случаях	2	1
450	за другой	1	1
451	мог бы	1	1
452	известным образом	1	1
453	в ином	2	1
454	и этим	5	1
455	оно как	2	1
456	ни в	1	1
457	это положение	2	1
458	о которых	1	1
459	и определяет	1	1
460	несмотря на	4	1
461	многие другие	1	1
462	как таковой	2	1
463	нисколько не	1	1
464	их на	1	1
465	вопроса об	1	1
466	на первый	3	1
467	этой связи	1	1
468	мы приходим	2	1
469	поиски в	1	1
470	быть названы	1	1
471	она в	2	1
472	не столько	1	1
473	что говорит	1	1
474	упомянуто в	1	1
475	первой в	1	1
476	вопрос на	1	1
477	для изучения	1	1
478	образом и	1	1
479	которые в	1	1
480	свет на	1	1
481	тем не	5	1
482	однако в	2	1
483	его до	1	1
484	и обратное	1	1
485	к развитию	1	1
486	чем перейти	1	1
487	она не	2	1
488	есть нечто	3	1
489	с теми	4	1
490	в обоих	2	1
491	процессов и	1	1
492	дело не	2	1
493	он говорил	1	1
494	и притом	1	1
495	и сама	1	1
496	как его	1	1
497	иметь в	1	1
498	на котором	3	1
499	а во	1	1
500	к ней	1	1
501	в другую	2	1
502	такой случай	2	1
503	эмпирическим путем	1	1
504	так то	1	1
505	в каком	2	1
506	перед ним	1	1
507	такие же	1	1
508	с логической	2	1
509	реагирует на	3	1
510	более широкой	1	1
511	является одним	1	1
512	что при	2	1
513	но к	1	1
514	если же	5	1
515	то во	1	1
516	не делает	1	1
517	по лестнице	1	1
518	первом месте	1	1
519	с ее	1	1
520	него он	1	1
521	не существует	3	1
522	взять его	1	1
523	следовательно в	1	1
524	и многие	1	1
525	всего этого	1	1
526	будет видно	1	1
527	без всякого	2	1
528	нами выше	1	1
529	они ни	1	1
530	постараемся показать	1	1
531	мысль о	1	1
532	действия и	1	1
533	всей своей	1	1
534	ряду с	1	1
535	вопрос что	2	1
536	и совершенно	1	1
537	ясно что	5	1
538	то всякая	1	1
539	собой и	1	1
540	связанное с	1	1
541	сразу к	1	1
542	также должно	1	1
543	данного понятия	1	1
544	что каждый	1	1
545	что существуют	1	1
546	или на	3	1
547	на что	1	1
548	после того	1	1
549	и просто	1	1
550	может не	1	1
551	к освобождению	1	1
552	образом мы	5	1
553	общий принцип	1	1
554	рассматриваются как	2	1
555	путь к	2	1
556	место то	1	1
557	соответствие между	1	1
558	функций в	1	1
559	во втором	3	1
560	не более	1	1
561	если за	2	1
562	в настоящей	1	1
563	как объяснить	1	1
564	чисто эмпирическим	1	1
565	и строения	1	1
566	но так	1	1
567	один из	5	1
568	с ними	1	1
569	исследование не	1	1
570	что даже	1	1
571	что различные	1	1
572	скажем что	1	1
573	в принцип	1	1
574	тех процессов	1	1
575	который в	2	1
576	всяком случае	2	1
577	не происходит	3	1
578	никаких новых	2	1
579	какой степени	1	1
580	для всех	1	1
581	с двумя	2	1
582	могут иметь	1	1
583	не можем	1	1
584	себя в	1	1
585	как например	2	1
586	в виде	2	1
587	в начале	3	1
588	по законам	1	1
589	ее из	2	1
590	что не	1	1
591	каким образом	1	1
592	а то	3	1
593	этой новой	1	1
594	при помощи	9	1
595	связывается с	2	1
596	за ним	1	1
597	не так	1	1
598	своему строению	1	1
599	мы находим	1	1
600	тогда как	2	1
601	с этими	1	1
602	должны будем	2	1
603	и никогда	1	1
604	это было	3	1
605	что прежде	1	1
606	как раз	1	1
607	другой а	1	1
608	в других	3	1
609	в форме	6	1
610	само собой	1	1
611	эти явления	1	1
612	были бы	1	1
613	быть названа	1	1
614	из двух	2	1
615	нет если	1	1
616	существенным для	1	1
617	знаки и	1	1
618	без всякой	2	1
619	другого и	1	1
620	со стороны	3	1
621	даже не	3	1
622	с другим	1	1
623	тем мы	1	1
624	не потому	1	1
625	не прав	1	1
626	как же	2	1
627	целого а	1	1
628	ее за	1	1
629	задачи а	1	1
630	же развитие	1	1
631	и своего	1	1
632	понятие как	1	1
633	этого не	2	1
634	на которых	1	1
635	или нет?	1	1
636	также с	1	1
637	одну из	1	1
638	совершенно одинаково	1	1
639	на эту	1	1
640	там где	5	1
641	каждой функции	1	1
642	если не	1	1
643	в связи	9	1
644	все более	1	1
645	материал и	1	1
646	а есть	1	1
647	до этого	1	1
648	в одной	1	1
649	как вообще	1	1
650	относятся к	2	1
651	функций можно	1	1
652	мы увидим	8	1
653	возникнуть вопрос	1	1
654	в данном	1	1
655	что за	1	1
656	а если	4	1
657	в постановке	1	1
658	она есть	1	1
659	последнем случае	2	1
660	не удалось	1	1
661	одновременно с	1	1
662	что же	2	1
663	и там	1	1
664	или менее	2	1
665	с изучением	1	1
666	значение или	1	1
667	делает и	1	1
668	за которым	2	1
669	и наши	1	1
670	как необходимая	1	1
671	происходит с	1	1
672	не меняет	2	1
673	и таким	2	1
674	этом и	1	1
675	но для	2	1
676	или по	2	1
677	образом как	1	1
678	случае он	2	1
679	тех или	1	1
680	тех случаях	2	1
681	в следующей	1	1
682	становится понятным	1	1
683	известной степени	1	1
684	и для	2	1
685	случаях когда	2	1
686	тем и	2	1
687	для этой	3	1
688	боя и	1	1
689	это можно	1	1
690	они даны	2	1
691	в отдельных	3	1
692	проходит через	1	1
693	не представляет	1	1
694	для нас	2	1
695	от него	1	1
696	и все	1	1
697	иное чем	3	1
698	или нет	2	1
699	случае и	1	1
700	что этот	1	1
701	иначе чем	2	1
702	на другие	2	1
703	функции не	2	1
704	между ними	1	1
705	дело с	1	1
706	он представляет	1	1
707	других подобных	1	1
708	то здесь	3	1
709	нам возможность	1	1
710	первом случае	3	1
711	оно может	3	1
712	оно не	2	1
713	чем это	2	1
714	этот момент	3	1
715	ли он	1	1
716	дорогу к	1	1
717	ниже мы	2	1
718	которые имеют	1	1
719	огромное значение	2	1
720	но эти	1	1
721	это так	2	1
722	того или	1	1
723	предполагает уже	1	1
724	которая не	1	1
