N	2gram	Tiupa_Narr_2	Dialekti
393	в которой	1	1
394	как то	1	1
395	и любая	1	1
396	и будущее	1	1
397	претендует на	1	1
398	личностного бытия	1	1
399	как знание	1	1
400	должен обратиться	1	1
401	после этого	1	1
402	в реальной	1	1
403	сомнению но	1	1
404	при виде	1	1
405	именно то	2	1
406	не к	4	1
407	сказал что	1	1
408	факт который	1	1
409	из него	1	1
410	что ни	1	1
411	постольку поскольку	1	1
412	которым не	1	1
413	его можно	1	1
414	бы от	1	1
415	и стало	1	1
416	что является	1	1
417	есть все	1	1
418	в мире	4	1
419	в него	2	1
420	свести к	1	1
421	за другой	1	1
422	всю свою	1	1
423	в споре	1	1
424	этой границы	1	1
425	далеко не	5	1
426	как об	1	1
427	личности не	1	1
428	мы имеем	3	1
429	не всегда	1	1
430	которой он	3	1
431	о чем	2	1
432	жизни но	1	1
433	этом я	1	1
434	с такой	1	1
435	и видит	1	1
436	или менее	1	1
437	во время	2	1
438	не зависит	2	1
439	в отношении	1	1
440	в такой	1	1
441	в котором	5	1
442	она в	1	1
443	место в	5	1
444	все и	1	1
445	не от	1	1
446	по своей	3	1
447	признать что	1	1
448	точку зрения	3	1
449	но он	2	1
450	что было	1	1
451	и более	2	1
452	у читателя	1	1
453	для нее	1	1
454	его внутреннего	1	1
455	вплоть до	1	1
456	и время	1	1
457	человека но	1	1
458	мира не	2	1
459	что с	2	1
460	дело не	1	1
461	на него	5	1
462	необходимо должно	1	1
463	в единство	1	1
464	себе самом	2	1
465	не имели	1	1
466	возможно и	1	1
467	жизни не	1	1
468	до каких	1	1
469	отнестись к	1	1
470	в самой	1	1
471	имеем дело	2	1
472	и другого	2	1
473	такая же	1	1
474	своего существования	1	1
475	связи с	1	1
476	эти три	1	1
477	для другого	1	1
478	ли это	1	1
479	бытия не	1	1
480	не мыслится	1	1
481	от их	1	1
482	которых он	1	1
483	все то	2	1
484	и времени	1	1
485	восприятия а	1	1
486	я сам	2	1
487	как только	1	1
488	же самое	1	1
489	уже было	1	1
490	тех кто	1	1
491	как свой	1	1
492	как для	1	1
493	реальным и	1	1
494	в каждой	2	1
495	относительно это	1	1
496	хочется чтобы	1	1
497	с ее	1	1
498	не могу	2	1
499	в ее	4	1
500	данном случае	6	1
501	бытия то	1	1
502	не природа	1	1
503	в себя	4	1
504	когда знаешь	1	1
505	и сам	3	1
506	слово есть	1	1
507	не с	1	1
508	было в	1	1
509	во многом	1	1
510	историю своего	1	1
511	строго говоря	3	1
512	иной личности	1	1
513	уж во	1	1
514	мира а	1	1
515	бывает в	1	1
516	с ним	4	1
517	мы всегда	1	1
518	то есть	9	1
519	в личности	1	1
520	возможна только	1	1
521	и личность	2	1
522	себя не	2	1
523	внимание на	3	1
524	или на	1	1
525	у рака	1	1
526	можно сказать	6	1
527	в конечном	3	1
528	эти два	2	1
529	а потому	1	1
530	на одном	2	1
531	в другой	1	1
532	бы и	1	1
533	наконец в	1	1
534	представления о	2	1
535	к ней	3	1
536	в лице	1	1
537	происходит в	1	1
538	но с	1	1
539	оно и	1	1
540	что только	1	1
541	здесь не	2	1
542	в физических	1	1
543	одной из	1	1
544	этот вопрос	1	1
545	сына в	1	1
546	как нечто	1	1
547	очень много	1	1
548	не являясь	1	1
549	непрерывно и	1	1
550	в качестве	14	1
551	в сторону	1	1
552	каждый из	1	1
553	ни одного	1	1
554	чем говорить	1	1
555	а то	2	1
556	представить себе	3	1
557	в одном	1	1
558	у нее	4	1
559	в такое	1	1
560	при всей	4	1
561	заметить что	1	1
562	тогда в	1	1
563	образом что	1	1
564	в других	2	1
565	зрения с	1	1
566	должна иметь	1	1
567	от ее	1	1
568	до сих	1	1
569	от этих	1	1
570	к которому	2	1
571	сам себя	1	1
572	с той	1	1
573	мысли с	1	1
574	или о	1	1
575	между ними	1	1
576	обратиться к	2	1
577	церкви и	2	1
578	поскольку она	1	1
579	знания или	1	1
580	и достаточно	1	1
581	пока что	1	1
582	что обычно	1	1
583	когда она	1	1
584	и вопреки	1	1
585	мира в	4	1
586	и служит	2	1
587	в связи	1	1
588	не видит	1	1
589	уже давно	1	1
590	но оно	1	1
591	внимания к	1	1
592	вместе с	1	1
593	в историю	1	1
594	того на	1	1
595	для объектов	1	1
596	характера и	3	1
597	по своему	2	1
598	в течение	2	1
599	не знания	1	1
600	говоря об	1	1
601	внутри себя	1	1
602	да и	3	1
603	него есть	1	1
604	перед нею	1	1
605	том смысле	1	1
606	в это	1	1
607	время есть	1	1
608	слова и	1	1
609	сих пор	1	1
610	видно что	2	1
611	в культуре	2	1
612	не мог	1	1
613	все не	1	1
614	другой как	1	1
615	случае он	1	1
616	началом и	2	1
617	проявляется у	1	1
618	потому не	2	1
619	в результате	2	1
620	а все	1	1
621	о котором	3	1
622	своей собственной	2	1
623	человек и	1	1
624	включают в	1	1
625	в этих	1	1
626	на других	1	1
627	но зато	2	1
628	бытия личности	1	1
629	с таким	2	1
630	как показывает	2	1
631	есть продукт	1	1
632	к ее	1	1
633	поскольку не	3	1
634	нам не	1	1
635	мыслит себя	1	1
636	в психологии	1	1
637	это все	1	1
638	миф с	1	1
639	же самой	1	1
640	имеет место	2	1
641	одновременно и	1	1
642	слышим и	1	1
643	просто не	1	1
644	это так	1	1
645	в процессе	2	1
646	у людей	1	1
647	и личности	1	1
648	которая не	2	1
