N	2gram	Losev_Vlad_1	Psycholo
374	не без	6	1
375	по своему	3	1
376	то мы	3	1
377	а следовательно	1	1
378	понятий но	1	1
379	то он	6	1
380	явлений и	1	1
381	в сторону	1	1
382	ответ на	2	1
383	и воображения	1	1
384	тогда как	1	1
385	не хотел	1	1
386	нет и	2	1
387	за пределы	3	1
388	знакомства с	1	1
389	один и	2	1
390	относится к	1	1
391	как первая	1	1
392	плоскости с	1	1
393	материалом для	1	1
394	с чисто	1	1
395	вот эта	1	1
396	и физика	1	1
397	что как	1	1
398	в известной	1	1
399	в одних	1	1
400	в распоряжении	1	1
401	всей этой	2	1
402	и слова	1	1
403	как уже	1	1
404	его к	2	1
405	я совершенно	1	1
406	конечно не	2	1
407	и хотя	1	1
408	то в	1	1
409	непонятным и	1	1
410	стороны мы	1	1
411	через всю	1	1
412	в тех	2	1
413	выражение в	1	1
414	учение о	2	1
415	творчество и	1	1
416	и те	1	1
417	всей его	2	1
418	одно и	1	1
419	на его	3	1
420	весь свой	1	1
421	известных и	1	1
422	не следует	1	1
423	время и	2	1
424	быть мы	1	1
425	свой взгляд	1	1
426	и легко	1	1
427	выступить с	1	1
428	и еще	2	1
429	нечто весьма	1	1
430	ни было	1	1
431	но все	1	1
432	такого же	1	1
433	человека в	1	1
434	для всей	1	1
435	об этом	7	1
436	говорил что	1	1
437	на все	2	1
438	знает что	1	1
439	и называется	1	1
440	по одним	1	1
441	особенно в	1	1
442	и кажется	2	1
443	это не	1	1
444	и мы	2	1
445	на этот	6	1
446	обращаются к	2	1
447	ни одной	1	1
448	эти годы	3	1
449	даже чисто	1	1
450	и уже	1	1
451	этим и	1	1
452	которой он	5	1
453	человек имеет	1	1
454	мы хотели	3	1
455	для себя	2	1
456	чем в	1	1
457	и того	1	1
458	со всей	1	1
459	но я	3	1
460	существу то	1	1
461	для него	7	1
462	но если	1	1
463	к тем	1	1
464	взгляд на	3	1
465	на месте	1	1
466	что вся	1	1
467	из анализа	1	1
468	знаем что	2	1
469	работы было	1	1
470	для изучения	1	1
471	и более	1	1
472	с такими	1	1
473	что этот	3	1
474	ним в	1	1
475	новое и	1	1
476	с которой	1	1
477	приводят к	1	1
478	вплоть до	1	1
479	в таких	1	1
480	иной раз	6	1
481	как о	1	1
482	дело не	2	1
483	то чего	1	1
484	дело в	4	1
485	к изучению	2	1
486	бытия и	1	1
487	и искусство	1	1
488	когда они	1	1
489	пока еще	2	1
490	нам и	1	1
491	найти в	1	1
492	это совершенно	1	1
493	имеем дело	1	1
494	кризиса гораздо	1	1
495	одной плоскости	1	1
496	увидим ниже	3	1
497	и учение	1	1
498	наряду со	1	1
499	той самой	1	1
500	убедиться в	1	1
501	связи с	1	1
502	и искусства	1	1
503	не потому	1	1
504	и права	1	1
505	обстоятельство что	2	1
506	именно это	1	1
507	и такие	2	1
508	в стихотворении	1	1
509	психологии однако	1	1
510	для его	2	1
511	а можно	1	1
512	он никогда	1	1
513	подход к	1	1
514	по учению	2	1
515	значительной мере	1	1
516	на нем	1	1
517	на другой	1	1
518	описывает и	1	1
519	мысль о	1	1
520	об отношении	1	1
521	с самого	1	1
522	следовательно и	1	1
523	то как	2	1
524	что может	1	1
525	как содержание	1	1
526	понимание и	1	1
527	его жизни	6	1
528	раз он	1	1
529	того и	2	1
530	столько же	1	1
531	она была	2	1
532	можно только	1	1
533	но у	1	1
534	строго говоря	1	1
535	поэтому в	1	1
536	эти чувства	1	1
537	в эпоху	1	1
538	и вообще	4	1
539	не меньше	1	1
540	против этого	1	1
541	содержание этого	1	1
542	сводится к	1	1
543	о нем	7	1
544	произведения как	1	1
545	вот почему	1	1
546	самых малых	1	1
547	одного из	1	1
548	конечно дает	1	1
549	можно сказать	6	1
550	пор пока	1	1
551	в различных	1	1
552	а также	5	1
553	в значительной	1	1
554	как у	1	1
555	все в	1	1
556	в приведенных	1	1
557	которые мы	1	1
558	поводу того	1	1
559	во всей	1	1
560	вообще и	1	1
561	не знаю	1	1
562	человека как	3	1
563	и мир	1	1
564	говорит в	1	1
565	тех пор	1	1
566	эти направления	1	1
567	но с	1	1
568	прямо называл	1	1
569	только у	1	1
570	одной из	2	1
571	как нечто	1	1
572	и действительно	3	1
573	сказал вот	1	1
574	не мешает	1	1
575	иное как	1	1
576	итак в	1	1
577	он их	1	1
578	нами и	1	1
579	было объявлено	1	1
580	значение и	1	1
581	а это	2	1
582	этому вопросу	1	1
583	этот раз	4	1
584	тоже в	3	1
585	место как	1	1
586	который как	1	1
587	воображения и	1	1
588	прибавить что	2	1
589	объясняется то	1	1
590	для меня	4	1
591	заметить что	1	1
592	чрезвычайно легко	1	1
593	этого кризиса	1	1
594	ее на	1	1
595	в других	1	1
596	в философию	1	1
597	самого же	1	1
598	в особенности	4	1
599	гораздо больше	1	1
600	жизни в	1	1
601	формах в	1	1
602	и из	3	1
603	связаны с	1	1
604	что человек	1	1
605	именно в	1	1
606	в свою	1	1
607	фантазии и	1	1
608	еще и	7	1
609	а с	5	1
610	мы еще	1	1
611	только через	1	1
612	все яснее	1	1
613	и пр	1	1
614	по тем	1	1
615	он описывает	1	1
616	мы скажем	1	1
617	которых мы	1	1
618	его как	1	1
619	вероятно не	2	1
620	никакого серьезного	1	1
621	сознательно и	1	1
622	в те	8	1
623	как ни	1	1
624	если это	1	1
625	виде в	2	1
626	я хочу	1	1
627	было в	1	1
628	свободно и	1	1
629	с первого	2	1
630	тогда только	1	1
631	вопросе о	1	1
632	только с	1	1
633	так мы	1	1
634	прямо говорит	1	1
635	он говорит	2	1
636	указывал на	1	1
637	она есть	1	1
638	что бы	1	1
639	к в	1	1
640	на эту	1	1
641	в литературе	1	1
642	а потом	1	1
643	из этой	1	1
644	ему при	1	1
645	него есть	1	1
646	он получил	1	1
647	выходит что	1	1
648	и философии	2	1
649	указанием на	1	1
650	в это	2	1
651	л в	1	1
652	нам приходится	1	1
653	как предмет	1	1
654	оба они	2	1
655	о его	2	1
656	нашей деятельности	1	1
657	не к	1	1
658	основании всех	1	1
659	над его	1	1
660	в более	1	1
661	общей философской	1	1
662	или в	1	1
663	он чувствовал	1	1
664	показать как	1	1
665	а к	22	1
666	впечатление и	2	1
667	мы должны	2	1
668	с а	9	1
669	хотя бы	2	1
670	которой мы	2	1
671	на такой	2	1
672	же в	1	1
673	но вот	1	1
674	личности и	1	1
675	о своем	1	1
676	между ними	1	1
677	из тех	1	1
678	в их	1	1
679	у людей	1	1
680	с ними	2	1
681	с такой	1	1
682	одновременно и	1	1
683	не что	1	1
684	людей но	1	1
