N	2gram	Savitsky_E_1	Psycholo
619	которые как	1	1
620	в последние	6	1
621	его ни	1	1
622	она находится	1	1
623	существует в	1	1
624	как же	2	1
625	на которые	1	1
626	что не	1	1
627	что для	1	1
628	люди именно	1	1
629	весьма вероятно	4	1
630	не было	1	1
631	что обе	1	1
632	самом определении	1	1
633	бы как	1	1
634	если не	1	1
635	дальше чем	1	1
636	мы видели	3	1
637	хотели бы	1	1
638	все более	9	1
639	видели в	1	1
640	ни на	3	1
641	время с	1	1
642	и законченной	1	1
643	ко всем	1	1
644	если взять	1	1
645	звучать как	1	1
646	одна возможность	1	1
647	многих случаях	1	1
648	отказались от	1	1
649	конечно не	1	1
650	близко подходит	2	1
651	смысле этого	1	1
652	применении к	3	1
653	во все	3	1
654	что же	2	1
655	и всей	1	1
656	даже с	1	1
657	для понимания	2	1
658	том смысле	1	1
659	мы сказали	1	1
660	иначе говоря	2	1
661	лучше и	1	1
662	этого факта	1	1
663	но это	1	1
664	этот принцип	1	1
665	ни для	1	1
666	или по	2	1
667	в смысле	9	1
668	ближе к	1	1
669	себя с	1	1
670	себе подтверждение	1	1
671	всего в	2	1
672	каждой из	1	1
673	которые никак	1	1
674	известной степени	3	1
675	указать на	1	1
676	различие которое	1	1
677	которая в	1	1
678	составляет часть	1	1
679	процесс мы	1	1
680	но когда	1	1
681	же к	2	1
682	еще более	2	1
683	тем более	4	1
684	и художественным	1	1
685	значении но	1	1
686	находим в	1	1
687	исключительно в	2	1
688	именно об	1	1
689	возможно ли	1	1
690	нет ничего	1	1
691	с ними	1	1
692	этом процессе	1	1
693	или иного	4	1
694	ко всему	2	1
695	приблизительно в	1	1
696	к числу	1	1
697	частности в	2	1
698	затем как	1	1
699	художественным произведениям	1	1
700	понимать что	1	1
701	можно назвать	1	1
702	во всяком	3	1
703	все что	1	1
704	этой точки	5	1
