N	2gram	Nazirov_Tv_2	Psycholo
565	крайней мере	2	1
566	чем острее	1	1
567	ту силу	1	1
568	к сознанию	1	1
569	и она	1	1
570	в анализе	1	1
571	герой в	1	1
572	ребенка который	1	1
573	с ними	2	1
574	они имеют	2	1
575	русской литературе	1	1
576	и тоски	1	1
577	этого рассказа	1	1
578	не то	1	1
579	сама себе	1	1
580	при внимательном	1	1
581	в таких	1	1
582	это сам	1	1
583	на всем	1	1
584	и исследования	1	1
585	этом что	1	1
586	он начинает	1	1
587	отношений к	1	1
588	героя с	2	1
589	должен сознаться	2	1
590	от социальной	1	1
591	рассказывает о	3	1
592	не соглашаясь	1	1
593	не дает	1	1
594	по выражению	1	1
595	его и	2	1
596	в снах	1	1
597	был бы	1	1
598	для него	3	1
599	эстетическое наслаждение	1	1
600	прежде всего	8	1
601	отличен от	1	1
602	у нее	3	1
603	не о	1	1
604	играло в	1	1
605	только с	2	1
606	из нее	1	1
607	не просто	1	1
608	в любви	1	1
609	к наглядному	1	1
610	же роль	1	1
611	со стороны	1	1
612	раза в	1	1
613	даже не	1	1
614	и точно	1	1
615	и сознание	1	1
616	с другим	2	1
617	и эту	1	1
618	не знать	1	1
619	именно в	6	1
620	писателя и	1	1
621	и прежде	1	1
622	читателю и	1	1
623	в соответствии	4	1
624	связано с	1	1
625	нужно сказать	1	1
626	века и	1	1
627	во что	2	1
628	идеи в	2	1
629	и считает	1	1
630	жизнь в	1	1
631	писатель в	2	1
632	и вновь	1	1
633	в психологическом	1	1
634	оснований для	1	1
635	под влиянием	1	1
636	всецело и	1	1
637	в связи	1	1
638	должна была	1	1
639	время с	1	1
640	от страха	1	1
641	из его	1	1
642	почти совершенно	1	1
643	мы говорим	1	1
644	он будет	1	1
645	не дают	1	1
646	такого рода	1	1
647	во все	1	1
648	очень важно	1	1
649	когда же	1	1
650	поскольку он	1	1
651	в первой	2	1
652	кто из	1	1
653	достоевского чем	1	1
654	на свете	1	1
655	критики и	2	1
656	который раньше	1	1
657	том смысле	1	1
658	мысль с	1	1
659	этого слова	1	1
660	время резко	1	1
661	писателя в	2	1
662	и нет	1	1
663	здравого смысла	2	1
664	было привести	1	1
665	нет ничего	3	1
666	трагической любви	1	1
667	любовь к	1	1
668	сюжета и	2	1
669	в поэме	1	1
670	в область	3	1
671	в результате	1	1
672	художник в	1	1
673	от него	1	1
674	о достоевском	2	1
675	писателя не	1	1
676	своих героев	3	1
677	с а	1	1
678	ни к	2	1
679	будто бы	1	1
680	и наконец	2	1
681	по самой	3	1
682	лежит в	1	1
683	знать об	2	1
684	трагедии и	1	1
685	за этим	1	1
686	и вдруг	2	1
687	страсть к	1	1
688	может и	1	1
689	а о	1	1
690	между ними	1	1
691	от своего	1	1
692	далее он	1	1
693	к привлечению	1	1
694	им не	1	1
695	это и	1	1
696	имеет в	2	1
697	себе не	1	1
698	свои собственные	1	1
699	вся история	1	1
700	в виде	2	1
701	и другие	1	1
702	очень редко	1	1
703	по поводу	1	1
704	что за	1	1
705	это понятие	1	1
706	тем самым	4	1
707	к этому	3	1
708	ничего общего	1	1
