N	2gram	Vygotskiy__4	Marksizm
186	нуждается в	1	3
187	в какой	3	3
188	и действительно	1	3
189	между тем	9	3
190	по законам	2	3
191	из них	4	3
192	в систему	1	3
193	в целях	1	3
194	с объективной	1	3
195	в каком	2	3
196	на этот	3	3
197	все это	1	3
198	к другой	2	3
199	смысле этого	7	3
200	и формы	1	3
201	слова и	5	3
202	этом случае	3	3
203	и от	3	3
204	речевого общения	1	3
205	нет ничего	1	3
206	сознания и	1	3
207	слово в	6	3
208	и при	4	3
209	речи и	1	3
210	совершенно не	3	3
211	мы должны	11	3
212	всех других	1	3
213	ту же	2	2
214	одним из	2	2
215	же как	6	2
216	этому нужно	1	2
217	связана с	2	2
218	по которым	1	2
219	мы уже	5	2
220	той же	6	2
221	совпадает с	1	2
222	зависимости от	2	2
223	и он	2	2
224	свою очередь	2	2
225	первый план	4	2
226	быть в	1	2
227	в чем	3	2
228	то мы	1	2
229	как если	1	2
230	два основных	1	2
231	для других	2	2
232	не все	1	2
233	себе и	3	2
234	не просто	2	2
235	и речи	2	2
236	в своем	4	2
237	однако не	1	2
238	может получить	1	2
239	его к	4	2
240	в действительности	5	2
241	и иными	1	2
242	то в	1	2
243	друга в	1	2
244	не нашли	1	2
245	в нашем	4	2
246	из этих	2	2
247	в себе	10	2
248	на стадии	1	2
249	как он	4	2
250	как оно	2	2
251	тем не	1	2
252	всех остальных	2	2
253	должна быть	2	2
254	не как	1	2
255	его значением	1	2
256	одной и	5	2
257	из него	2	2
258	можно было	6	2
259	что все	3	2
260	и с	4	2
261	момент и	1	2
262	бы в	3	2
263	на этой	1	2
264	в данной	2	2
265	действительности в	2	2
266	этом смысле	8	2
267	ни в	3	2
268	для них	1	2
269	истории языка	1	2
270	это положение	5	2
271	уже у	1	2
272	для одного	1	2
273	движется в	1	2
274	должно быть	3	2
275	на первый	4	2
276	имеет место	1	2
277	в процессах	3	2
278	это делает	1	2
279	является продуктом	1	2
280	и той	4	2
281	точку зрения	1	2
282	не наоборот	1	2
283	и более	7	2
284	тому что	4	2
285	этими двумя	2	2
286	эти формы	1	2
287	что такое	5	2
288	в основе	17	2
289	как она	1	2
290	и является	3	2
291	в сознании	4	2
292	точке зрения	1	2
293	у нас	1	2
294	могут быть	7	2
295	во все	1	2
296	языке и	2	2
297	числе и	2	2
298	к тому	6	2
299	в виду	3	2
300	и та	1	2
301	другими словами	2	2
302	никогда не	5	2
303	то как	2	2
304	мог бы	1	2
305	подойти к	1	2
306	между собой	5	2
307	если бы	5	2
308	и даже	1	2
309	по мере	4	2
310	ситуации и	1	2
311	и т.д	2	2
312	о том	5	2
313	различие в	3	2
314	и во	3	2
315	этот момент	1	2
316	что и	9	2
317	говорит он	5	2
318	и только	4	2
319	эта проблема	2	2
320	что он	6	2
321	целом ряде	2	2
322	словом и	4	2
323	является одной	1	2
324	между этими	2	2
325	в качестве	21	2
326	какой степени	2	2
327	и других	3	2
328	глаза и	1	2
329	и их	1	2
330	всяком случае	3	2
331	так как	10	2
332	мы можем	5	2
333	свое выражение	1	2
334	как раз	1	2
335	тем что	7	2
336	без всякой	1	2
337	и сознание	1	2
338	связаны с	1	2
339	что не	1	2
340	деле если	1	2
341	слово является	1	2
342	направления и	1	2
343	в частности	5	2
344	независимо от	1	2
345	из которых	1	2
346	в тот	1	2
347	в первой	1	2
348	этого слова	11	2
349	с этой	4	2
350	не касается	1	2
351	благодаря этому	1	2
352	этом вопросе	2	2
353	но для	2	2
354	говорящего и	1	2
355	значения слова	8	2
356	или в	1	2
357	значения для	1	2
358	в свою	2	2
359	но если	1	2
360	на смену	1	2
361	не знает	2	2
362	отношению к	1	2
363	из этого	1	2
364	же и	1	2
365	в своих	1	2
366	в таком	2	2
367	том числе	2	2
368	трудности и	1	1
369	о действительности	1	1
370	также и	2	1
371	например в	1	1
372	неизбежно должно	2	1
373	должен быть	1	1
374	и то	10	1
375	ни кажется	1	1
376	проблемы в	1	1
377	получает в	1	1
378	не что	1	1
379	чисто природной	1	1
380	которые существуют	1	1
381	оказываются в	1	1
382	ибо как	1	1
383	тем же	4	1
384	тех форм	1	1
385	явления и	1	1
386	отношения между	1	1
387	и внешних	1	1
388	отношении и	1	1
389	свое место	2	1
390	оно было	1	1
391	другой момент	1	1
392	момент когда	2	1
393	его не	1	1
394	то для	1	1
395	из всех	1	1
396	первобытных людей	1	1
397	что вся	1	1
398	при анализе	2	1
399	что между	1	1
400	которую мы	1	1
401	среды и	1	1
402	этот предмет	4	1
403	из сказанного	1	1
404	так чтобы	1	1
405	мы попытались	1	1
406	говорить о	1	1
407	в деле	3	1
408	вместо того	1	1
409	группы и	1	1
410	в целом	11	1
411	следовательно он	1	1
412	почти без	1	1
413	т.п но	1	1
414	здесь не	2	1
415	столь же	3	1
416	в различных	1	1
417	которое он	1	1
418	чуть ли	1	1
419	выражения в	1	1
420	есть функция	1	1
421	совсем не	1	1
422	на основе	10	1
423	но как	2	1
424	в голове	1	1
425	а только	3	1
426	не входит	1	1
427	со всеми	3	1
428	должны были	1	1
429	между словом	2	1
430	большое значение	1	1
431	форме и	1	1
432	относится к	1	1
433	анализ этого	1	1
434	как говорит	2	1
435	в акте	1	1
436	анализа как	1	1
437	нами особенности	1	1
438	более и	2	1
439	хотя и	1	1
440	могли бы	9	1
441	из сознания	1	1
442	оказывается в	1	1
443	по пути	2	1
444	следующим образом	3	1
445	следует сказать	1	1
446	становятся как	1	1
447	та же	1	1
448	что это	2	1
449	к самому	1	1
450	вовсе нет	1	1
451	следующей главе	2	1
452	в этой	3	1
453	отчетливостью и	1	1
454	в известном	2	1
455	прямой и	1	1
456	нами в	4	1
457	в интересах	1	1
458	во многих	2	1
459	т.е не	1	1
460	иным как	1	1
461	главным образом	1	1
462	все другие	2	1
463	а просто	1	1
464	именно то	2	1
465	момента в	2	1
466	значение может	1	1
467	вообще не	2	1
468	их в	2	1
469	имеют ничего	1	1
470	в плане	1	1
471	время наиболее	1	1
472	подобно тому	2	1
473	и по	1	1
474	так например	1	1
475	поставить знак	1	1
476	от общего	1	1
477	анализе мы	1	1
478	русском языке	1	1
479	бы они	1	1
480	что почти	1	1
481	мы его	2	1
482	как они	4	1
483	этого вопроса	2	1
484	же не	2	1
485	цели как	1	1
486	в совершенно	3	1
487	в школе	4	1
488	тем которые	1	1
489	и второй	2	1
490	поэтому с	3	1
491	а по	1	1
492	на все	3	1
493	с целью	1	1
494	в единую	1	1
495	мы на	1	1
496	является общим	2	1
497	это не	5	1
498	то все	1	1
499	конкретной ситуации	4	1
500	ее формы	1	1
501	и тем	8	1
502	собственного внутреннего	1	1
503	своей логической	1	1
504	не чем	1	1
505	и во-вторых	1	1
506	всякое значение	1	1
507	с тем	6	1
508	и вся	1	1
509	одна и	1	1
510	мы видели	6	1
511	слова является	1	1
512	явления если	1	1
513	синтеза и	1	1
514	чтобы они	1	1
515	как таковой	1	1
516	научных дисциплин	1	1
517	в один	3	1
518	нисколько не	2	1
519	в других	1	1
520	мы как	1	1
521	все более	2	1
522	и мышления	3	1
523	этого необходимо	1	1
524	к истории	3	1
525	представить себе	2	1
526	почти не	1	1
527	бы к	1	1
528	и процесс	1	1
529	одним и	3	1
530	на каждом	6	1
531	на которое	2	1
532	далее в	1	1
533	от его	1	1
534	мы полагаем	1	1
535	было выработано	1	1
536	которых каждая	1	1
537	образом и	1	1
538	которые в	4	1
539	вчерашнего дня	1	1
540	это чрезвычайно	1	1
541	лежит не	1	1
542	знак равенства	1	1
543	общего и	1	1
544	отношениями которые	1	1
545	знаком можно	1	1
546	ни были	1	1
547	в части	2	1
548	время был	1	1
549	что есть	1	1
550	слова мы	3	1
551	значение слова	7	1
552	тем самым	7	1
553	есть прежде	1	1
554	мышление в	4	1
555	и должен	1	1
556	мышления и	14	1
557	тогда когда	8	1
558	того как	2	1
559	на него	1	1
560	не по	2	1
561	проблема в	2	1
562	и отношений	3	1
563	и всегда	1	1
564	в разных	1	1
565	в самой	1	1
566	этих двух	1	1
567	того в	1	1
568	в русском	1	1
569	по своей	6	1
570	камень и	1	1
571	потому что	12	1
572	бы по	1	1
573	ничто не	1	1
574	наша задача	1	1
575	здесь же	1	1
576	свет и	1	1
577	же по	2	1
578	двумя сторонами	1	1
579	т.е от	1	1
580	соответствует ни	1	1
581	с другом	7	1
582	исторической формы	1	1
583	никакого значения	1	1
584	стороны и	2	1
585	и понятием	2	1
586	как всякое	1	1
587	включается в	2	1
588	еще одна	1	1
589	и другой	3	1
590	как только	2	1
591	отличается от	2	1
592	всего в	1	1
593	одну и	1	1
594	мы могли	9	1
595	это находит	1	1
596	возникает как	1	1
597	движение или	1	1
598	существует только	2	1
599	на предмет	2	1
600	речи мы	1	1
601	не делает	1	1
602	значения и	1	1
603	от друга	1	1
604	характер и	1	1
605	последнее время	1	1
606	только не	5	1
607	можно сделать	1	1
608	методологическое положение	1	1
609	только то	1	1
610	значением слова	3	1
611	приводит к	3	1
612	и практической	1	1
613	мы наблюдаем	2	1
614	и совершенно	1	1
615	котором мы	1	1
616	из двух	1	1
617	готовый продукт	1	1
618	в роли	1	1
619	на которую	1	1
620	мы пытаемся	1	1
621	не опирается	1	1
622	для этого	1	1
623	в определенной	1	1
624	собой и	2	1
625	исходного пункта	1	1
626	форме в	1	1
627	образом в	1	1
628	о нем	1	1
629	является по	2	1
630	для мышления	1	1
631	пришли к	1	1
632	не означает	3	1
633	слово и	2	1
634	и что	8	1
635	находятся в	2	1
636	идет о	3	1
637	как наиболее	2	1
638	как чисто	1	1
639	все его	1	1
640	мере своего	1	1
641	вне всякой	1	1
642	и лишь	1	1
643	к нему	2	1
644	двух сторон	2	1
645	известном отношении	1	1
646	во всей	4	1
647	в форме	1	1
648	действительно в	1	1
649	даже для	1	1
650	на развитие	1	1
651	для различных	1	1
652	также в	1	1
653	другими элементами	1	1
654	из современных	1	1
655	в каждую	1	1
656	и история	3	1
657	образом как	2	1
658	следует ли	1	1
659	мы видим	10	1
660	с ними	1	1
661	мы увидим	1	1
662	виду одно	1	1
663	мышления то	1	1
664	к нашему	1	1
665	быть простой	1	1
666	с одной	9	1
667	так что	3	1
668	от одной	2	1
669	не соответствует	2	1
670	к какому	1	1
671	опыта к	1	1
672	он их	1	1
673	позитивной и	1	1
674	уже не	1	1
675	уже в	6	1
676	и они	1	1
677	значение и	1	1
678	принадлежащих к	1	1
679	это значение	3	1
680	каким образом	1	1
681	тогда он	1	1
682	слова в	9	1
683	в одном	1	1
684	каковы бы	1	1
685	может служить	2	1
686	но что	3	1
687	само по	1	1
688	более элементарных	1	1
689	мы возьмем	2	1
690	специальному вопросу	1	1
691	они становятся	1	1
692	реального процесса	1	1
693	друг от	1	1
694	звеном между	2	1
695	к двум	1	1
696	одной стороны	9	1
697	со стороны	3	1
698	на ее	1	1
699	этом как	1	1
700	все равно	1	1
701	участвующих в	1	1
702	данной конкретной	1	1
703	в сознание	1	1
704	еще и	1	1
705	тому как	2	1
706	на которые	1	1
707	смысле и	2	1
708	думается нам	2	1
709	его функцию	1	1
710	к более	1	1
711	и самый	1	1
712	полагаем что	1	1
713	которые еще	1	1
714	при участии	1	1
715	самое слово	3	1
716	которые проходит	1	1
717	основных и	2	1
718	о чем	1	1
719	нас интересуют	1	1
720	что мы	7	1
721	под влиянием	2	1
722	на слово	2	1
723	его как	1	1
724	зрения к	1	1
725	слово слово	1	1
726	все основные	2	1
727	он тем	1	1
728	как это	9	1
729	как процесс	1	1
730	но не	3	1
731	внутренних и	1	1
732	влияния на	2	1
733	если оно	1	1
734	а если	1	1
735	в той	2	1
736	внутреннего развития	4	1
737	знания в	1	1
738	по существу	3	1
739	друг с	7	1
740	значит что	2	1
741	многих других	1	1
742	это значит	2	1
743	лежит в	1	1
744	исходным пунктом	1	1
745	т.е те	1	1
746	быть не	1	1
747	ли не	2	1
748	того существует	1	1
749	эти вопросы	1	1
750	на пути	1	1
751	между понятием	1	1
752	звуком и	1	1
753	является как	1	1
754	анализа мы	2	1
755	вопрос в	1	1
756	элементарных и	1	1
757	в следующей	2	1
758	мышления в	16	1
759	частному и	2	1
760	и может	1	1
761	такого рода	6	1
762	и слова	1	1
763	а все	1	1
764	может войти	1	1
765	к одной	3	1
766	только они	1	1
767	с двух	2	1
768	увидим дальше	1	1
769	у них	1	1
770	находит свое	2	1
771	только с	1	1
772	существующие между	1	1
773	в большей	1	1
774	здесь на	1	1
775	зрения в	1	1
776	идет об	1	1
777	абстрактного к	1	1
778	и другие	9	1
779	человека не	1	1
780	являются для	1	1
781	процессе своего	1	1
782	равно как	1	1
783	и так	1	1
784	языке слово	1	1
785	но этот	1	1
786	чем иным	1	1
787	существует ни	1	1
788	в абстрактном	1	1
789	ли они	1	1
790	с внешней	1	1
791	внутри каждой	1	1
792	сторонами одного	1	1
793	расчленение и	1	1
794	ее в	1	1
795	то оно	1	1
796	к частному	2	1
797	нас не	1	1
798	этой точки	4	1
799	которая не	1	1
