N	2gram	Ircho_Kome_3	VLabPisa
365	не как	2	1
366	чувства в	1	1
367	но вместе	1	1
368	его от	2	1
369	на этом	1	1
370	его можно	1	1
371	и речи	4	1
372	именно это	1	1
373	для характеристики	1	1
374	спать в	1	1
375	лицо в	1	1
376	приходит в	1	1
377	чаще всего	1	1
378	материал для	1	1
379	в ином	1	1
380	для них	1	1
381	ни одной	2	1
382	соответствии с	1	1
383	и волнения	1	1
384	этого не	1	1
385	с этой	3	1
386	как видно	2	1
387	несмотря на	4	1
388	или из	1	1
389	ею и	1	1
390	на этот	3	1
391	справедливости этих	1	1
392	в этих	1	1
393	он должен	1	1
394	страсти и	1	1
395	в которые	1	1
396	этому же	1	1
397	его т	1	1
398	таков один	1	1
399	признать что	1	1
400	образом и	1	1
401	без участия	1	1
402	но он	1	1
403	друг другу	1	1
404	иным как	1	1
405	обращение к	1	1
406	предыдущих страницах	1	1
407	подчеркивает в	1	1
408	в устах	1	1
409	е из	1	1
410	автора это	1	1
411	вплоть до	2	1
412	эта мысль	1	1
413	как можно	1	1
414	что эта	2	1
415	без того	1	1
416	с которой	1	1
417	еще до	1	1
418	дело не	2	1
419	того как	1	1
420	из дальнейшего	1	1
421	что их	2	1
422	на себе	1	1
423	время как	2	1
424	сводится в	1	1
425	не могло	1	1
426	а тот	1	1
427	не имеет	3	1
428	судя по	3	1
429	три с	1	1
430	к ней	8	1
431	друг друга	4	1
432	моменты в	1	1
433	следует что	3	1
434	в основе	2	1
435	больше того	2	1
436	он вполне	1	1
437	нет даже	1	1
438	один раз	1	1
439	уже о	1	1
440	все то	1	1
441	внутреннего мира	1	1
442	бы он	3	1
443	ничего общего	1	1
444	и это	2	1
445	и поэтому	4	1
446	стихи о	1	1
447	какова же	1	1
448	говоря уже	1	1
449	же не	1	1
450	перед необходимостью	1	1
451	то время	2	1
452	и сам	5	1
453	что у	1	1
454	ни одним	2	1
455	по тому	2	1
456	остается только	1	1
457	по ее	2	1
458	по сравнению	2	1
459	жизнь и	1	1
460	мы в	1	1
461	строго говоря	1	1
462	короче говоря	1	1
463	о котором	1	1
464	для этого	1	1
465	с ним	5	1
466	а по	5	1
467	ситуации и	1	1
468	на него	4	1
469	это явствует	1	1
470	и та	1	1
471	и что	6	1
472	в глаза	3	1
473	после того	1	1
474	для нас	1	1
475	а также	2	1
476	аналогии с	2	1
477	говорят о	1	1
478	которой было	1	1
479	которой мы	2	1
480	затем в	1	1
481	или иначе	2	1
482	и во	2	1
483	на одном	1	1
484	признается в	1	1
485	сомнения в	1	1
486	в ту	1	1
487	первого акта	2	1
488	какой мере	2	1
489	для самого	1	1
490	обстоятельства могут	1	1
491	из видов	1	1
492	этом однако	1	1
493	речи о	4	1
494	в какой	3	1
495	в стороне	1	1
496	и кончая	1	1
497	который в	3	1
498	во времени	1	1
499	об их	1	1
500	стороны он	1	1
501	образ как	1	1
502	образов в	1	1
503	к какому	1	1
504	события и	1	1
505	конечно не	3	1
506	только на	1	1
507	в начале	3	1
508	этому вопросу	1	1
509	не дает	4	1
510	и других	1	1
511	его и	1	1
512	к каким	1	1
513	это обстоятельство	3	1
514	себе в	3	1
515	раз с	1	1
516	ни в	10	1
517	в известной	2	1
518	войной и	1	1
519	очевидно также	1	1
520	в состоянии	1	1
521	себя от	2	1
522	отношение к	5	1
523	не случайно	1	1
524	идет в	1	1
525	и никогда	1	1
526	оказывается перед	1	1
527	представлений в	1	1
528	тем что	5	1
529	дошедших до	2	1
530	о своей	1	1
531	все основания	1	1
532	а именно	1	1
533	человека а	1	1
534	в свою	7	1
535	чем он	1	1
536	выводам из	1	1
537	себя и	2	1
538	близко к	1	1
539	в соответствии	1	1
540	богов он	1	1
541	эту возможность	1	1
542	из наиболее	1	1
543	однако и	1	1
544	жизнь в	1	1
545	самого начала	4	1
546	на многие	1	1
547	со своими	1	1
548	игры на	2	1
549	обычно не	1	1
550	что из	1	1
551	особенно часто	1	1
552	явствует из	1	1
553	если не	3	1
554	жалуется на	1	1
555	к лицу	1	1
556	нет ничего	2	1
557	и особенно	2	1
558	относятся к	1	1
559	как в	2	1
560	е чисто	1	1
561	обратил внимание	1	1
562	но нередко	1	1
563	сравнению с	2	1
564	так или	2	1
565	основанием для	1	1
566	заимствован из	1	1
567	которое не	1	1
568	образом на	1	1
569	бы его	1	1
570	эту операцию	1	1
571	исходя из	2	1
572	персонажей в	1	1
573	были у	1	1
574	еще раз	1	1
575	сказать не	1	1
576	остается один	1	1
577	только для	2	1
578	является наглядным	1	1
579	на своем	1	1
580	слова с	1	1
581	покончить с	1	1
582	мы видим	1	1
583	и ему	1	1
584	вероятно в	1	1
585	мой взгляд	1	1
586	это как	1	1
587	а к	1	1
588	и все	2	1
589	и многократно	1	1
590	ни к	1	1
591	потому что	10	1
592	хотя в	1	1
593	сходятся в	1	1
594	но вот	1	1
595	е в	2	1
596	приходится признать	1	1
597	не говоря	1	1
598	дело с	3	1
599	это в	2	1
600	имеет ничего	1	1
601	совершенно не	2	1
602	это на	1	1
603	ним во	1	1
604	в кругу	1	1
605	работы в	1	1
606	к числу	1	1
607	к этой	2	1
608	это было	1	1
609	же на	1	1
610	можно назвать	1	1
611	в таком	2	1
