N	2gram	Vinokur_St_2	RusskieA
211	одно из	1	2
212	связано с	1	2
213	заметить что	1	2
214	в руки	1	2
215	церкви и	1	2
216	а с	3	2
217	прежде всего	5	2
218	и пр	8	2
219	из наиболее	1	2
220	ниже в	2	2
221	там где	2	2
222	совершенно не	2	2
223	если она	1	2
224	в течение	6	2
225	с этой	2	2
226	этом и	1	2
227	вокруг него	1	2
228	и для	1	2
229	жизни в	1	2
230	из этого	1	2
231	в своих	1	2
232	сделана в	1	1
233	а между	1	1
234	ту же	1	1
235	отношение к	1	1
236	пишет по	1	1
237	к этой	1	1
238	относятся к	3	1
239	в приведенном	1	1
240	смысл этого	2	1
241	и до	1	1
242	в силе	2	1
243	очень много	1	1
244	народ на	1	1
245	например в	3	1
246	г в	5	1
247	следует обратить	1	1
248	очень широко	1	1
249	подробно излагать	1	1
250	совпадает с	1	1
251	говорить о	1	1
252	их с	1	1
253	из того	1	1
254	мы и	1	1
255	в народных	1	1
256	ставит себе	1	1
257	в ней	7	1
258	этим не	1	1
259	ответ на	1	1
260	воплощенной в	1	1
261	нет и	2	1
262	отличаются от	1	1
263	что они	2	1
264	к сожалению	2	1
265	в поисках	1	1
266	независимо от	1	1
267	что именно	2	1
268	народа в	2	1
269	и представляют	1	1
270	в своем	9	1
271	слова дай	1	1
272	хотя и	4	1
273	когда он	1	1
274	от других	1	1
275	по пути	2	1
276	нового и	1	1
277	что этим	1	1
278	более или	2	1
279	в самом	7	1
280	уже в	1	1
281	не оставляет	1	1
282	выражение в	2	1
283	что к	1	1
284	только один	1	1
285	тому же	3	1
286	как он	2	1
287	на то	2	1
288	и если	1	1
289	вообще не	3	1
290	к выводу	1	1
291	не следует	1	1
292	в нем	4	1
293	в статье	2	1
294	видел в	2	1
295	в первую	1	1
296	мало того	1	1
297	только в	2	1
298	человек с	1	1
299	но все	7	1
300	по его	3	1
301	поправку в	1	1
302	что все	1	1
303	а когда	1	1
304	значение в	1	1
305	в другом	4	1
306	связанных с	1	1
307	на все	1	1
308	а как	4	1
309	те или	1	1
310	три дня	1	1
311	только там	1	1
312	и отдельные	1	1
313	известно что	1	1
314	и была	2	1
315	не соответствует	1	1
316	остановиться на	1	1
317	моя не	1	1
318	еще одно	1	1
319	широко но	1	1
320	на первую	1	1
321	эта поэтическая	1	1
322	нет в	1	1
323	говорится следующее	1	1
324	полного развития	1	1
325	на основании	1	1
326	для чего	1	1
327	качестве средства	1	1
328	говорится о	1	1
329	поблизости от	1	1
330	в развитии	1	1
331	такой же	1	1
332	можно найти	1	1
333	или менее	2	1
334	они говорят	2	1
335	себя внимание	2	1
336	в связь	1	1
337	уже к	1	1
338	в город	1	1
339	его мнению	1	1
340	деревне на	1	1
341	место в	1	1
342	на свою	1	1
343	были известны	1	1
344	своего рода	5	1
345	такую же	1	1
346	указать еще	1	1
347	но они	2	1
348	что этот	2	1
349	из разных	1	1
350	и очень	1	1
351	что есть	1	1
352	при всех	1	1
353	что эта	3	1
354	этот был	1	1
355	себе целью	1	1
356	виду что	1	1
357	в русской	5	1
358	дело в	4	1
359	или другие	1	1
360	на него	1	1
361	в основе	1	1
362	с и	2	1
363	это еще	2	1
364	мотивы в	1	1
365	ничего не	4	1
366	в полной	2	1
367	и его	6	1
368	так например	7	1
369	до того	4	1
370	звучит в	1	1
371	как будто	1	1
372	этом отношении	9	1
373	не является	3	1
374	понимал и	1	1
375	и здесь	3	1
376	в духе	2	1
377	и такие	1	1
378	чтобы сделать	2	1
379	все не	1	1
380	с полной	1	1
381	своей идеологии	1	1
382	делают с	1	1
383	оно не	3	1
384	ничего общего	1	1
385	и это	2	1
386	иметь в	3	1
387	и которая	1	1
388	себе в	1	1
389	достаточное количество	1	1
390	не будет	1	1
391	свою очередь	1	1
392	и сами	1	1
393	здесь не	1	1
394	не могу	1	1
395	без всякого	1	1
396	в в	1	1
397	в особенности	2	1
398	в пределах	1	1
399	ряду с	1	1
400	и совершенно	1	1
401	что у	4	1
402	iii в	1	1
403	с собой	1	1
404	так и	9	1
405	рукой очевидно	1	1
406	что также	1	1
407	здесь нет	1	1
408	на которую	1	1
409	найти в	1	1
410	к тем	1	1
411	возможно что	1	1
412	он был	2	1
413	основана на	1	1
414	если бы	2	1
415	отрицать что	1	1
416	и вообще	2	1
417	хотя это	1	1
418	выводу что	1	1
419	говорят что	2	1
420	другом месте	2	1
421	на этой	1	1
422	настоящее время	1	1
423	с того	1	1
424	можно сказать	1	1
425	и во	1	1
426	свою теорию	1	1
427	в его	13	1
428	но нет	1	1
429	это нужно	1	1
430	востока и	1	1
431	которая должна	1	1
432	в середине	1	1
433	в ту	1	1
434	все время	1	1
435	уходит в	1	1
436	с той	2	1
437	но с	4	1
438	тот же	1	1
439	с ними	1	1
440	что он	13	1
441	пришел к	1	1
442	в какой	2	1
443	и действительно	1	1
444	те которые	1	1
445	который в	1	1
446	их не	1	1
447	от них	1	1
448	а после	1	1
449	сомнений в	2	1
450	с нею	3	1
451	одна с	1	1
452	только на	1	1
453	раньше чем	4	1
454	а это	1	1
455	при первой	1	1
456	е не	1	1
457	при помощи	4	1
458	тем сильнее	1	1
459	ни с	2	1
460	это обстоятельство	1	1
461	обратить внимание	5	1
462	не так	1	1
463	для него	4	1
464	всяком случае	3	1
465	могло бы	1	1
466	в одном	6	1
467	это предположение	1	1
468	в конце	2	1
469	как его	1	1
470	случае не	2	1
471	об уничтожении	1	1
472	это слова	1	1
473	как раз	8	1
474	не просто	1	1
475	чем и	1	1
476	в это	2	1
477	и даже	3	1
478	даже не	1	1
479	простого народа	2	1
480	как у	3	1
481	по своим	1	1
482	и др	2	1
483	что означает	1	1
484	месте и	1	1
485	близко к	1	1
486	на которых	1	1
487	не на	2	1
488	а по	1	1
489	из последних	1	1
490	этом основании	1	1
491	точности соответствует	1	1
492	в исторической	1	1
493	имея в	1	1
494	который его	1	1
495	эти слова	2	1
496	в одной	2	1
497	и потому	2	1
498	в москве	2	1
499	которая для	1	1
500	по своему	2	1
501	что за	2	1
502	не дают	1	1
503	нужно не	1	1
504	на тот	2	1
505	имеют силу	1	1
506	употребление в	1	1
507	целый год	1	1
508	в тех	2	1
509	который он	1	1
510	и более	2	1
511	быть не	1	1
512	и не	9	1
513	на пути	1	1
514	но это	3	1
515	внимания на	1	1
516	что касается	1	1
517	бабы в	1	1
518	при всем	1	1
519	ли в	1	1
520	место для	1	1
521	первую очередь	1	1
522	он по	2	1
523	в настоящее	1	1
524	в двух	1	1
525	из различных	1	1
526	от него	1	1
527	это позволяет	1	1
528	за него	2	1
529	его жизнь	1	1
530	только что	2	1
531	петра i	1	1
532	от сего	1	1
533	очень хорошо	2	1
534	новую жизнь	1	1
535	несмотря на	2	1
536	только с	2	1
537	в период	2	1
538	в свою	1	1
539	сказать что	2	1
540	другой стороны	3	1
541	на который	1	1
542	в точности	1	1
543	кого-нибудь из	1	1
544	одновременно и	1	1
545	во всяком	3	1
546	как на	9	1
547	все что	1	1
